I can play much better now
Moved 994.2719 218.5 375 -0.3275463 -0.03343629
Moved 994.3026 208.6724 376 -0.3502954 -0.03086435
Moved 994.3334 199.6861 377.6569 -0.371097 -0.02660257
Moved 994.3641 193.1932 378 -0.3861268 -0.02572024
Moved 994.3948 187.1672 379 -0.4000759 -0.02314815
Moved 994.4255 184.0414 380.9587 -0.4073117 -0.01811047
Moved 994.4562 182.7742 381 -0.4102448 -0.01800419
Moved 994.487 183 383.5 -0.4097222 -0.01157415
Moved 994.5178 183 386.3071 -0.4097222 -0.004354092
Moved 994.5484 202.636 396.0907 -0.3642684 0.02080937
Moved 994.5792 230.4721 409.0328 -0.2998331 0.05409656
Moved 994.6099 257.2993 419.6497 -0.2377331 0.0814034
Moved 994.6407 279.5412 429.7706 -0.1862472 0.1074347
Moved 994.6714 307.0948 442.6795 -0.1224656 0.1406365
Moved 994.7021 329.3203 455.4502 -0.07101785 0.173483
Moved 994.7329 343.9689 461.9844 -0.03710901 0.1902891
Moved 994.7637 362.8444 472.4825 0.006584227 0.2172904
Moved 994.7943 378.6345 481.6483 0.04313538 0.2408649
Moved 994.8251 389.6469 489.4313 0.0686272 0.2608828
Moved 994.8558 399 496 0.09027779 0.2777777
Moved 994.8866 403.98 501.98 0.1018055 0.2931583
Moved 994.9173 410 506 0.1157407 0.3034978
Moved 994.948 414.1795 510.1796 0.1254156 0.3142478
Moved 994.9788 418 514 0.1342593 0.324074
Moved 995.0095 419.8608 515 0.1385666 0.326646
Moved 995.0402 422.4108 518.4108 0.1444695 0.3354187
Moved 995.071 423.9619 519.9619 0.1480598 0.339408
Moved 995.1017 425.5 521 0.1516204 0.3420781
Ended 995.1324 425 522 0.150463 0.3446501
Began 995.9931 468 259 0.25 -0.3317901
Stationary 996.0238 468 259 0.25 -0.3317901
Stationary 996.0546 468 259 0.25 -0.3317901
Stationary 996.0853 468 259 0.25 -0.3317901
Stationary 996.1159 468 259 0.25 -0.3317901
Moved 996.1467 468 268.6057 0.25 -0.3070843
Moved 996.1774 468 288.8074 0.25 -0.255125
Moved 996.2082 468 312.3463 0.25 -0.1945827
Moved 996.239 468 326.908 0.25 -0.1571298
Moved 996.2697 459.5982 342.2015 0.2305515 -0.1177945
Moved 996.3004 460 358.222 0.2314815 -0.07658947
Moved 996.3312 457.7017 377.3867 0.2261613 -0.02729761
Moved 996.3619 455.5 396.5 0.2210648 0.02186214
Moved 996.3926 452.0068 416.9457 0.2129787 0.07444872
Moved 996.4233 447.4422 437.7892 0.2024124 0.1280586
Moved 996.454 442.7875 454.7436 0.1916378 0.1716655
Moved 996.4848 440.352 468.2681 0.186 0.2064507
Moved 996.5155 438.1301 480.2196 0.1808566 0.2371903
Moved 996.5463 435.3101 492.3798 0.1743289 0.2684666
Moved 996.577 435 495.8943 0.1736111 0.277506
Moved 996.6078 434 499.4705 0.1712963 0.2867037
Moved 996.6385 433 501.7921 0.1689814 0.2926751
Moved 996.6692 432 504.3572 0.1666667 0.2992726
Moved 996.7 431 504 0.1643519 0.2983539
Moved 996.7307 425.6228 504 0.1519045 0.2983539
Moved 996.7614 409.9023 485.9023 0.1155146 0.2518062
Moved 996.7922 390.1699 460.7123 0.06983767 0.1870173
Moved 996.8229 371.819 433.9559 0.02735883 0.1181992
Moved 996.8536 357.6435 412.4652 -0.005454968 0.06292485
Moved 996.8844 347.1807 395.3615 -0.02967427 0.01893369
Moved 996.9152 339.5012 383.3349 -0.04745101 -0.01199887
Moved 996.9459 334.5744 371.1489 -0.05885547 -0.04334139
Moved 996.9766 329.2386 361.4772 -0.07120689 -0.06821706
Moved 997.0073 324.126 351.2521 -0.08304159 -0.09451634
Moved 997.0381 320.0237 342.0474 -0.09253775 -0.118191
Moved 997.0688 316 333 -0.1018519 -0.141461
Moved 997.0995 312.2304 325.6912 -0.1105778 -0.1602594
Moved 997.1302 307.3652 317.0479 -0.1218398 -0.1824902
Moved 997.161 302.2588 307.5176 -0.1336602 -0.2070022
Moved 997.1918 297.1492 298.7238 -0.145488 -0.22962
Moved 997.2225 292.6176 291.9264 -0.1559778 -0.247103
Moved 997.2532 287.5039 286.5039 -0.167815 -0.2610497
Moved 997.284 283.3953 279.5929 -0.1773257 -0.2788249
Moved 997.3147 280.6414 275.6414 -0.1837005 -0.2889883
Moved 997.3454 278.3983 272.3984 -0.1888927 -0.2973293
Moved 997.3762 276.8368 270.8369 -0.1925073 -0.3013455
Moved 997.4069 277 269.5604 -0.1921296 -0.3046288
Moved 997.4376 277 269 -0.1921296 -0.30607
Moved 997.4684 296.9876 281.9876 -0.145862 -0.2726657
Moved 997.4991 321.8779 310.2071 -0.08824562 -0.2000846
Moved 997.5298 339.9967 340.3273 -0.04630401 -0.1226151
Moved 997.5605 351.8841 359.5472 -0.01878674 -0.0731812
Moved 997.5912 361.8159 376.2686 0.004203419 -0.03017363
Moved 997.6221 372.0859 392.1503 0.02797653 0.01067448
Moved 997.6528 382.6923 406.5385 0.05252848 0.0476812
Moved 997.6835 385.2446 410.3669 0.05843659 0.05752799
Moved 997.7143 388.5186 414.5187 0.06601542 0.06820635
Moved 997.745 391.89 418.78 0.07381936 0.07916654
Moved 997.7758 394.908 421.454 0.08080542 0.0860441
Moved 997.8065 395.9987 423.9987 0.08333037 0.09258921
Moved 997.8372 398.2055 425.2055 0.08843868 0.09569309
Moved 997.868 399.8133 427 0.0921605 0.1003086
Moved 997.8987 401 429.3665 0.09490739 0.1063953
Moved 997.9294 403 430 0.09953707 0.1080246
Moved 997.9601 404 431 0.1018518 0.1105966
Moved 997.9909 405.4254 432.4254 0.1051514 0.1142628
Moved 998.0215 407 433 0.1087963 0.1157406
Moved 998.0524 408 434 0.1111111 0.1183127
Moved 998.0831 409.0342 435.0342 0.1135052 0.1209728
Moved 998.1138 409.6251 436.2501 0.1148729 0.1241
Ended 998.1445 410.5 438 0.1168981 0.1286007
Began 999.1588 357 276 -0.006944438 -0.288066
Stationary 999.1896 357 276 -0.006944438 -0.288066
Moved 999.2203 357 290.192 -0.006944438 -0.251564
Moved 999.251 357 322.3583 -0.006944438 -0.1688315
Moved 999.2817 344.9428 353.2861 -0.03485466 -0.08928471
Moved 999.3126 339.3048 376.9839 -0.04790555 -0.02833354
Moved 999.3433 334.1009 395.1468 -0.05995159 0.01838158
Moved 999.374 329.1647 410.4235 -0.07137795 0.05767347
Moved 999.4047 324.7381 422.9168 -0.08162484 0.08980648
Moved 999.4354 320.6452 435.7095 -0.09109899 0.1227097
Moved 999.4662 316.7707 445.9174 -0.1000679 0.1489643
Moved 999.4969 312.2133 455.3602 -0.1106175 0.1732515
Moved 999.5277 307.8976 462.1537 -0.1206075 0.1907244
Moved 999.5584 302.8196 470.7706 -0.1323621 0.2128874
Moved 999.5891 296.5737 479.4263 -0.1468202 0.23515
Moved 999.6198 290.2106 486.7894 -0.1615496 0.254088
Moved 999.6506 284.1968 493.8032 -0.1754704 0.2721274
Moved 999.6813 277.5461 501.4539 -0.1908656 0.2918053
Moved 999.7121 276 505.0154 -0.1944444 0.3009656
Moved 999.7429 274.4528 508 -0.198026 0.3086419
Moved 999.7736 274 509.7369 -0.199074 0.3131093
Moved 999.8043 274 511.0035 -0.199074 0.316367
Moved 999.835 274 512.2686 -0.199074 0.3196208
Stationary 999.8658 274 512.2686 -0.199074 0.3196208
Moved 999.8965 285.443 512 -0.1725857 0.31893
Moved 999.9272 295.6203 512 -0.149027 0.31893
Moved 999.9579 304.8433 504.2892 -0.1276775 0.2990976
Moved 999.9887 313.8014 501.7328 -0.1069412 0.2925227
Moved 1000.019 322.5078 498.2461 -0.08678754 0.2835546
Moved 1000.05 333.1573 495.9606 -0.06213576 0.2776764
Moved 1000.081 342.3613 493.4097 -0.04083032 0.2711153
Moved 1000.112 351.5588 490.8603 -0.01953989 0.2645583
Moved 1000.142 357.9222 488.6926 -0.004809747 0.258983
Moved 1000.173 367.7867 487.0533 0.01802474 0.2547667
Moved 1000.204 374.4893 485.5035 0.03354013 0.2507807
Moved 1000.235 378.0486 485 0.04177918 0.2494856
Moved 1000.265 380.2192 485 0.04680365 0.2494856
Moved 1000.296 381.5 485 0.04976849 0.2494856
Stationary 1000.327 381.5 485 0.04976849 0.2494856
Moved 1000.357 381 485 0.04861106 0.2494856
Moved 1000.388 364.1462 485 0.009597739 0.2494856
Moved 1000.419 348.3747 492.7709 -0.0269105 0.2694724
Moved 1000.45 334.1458 495.309 -0.05984758 0.2760005
Moved 1000.48 324.6033 497.8492 -0.08193672 0.2825339
Moved 1000.511 316.6987 499.0753 -0.1002344 0.2856874
Moved 1000.542 307.442 500 -0.1216619 0.2880658
Moved 1000.573 298.4318 502.1894 -0.1425189 0.293697
Moved 1000.603 289.7896 503 -0.162524 0.2957818
Moved 1000.634 285.9928 503 -0.171313 0.2957818
Moved 1000.665 277.5 505.5 -0.1909722 0.3022119
Moved 1000.696 272.9081 506 -0.2016016 0.3034978
Moved 1000.726 269.4093 507 -0.2097007 0.3060699
Moved 1000.757 267.1206 507.8793 -0.2149985 0.3083315
Moved 1000.788 265.8105 508 -0.2180312 0.3086419
Moved 1000.819 264.5 508 -0.2210648 0.3086419
Moved 1000.849 265 509 -0.2199074 0.3112139
Stationary 1000.88 265 509 -0.2199074 0.3112139
Moved 1000.911 272.8258 509 -0.2017922 0.3112139
Moved 1000.942 279.5546 509 -0.1862163 0.3112139
Moved 1000.972 285.6554 509 -0.172094 0.3112139
Moved 1001.003 291.3705 509 -0.1588646 0.3112139
Moved 1001.034 294.1601 509 -0.1524071 0.3112139
Moved 1001.064 296.705 509 -0.1465162 0.3112139
Ended 1001.095 299 509 -0.1412037 0.3112139
Began 1001.741 369 267 0.02083332 -0.311214
Stationary 1001.771 369 267 0.02083332 -0.311214
Stationary 1001.802 369 267 0.02083332 -0.311214
Stationary 1001.833 369 267 0.02083332 -0.311214
Stationary 1001.864 369 267 0.02083332 -0.311214
Moved 1001.894 392.57 287.1417 0.07539362 -0.2594092
Moved 1001.925 409.854 307.854 0.1154027 -0.2061369
Moved 1001.956 427 331.5 0.1550926 -0.145319
Moved 1001.987 450.1014 366.1825 0.208568 -0.05611513
Moved 1002.017 456.46 376.336 0.223287 -0.03000008
Moved 1002.048 467.0123 393.5184 0.2477136 0.0141935
Moved 1002.079 478.2208 410.1364 0.2736592 0.05693518
Moved 1002.109 487.2827 423.9089 0.294636 0.09235825
Moved 1002.14 499.548 445.9864 0.3230276 0.1491419
Moved 1002.171 507.3061 461.2653 0.3409864 0.1884396
Moved 1002.202 512.4098 472.0245 0.3528005 0.2161122
Moved 1002.232 518 486 0.3657407 0.2520575
Moved 1002.263 521.907 497.628 0.3747847 0.2819649
Moved 1002.294 524 507.45 0.3796296 0.3072271
Moved 1002.325 524.9949 511.9794 0.3819326 0.3188769
Moved 1002.355 525 517 0.3819444 0.33179
Moved 1002.386 525 521.6343 0.3819444 0.3437096
Moved 1002.417 525 529.1252 0.3819444 0.3629763
Moved 1002.448 505.3427 536.8629 0.3364414 0.3828778
Moved 1002.478 485.7013 541.9553 0.2909752 0.3959754
Moved 1002.509 457.0736 541 0.2247074 0.3935184
Moved 1002.54 432.121 541 0.1669468 0.3935184
Moved 1002.57 406.6408 541 0.1079648 0.3935184
Moved 1002.601 379.9305 541 0.04613549 0.3935184
Moved 1002.632 358.5 532.5 -0.003472219 0.3716563
Moved 1002.663 335.5421 529.9491 -0.05661547 0.3650954
Moved 1002.693 313.8659 529 -0.1067918 0.3626543
Moved 1002.724 293.8291 528 -0.1531734 0.3600822
Moved 1002.755 278.2955 528 -0.1891309 0.3600822
Moved 1002.786 261.5089 527.0727 -0.2279886 0.3576971
Moved 1002.816 247.6483 525.5297 -0.2600735 0.3537285
Moved 1002.847 230.9624 523.9925 -0.298698 0.3497749
Moved 1002.878 219.799 520.7598 -0.3245393 0.3414603
Moved 1002.909 209.6574 518.2191 -0.3480153 0.3349256
Moved 1002.939 200.7238 515.681 -0.368695 0.3283975
Moved 1002.97 195.2879 514 -0.3812779 0.324074
Moved 1003.001 190.8711 513 -0.391502 0.321502
Moved 1003.031 188.3301 511.3301 -0.397384 0.3172069
Ended 1003.062 188 511 -0.3981482 0.3163579
PhraseEnd 1004.63
