traveling requires a lot of fuel
Basic
0.6 0.6
432 388.8
Began 756.3385 379 521 0.04398147 0.3420781
Stationary 756.3692 379 521 0.04398147 0.3420781
Stationary 756.4 379 521 0.04398147 0.3420781
Stationary 756.4307 379 521 0.04398147 0.3420781
Stationary 756.4614 379 521 0.04398147 0.3420781
Stationary 756.4921 379 521 0.04398147 0.3420781
Stationary 756.5229 379 521 0.04398147 0.3420781
Stationary 756.5536 379 521 0.04398147 0.3420781
Stationary 756.5844 379 521 0.04398147 0.3420781
Moved 756.6151 379 511.9066 0.04398147 0.3186896
Moved 756.6458 379 510.6255 0.04398147 0.3153948
Stationary 756.6766 379 510.6255 0.04398147 0.3153948
Moved 756.7073 379 509.8602 0.04398147 0.3134262
Stationary 756.738 379 510 0.04398147 0.3137859
Stationary 756.7687 379 510 0.04398147 0.3137859
Stationary 756.7995 379 510 0.04398147 0.3137859
Moved 756.8303 366.9048 510 0.01598329 0.3137859
Moved 756.861 361.1542 518.4229 0.002671679 0.3354498
Moved 756.8918 356.076 520 -0.00908345 0.3395061
Moved 756.9225 349.3343 522.8329 -0.02468914 0.3467923
Moved 756.9532 343.586 525.707 -0.03799543 0.3541847
Moved 756.9839 337 527.5 -0.05324075 0.3587962
Moved 757.0146 330.8034 528 -0.06758462 0.3600822
Moved 757.0454 323.1071 528 -0.08540019 0.3600822
Moved 757.0762 316.3239 528 -0.101102 0.3600822
Moved 757.1069 309.7744 528 -0.116263 0.3600822
Moved 757.1376 302.193 528 -0.1338124 0.3600822
Moved 757.1683 294.5672 518.8458 -0.1514649 0.3365373
Moved 757.1991 282.942 510.942 -0.178375 0.3162088
Moved 757.2299 268.6786 499.2322 -0.2113921 0.2860909
Moved 757.2606 251.537 483.537 -0.2510718 0.2457226
Moved 757.2913 227.9276 458.6316 -0.3057231 0.1816655
Moved 757.3221 211.8774 440.8774 -0.3428765 0.1360014
Moved 757.3528 196.6478 422.3068 -0.3781302 0.08823763
Moved 757.3835 187.3834 411.3834 -0.3995756 0.06014235
Moved 757.4142 180.1752 404.1752 -0.4162611 0.04160281
Moved 757.445 176.0471 399.0941 -0.425817 0.02853421
Moved 757.4757 173.175 396.1749 -0.4324654 0.02102601
Moved 757.5065 171.7472 394.7473 -0.4357702 0.01735397
Moved 757.5372 172 394 -0.4351852 0.01543206
Stationary 757.5679 172 394 -0.4351852 0.01543206
Stationary 757.5986 172 394 -0.4351852 0.01543206
Moved 757.6294 185.1723 394 -0.4046937 0.01543206
Moved 757.6601 202.1298 394 -0.3654404 0.01543206
Moved 757.6909 234.4481 375.3679 -0.2906294 -0.03248992
Moved 757.7216 258.1134 348.6083 -0.2358487 -0.1013162
Moved 757.7524 277.1203 320.8109 -0.1918511 -0.1728114
Moved 757.7831 288.196 298.608 -0.166213 -0.2299177
Moved 757.8138 298.277 275.5946 -0.1428772 -0.2891086
Moved 757.8446 302.2966 262.8137 -0.1335728 -0.3219812
Moved 757.8753 306.8544 252.4369 -0.1230223 -0.3486705
Moved 757.9061 309.67 244.66 -0.1165047 -0.3686728
Moved 757.9368 312 240.4628 -0.1111111 -0.3794682
Moved 757.9675 313.5 238.5 -0.1076389 -0.3845166
Moved 757.9982 314 239 -0.1064815 -0.3832304
Moved 758.0289 314 280.691 -0.1064815 -0.2760005
Moved 758.0598 300.8908 350.4673 -0.1368268 -0.09653468
Moved 758.0905 293 401.5 -0.1550926 0.03472222
Moved 758.1212 281.7337 454.4203 -0.1811721 0.1708342
Moved 758.1519 272.1567 492.4908 -0.2033411 0.2687519
Moved 758.1827 263.3296 521.6816 -0.2237741 0.3438313
Moved 758.2134 258.6913 537.2346 -0.2345108 0.3838338
Moved 758.2441 253.7269 552.0925 -0.2460026 0.4220484
Moved 758.2749 250.8513 560.2974 -0.2526591 0.4431517
Moved 758.3056 251 564.0206 -0.2523148 0.4527278
Moved 758.3363 251 566 -0.2523148 0.4578188
Moved 758.3671 251 567 -0.2523148 0.4603909
Moved 758.3978 251 554.0031 -0.2523148 0.4269626
Moved 758.4286 275.8399 527.7401 -0.194815 0.3594138
Moved 758.4593 309.1068 477.5154 -0.1178084 0.230235
Moved 758.4901 343.4683 433.9849 -0.03826792 0.1182739
Moved 758.5208 374.7359 398.8489 0.03411094 0.02790361
Moved 758.5515 405.5504 372.3747 0.1054407 -0.04018862
Moved 758.5822 429.8463 357.6593 0.1616812 -0.07803684
Moved 758.613 446.5332 350.2933 0.2003084 -0.09698216
Moved 758.6437 459 346.5 0.2291666 -0.1067387
Moved 758.6745 468.2657 343.9114 0.2506151 -0.1133965
Moved 758.7052 476.8972 344 0.2705954 -0.1131688
Moved 758.736 484.5125 344 0.2882235 -0.1131688
Moved 758.7667 490.9427 344 0.3031081 -0.1131688
Moved 758.7974 498.8443 344 0.3213988 -0.1131688
Moved 758.8282 505.2973 344 0.3363363 -0.1131688
Moved 758.8589 509.0213 344 0.3449566 -0.1131688
Moved 758.8896 510.0897 344 0.3474298 -0.1131688
Moved 758.9203 511 344 0.349537 -0.1131688
Moved 758.9511 498.0182 364.3854 0.3194866 -0.06073704
Moved 758.9819 470.1031 414.5567 0.2548684 0.06830416
Moved 759.0126 458.7053 451.2769 0.2284846 0.1627493
Moved 759.0433 454.9263 467.9052 0.2197369 0.2055173
Moved 759.0741 450.5982 498.42 0.2097179 0.284002
Moved 759.1047 450 523.5308 0.2083333 0.3485874
Moved 759.1355 450 548.7408 0.2083333 0.4134279
Moved 759.1663 450 563.7507 0.2083333 0.4520336
Moved 759.197 450 572.5 0.2083333 0.474537
Moved 759.2277 450 576.0709 0.2083333 0.4837215
Moved 759.2585 450 577 0.2083333 0.4861111
Stationary 759.2892 450 577 0.2083333 0.4861111
Moved 759.3199 447.6668 577 0.2029325 0.4861111
Moved 759.3506 438.2106 532.79 0.1810431 0.3724023
Moved 759.3814 430.5907 488.408 0.1634044 0.258251
Moved 759.4118 426.9863 441.7402 0.155061 0.1382206
Moved 759.4429 425.4527 407.4324 0.1515108 0.0499803
Moved 759.4736 425 354.7879 0.150463 -0.08542205
Moved 759.5044 425 337.4755 0.150463 -0.1299499
