players must know all the rules
Basic
0.6 0.6
432 388.8
Began 1094.128 543 523 0.4236111 0.3472221
Stationary 1094.159 543 523 0.4236111 0.3472221
Stationary 1094.19 543 523 0.4236111 0.3472221
Stationary 1094.22 543 523 0.4236111 0.3472221
Stationary 1094.251 543 523 0.4236111 0.3472221
Stationary 1094.282 543 523 0.4236111 0.3472221
Stationary 1094.313 543 523 0.4236111 0.3472221
Moved 1094.343 524.3767 484.5976 0.3805016 0.2484505
Moved 1094.374 499.2572 430.6288 0.3223547 0.109642
Moved 1094.405 482.8415 387.1879 0.2843554 -0.002088782
Moved 1094.435 469.5 355.5 0.2534722 -0.08359061
Moved 1094.466 459.1731 339.9663 0.2295673 -0.1235434
Moved 1094.497 450.7482 327.6643 0.2100652 -0.1551845
Moved 1094.528 443.1215 320.081 0.1924107 -0.1746889
Moved 1094.558 434.434 316.4906 0.1723009 -0.1839234
Moved 1094.589 406.1591 316 0.1068497 -0.1851853
Moved 1094.62 362.9202 347.5499 0.006759763 -0.1040385
Moved 1094.651 311.4266 367.8578 -0.1124384 -0.05180617
Moved 1094.681 252.983 386.5704 -0.2477245 -0.003677101
Moved 1094.712 208.1804 397.0581 -0.3514344 0.02329756
Moved 1094.743 173.7895 401 -0.4310429 0.03343609
Moved 1094.773 168.1032 401 -0.4442054 0.03343609
Moved 1094.804 154.7728 401 -0.475063 0.03343609
Moved 1094.835 147.5726 401 -0.4917301 0.03343609
Moved 1094.866 141.8271 401 -0.5050297 0.03343609
Moved 1094.896 138.8754 401 -0.5118625 0.03343609
Moved 1094.927 136.5 401 -0.5173611 0.03343609
Moved 1094.958 135.1393 402 -0.520511 0.03600815
Moved 1094.989 135 403.5 -0.5208333 0.03986618
Moved 1095.019 135 406.2463 -0.5208333 0.0469298
Moved 1095.05 135 408.0583 -0.5208333 0.05159017
Moved 1095.081 135 410.9911 -0.5208333 0.05913342
Moved 1095.111 135 414.0782 -0.5208333 0.06707364
Moved 1095.142 148.5481 421.8494 -0.489472 0.08706104
Moved 1095.173 151.5778 424.5778 -0.4824588 0.09407871
Moved 1095.204 164.8507 431.5104 -0.4517345 0.1119095
Moved 1095.234 186.5673 442.4397 -0.4014646 0.1400197
Moved 1095.265 226.3575 459.4936 -0.3093577 0.1838827
Moved 1095.296 307.2794 482.929 -0.1220385 0.2441588
Moved 1095.327 371.1402 499.0295 0.02578745 0.2855695
Moved 1095.357 409.4312 505.7587 0.1144239 0.3028771
Moved 1095.388 434.2585 509.7512 0.1718948 0.313146
Moved 1095.419 449.5194 512.6298 0.2072208 0.3205498
Moved 1095.449 455.3487 513 0.2207146 0.321502
Moved 1095.48 458.5 514 0.2280092 0.324074
Moved 1095.511 459.2424 514 0.2297278 0.324074
Moved 1095.542 460.3745 514 0.2323484 0.324074
Moved 1095.572 460 515.3074 0.2314815 0.3274366
Moved 1095.603 433.1938 515 0.1694301 0.326646
Moved 1095.634 392.0446 516 0.07417727 0.329218
Moved 1095.665 345.1358 518.6036 -0.03440778 0.3359145
Moved 1095.695 298.283 519 -0.1428634 0.3369341
Moved 1095.726 272.5183 520 -0.2025038 0.3395061
Moved 1095.757 250.3941 520 -0.2537173 0.3395061
Moved 1095.787 242.7523 520 -0.2714067 0.3395061
Moved 1095.818 241 520 -0.275463 0.3395061
Stationary 1095.849 241 520 -0.275463 0.3395061
Moved 1095.88 273.9146 523.0572 -0.1992717 0.3473692
Moved 1095.91 307.4872 523 -0.1215573 0.3472221
Moved 1095.941 321.2812 517.2579 -0.0896268 0.3324533
Moved 1095.972 326.6959 512.6082 -0.07709284 0.3204943
Moved 1096.003 327 503.7997 -0.07638887 0.2978386
Moved 1096.033 289.322 454.9865 -0.1636064 0.1722902
Moved 1096.064 249.2912 407.356 -0.2562703 0.0497838
Moved 1096.095 232 387 -0.2962963 -0.002572055
Moved 1096.125 218.5049 373.1312 -0.3275349 -0.03824289
Moved 1096.156 211.492 365.238 -0.3437684 -0.05854422
Ended 1096.187 211.492 365.238 -0.3437684 -0.05854422
Began 1096.679 484 319 0.287037 -0.1774692
Stationary 1096.709 484 319 0.287037 -0.1774692
Moved 1096.74 484 297.5179 0.287037 -0.2327215
Moved 1096.771 492.003 290.994 0.3055625 -0.2495011
Moved 1096.802 493 286.4559 0.3078704 -0.2611732
Moved 1096.832 493 283.5816 0.3078704 -0.2685658
Moved 1096.863 482.6851 284 0.2839933 -0.2674897
Moved 1096.894 454.6813 327.7583 0.2191697 -0.1549427
Moved 1096.924 427.5904 382.8649 0.1564593 -0.01320764
Moved 1096.955 415.3281 419.8021 0.1280744 0.08179535
Moved 1096.986 407.1347 453.7592 0.1091081 0.1691336
Moved 1097.017 398.976 475.0639 0.09022236 0.2239297
Moved 1097.047 394.1165 492.4174 0.07897338 0.2685631
Moved 1097.078 393 502.2537 0.07638891 0.2938622
Moved 1097.109 391.5 508 0.07291664 0.3086419
Moved 1097.14 391 513.3316 0.07175922 0.3223549
Moved 1097.17 387.9659 515.0341 0.06473581 0.3267337
Moved 1097.201 383.156 516 0.05360195 0.329218
Moved 1097.232 362.642 504.2526 0.006115735 0.2990034
Moved 1097.263 300.3878 456.9785 -0.1379913 0.1774138
Moved 1097.293 252.8864 407.7103 -0.2479482 0.05069508
Moved 1097.324 234.6825 387.6825 -0.2900868 -0.0008167063
Moved 1097.355 226.7894 377.7894 -0.3083579 -0.02626191
Moved 1097.385 220.0432 369.5649 -0.323974 -0.04741543
Moved 1097.416 217.6439 366.6439 -0.3295279 -0.05492826
Moved 1097.447 215.086 365 -0.335449 -0.05915646
Moved 1097.478 214 363.2437 -0.3379629 -0.06367389
Moved 1097.508 212.6864 363 -0.3410037 -0.06430049
Moved 1097.539 211.5 362 -0.34375 -0.06687243
Moved 1097.57 212 362 -0.3425926 -0.06687243
Moved 1097.6 211 362 -0.3449074 -0.06687243
Stationary 1097.631 211 362 -0.3449074 -0.06687243
Stationary 1097.662 211 362 -0.3449074 -0.06687243
Moved 1097.693 229.9897 384.2372 -0.3009497 -0.009678067
Moved 1097.724 257.5418 414.5418 -0.2371717 0.06826589
