travel at the speed of light
Basic
0.6 0.6
432 388.8
Began 475.0562 406 498 0.1064815 0.2829217
Stationary 475.0869 406 498 0.1064815 0.2829217
Stationary 475.1177 406 498 0.1064815 0.2829217
Moved 475.1484 396.1604 498 0.08370459 0.2829217
Moved 475.1791 394.3595 498 0.07953595 0.2829217
Moved 475.2098 391.5 498 0.07291664 0.2829217
Moved 475.2406 389.5 498 0.06828706 0.2829217
Moved 475.2713 387.5 498 0.06365737 0.2829217
Moved 475.302 385.5 498 0.05902777 0.2829217
Moved 475.3328 384.8715 498 0.05757292 0.2829217
Moved 475.3636 382.8686 498 0.05293648 0.2829217
Moved 475.3943 380.8928 498 0.04836301 0.2829217
Moved 475.425 378.0207 498 0.04171451 0.2829217
Moved 475.4557 374.2937 498 0.03308723 0.2829217
Moved 475.4865 369.4779 498 0.02193967 0.2829217
Moved 475.5172 362.3058 498 0.005337397 0.2829217
Moved 475.5479 355.6935 505 -0.009968878 0.3009258
Moved 475.5786 349.0383 506 -0.02537429 0.3034978
Moved 475.6094 343.4336 506.5221 -0.03834809 0.3048407
Moved 475.6401 337.2186 507 -0.05273481 0.3060699
Moved 475.6708 330.226 508 -0.06892139 0.3086419
Moved 475.7015 325.3367 508.8317 -0.08023918 0.310781
Moved 475.7322 316.0815 509.6395 -0.1016632 0.3128588
Moved 475.763 307.9919 510 -0.1203892 0.3137859
Moved 475.7937 301.2451 510 -0.1360068 0.3137859
Moved 475.8245 293.2137 510 -0.1545978 0.3137859
Moved 475.8552 286.3511 510 -0.1704836 0.3137859
Moved 475.886 280.6256 510 -0.183737 0.3137859
Moved 475.9167 275.1506 510 -0.1964106 0.3137859
Moved 475.9474 270.0159 503 -0.2082965 0.2957818
Moved 475.9781 264.2779 499.139 -0.2215789 0.2858512
Moved 476.0089 260.5356 496.2678 -0.2302416 0.2784666
Moved 476.0396 256.6573 492.6573 -0.2392192 0.2691801
Moved 476.0703 252.8025 487.8025 -0.2481424 0.2566936
Moved 476.101 250.0327 482.0653 -0.2545541 0.2419375
Moved 476.1318 246.1656 474.3311 -0.2635057 0.222045
Moved 476.1625 243.6251 465.8753 -0.2693863 0.2002965
Moved 476.1932 237.4834 454.9667 -0.2836033 0.1722395
Moved 476.2239 229.5178 443.5178 -0.3020422 0.1427925
Moved 476.2547 221.0439 432.3049 -0.3216575 0.1139529
Moved 476.2854 211.9459 420.4324 -0.3427179 0.08341648
Moved 476.3162 200.4964 405.1205 -0.3692212 0.04403428
Moved 476.3469 191.4206 394.2758 -0.3902301 0.01614127
Moved 476.3776 185.583 388.583 -0.4037431 0.001499427
Moved 476.4083 180.835 383.4175 -0.4147339 -0.01178639
Moved 476.439 177.5374 379.5374 -0.4223673 -0.02176614
Moved 476.4697 174.6693 378 -0.4290061 -0.02572024
Moved 476.5005 173.5 375.5 -0.4317129 -0.03215028
Moved 476.5312 174 374.7566 -0.4305556 -0.03406234
Moved 476.562 174 374.3992 -0.4305556 -0.03498156
Stationary 476.5927 174 374 -0.4305556 -0.03600823
Moved 476.6235 174 373 -0.4305556 -0.03858032
Moved 476.6542 174 371.5946 -0.4305556 -0.04219494
Moved 476.6849 182.4173 368.2913 -0.411071 -0.05069112
Moved 476.7156 187.5025 365.7487 -0.3992997 -0.05723074
Moved 476.7463 196.4855 362.8787 -0.3785059 -0.06461257
Moved 476.7771 207.9489 357.0255 -0.3519701 -0.07966689
Moved 476.8078 220.7901 350.1049 -0.322245 -0.09746684
Moved 476.8386 238.2619 341.246 -0.281801 -0.120252
Moved 476.8693 261.2694 328.7393 -0.2285431 -0.1524197
Moved 476.9 281.8356 315.5225 -0.1809361 -0.1864133
Moved 476.9307 296.1412 303.549 -0.1478212 -0.2172095
Moved 476.9614 307.2393 293.3205 -0.1221312 -0.2435173
Moved 476.9922 316.2937 286.1375 -0.101172 -0.2619921
Moved 477.0229 322.6078 278.0884 -0.08655613 -0.2826946
Moved 477.0537 329.5228 270.6363 -0.07054915 -0.3018615
Moved 477.0844 336.4127 260.8809 -0.05460019 -0.3269523
Moved 477.1151 340.5863 254.8275 -0.04493917 -0.3425219
Moved 477.1458 344.067 248.8661 -0.03688196 -0.3578548
Moved 477.1766 346 244.0731 -0.03240739 -0.3701824
Moved 477.2073 348 241.1639 -0.0277778 -0.3776648
Moved 477.238 349 239.2919 -0.02546296 -0.3824797
Moved 477.2688 350.5 239 -0.02199074 -0.3832304
Moved 477.2995 350 237.6561 -0.02314816 -0.3866869
Stationary 477.3302 350 237.6561 -0.02314816 -0.3866869
Moved 477.3609 333.5 273.5 -0.06134262 -0.2944959
Moved 477.3917 326.8318 299.5045 -0.07677818 -0.2276119
Moved 477.4224 318.2462 319.7587 -0.0966522 -0.1755178
Moved 477.4532 308.4594 343.0813 -0.119307 -0.1155317
Moved 477.4839 299.9059 363.9804 -0.1391068 -0.06177886
Moved 477.5146 290.8536 386.0125 -0.1600612 -0.005112047
Moved 477.5453 286.5556 400.7776 -0.1700102 0.03286428
Moved 477.5761 281.3934 412.5165 -0.1819598 0.06305695
Moved 477.6068 276.3102 425.0693 -0.1937263 0.0953427
Moved 477.6375 271.5549 440.8903 -0.2047341 0.1360346
Moved 477.6682 269.4004 453.3985 -0.2097213 0.168206
Moved 477.699 266.9327 463.3367 -0.2154336 0.1937671
Moved 477.7296 264.0388 475.8062 -0.2221325 0.2258389
Moved 477.7604 261.1729 490.1354 -0.2287664 0.2626939
Moved 477.7912 259.307 502.079 -0.2330856 0.2934129
Moved 477.8219 259 510.7302 -0.2337963 0.3156639
Moved 477.8526 258 519.3163 -0.2361111 0.3377477
Moved 477.8831 257 526.9487 -0.2384259 0.3573782
Moved 477.9141 257 533 -0.2384259 0.3729423
Moved 477.9448 256 538.6973 -0.2407407 0.3875959
Moved 477.9755 256 545.4388 -0.2407407 0.4049352
Moved 478.0062 256 549.0946 -0.2407407 0.4143379
Moved 478.037 256 550.5 -0.2407407 0.4179526
Moved 478.0677 256 552 -0.2407407 0.4218106
Stationary 478.0984 256 552 -0.2407407 0.4218106
Moved 478.1291 265.111 552 -0.2196505 0.4218106
