watch out for low flying objects
Basic
0.6 0.6
432 388.8
Began 605.8705 221 539 -0.3217593 0.3883744
Stationary 605.9012 221 539 -0.3217593 0.3883744
Stationary 605.9319 221 539 -0.3217593 0.3883744
Moved 605.9627 210.6217 518.2434 -0.345783 0.3349881
Moved 605.9934 197.1343 487.8356 -0.3770041 0.2567788
Moved 606.0241 185.9588 459.5567 -0.4028733 0.1840449
Moved 606.0549 179.8945 437.6836 -0.4169108 0.127787
Moved 606.0856 175.5902 419.541 -0.4268746 0.08112393
Moved 606.1163 172.0174 405.1045 -0.4351449 0.04399296
Moved 606.147 170.1324 397.2648 -0.4395083 0.02382918
Moved 606.1777 170 392.265 -0.4398148 0.01096965
Moved 606.2085 168.795 388.795 -0.4426042 0.00204467
Moved 606.2386 169 386.5 -0.4421296 -0.003858064
Moved 606.27 169 386 -0.4421296 -0.005144111
Moved 606.3007 199.808 408.0464 -0.3708147 0.05155975
Moved 606.3314 227.0668 432.6971 -0.3077158 0.1149615
Moved 606.3621 253.0509 454.7946 -0.2475672 0.1717966
Moved 606.3928 278.0446 473.8125 -0.1897116 0.220711
Moved 606.4235 299.2121 492.4675 -0.1407128 0.2686922
Moved 606.4543 314.7182 507.1746 -0.104819 0.3065189
Moved 606.485 325.6531 516.2399 -0.07950664 0.329835
Moved 606.5157 331.5734 521.5734 -0.06580238 0.3435528
Moved 606.5464 334.8046 523.8046 -0.05832265 0.3492917
Moved 606.5771 337.6764 525.6764 -0.05167494 0.3541059
Moved 606.6079 339 526 -0.04861111 0.3549381
Stationary 606.6386 339 526 -0.04861111 0.3549381
Moved 606.6694 318.1746 461.4539 -0.09681816 0.1889244
Moved 606.7001 300.5705 402.282 -0.1375683 0.03673345
Moved 606.7308 296 361.1726 -0.1481481 -0.06900057
Moved 606.7615 296 339.4396 -0.1481481 -0.1248981
Moved 606.7922 296 314.0779 -0.1481481 -0.190129
Moved 606.823 296 300.9614 -0.1481481 -0.2238647
Moved 606.8537 303.8818 292.3546 -0.1299032 -0.2460017
Moved 606.8845 305.3845 285.8466 -0.1264249 -0.2627402
Moved 606.9152 306 282.7393 -0.125 -0.2707322
Moved 606.9459 307 279.8717 -0.1226852 -0.2781078
Moved 606.9766 307.7545 278 -0.1209386 -0.2829219
Moved 607.0073 308 276.8877 -0.1203704 -0.2857827
Moved 607.038 308 274.5816 -0.1203704 -0.291714
Moved 607.0688 309.5 275 -0.1168982 -0.2906379
Moved 607.0995 310.2393 275 -0.1151869 -0.2906379
Moved 607.1302 323.3649 287.3649 -0.0848034 -0.2588351
Moved 607.1609 343.9001 313.0778 -0.0372684 -0.1927011
Moved 607.1917 365.8627 341.2717 0.01357118 -0.120186
Moved 607.2224 382.866 360.866 0.05293052 -0.06978918
Moved 607.2531 395.5685 376.4247 0.08233458 -0.02977183
Moved 607.2839 402.4376 385.4376 0.0982352 -0.006590556
Moved 607.3146 406.388 390.388 0.1073796 0.006141937
Moved 607.3453 407 393.1273 0.1087963 0.01318731
Ended 607.376 408 394 0.1111111 0.01543206
Began 607.8369 513 515 0.3541666 0.326646
Stationary 607.8677 513 515 0.3541666 0.326646
Stationary 607.8984 513 515 0.3541666 0.326646
Stationary 607.9291 513 515 0.3541666 0.326646
Moved 607.9598 499.647 515 0.3232569 0.326646
Moved 607.9905 486.7248 515 0.2933445 0.326646
Moved 608.0212 473.3775 515 0.2624479 0.326646
Moved 608.052 458.9802 515 0.2291209 0.326646
Moved 608.0827 443.3839 515 0.1930182 0.326646
Moved 608.1134 427.2589 515 0.1556919 0.326646
Moved 608.1442 412.545 515 0.1216319 0.326646
Moved 608.1749 401.2233 515 0.09542426 0.326646
Moved 608.2055 386.601 515 0.06157637 0.326646
Moved 608.2363 372.2403 521.6636 0.02833396 0.343785
Moved 608.267 355.8635 523.8273 -0.009575187 0.34935
Moved 608.2978 344.0677 525 -0.03688038 0.3523662
Moved 608.3285 333.9857 527.2535 -0.06021818 0.3581623
Moved 608.3593 327.7436 528.1282 -0.07466768 0.3604121
Moved 608.39 321.5141 528 -0.08908773 0.3600822
Moved 608.4207 312.4021 529 -0.1101803 0.3626543
Moved 608.4514 303.7889 529 -0.1301183 0.3626543
Moved 608.4821 297.471 529 -0.1447431 0.3626543
Moved 608.5128 293.4747 529 -0.1539938 0.3626543
Moved 608.5436 289.3585 529 -0.1635219 0.3626543
Moved 608.5743 286.5095 529 -0.1701169 0.3626543
Moved 608.605 284.6175 529 -0.1744966 0.3626543
Moved 608.6357 284 529 -0.1759259 0.3626543
Ended 608.6665 284 529 -0.1759259 0.3626543
Began 609.2809 300 322 -0.1388889 -0.1697531
Stationary 609.3118 300 322 -0.1388889 -0.1697531
Stationary 609.3425 300 322 -0.1388889 -0.1697531
Stationary 609.3732 300 322 -0.1388889 -0.1697531
Moved 609.4039 312.3419 332.9705 -0.1103197 -0.1415368
Moved 609.4346 324.699 349.0389 -0.08171519 -0.1002086
Moved 609.4654 343.2008 367.401 -0.03888696 -0.05298096
Moved 609.4961 371.8615 393.7049 0.02745728 0.01467308
Moved 609.5269 404.2676 415.7755 0.1024713 0.07143904
Moved 609.5576 437.6908 432.606 0.1798397 0.1147272
Moved 609.5883 460.6259 445.5005 0.2329303 0.1478921
Moved 609.619 478.2694 457.0156 0.2737719 0.1775091
Moved 609.6497 491.0078 463.6031 0.3032588 0.1944523
Moved 609.6804 500.0167 469.3444 0.3241127 0.2092191
Moved 609.7112 505.5442 472.5443 0.3369079 0.2174491
Moved 609.7419 509.034 474 0.344986 0.2211934
Moved 609.7726 511.919 476.919 0.3516643 0.2287011
Moved 609.8033 516.2258 481.2258 0.3616337 0.2397781
Moved 609.834 517 484.6383 0.3634259 0.2485552
Moved 609.8648 517 494.8362 0.3634259 0.2747844
Moved 609.8955 507.3119 503.4587 0.3409996 0.2969617
Moved 609.9263 479.6669 521.6409 0.2770066 0.3437266
Moved 609.957 441.8749 529.6083 0.1895253 0.3642189
Moved 609.9876 396.9231 532 0.08547018 0.3703703
Moved 610.0184 352.0905 532 -0.01830906 0.3703703
Moved 610.0491 320.2635 532 -0.09198269 0.3703703
