a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 1147.527 106 322 -0.5879629 -0.1697531
Stationary 1147.558 106 322 -0.5879629 -0.1697531
Stationary 1147.589 106 322 -0.5879629 -0.1697531
Stationary 1147.619 106 322 -0.5879629 -0.1697531
Stationary 1147.65 106 322 -0.5879629 -0.1697531
Stationary 1147.681 106 322 -0.5879629 -0.1697531
Stationary 1147.712 106 322 -0.5879629 -0.1697531
Ended 1147.742 106 332.1559 -0.5879629 -0.1436321
Began 1148.634 609 411 0.576389 0.05915629
Stationary 1148.664 609 411 0.576389 0.05915629
Stationary 1148.695 609 411 0.576389 0.05915629
Stationary 1148.726 609 411 0.576389 0.05915629
Stationary 1148.757 609 411 0.576389 0.05915629
Stationary 1148.787 609 411 0.576389 0.05915629
Moved 1148.818 605.5045 414.1071 0.5682975 0.06714769
Moved 1148.849 592.3589 424.3846 0.5378679 0.09358186
Moved 1148.88 578.7056 434.2208 0.5062629 0.1188806
Moved 1148.91 550.8594 451.0703 0.4418042 0.1622178
Moved 1148.941 537.7189 459.3687 0.4113864 0.1835613
Moved 1148.972 527.4102 465.6923 0.3875237 0.1998258
Moved 1149.003 517.4306 471.2847 0.3644227 0.2142096
Moved 1149.033 510.2175 475.3912 0.3477257 0.2247716
Moved 1149.064 503.7019 479.149 0.3326432 0.2344368
Moved 1149.095 499.4909 481.5091 0.3228957 0.2405068
Moved 1149.126 495.7581 483 0.3142547 0.2443414
Moved 1149.156 491.9939 485 0.3055415 0.2494856
Moved 1149.187 485.7966 485 0.2911959 0.2494856
Moved 1149.218 472.5818 485 0.2606059 0.2494856
Moved 1149.249 448.0347 471.0193 0.2037839 0.2135269
Moved 1149.279 427.1685 458.2047 0.1554827 0.1805676
Moved 1149.31 406.825 445.2656 0.1083912 0.1472881
Moved 1149.341 386.2242 427.2242 0.06070415 0.1008853
Moved 1149.371 369.3886 406.2218 0.02173285 0.04686673
Moved 1149.402 357.1531 387.7679 -0.006590088 -0.0005970864
Moved 1149.433 345.6089 362.2178 -0.03331269 -0.06631223
Moved 1149.464 335.4583 333.6456 -0.05680959 -0.1398004
Moved 1149.495 329.5959 311.1711 -0.07037997 -0.1976053
Moved 1149.525 324.8324 292.9944 -0.08140648 -0.244356
Moved 1149.556 320.8037 279.0093 -0.09073208 -0.2803259
Moved 1149.587 317.6352 267.5408 -0.09806663 -0.309823
Moved 1149.617 316 259.7431 -0.1018519 -0.3298788
Moved 1149.648 314.3383 256.3383 -0.1056985 -0.3386362
Moved 1149.679 314 254.5 -0.1064815 -0.3433642
Stationary 1149.71 314 254.5 -0.1064815 -0.3433642
Moved 1149.74 314 255 -0.1064815 -0.3420782
Stationary 1149.771 314 255 -0.1064815 -0.3420782
Stationary 1149.802 314 255 -0.1064815 -0.3420782
Moved 1149.833 314 263.5153 -0.1064815 -0.320177
Moved 1149.863 314 274.7011 -0.1064815 -0.2914066
Moved 1149.894 314 280.7685 -0.1064815 -0.2758012
Moved 1149.925 314 290.384 -0.1064815 -0.25107
Moved 1149.956 322 323.2336 -0.08796295 -0.1665802
Moved 1149.986 330.2926 369.7554 -0.06876717 -0.04692556
Stationary 1150.017 330.2926 369.7554 -0.06876717 -0.04692556
Moved 1150.048 333.4208 392.9456 -0.0615259 0.01272017
Moved 1150.078 337.171 417.7099 -0.05284493 0.07641427
Moved 1150.109 340.7147 437.0028 -0.04464195 0.1260359
Moved 1150.14 344.7667 455.6835 -0.03526231 0.1740829
Moved 1150.171 347.1549 470.7743 -0.02973408 0.2128968
Moved 1150.201 349.9127 483.6508 -0.02335027 0.2460152
Moved 1150.232 350 492.757 -0.02314816 0.2694367
Moved 1150.263 350 501.2913 -0.02314816 0.2913869
Moved 1150.294 351 507.7274 -0.02083332 0.3079408
Moved 1150.324 351 512.2554 -0.02083332 0.319587
Moved 1150.355 351 516.1026 -0.02083332 0.3294819
Moved 1150.386 351 519.8667 -0.02083332 0.3391633
Moved 1150.417 351 522.6342 -0.02083332 0.3462813
Moved 1150.447 351 524.0179 -0.02083332 0.3498401
Moved 1150.478 351 525.1971 -0.02083332 0.352873
Moved 1150.509 351 527.3029 -0.02083332 0.3582894
Moved 1150.54 351 528.1232 -0.02083332 0.3603992
Stationary 1150.57 351 528.1232 -0.02083332 0.3603992
Moved 1150.601 351 529.2149 -0.02083332 0.363207
Moved 1150.632 351 530.2398 -0.02083332 0.365843
Moved 1150.663 351 532.0826 -0.02083332 0.3705827
Moved 1150.693 351.5311 533 -0.01960387 0.3729423
Moved 1150.724 356.8942 534 -0.007189363 0.3755144
Moved 1150.755 370.3737 535 0.02401332 0.3780863
Moved 1150.786 389.7063 535 0.06876458 0.3780863
Moved 1150.816 404.5254 535 0.1030681 0.3780863
Moved 1150.847 414.9693 527.0077 0.1272438 0.35753
Moved 1150.878 423.2253 525.2582 0.1463548 0.3530304
Moved 1150.908 428.9934 523.5033 0.1597071 0.3485166
Moved 1150.939 432 522.5 0.1666667 0.3459361
Moved 1150.97 432 521.2766 0.1666667 0.3427894
Moved 1151.001 432 520 0.1666667 0.3395061
Moved 1151.031 432 518.5 0.1666667 0.335648
Moved 1151.062 397.1213 515.3434 0.08592904 0.3275293
Moved 1151.093 371.2958 512.5884 0.02614776 0.3204434
Moved 1151.124 342.0736 513 -0.04149625 0.321502
Moved 1151.154 320.9159 513 -0.09047239 0.321502
Moved 1151.185 300.8527 513 -0.136915 0.321502
Moved 1151.216 288.767 513 -0.1648913 0.321502
Moved 1151.247 280.3861 518.6486 -0.1842914 0.3360302
Moved 1151.277 275.5197 521.2402 -0.1955564 0.3426958
Moved 1151.308 272.9913 522 -0.201409 0.3446501
Moved 1151.339 270.2296 523 -0.2078019 0.3472221
Moved 1151.37 268.5 524 -0.2118056 0.3497942
Moved 1151.4 267.5 525 -0.2141203 0.3523662
Moved 1151.431 266.835 526.165 -0.2156597 0.3553625
Moved 1151.462 264.7584 527 -0.2204667 0.3575102
Moved 1151.493 263.5 528 -0.2233796 0.3600822
Moved 1151.523 262.2748 529 -0.2262158 0.3626543
