I can still feel your presence
Basic
0.6 0.6
432 388.8
Began 287.3493 387 491 0.06250004 0.2649176
Stationary 287.38 387 491 0.06250004 0.2649176
Ended 287.4107 387 491 0.06250004 0.2649176
Backspace 288.8562
Began 289.1945 474 525 0.2638889 0.3523662
Stationary 289.2253 474 525 0.2638889 0.3523662
Ended 289.2561 474 525 0.2638889 0.3523662
Began 289.7789 281 183 -0.1828704 -0.5272635
Moved 289.8097 281 197.1124 -0.1828704 -0.4909661
Moved 289.8405 266.6892 221.5327 -0.2159971 -0.4281566
Moved 289.8712 242.0495 250.7455 -0.2730335 -0.3530209
Moved 289.9019 214.3986 279.8379 -0.3370402 -0.2781948
Moved 289.9327 171.4476 326.9076 -0.4364638 -0.1571307
Moved 289.9635 157.4698 346.7423 -0.46882 -0.1061154
Moved 289.9942 150.856 356.5253 -0.4841296 -0.08095361
Moved 290.0249 157.0115 369.9122 -0.4698808 -0.04652211
Moved 290.0556 176.167 374.0334 -0.4255393 -0.03592244
Moved 290.0865 240.5551 368.6112 -0.2764927 -0.0498683
Moved 290.1172 265.5924 361.6879 -0.218536 -0.06767532
Moved 290.1479 316.3014 339.2795 -0.1011543 -0.12531
Moved 290.1786 351.6342 326.8414 -0.0193653 -0.1573008
Moved 290.2095 385.5748 317.5705 0.05920093 -0.1811459
Moved 290.2402 398.3295 314.4176 0.08872569 -0.1892552
Moved 290.2709 406.6973 310.6513 0.1080957 -0.1989421
Moved 290.3017 412.223 308.8885 0.1208866 -0.2034762
Ended 290.3325 412 307.5192 0.1203704 -0.2069981
Began 290.5478 228 339 -0.3055556 -0.1260288
Moved 290.5786 236.999 357.2491 -0.2847245 -0.07909194
Moved 290.6093 282 414 -0.1805555 0.06687239
Moved 290.6401 327.4881 468.4312 -0.0752591 0.2068703
Moved 290.6708 358.7069 496.9935 -0.002993345 0.280333
Moved 290.7016 378.3371 509.9069 0.04244695 0.3135466
Moved 290.7323 387.9661 514.2415 0.06473631 0.3246952
Moved 290.7631 402.6542 514 0.09873658 0.324074
Moved 290.7939 421.9436 514 0.143388 0.324074
Moved 290.8246 437.9521 501.4288 0.1804446 0.2917406
Moved 290.8554 454.7027 494.1486 0.2192193 0.2730159
Moved 290.8861 468.5261 486.7369 0.2512178 0.253953
Moved 290.9168 481.8811 475.1189 0.2821322 0.2240712
Moved 290.9476 491.7845 463.2873 0.3050568 0.19364
Moved 290.9784 498 453.5 0.3194444 0.168467
Moved 291.0091 501.2284 444.5432 0.3269176 0.1454301
Moved 291.0399 503 440.2549 0.3310186 0.1344005
Moved 291.0706 505 435.7523 0.3356481 0.1228197
Moved 291.1014 508.0217 430.9783 0.3426429 0.1105409
Ended 291.1321 508.0217 430.9783 0.3426429 0.1105409
Began 291.532 321 369 -0.09027779 -0.04886839
Stationary 291.5627 321 369 -0.09027779 -0.04886839
Stationary 291.5934 321 369 -0.09027779 -0.04886839
Stationary 291.6242 321 369 -0.09027779 -0.04886839
Moved 291.655 298.2707 404.1704 -0.1428919 0.04159052
Moved 291.6857 281.2953 433.1275 -0.1821868 0.1160686
Moved 291.7165 268.4017 455.2971 -0.2120331 0.1730893
Moved 291.7473 258.3727 471.5977 -0.2352483 0.2150146
Moved 291.778 250.7712 483.305 -0.2528443 0.2451259
Moved 291.8087 247.1706 489.8294 -0.2611791 0.2619069
Moved 291.8394 246 493.5858 -0.2638889 0.2715682
Moved 291.8703 246 497.6816 -0.2638889 0.2821029
Moved 291.901 268.6591 499 -0.2114373 0.2854938
Moved 291.9318 305.3468 487.7394 -0.1265121 0.2565314
Moved 291.9625 340.7234 472.9757 -0.04462177 0.2185588
Moved 291.9933 369.4615 456.1967 0.02190153 0.1754029
Moved 292.024 395.8564 438.7625 0.08300085 0.1305618
Moved 292.0547 421.5951 423.5583 0.1425813 0.09145638
Moved 292.0856 447.5476 408.7809 0.2026564 0.05344889
Moved 292.1163 470.8235 399.9572 0.256536 0.03075407
Moved 292.1471 502.1004 399 0.3289361 0.02829214
Moved 292.1778 528.9996 399 0.3912029 0.02829214
Moved 292.2086 548.5458 409.5153 0.4364486 0.05533759
Moved 292.2393 558.7992 411.1998 0.4601833 0.0596701
Ended 292.2701 564 413 0.4722223 0.06430033
Began 292.6392 339 486 -0.04861111 0.2520575
Stationary 292.6699 339 486 -0.04861111 0.2520575
Moved 292.7007 367.9329 491.1996 0.0183631 0.2654311
Moved 292.7314 402.9198 502.9811 0.0993513 0.2957333
Moved 292.7621 440.0465 514.2616 0.1852928 0.3247468
Moved 292.7929 471 520 0.2569444 0.3395061
Moved 292.8237 491.064 523.2949 0.3033888 0.3479805
Moved 292.8544 502.2745 524 0.3293391 0.3497942
Moved 292.8852 508.5229 525 0.3438032 0.3523662
Moved 292.9159 510.5 525 0.3483796 0.3523662
Moved 292.9467 511.2401 525 0.3500928 0.3523662
Stationary 292.9774 511 525 0.349537 0.3523662
Moved 293.0082 499.6337 525 0.3232262 0.3523662
Moved 293.0389 472.7633 516.8422 0.2610261 0.3313841
Moved 293.0697 440 513 0.1851852 0.321502
Moved 293.1005 401.4482 509.8037 0.09594481 0.313281
Moved 293.1312 379.2708 505.0387 0.04460822 0.3010253
Moved 293.162 358.9632 502 -0.002400031 0.2932098
Moved 293.1928 346.3533 499.8707 -0.03158957 0.2877331
Moved 293.2235 332.2974 498.0595 -0.06412636 0.2830748
Moved 293.2542 320.1965 496 -0.09213781 0.2777777
Moved 293.285 302.2154 493.5359 -0.1337607 0.27144
Moved 293.3157 291.4384 493 -0.1587073 0.2700616
Moved 293.3465 282.0329 492 -0.1804793 0.2674896
Moved 293.3773 276.1635 492 -0.194066 0.2674896
Moved 293.4081 274.5 492 -0.1979167 0.2674896
Ended 293.4388 275 492 -0.1967592 0.2674896
Began 293.7771 525 491 0.3819444 0.2649176
Stationary 293.8079 525 491 0.3819444 0.2649176
Moved 293.8386 511.0744 491 0.3497092 0.2649176
Moved 293.8693 486.5011 491 0.2928266 0.2649176
Moved 293.9001 457.0407 491 0.2246312 0.2649176
Moved 293.9309 424.5704 504.0722 0.1494685 0.2985395
