do you prefer a window seat
Basic
0.6 0.6
432 388.8
Began 86.2866 234 171 -0.2916667 -0.5581277
Stationary 86.3173 234 171 -0.2916667 -0.5581277
Stationary 86.34803 234 171 -0.2916667 -0.5581277
Stationary 86.37873 234 171 -0.2916667 -0.5581277
Moved 86.40948 234 189.5297 -0.2916667 -0.510469
Moved 86.44019 274.1889 235.0875 -0.1986368 -0.3932935
Moved 86.47096 324.6507 283.9406 -0.08182714 -0.2676425
Moved 86.50164 366.1399 316.7458 0.01421283 -0.1832669
Moved 86.53236 391.1335 334.4223 0.07206827 -0.1378028
Moved 86.56256 424.899 355.6077 0.1502291 -0.08331353
Moved 86.59382 452.2761 372.5657 0.2136021 -0.03969734
Moved 86.62453 469.4199 384.5649 0.2532868 -0.008835183
Moved 86.65524 489.3276 397.6621 0.2993695 0.02485106
Moved 86.68596 501.7429 406.3072 0.3281085 0.04708627
Moved 86.71666 512.0119 412.6071 0.3518794 0.06328983
Moved 86.74739 526.8478 419.924 0.3862218 0.08210884
Moved 86.77812 538.8376 427.4188 0.4139759 0.1013856
Ended 86.80886 544.3726 430.1863 0.4267883 0.1085037
Began 87.8532 312 448 -0.1111111 0.1543209
Moved 87.88404 323.5734 448 -0.08432085 0.1543209
Moved 87.91476 363.8624 467.2455 0.008940795 0.2038208
Moved 87.94542 411.5 479 0.119213 0.2340534
Moved 87.97615 442.64 485.1067 0.1912964 0.24976
Moved 88.00685 463.7156 487.8165 0.2400823 0.2567297
Moved 88.03755 476.7334 488 0.2702163 0.2572016
Moved 88.06832 484.0702 489 0.2871996 0.2597736
Moved 88.09895 485.4212 489 0.2903268 0.2597736
Stationary 88.12973 485 489 0.2893518 0.2597736
Stationary 88.16042 485 489 0.2893518 0.2597736
Moved 88.19115 445.7227 489 0.1984323 0.2597736
Moved 88.22192 412 482 0.1203704 0.2417695
Moved 88.25258 386.6675 481 0.06173034 0.2391974
Moved 88.28329 372.7891 480 0.02960444 0.2366254
Moved 88.31401 366.9465 480 0.01607984 0.2366254
Moved 88.34476 363.7008 480 0.008566679 0.2366254
Ended 88.37547 363 480 0.006944438 0.2366254
Began 88.95916 655 528 0.6828703 0.3600822
Stationary 88.98988 655 528 0.6828703 0.3600822
Stationary 89.0206 655 528 0.6828703 0.3600822
Moved 89.05132 642.1295 528 0.6530775 0.3600822
Moved 89.08202 628.1548 528 0.6207286 0.3600822
Moved 89.11272 596.4688 528 0.5473813 0.3600822
Moved 89.14346 559.4012 528 0.4615768 0.3600822
Moved 89.17422 525.1734 528 0.3823458 0.3600822
Moved 89.20493 504.8122 528 0.3352134 0.3600822
Moved 89.23558 472.7251 528 0.2609376 0.3600822
Moved 89.26633 444.9028 528 0.1965342 0.3600822
Moved 89.29708 422.0292 536 0.1435861 0.3806583
Moved 89.32775 396.54 537 0.08458346 0.3832304
Moved 89.35851 375.111 537.9841 0.03497918 0.3857616
Moved 89.38921 358.2472 538 -0.004057487 0.3858024
Moved 89.41995 341.5 540.5 -0.04282405 0.3922324
Moved 89.45065 318.5328 540 -0.0959888 0.3909464
Moved 89.48131 299.0298 541 -0.1411348 0.3935184
Moved 89.51209 282.6846 541 -0.1789707 0.3935184
Moved 89.54279 273.1817 541.9546 -0.2009682 0.3959736
Moved 89.57352 264.5892 542 -0.2208584 0.3960905
Moved 89.60425 257.045 542 -0.2383217 0.3960905
Moved 89.63496 252.7598 542 -0.2482412 0.3960905
Moved 89.66566 251.5 542 -0.2511574 0.3960905
Moved 89.6964 249.7716 542 -0.2551584 0.3960905
Stationary 89.72712 250 542 -0.2546296 0.3960905
Moved 89.75783 257.7017 515.4475 -0.2368017 0.327797
Moved 89.78844 282.8409 472.4354 -0.1786091 0.2171691
Moved 89.81926 301.9183 437.1635 -0.1344485 0.1264492
Moved 89.84996 319.3258 400.5732 -0.09415329 0.03233839
Moved 89.88068 330 379 -0.06944443 -0.02314815
Moved 89.9114 335.1431 365.6423 -0.0575392 -0.05750444
Moved 89.94212 338 359.3646 -0.05092591 -0.07365073
Moved 89.97287 340.5 355.5 -0.0451389 -0.08359061
Stationary 90.00359 340.5 355.5 -0.0451389 -0.08359061
Moved 90.03431 348.8956 370.7911 -0.0257047 -0.04426156
Moved 90.06501 361.3457 397.1606 0.003115038 0.02356105
Moved 90.09574 371.7375 418.9667 0.02717018 0.07964691
Moved 90.12643 374.7207 430.6035 0.03407568 0.1095769
Moved 90.15712 376 438.4465 0.03703703 0.1297491
Moved 90.1879 376 443.246 0.03703703 0.1420937
Moved 90.21862 368.8613 451.0594 0.02051234 0.1621899
Moved 90.24931 356.821 458.3074 -0.00735884 0.1808318
Moved 90.28006 340.7032 467.6484 -0.04466846 0.2048569
Moved 90.31078 322.1465 476.9268 -0.08762389 0.228721
Moved 90.3415 306 484.5 -0.125 0.2481995
Moved 90.3722 292.312 493.4128 -0.1566852 0.2711233
Moved 90.40291 283.3252 498.7832 -0.177488 0.2849361
Moved 90.43361 274.4194 501.6451 -0.1981031 0.2922971
Moved 90.46437 267.8744 504 -0.2132537 0.2983539
Moved 90.49509 263.1703 506 -0.2241429 0.3034978
Moved 90.52584 261.7985 507.2015 -0.2273183 0.306588
Moved 90.55655 259.8322 509.1678 -0.23187 0.3116457
Moved 90.58723 260 510.7616 -0.2314815 0.3157448
Moved 90.61792 260 513.5319 -0.2314815 0.32287
Moved 90.64869 260 517.5998 -0.2314815 0.3333327
Moved 90.67937 281.433 525.1443 -0.1818681 0.3527374
Moved 90.7101 302.8162 531.0903 -0.1323699 0.3680305
Moved 90.74084 324.1827 535.6237 -0.08291041 0.3796904
Moved 90.77157 341.4845 537.0807 -0.04286001 0.3834381
Moved 90.80225 350.9283 538 -0.02099936 0.3858024
Moved 90.83298 357.8444 538 -0.004989753 0.3858024
Moved 90.86372 362.1092 538 0.004882415 0.3858024
Moved 90.89441 364.5 538 0.01041671 0.3858024
Moved 90.92513 366.1898 538 0.01432816 0.3858024
Ended 90.95588 366.1898 538 0.01432816 0.3858024
Began 91.60097 151 308 -0.4837963 -0.2057614
Stationary 91.6317 151 308 -0.4837963 -0.2057614
