reading week is just about here
Basic
0.6 0.6
432 388.8
Began 100.6992 293 484 -0.1550926 0.2469135
Stationary 100.73 293 484 -0.1550926 0.2469135
Stationary 100.7607 293 484 -0.1550926 0.2469135
Stationary 100.7915 293 484 -0.1550926 0.2469135
Moved 100.8223 281.1721 484 -0.1824719 0.2469135
Moved 100.853 274.0542 484 -0.1989487 0.2469135
Moved 100.8838 266.7557 484 -0.2158433 0.2469135
Moved 100.9145 259.4803 484 -0.2326845 0.2469135
Moved 100.9453 254.7895 484 -0.2435429 0.2469135
Moved 100.976 250.2307 484 -0.2540957 0.2469135
Moved 101.0068 247.8608 484 -0.2595815 0.2469135
Moved 101.0375 239.4008 474.3006 -0.2791648 0.2219665
Moved 101.0683 228.453 459.5248 -0.304507 0.1839628
Moved 101.0991 221.8616 442.5156 -0.3197649 0.1402148
Moved 101.1298 221 426.069 -0.3217593 0.09791413
Moved 101.1606 221 415 -0.3217593 0.06944436
Moved 101.1913 237.1271 404.8729 -0.284428 0.0433974
Moved 101.2221 263.272 396.4547 -0.2239074 0.02174546
Moved 101.2528 311.3745 400.7106 -0.1125591 0.03269188
Moved 101.2836 348.4387 415.7841 -0.02676229 0.07146113
Moved 101.3143 385.0833 435.6667 0.05806327 0.1225995
Moved 101.3451 418.6176 463.6813 0.1356888 0.1946533
Moved 101.3758 442.6335 487.8668 0.1912811 0.256859
Moved 101.4065 451.2819 498.2819 0.2113007 0.2836469
Moved 101.4373 455.393 503.7861 0.2208172 0.2978036
Moved 101.468 457.0874 506.0874 0.2247393 0.3037227
Moved 101.4988 460.869 506 0.2334931 0.3034978
Moved 101.5296 465.7846 482.4693 0.2448718 0.2429765
Moved 101.5604 467 449.6113 0.2476852 0.1584651
Moved 101.5911 467 415.8585 0.2476852 0.07165253
Moved 101.6218 455 387 0.2199073 -0.002572055
Moved 101.6526 451.7848 363.2468 0.2124648 -0.06366557
Moved 101.6833 449.1293 351.5173 0.2063178 -0.09383433
Moved 101.7141 446.5032 346.0063 0.2002388 -0.1080084
Moved 101.7448 425.1388 311.7082 0.1507843 -0.1962239
Moved 101.7756 417.3111 300.0814 0.1326645 -0.2261282
Moved 101.8064 413.7568 296.1352 0.124437 -0.2362778
Moved 101.8371 409.6375 290.2751 0.1149018 -0.2513502
Moved 101.8679 404.396 289 0.1027684 -0.2546296
Moved 101.8986 396.8168 289 0.08522411 -0.2546296
Moved 101.9294 381.9543 307.3379 0.05082021 -0.2074643
Moved 101.9601 369.8413 331.3174 0.02278079 -0.1457887
Moved 101.9909 361.7188 350.9895 0.00397861 -0.09519168
Moved 102.0216 354.4542 367.0916 -0.01283745 -0.05377686
Moved 102.0524 348.1647 374.8353 -0.02739643 -0.03385991
Moved 102.0831 340.5 380 -0.0451389 -0.02057613
Moved 102.1139 337.8369 383.3261 -0.05130335 -0.0120214
Ended 102.1447 338 387.5 -0.05092591 -0.001286047
Began 102.4522 227 458 -0.3078704 0.180041
Moved 102.4829 237.0364 458 -0.2846379 0.180041
Moved 102.5137 265.9402 458 -0.2177311 0.180041
Moved 102.5445 302.2143 470.0428 -0.1337631 0.2110155
Moved 102.5752 330.3075 475.5513 -0.0687326 0.2251832
Moved 102.6059 360.7511 477.5359 0.001738667 0.2302877
Moved 102.6367 377.5072 478 0.04052599 0.2314814
Moved 102.6675 384.6539 478 0.05706926 0.2314814
Moved 102.6982 392.628 478 0.07552782 0.2314814
Moved 102.729 403.9797 469.3401 0.1018049 0.209208
Moved 102.7597 407.0907 466.9093 0.1090064 0.2029559
Moved 102.7905 414.096 462.2693 0.1252222 0.191022
Moved 102.8212 421.7496 454.2504 0.1429388 0.1703971
Moved 102.852 429.016 445.9841 0.1597591 0.1491359
Moved 102.8827 433.5348 436.6978 0.1702194 0.1252515
Moved 102.9135 438.3473 426.1317 0.1813595 0.09807531
Moved 102.9442 442.8972 411.2057 0.1918916 0.05968533
Moved 102.975 447.4132 398.8802 0.2023453 0.02798398
Moved 103.0057 451.9308 392.0692 0.2128029 0.01046593
Moved 103.0365 454.8995 387.2009 0.2196748 -0.002055266
Moved 103.0673 457.6539 384.3461 0.2260507 -0.00939789
Moved 103.098 460.4084 380.5916 0.2324269 -0.01905473
Moved 103.1287 462.868 379.1321 0.2381202 -0.02280851
Moved 103.1595 466.7188 377.4271 0.2470342 -0.02719384
Ended 103.1903 469.5 376.5 0.2534722 -0.02957819
Began 103.4978 459 504 0.2291666 0.2983539
Stationary 103.5285 459 504 0.2291666 0.2983539
Moved 103.5593 436.8733 497.5859 0.1779474 0.2818568
Moved 103.5901 396.3391 478.6484 0.08411834 0.233149
Moved 103.6208 357.9076 459.4538 -0.004843523 0.1837803
Moved 103.6515 333.9847 447.1342 -0.06022051 0.152094
Moved 103.6823 319.6429 439.5858 -0.09341925 0.1326794
Moved 103.7129 305.7678 431.2607 -0.1255376 0.1112671
Moved 103.7438 297.6534 427.3267 -0.1443207 0.101149
Moved 103.7746 293.5615 424.5615 -0.1537929 0.09403664
Moved 103.8053 292.5 424 -0.15625 0.09259254
Moved 103.8361 292 423.2955 -0.1574074 0.09078057
Moved 103.8668 292 422.5 -0.1574074 0.08873452
Moved 103.8976 292 423 -0.1574074 0.09002049
Stationary 103.9283 292 423 -0.1574074 0.09002049
Stationary 103.959 292 423 -0.1574074 0.09002049
Moved 103.9898 288.8151 420.9075 -0.1647799 0.0846386
Moved 104.0206 284.2688 418.2688 -0.1753036 0.07785181
Moved 104.0513 278.1018 414.7346 -0.1895791 0.06876168
Moved 104.0821 270.7989 409.8491 -0.2064841 0.05619622
Moved 104.1128 258.817 403.4085 -0.2342199 0.03963089
Moved 104.1436 246.2705 396.3623 -0.2632627 0.02150794
Moved 104.1743 232.7543 388.0657 -0.2945501 0.0001689927
Moved 104.2051 223.6512 382.4341 -0.3156223 -0.01431547
Moved 104.2359 217.4537 379.4537 -0.3299683 -0.02198137
Moved 104.2666 216 379 -0.3333333 -0.02314815
Ended 104.2974 216 378 -0.3333333 -0.02572024
Began 104.6971 455 378 0.2199073 -0.02572024
Stationary 104.7279 455 378 0.2199073 -0.02572024
