the union will go on strike
Moved 339.5272 383.5437 565.8792 0.05449931 0.4575079
Moved 339.558 407.6248 560.375 0.1102425 0.4433512
Moved 339.5887 429.9083 555.7274 0.1618247 0.4313976
Moved 339.6194 449.1998 551.9667 0.2064809 0.4217251
Moved 339.6501 464.0301 548.194 0.2408103 0.4120214
Moved 339.6808 471.3168 545.8416 0.2576777 0.4059711
Moved 339.7116 477.9905 544.0048 0.2731261 0.4012467
Moved 339.7423 480.755 543 0.2795255 0.3986624
Moved 339.773 483.5034 542 0.2858876 0.3960905
Moved 339.8037 485.9559 540.0441 0.2915645 0.3910599
Moved 339.8345 501.1372 522.1289 0.3267065 0.3449817
Moved 339.8651 520.889 498.1388 0.3724282 0.2832787
Moved 339.8959 540.7376 475.0142 0.4183741 0.2238018
Moved 339.9266 551.6702 462.3298 0.4436809 0.1911775
Moved 339.9574 564.8137 446.5591 0.4741057 0.1506148
Moved 339.9881 568.5818 439.8363 0.4828283 0.1333237
Moved 340.0188 569.7476 437.5048 0.4855269 0.127327
Moved 340.0495 573.4356 426.2575 0.4940639 0.09839885
Moved 340.0802 574 418.4341 0.4953703 0.07827704
Moved 340.1109 574 413.1214 0.4953703 0.06461261
Moved 340.1416 574 410.7183 0.4953703 0.05843178
Moved 340.1724 574 408.5 0.4953703 0.05272626
Moved 340.2031 574.8712 407 0.4973869 0.04886827
Moved 340.2339 575 405.7613 0.4976852 0.04568225
Ended 340.2646 575 404.6409 0.4976852 0.04280062
Began 340.8483 328 436 -0.07407407 0.1234567
Stationary 340.879 328 436 -0.07407407 0.1234567
Stationary 340.9097 328 436 -0.07407407 0.1234567
Stationary 340.9405 328 436 -0.07407407 0.1234567
Stationary 340.9711 328 436 -0.07407407 0.1234567
Stationary 341.0019 328 436 -0.07407407 0.1234567
Moved 341.0326 341.9267 455.2356 -0.0418364 0.172931
Moved 341.0633 351.2303 463.2303 -0.0203002 0.1934936
Moved 341.0941 360.0342 471.5286 7.927418E-05 0.2148367
Moved 341.1248 377.8868 485.3477 0.04140457 0.2503798
Moved 341.1555 393.2146 499.1789 0.07688572 0.2859538
Moved 341.1862 419.8387 520.4281 0.1385154 0.3406071
Moved 341.217 443.5299 537.9677 0.1933564 0.3857193
Moved 341.2477 463.2786 554.2089 0.2390708 0.4274919
Moved 341.2784 478.9934 565.3961 0.2754477 0.4562654
Moved 341.3091 488.5 572 0.2974537 0.4732509
Moved 341.3398 492.0135 575.0135 0.3055868 0.4810017
Moved 341.3706 494.5 577.5 0.3113426 0.487397
Moved 341.4013 496.5 579.5 0.3159723 0.4925411
Ended 341.432 497 580 0.3171296 0.4938271
Began 342.0772 488 545 0.2962963 0.4038065
Stationary 342.1079 488 545 0.2962963 0.4038065
Stationary 342.1386 488 545 0.2962963 0.4038065
Stationary 342.1694 488 545 0.2962963 0.4038065
Moved 342.2001 476.6572 528.616 0.2700398 0.3616665
Moved 342.2308 460.1492 497.4047 0.2318268 0.2813906
Moved 342.2615 432.1995 446.1323 0.1671283 0.1495172
Moved 342.2923 412.5394 411.3532 0.121619 0.06006484
Moved 342.323 398.6334 383.2144 0.08942911 -0.01230891
Moved 342.3537 389.5405 361.0809 0.06838073 -0.06923636
Moved 342.3844 385.4193 348.2578 0.05884081 -0.1022176
Moved 342.4152 381.3379 335.3448 0.04939337 -0.1354301
Moved 342.4459 379.2039 324.8154 0.04445335 -0.162512
Moved 342.4766 376.4476 312.7903 0.03807316 -0.1934405
Moved 342.5073 373.6887 305.3774 0.03168682 -0.2125067
Moved 342.538 373 299.3818 0.0300926 -0.2279276
Moved 342.5688 371 293.4818 0.025463 -0.2431026
Moved 342.5995 369.7399 289.7399 0.02254615 -0.2527266
Moved 342.6302 368.9762 285.9763 0.02077828 -0.2624068
Moved 342.6609 369 283.6796 0.02083332 -0.2683139
Moved 342.6917 369 281.5 0.02083332 -0.2739198
Ended 342.7224 369 280.7126 0.02083332 -0.275945
Began 343.5212 279 439 -0.1875 0.1311728
Stationary 343.5519 279 439 -0.1875 0.1311728
Stationary 343.5826 279 439 -0.1875 0.1311728
Stationary 343.6133 279 439 -0.1875 0.1311728
Stationary 343.644 279 439 -0.1875 0.1311728
Stationary 343.6748 279 439 -0.1875 0.1311728
Stationary 343.7055 279 439 -0.1875 0.1311728
Moved 343.7362 292.5 454.5 -0.15625 0.171039
Moved 343.7669 299.8222 464.8578 -0.1393005 0.1976794
Moved 343.7976 315.7087 476.9669 -0.1025262 0.2288243
Moved 343.8284 326.5 485.5 -0.07754628 0.2507715
Moved 343.8591 337.8853 492.9082 -0.05119155 0.2698256
Moved 343.8898 349.9465 500.4733 -0.02327204 0.289283
Moved 343.9205 358.5 506 -0.003472219 0.3034978
Moved 343.9512 362.5414 508.2707 0.005882879 0.3093381
Moved 343.982 364.7162 510 0.01091699 0.3137859
Moved 344.0127 367 512.4881 0.01620372 0.3201854
Moved 344.0434 368 513.1205 0.01851857 0.3218119
Moved 344.0742 369 513 0.02083332 0.321502
Stationary 344.1049 369 513 0.02083332 0.321502
Moved 344.1356 359.4902 513 -0.001180023 0.321502
Moved 344.1663 350.2148 504.043 -0.02265096 0.2984644
Moved 344.1971 334.5 500 -0.05902777 0.2880658
Moved 344.2278 316.9855 498.8309 -0.09957065 0.285059
Moved 344.2585 297.4312 498 -0.1448352 0.2829217
Moved 344.2892 284.9269 498 -0.1737802 0.2829217
Moved 344.3199 277.8436 498 -0.1901769 0.2829217
Moved 344.3507 275.1425 498 -0.1964295 0.2829217
Moved 344.3813 273.7611 498 -0.199627 0.2829217
Moved 344.4121 271.804 498 -0.2041574 0.2829217
Stationary 344.4428 271.804 498 -0.2041574 0.2829217
Moved 344.4735 272 502.4879 -0.2037037 0.2944646
Moved 344.5043 272 508.8135 -0.2037037 0.3107342
Moved 344.535 298.4123 517.3531 -0.1425642 0.3326982
Moved 344.5657 324.5431 523.6159 -0.08207624 0.3488063
Moved 344.5964 356.7032 527.3919 -0.007631382 0.3585182
Moved 344.6272 381.1936 529 0.04905929 0.3626543
Moved 344.6579 403.687 529 0.1011273 0.3626543
Moved 344.6886 424.1823 529 0.1485701 0.3626543
Moved 344.7193 439.3478 529 0.1836754 0.3626543
Moved 344.75 451.3492 529 0.2114565 0.3626543
Moved 344.7808 458.4358 529 0.2278606 0.3626543
Moved 344.8115 465.0363 529 0.2431397 0.3626543
Moved 344.8422 469.7894 523.4744 0.2541421 0.3484422
Moved 344.8729 472.5468 522 0.2605249 0.3446501
Moved 344.9036 474.9573 518.1282 0.2661048 0.3346917
Moved 344.9344 477.724 508.3802 0.2725092 0.3096198
Moved 344.9651 480.4706 489.7057 0.2788672 0.2615888
Moved 344.9958 484.4952 460.2762 0.2881834 0.1858956
Moved 345.0265 486.7179 431.8212 0.2933285 0.1127087
Moved 345.0573 488.4814 406.667 0.2974108 0.04801173
Moved 345.088 491.2582 383.1923 0.3038386 -0.01236566
Ended 345.1187 492 379 0.3055556 -0.02314815
Began 345.1494 492 361 0.3055556 -0.06944452
Stationary 345.1801 492 361 0.3055556 -0.06944452
Stationary 345.2109 492 361 0.3055556 -0.06944452
Moved 345.2416 480.458 361 0.2788379 -0.06944452
Moved 345.2723 424.0544 393.3734 0.148274 0.01382047
Moved 345.303 391.4034 416.1069 0.07269303 0.07229149
Moved 345.3338 365.33 438.6699 0.01233806 0.1303238
Moved 345.3645 344.3642 459.7153 -0.03619407 0.184453
Moved 345.3952 325.9153 477.0847 -0.07889976 0.2291273
Moved 345.4259 309.0266 491.9734 -0.1179939 0.2674212
Moved 345.4566 294.6033 503.0475 -0.1513813 0.2959041
Moved 345.4873 285.7181 510.2819 -0.1719489 0.314511
Moved 345.5181 279.4144 516.0571 -0.1865407 0.3293647
Moved 345.5488 275.7065 519.2935 -0.1951239 0.337689
Moved 345.5795 273.1768 521 -0.2009795 0.3420781
Moved 345.6103 271.8522 522.1478 -0.2040458 0.3450303
Ended 345.641 271 524 -0.2060186 0.3497942
Backspace 348.3138
Began 349.4039 346 564 -0.03240739 0.4526748
Stationary 349.4352 346 564 -0.03240739 0.4526748
Stationary 349.4659 346 564 -0.03240739 0.4526748
Stationary 349.4966 346 564 -0.03240739 0.4526748
Moved 349.5275 346 543.105 -0.03240739 0.3989326
Moved 349.5581 356.0962 522.0256 -0.009036659 0.3447161
Moved 349.5888 369.385 493.23 0.0217245 0.2706534
Moved 349.6195 383.7643 466.7654 0.05501002 0.2025859
Moved 349.6503 393.2124 448.6814 0.07688065 0.1560735
Moved 349.681 399.6319 435.7363 0.0917404 0.1227784
Moved 349.7117 403.5 426 0.1006944 0.09773654
Moved 349.7424 406.0247 420.926 0.1065385 0.0846862
Moved 349.7732 408 413.6204 0.1111111 0.06589595
Moved 349.8039 409 406.3583 0.113426 0.04721771
Moved 349.8346 409 400.0671 0.113426 0.03103664
Moved 349.8653 409 395.2621 0.113426 0.01867812
Moved 349.8961 397.4431 393 0.0866738 0.01285996
Moved 349.9268 373.3385 406.9276 0.0308762 0.04868205
Moved 349.9576 347.7146 425.7789 -0.02843837 0.09716795
Moved 349.9882 326.4738 445.5262 -0.07760683 0.1479582
Moved 350.019 310.4264 461.5737 -0.1147538 0.1892326
Moved 350.0497 289.6227 482.3018 -0.1629105 0.2425458
Moved 350.0804 278.4341 494.5659 -0.1888098 0.2740891
Moved 350.1111 272.7632 502.2369 -0.2019371 0.293819
Moved 350.1418 269.9948 506.0078 -0.2083452 0.3035178
Moved 350.1726 266.5 511 -0.2164352 0.3163579
Moved 350.2032 264 515.1923 -0.2222222 0.3271407
Moved 350.234 262 518.9564 -0.2268519 0.3368219
Moved 350.2647 259.5 522.5 -0.2326389 0.3459361
Moved 350.2954 260 523.0728 -0.2314815 0.3474094
Ended 350.3262 260 527.5 -0.2314815 0.3587962
Began 351.0942 410 528 0.1157407 0.3600822
Stationary 351.125 410 528 0.1157407 0.3600822
Stationary 351.1557 410 528 0.1157407 0.3600822
Stationary 351.1864 410 528 0.1157407 0.3600822
Moved 351.2172 402.7582 514.5509 0.09897729 0.3254909
Moved 351.2479 397.378 486.2677 0.08652309 0.2527461
Moved 351.2786 393.4223 456.645 0.07736634 0.176556
Moved 351.3093 390.6678 424.014 0.07099042 0.0926287
Moved 351.3401 389.1937 398.7433 0.06757796 0.02763183
Moved 351.3708 388 361.4221 0.06481478 -0.06835898
Moved 351.4015 388 342.9901 0.06481478 -0.1157662
Moved 351.4323 387.1653 332.6531 0.0628827 -0.1423533
Moved 351.463 387 296.5233 0.06250004 -0.2352798
Moved 351.4937 387 292.0638 0.06250004 -0.2467495
Moved 351.5244 387 280.7598 0.06250004 -0.2758236
Moved 351.5551 394 277.0093 0.07870366 -0.2854699
Moved 351.5858 395 272.4871 0.08101851 -0.2971012
Moved 351.6165 396 270 0.08333336 -0.303498
Moved 351.6473 397 267.2064 0.0856481 -0.3106831
Moved 351.678 398.5 267 0.08912037 -0.311214
Moved 351.7087 411.1329 298.3654 0.1183631 -0.2305417
Moved 351.7394 436.2484 367.7451 0.1765008 -0.05209612
Moved 351.7702 449 407.5 0.2060185 0.05015428
Moved 351.8009 459.8444 443.4943 0.2311214 0.1427323
Moved 351.8316 468.2137 472.3789 0.2504947 0.2170239
Moved 351.8624 473.9964 492.4872 0.2638805 0.2687429
Moved 351.8931 479.3599 511.4396 0.276296 0.3174886
Moved 351.9238 482.129 521.3869 0.2827059 0.3430732
Moved 351.9545 483.5128 525.0255 0.2859092 0.3524318
Moved 351.9853 484 530.5598 0.287037 0.3666661
Moved 352.016 485 532.7246 0.2893518 0.372234
Moved 352.0467 486.8759 536.8759 0.2936941 0.382911
Moved 352.0774 505.7073 541.2845 0.3372854 0.3942504
Moved 352.1081 522.2714 544.0452 0.3756283 0.4013508
Moved 352.1389 550.3763 545 0.4406859 0.4038065
Moved 352.1696 559.3959 545 0.4615645 0.4038065
Moved 352.2003 564.9036 545 0.474314 0.4038065
Moved 352.231 566 534.5 0.4768519 0.3768003
Moved 352.2617 567 523.9163 0.4791667 0.3495789
Moved 352.2925 546.9049 484.6453 0.4326502 0.2485731
Moved 352.3232 518.8234 434.0193 0.3676467 0.1183625
Moved 352.3539 501.4644 400.8524 0.327464 0.03305659
Moved 352.3846 484.5206 365.3015 0.2882421 -0.05838111
Moved 352.4154 467.9552 326.8806 0.2498963 -0.1572002
Moved 352.4461 462 311 0.2361111 -0.1980453
Moved 352.4768 458.3665 301.8552 0.2277004 -0.2215658
Moved 352.5076 451.7374 285.2122 0.2123551 -0.2643719
Moved 352.5383 447.6072 273.4288 0.2027945 -0.2946791
Moved 352.569 443.8477 264.543 0.1940918 -0.3175336
Moved 352.5997 442.3955 259.3954 0.1907303 -0.3307731
Moved 352.6304 440.6361 254.2722 0.1866576 -0.3439501
Moved 352.6611 440 249.8776 0.1851852 -0.3552532
Moved 352.6919 438.3408 246.3407 0.1813443 -0.3643501
Ended 352.7226 438 245 0.1805556 -0.3677984
Began 353.4293 209 593 -0.349537 0.5272633
Stationary 353.46 209 593 -0.349537 0.5272633
Stationary 353.4907 209 593 -0.349537 0.5272633
Stationary 353.5215 209 593 -0.349537 0.5272633
Moved 353.5522 218.3356 593 -0.3279269 0.5272633
Moved 353.5829 257.933 593 -0.2362662 0.5272633
Moved 353.6136 294.0683 593 -0.1526196 0.5272633
Moved 353.6443 314.1723 593 -0.1060826 0.5272633
Moved 353.6751 341.6085 593 -0.04257301 0.5272633
Moved 353.7058 370.0662 593 0.02330144 0.5272633
Moved 353.7365 398.0174 592.2878 0.08800328 0.5254315
Moved 353.7672 420.6753 583.3321 0.140452 0.5023973
Moved 353.798 440.3642 578.3245 0.1860283 0.4895177
Moved 353.8287 454.54 573.892 0.2188425 0.4781173
Moved 353.8594 466.4646 569.2677 0.2464457 0.4662234
Moved 353.8901 473.7051 566.765 0.2632063 0.4597863
Moved 353.9209 478.0713 562.9288 0.2733131 0.4499196
Moved 353.9516 481.6665 559.1667 0.2816353 0.4402436
Moved 353.9822 485.5859 554.8281 0.2907081 0.4290845
Moved 354.013 492.032 543.9441 0.3056295 0.4010907
Moved 354.0438 506.8803 515.4634 0.3400007 0.3278378
Moved 354.0745 519.1796 492.6409 0.3684712 0.2691381
Moved 354.1052 533.7994 470.9008 0.4023134 0.2132221
Moved 354.1359 549.5162 456.2365 0.4386948 0.1755053
Moved 354.1667 561 445.5 0.4652777 0.1478908
Moved 354.1974 567.7817 436.9578 0.4809761 0.1259201
Moved 354.2281 574.5097 425.4709 0.4965502 0.09637569
Moved 354.2588 579.4306 408.8469 0.5079412 0.05361862
Moved 354.2895 585.3848 393.038 0.521724 0.0129578
Moved 354.3203 586.953 385.094 0.5253541 -0.007474334
Moved 354.351 588.33 380.34 0.5285416 -0.01970158
Moved 354.3817 588 375.809 0.5277778 -0.03135563
Moved 354.4125 588 372.0461 0.5277778 -0.04103366
Moved 354.4431 589 369.2875 0.5300926 -0.04812892
Moved 354.4739 589 367.9308 0.5300926 -0.05161827
Moved 354.5046 589 366.6399 0.5300926 -0.05493855
Moved 354.5353 589 365.847 0.5300926 -0.05697784
Ended 354.5661 589 365 0.5300926 -0.05915646
Began 355.242 337 421 -0.05324075 0.08487643
Stationary 355.2728 337 421 -0.05324075 0.08487643
Stationary 355.3035 337 421 -0.05324075 0.08487643
Moved 355.3342 346.4453 432.1626 -0.03137668 0.1135868
Moved 355.3649 363.5979 451.0232 0.008328457 0.1620966
Moved 355.3956 380.5544 467.5544 0.04757971 0.2046153
Moved 355.4264 399.64 486.64 0.09175926 0.2537037
Moved 355.4571 415.1114 502.1113 0.1275726 0.2934961
Moved 355.4878 430.7472 517.7472 0.1637667 0.3337118
Moved 355.5175 446.3151 532.3151 0.1998034 0.3711806
Moved 355.5492 465.6816 551.7453 0.2446335 0.4211555
Moved 355.5799 476.7225 563.0419 0.270191 0.4502106
Moved 355.6107 484.8963 571.3445 0.2891118 0.4715649
Moved 355.6414 488.6675 573.6675 0.2978414 0.4775399
Moved 355.6721 492.5 578 0.306713 0.488683
Moved 355.7029 494.0494 579 0.3102996 0.4912551
Moved 355.7336 494.8204 581 0.3120842 0.496399
Ended 355.7643 496.2246 581 0.3153347 0.496399
Began 356.4402 488 525 0.2962963 0.3523662
Stationary 356.4709 488 525 0.2962963 0.3523662
Stationary 356.5017 488 525 0.2962963 0.3523662
Stationary 356.5324 488 525 0.2962963 0.3523662
Stationary 356.563 488 525 0.2962963 0.3523662
Stationary 356.5938 488 525 0.2962963 0.3523662
Moved 356.6245 488 511.491 0.2962963 0.3176208
Moved 356.6553 458.784 443.1537 0.2286667 0.1418563
Moved 356.686 447.9879 408.7108 0.2036758 0.05326847
Moved 356.7168 437.3215 374.3931 0.178985 -0.03499718
Moved 356.7475 430.0176 344.3919 0.1620778 -0.1121608
Moved 356.7782 425.574 321.0181 0.1517917 -0.1722787
Moved 356.8089 422.1471 304.0296 0.143859 -0.2159733
Moved 356.8396 420.3731 287.8657 0.1397526 -0.2575472
Moved 356.8703 418.6052 276.4207 0.1356601 -0.2869839
Moved 356.901 418 270.3059 0.1342593 -0.3027112
Moved 356.9318 417 264.7255 0.1319444 -0.317064
Moved 356.9625 417 260.605 0.1319444 -0.3276619
Moved 356.9932 416 255.6676 0.1296297 -0.3403611
Moved 357.024 416 253.5403 0.1296297 -0.3458327
Ended 357.0547 416 253 0.1296297 -0.3472223
Began 357.7306 250 393 -0.2546296 0.01285996
Stationary 357.7613 250 393 -0.2546296 0.01285996
Stationary 357.792 250 393 -0.2546296 0.01285996
Stationary 357.8228 250 393 -0.2546296 0.01285996
Stationary 357.8535 250 393 -0.2546296 0.01285996
Stationary 357.8842 250 393 -0.2546296 0.01285996
Moved 357.9149 266.3958 415.3202 -0.2166765 0.07026794
Moved 357.9456 285.0864 438.7675 -0.1734111 0.1305747
Moved 357.9764 306.4547 461.4548 -0.1239474 0.1889268
Moved 358.007 327.4106 479.5089 -0.07543837 0.2353622
Moved 358.0378 340.6652 492.6652 -0.04475648 0.2692005
Moved 358.0685 351.6845 503.6844 -0.01924887 0.2975423
Moved 358.0992 363.2819 512.5692 0.00759701 0.3203939
Moved 358.13 372.2385 520.2385 0.02832979 0.3401194
Moved 358.1607 376.3861 524.386 0.0379307 0.3507871
Moved 358.1914 378 525 0.04166663 0.3523662
Moved 358.2222 378 526 0.04166663 0.3549381
Stationary 358.2529 378 526 0.04166663 0.3549381
Stationary 358.2836 378 526 0.04166663 0.3549381
Stationary 358.3143 378 526 0.04166663 0.3549381
Moved 358.3451 361.4779 516.3364 0.003421108 0.3300832
Moved 358.3758 347.2422 514.8484 -0.02953206 0.3262562
Moved 358.4065 327.7519 509.2148 -0.07464841 0.3117665
Moved 358.4372 309.7878 504.447 -0.116232 0.2995034
Moved 358.468 296.7892 500.9473 -0.1463212 0.2905024
Moved 358.4987 291.359 500.1795 -0.1588912 0.2885275
Moved 358.5294 288.5 500 -0.1655093 0.2880658
Moved 358.5601 288 500 -0.1666667 0.2880658
Stationary 358.5909 288 500 -0.1666667 0.2880658
Moved 358.6216 288 503.9344 -0.1666667 0.2981852
Moved 358.6523 305.9103 513.9664 -0.1252076 0.3239875
Moved 358.683 328.0424 524.2659 -0.07397602 0.350478
Moved 358.7137 355 532.5 -0.01157408 0.3716563
Moved 358.7445 381.9595 536.296 0.05083223 0.3814196
Moved 358.7752 401.8723 538 0.09692649 0.3858024
Moved 358.8059 421.5 538 0.1423611 0.3858024
Moved 358.8366 436.5139 538 0.1771155 0.3858024
Moved 358.8674 446.2164 538 0.1995749 0.3858024
Moved 358.8981 451.0463 534.3378 0.2107553 0.3763832
Moved 358.9288 455.5779 526.4221 0.2212452 0.3560237
Moved 358.9595 461.1034 512.7415 0.2340356 0.3208371
Moved 358.9902 465 493.5 0.2430555 0.2713476
Moved 359.021 467.2408 451.8695 0.2482426 0.1642733
Moved 359.0517 470.0088 418.9125 0.2546499 0.07950731
Moved 359.0824 471.7794 398.1028 0.2587486 0.02598464
Moved 359.1132 473.1689 384.1553 0.2619652 -0.009888543
Moved 359.1439 473 367.0901 0.2615741 -0.05378072
Moved 359.1746 474 356.5002 0.2638889 -0.08101812
Moved 359.2054 474 349.9644 0.2638889 -0.09782822
Moved 359.236 474 344.1128 0.2638889 -0.1128787
Moved 359.2668 453.228 341 0.2158056 -0.1208849
Moved 359.2975 416.2553 358.8085 0.1302207 -0.07508101
Moved 359.3282 388.7718 375.7825 0.06660134 -0.03142361
Moved 359.3589 364.1154 398.8846 0.009526313 0.02799548
Moved 359.3897 342.7518 420.7122 -0.03992632 0.08413624
Moved 359.4203 326.8908 439.5529 -0.07664174 0.1325949
Moved 359.4511 313.3153 456.1586 -0.1080665 0.175305
Moved 359.4818 298.4595 473.9639 -0.1424549 0.2211005
Moved 359.5126 287.5142 488.8098 -0.1677913 0.2592843
Moved 359.5433 280.1894 499.7159 -0.1847467 0.287335
Moved 359.574 275.5418 505.4582 -0.195505 0.3021043
Moved 359.6047 271.9379 510.0621 -0.2038474 0.3139456
Moved 359.6355 269.1619 513.8381 -0.2102733 0.3236575
Ended 359.6661 268 515 -0.212963 0.326646
PhraseEnd 361.2638
