this is a non profit organization
Basic
0.6 0.6
432 388.8
Began 1031.621 346 558 -0.03240739 0.4372427
Stationary 1031.652 346 558 -0.03240739 0.4372427
Stationary 1031.683 346 558 -0.03240739 0.4372427
Stationary 1031.714 346 558 -0.03240739 0.4372427
Stationary 1031.744 346 558 -0.03240739 0.4372427
Stationary 1031.775 346 558 -0.03240739 0.4372427
Stationary 1031.806 346 558 -0.03240739 0.4372427
Stationary 1031.836 346 558 -0.03240739 0.4372427
Stationary 1031.867 346 558 -0.03240739 0.4372427
Stationary 1031.898 346 558 -0.03240739 0.4372427
Stationary 1031.929 346 558 -0.03240739 0.4372427
Stationary 1031.959 346 558 -0.03240739 0.4372427
Moved 1031.99 346 545.7196 -0.03240739 0.4056573
Moved 1032.021 346 530.6892 -0.03240739 0.3669989
Moved 1032.052 346 511.235 -0.03240739 0.3169623
Moved 1032.082 346 484.5218 -0.03240739 0.2482556
Moved 1032.113 363.7807 454.2825 0.008751551 0.1704797
Moved 1032.144 378.6058 433.473 0.04306902 0.1169572
Moved 1032.175 393.2077 415.5508 0.07686963 0.07086098
Moved 1032.205 405.3475 403.6525 0.104971 0.04025848
Moved 1032.236 414.5116 394.4883 0.1261843 0.01668804
Moved 1032.267 421.808 387.7946 0.1430742 -0.0005283277
Moved 1032.297 427.1126 383.9437 0.1553533 -0.01043296
Moved 1032.328 431.6324 381.1838 0.1658157 -0.01753152
Moved 1032.359 437.1631 380 0.1786183 -0.02057613
Moved 1032.39 441.7155 380 0.1891561 -0.02057613
Moved 1032.42 450.4545 391.606 0.2093855 0.009274737
Moved 1032.451 454.6016 401.271 0.2189853 0.03413314
Moved 1032.482 462.906 426.322 0.2382084 0.09856479
Moved 1032.513 466.8218 448.7524 0.2472727 0.156256
Moved 1032.543 472.0667 470.2003 0.2594137 0.2114204
Moved 1032.574 477.6087 486.826 0.2722423 0.254182
Moved 1032.605 481.1154 497.1731 0.2803597 0.2807949
Moved 1032.635 483.4989 506.4967 0.2858771 0.3047754
Moved 1032.666 487.2576 514.7727 0.2945777 0.3260615
Moved 1032.697 489.0247 518.0247 0.2986684 0.3344256
Moved 1032.728 489 520.7847 0.2986111 0.3415243
Moved 1032.759 489 522.5 0.2986111 0.3459361
Moved 1032.789 482.2621 524 0.2830142 0.3497942
Moved 1032.82 461.4405 517.4405 0.234816 0.332923
Moved 1032.851 429.0416 497.5243 0.1598185 0.2816982
Moved 1032.881 396.6079 469.5527 0.08474052 0.2097548
Moved 1032.912 369.0387 443.0387 0.02092292 0.1415604
Moved 1032.943 343.7177 417.2419 -0.0376905 0.07521056
Moved 1032.974 327.4743 402.3953 -0.0752909 0.03702477
Moved 1033.004 310.7317 388.3854 -0.1140469 0.0009911933
Moved 1033.035 296.9565 378.7739 -0.1459339 -0.02372969
Moved 1033.066 284.1167 371.6467 -0.1756559 -0.04206119
Moved 1033.097 272.442 365.721 -0.2026806 -0.05730193
Moved 1033.127 262.8235 362.6078 -0.2249455 -0.06530911
Moved 1033.158 256.6884 359.8442 -0.2391473 -0.07241732
Moved 1033.189 252.0877 359 -0.2497971 -0.07458848
Moved 1033.219 248.6516 358 -0.257751 -0.07716057
Moved 1033.25 245.8763 358 -0.2641753 -0.07716057
Moved 1033.281 244 357 -0.2685185 -0.07973259
Moved 1033.312 241.5 357 -0.2743055 -0.07973259
Moved 1033.342 238.9552 357 -0.2801962 -0.07973259
Moved 1033.373 236.1855 357 -0.2866077 -0.07973259
Moved 1033.404 232.4286 364.5714 -0.2953043 -0.06025879
Moved 1033.435 229.9893 367.0106 -0.3009506 -0.05398511
Moved 1033.465 228.2178 368.7822 -0.3050513 -0.04942866
Moved 1033.496 227 370 -0.3078704 -0.04629637
Moved 1033.527 227 371.1533 -0.3078704 -0.04332994
Ended 1033.557 227 374 -0.3078704 -0.03600823
Began 1034.172 470 511 0.2546296 0.3163579
Stationary 1034.203 470 511 0.2546296 0.3163579
Stationary 1034.234 470 511 0.2546296 0.3163579
Stationary 1034.265 470 511 0.2546296 0.3163579
Stationary 1034.295 470 511 0.2546296 0.3163579
Stationary 1034.326 470 511 0.2546296 0.3163579
Stationary 1034.357 470 511 0.2546296 0.3163579
Stationary 1034.387 470 511 0.2546296 0.3163579
Moved 1034.418 457.2451 501.1226 0.2251044 0.290953
Moved 1034.449 451.7204 497.7204 0.2123157 0.2822026
Moved 1034.48 446.1993 494.5997 0.1995355 0.2741761
Moved 1034.51 434.9328 489.3731 0.1734555 0.2607332
Moved 1034.541 421.5497 483.2748 0.1424761 0.2450484
Moved 1034.572 400.2686 473.6343 0.09321441 0.2202526
Moved 1034.603 375.2605 460.7878 0.03532529 0.1872115
Moved 1034.633 349.5577 447.7789 -0.02417197 0.1537521
Moved 1034.664 326.7488 438.0352 -0.07697041 0.1286913
Moved 1034.695 304.2006 427.6003 -0.1291653 0.1018525
Moved 1034.725 286.9803 422.2451 -0.1690271 0.0880788
Moved 1034.756 265.1815 415.4804 -0.2194872 0.07068001
Moved 1034.787 252.8852 408.9139 -0.2479509 0.05379096
Moved 1034.818 242.6404 403.4269 -0.2716658 0.03967815
Moved 1034.848 235.2322 398.4881 -0.2888144 0.02697544
Moved 1034.879 226.9582 393.9791 -0.3079671 0.01537829
Moved 1034.91 222.2275 390.2275 -0.3189178 0.005729228
Moved 1034.941 218.5 387.5 -0.3275463 -0.001286047
Moved 1034.971 216.0186 386.0186 -0.3332902 -0.005096271
Moved 1035.002 214.6404 384.6404 -0.3364806 -0.008640995
Moved 1035.033 212.7441 384 -0.3408701 -0.01028807
Moved 1035.064 213 383 -0.3402778 -0.01286016
Stationary 1035.094 213 383 -0.3402778 -0.01286016
Ended 1035.125 213 390.4315 -0.3402778 0.00625363
Began 1035.648 163 434 -0.4560185 0.1183127
Stationary 1035.678 163 434 -0.4560185 0.1183127
Stationary 1035.709 163 434 -0.4560185 0.1183127
Stationary 1035.74 163 434 -0.4560185 0.1183127
Stationary 1035.771 163 434 -0.4560185 0.1183127
Ended 1035.801 163 434 -0.4560185 0.1183127
Began 1036.662 394 207 0.07870366 -0.465535
