please provide your date of birth
Basic
0.6 0.6
432 388.8
Began 1363.126 594 511 0.5416667 0.3163579
Stationary 1363.157 594 511 0.5416667 0.3163579
Stationary 1363.188 594 511 0.5416667 0.3163579
Stationary 1363.218 594 511 0.5416667 0.3163579
Stationary 1363.249 594 511 0.5416667 0.3163579
Moved 1363.28 594 523.3705 0.5416667 0.348175
Moved 1363.311 594 521 0.5416667 0.3420781
Moved 1363.341 594 522.5 0.5416667 0.3459361
Moved 1363.372 594 522 0.5416667 0.3446501
Moved 1363.403 594 523.5 0.5416667 0.3485081
Moved 1363.433 594 524 0.5416667 0.3497942
Stationary 1363.464 594 524 0.5416667 0.3497942
Moved 1363.495 585.5387 525 0.5220804 0.3523662
Moved 1363.526 581.6577 526.3423 0.5130965 0.3558185
Moved 1363.556 573.3642 526 0.4938986 0.3549381
Moved 1363.587 566.6632 526 0.4783871 0.3549381
Moved 1363.618 556.3626 520.0658 0.4545431 0.3396754
Moved 1363.648 544.355 502.2389 0.4267476 0.2938242
Moved 1363.679 532.7653 475.3545 0.3999195 0.2246771
Moved 1363.71 525.1383 436.8988 0.3822646 0.1257685
Moved 1363.741 522.1874 408.6864 0.3754338 0.05320568
Moved 1363.771 520.3217 388.6083 0.3711149 0.001564536
Moved 1363.802 517.8132 370.6923 0.3653082 -0.04451587
Moved 1363.833 513.9481 358.8442 0.3563613 -0.07498925
Moved 1363.864 510.1443 351.2164 0.3475561 -0.09460802
Moved 1363.894 500.967 347 0.3263126 -0.1054527
Moved 1363.925 478.8566 347 0.2751311 -0.1054527
Moved 1363.956 408.6027 397.9674 0.1125062 0.02563634
Moved 1363.986 380.6551 420.3448 0.04781276 0.0831914
Moved 1364.017 365.5165 436.5318 0.0127698 0.1248245
Moved 1364.048 352.586 448.414 -0.01716211 0.1553858
Moved 1364.078 331.5086 469.4914 -0.06595224 0.2095971
Moved 1364.109 310.1574 494.0729 -0.1153764 0.2728213
Moved 1364.14 294.9644 514.6498 -0.1505453 0.3257452
Moved 1364.171 281.6173 537.0889 -0.1814415 0.3834591
Moved 1364.201 273.9076 552.1848 -0.199288 0.4222858
Moved 1364.232 270.9377 559.1246 -0.2061628 0.4401352
Moved 1364.263 269 560.9465 -0.2106481 0.4448211
Moved 1364.294 267.1837 562 -0.2148525 0.4475308
Moved 1364.324 262.6177 563 -0.225422 0.4501028
Moved 1364.355 258.8008 563 -0.2342574 0.4501028
Moved 1364.386 249.7722 563 -0.2551568 0.4501028
Moved 1364.416 231.2806 536.3741 -0.2979616 0.3816206
Moved 1364.447 214.5 506 -0.3368055 0.3034978
Moved 1364.478 194.7242 461.0692 -0.3825828 0.187935
Moved 1364.509 185.25 426.7498 -0.404514 0.09966505
Moved 1364.539 175.6307 395.7689 -0.4267809 0.01998156
Moved 1364.57 170.7347 375.5716 -0.438114 -0.03196614
Moved 1364.601 165 355.5 -0.4513889 -0.08359061
Moved 1364.631 161.2432 342.108 -0.4600852 -0.1180349
Moved 1364.662 158.7531 331.2593 -0.4658493 -0.1459381
Moved 1364.693 158 323.3646 -0.4675925 -0.1662435
Moved 1364.724 157 319.3041 -0.4699074 -0.176687
Moved 1364.754 161.525 318 -0.4594329 -0.1800412
Moved 1364.785 181.6296 318 -0.4128945 -0.1800412
Moved 1364.816 217.5708 324.7689 -0.3296973 -0.1626316
Moved 1364.846 248.8882 333.6823 -0.2572033 -0.139706
Moved 1364.877 264.8477 339.4239 -0.2202598 -0.1249386
Moved 1364.908 273.6511 345.6511 -0.1998817 -0.1089222
Moved 1364.939 280.1725 355.345 -0.1847859 -0.08398934
Moved 1364.969 283.9598 369.759 -0.1760189 -0.04691614
Moved 1365 285 392.7038 -0.1736111 0.01209812
Moved 1365.031 285 416.3824 -0.1736111 0.07300004
Moved 1365.061 285 445.3457 -0.1736111 0.147494
Moved 1365.092 285 462.578 -0.1736111 0.1918158
Moved 1365.123 277 478.4814 -0.1921296 0.2327195
Moved 1365.154 275.493 494.5209 -0.195618 0.2739733
Moved 1365.184 275 503.1436 -0.1967592 0.2961512
Moved 1365.215 273 508.2627 -0.2013889 0.3093176
Moved 1365.246 271.1812 512.6377 -0.2055991 0.3205701
Moved 1365.276 269.3062 515.6938 -0.2099394 0.3284304
Moved 1365.307 267.4274 518.5726 -0.2142885 0.3358348
Moved 1365.338 265.9524 520.0476 -0.2177028 0.3396285
Moved 1365.369 264.5 521.5 -0.2210648 0.3433641
Moved 1365.399 263 522 -0.2245371 0.3446501
Ended 1365.43 263 522 -0.2245371 0.3446501
Began 1365.707 609 482 0.576389 0.2417695
Stationary 1365.737 609 482 0.576389 0.2417695
Moved 1365.768 591.8658 482 0.5367262 0.2417695
Moved 1365.799 573.2819 492.1712 0.493708 0.26793
Moved 1365.829 556.199 496.9005 0.4541645 0.2800937
Moved 1365.86 546.4861 502.838 0.4316808 0.295365
Moved 1365.891 540.5746 505.7127 0.4179967 0.3027589
Moved 1365.922 536.5 508.5 0.4085648 0.3099279
Moved 1365.952 533.8704 510.1296 0.4024778 0.3141192
Moved 1365.983 530.9986 511 0.3958301 0.3163579
Moved 1366.014 521.6347 512.873 0.3741544 0.3211754
Moved 1366.044 502.3804 515.5822 0.3295844 0.3281433
Moved 1366.075 454.9424 522.541 0.2197739 0.3460416
Moved 1366.106 404.8958 524 0.1039256 0.3497942
Moved 1366.136 368.7941 524 0.02035678 0.3497942
Moved 1366.167 345.2773 524 -0.03408045 0.3497942
Moved 1366.198 322.8583 524 -0.08597608 0.3497942
Moved 1366.229 299.6801 524 -0.1396295 0.3497942
Moved 1366.259 287.3944 524 -0.1680685 0.3497942
Moved 1366.29 283 524 -0.1782407 0.3497942
Moved 1366.321 282 524 -0.1805555 0.3497942
Moved 1366.352 282 526.4927 -0.1805555 0.3562054
Moved 1366.382 318.7957 533.9591 -0.09538044 0.3754092
Moved 1366.413 385.0855 538.8602 0.05806823 0.3880147
Moved 1366.444 463.0139 539 0.2384582 0.3883744
Moved 1366.474 522.5 539 0.3761573 0.3883744
Moved 1366.505 547.1456 527.8568 0.4332074 0.359714
