just in time for the party
just in time for the party
FixStart
0.6 0.6
432 388.8
Began 921.0323 297 392 -0.1458333 0.01028803
Stationary 921.0511 297 392 -0.1458333 0.01028803
Stationary 921.0649 297 392 -0.1458333 0.01028803
Stationary 921.0807 297 392 -0.1458333 0.01028803
Stationary 921.0955 297 392 -0.1458333 0.01028803
Moved 921.1107 317.1829 392 -0.09911367 0.01028803
Moved 921.1281 331.8959 392 -0.06505579 0.01028803
Moved 921.1419 349.4721 392 -0.0243701 0.01028803
Moved 921.1583 359.1524 392 -0.001962086 0.01028803
Moved 921.1729 371.6885 392 0.02705673 0.01028803
Moved 921.1877 377.9747 392 0.04160811 0.01028803
Moved 921.2031 382.5453 392 0.05218824 0.01028803
Moved 921.2197 386.7074 396.5531 0.06182273 0.02199871
Moved 921.2354 388.9487 401.8973 0.06701081 0.03574418
Moved 921.2498 390.3211 407.2845 0.07018784 0.04960012
Moved 921.2649 390 419.5 0.06944448 0.08101848
Moved 921.2814 384.1328 438.7344 0.05586296 0.1304895
Moved 921.2967 376.3918 457.5812 0.03794412 0.178964
Moved 921.3117 370.4654 475.1383 0.02422551 0.2241211
Moved 921.3265 365.4523 493.417 0.01262109 0.2711341
Moved 921.3431 361.1932 507.6893 0.002762079 0.3078427
Moved 921.3575 359.3457 522.5059 -0.001514554 0.3459513
Moved 921.3729 357.9583 536.3754 -0.004726201 0.3816237
Moved 921.3885 358 544.7056 -0.004629641 0.4030493
Moved 921.4042 357.5064 551.9744 -0.005772213 0.4217446
Moved 921.4204 356.1204 557.5184 -0.008980483 0.436004
Moved 921.435 356 559.2635 -0.009259283 0.4404924
Moved 921.4498 354.3512 560.6488 -0.01307602 0.4440554
Moved 921.4653 352.9638 562.0361 -0.01628742 0.4476237
Moved 921.4816 351.5686 562 -0.01951719 0.4475308
Moved 921.4966 345.98 562 -0.03245359 0.4475308
Moved 921.5121 332.8618 554.289 -0.06281982 0.427698
Moved 921.5291 316.142 543.0947 -0.1015231 0.3989059
Moved 921.5419 293.0711 528.466 -0.1549279 0.3612808
Moved 921.5586 270.7869 514.8721 -0.2065119 0.3263171
Moved 921.5744 251.3791 502.3865 -0.2514373 0.294204
Moved 921.5889 232.6905 491.7936 -0.294698 0.2669588
Moved 921.6047 212.465 478.31 -0.3415162 0.2322787
Moved 921.6195 201.8887 471.6564 -0.3659984 0.2151656
Moved 921.6339 188.3221 461.5839 -0.3974025 0.1892589
Moved 921.65 177.9004 453.9288 -0.4215269 0.16957
Moved 921.6656 169.6135 447.0113 -0.4407094 0.151778
Moved 921.6846 163.0984 442.8787 -0.4557908 0.1411489
Moved 921.7045 151.8003 433.9001 -0.4819438 0.1180559
Stationary 921.7136 151.8003 433.9001 -0.4819438 0.1180559
Moved 921.7271 148.5814 431.5814 -0.489395 0.1120919
Moved 921.7436 144.9904 427.9905 -0.4977073 0.1028562
Moved 921.7582 142.2188 425.2188 -0.5041231 0.09572731
Moved 921.774 140.4454 424.2227 -0.5082283 0.09316514
Moved 921.79 138.8347 422.8347 -0.5119568 0.08959527
Moved 921.805 137.5 421.5 -0.5150463 0.08616251
Moved 921.8193 136.5 422 -0.5173611 0.08744851
Stationary 921.8365 136.5 422 -0.5173611 0.08744851
Moved 921.85 135.8935 422 -0.518765 0.08744851
Stationary 921.8657 136 422 -0.5185185 0.08744851
Stationary 921.8807 136 422 -0.5185185 0.08744851
Moved 921.8969 136 432.5 -0.5185185 0.1144546
Moved 921.9133 158.8196 448.8196 -0.4656953 0.1564291
Moved 921.9297 176.558 469.1053 -0.4246343 0.2086042
Moved 921.9428 198.5899 490.5899 -0.3736344 0.2638628
Moved 921.9595 212.5689 502.9741 -0.3412757 0.2957152
Moved 921.9744 230.6132 517.2675 -0.2995065 0.3324782
Moved 921.9912 244 528 -0.2685185 0.3600822
Moved 922.006 257.9331 540.1464 -0.236266 0.391323
Moved 922.021 271.8418 551.2734 -0.20407 0.4199418
Moved 922.0366 279.9269 558.9269 -0.1853543 0.4396268
Moved 922.051 288.2171 565.1447 -0.1661642 0.4556191
Moved 922.0671 295.118 570.6943 -0.1501899 0.4698928
Moved 922.0876 297.0522 571.7015 -0.1457124 0.4724831
Moved 922.0985 300.5575 573.8525 -0.1375984 0.4780155
Moved 922.113 304.7492 575.2498 -0.1278954 0.4816093
Ended 922.1282 304.7492 575.2498 -0.1278954 0.4816093
Candidates 922.2803 12 just first literary guitar order guest jersey literature year dietary usat forest
Began 922.7267 323 422 -0.08564815 0.08744851
Stationary 922.7446 323 422 -0.08564815 0.08744851
Stationary 922.7596 323 422 -0.08564815 0.08744851
Moved 922.7753 323 439.8073 -0.08564815 0.1332492
Moved 922.7909 323 458.4604 -0.08564815 0.1812252
Moved 922.8069 313.0742 484.9415 -0.1086246 0.2493351
Moved 922.8221 314 526.7736 -0.1064815 0.3569279
Moved 922.8391 325.8952 573.4436 -0.07894636 0.4769639
Moved 922.8519 339.9831 612.4904 -0.04633536 0.5773929
Ended 922.8668 339.9831 612.4904 -0.04633536 0.5773929
Accept 922.929 0 just
Began 923.0671 287 487 -0.1689815 0.2546296
Stationary 923.0872 287 487 -0.1689815 0.2546296
Stationary 923.0988 287 487 -0.1689815 0.2546296
Stationary 923.1138 287 487 -0.1689815 0.2546296
Stationary 923.131 287 487 -0.1689815 0.2546296
Moved 923.1453 296.3275 497.3639 -0.14739 0.2812856
Moved 923.1611 304.9805 502.987 -0.1273599 0.2957483
Moved 923.1761 315.9886 510.3679 -0.1018783 0.3147321
Moved 923.1919 323.6637 516.7117 -0.08411188 0.3310486
Moved 923.2089 334.5903 523.6189 -0.05881881 0.3488139
Moved 923.2225 345.3233 532.2155 -0.03397385 0.3709246
Moved 923.2391 355.6334 538.3619 -0.01010795 0.3867333
Moved 923.2528 368.1896 545.3276 0.01895745 0.404649
Moved 923.2683 375.1898 548.5949 0.03516157 0.4130526
Moved 923.2859 383.4726 551.4908 0.0543347 0.4205011
Moved 923.3002 388 555.5 0.06481478 0.4308127
Moved 923.3154 394.2766 557.9659 0.07934391 0.4371551
Moved 923.3318 401.2183 561.0873 0.09541273 0.4451834
Moved 923.346 406.692 565.269 0.1080834 0.4559388
Moved 923.3613 413.218 568.4135 0.1231898 0.4640264
Moved 923.3769 418.7544 572.5658 0.1360055 0.4747061
Moved 923.3927 424.3324 576.7493 0.1489176 0.4854661
Moved 923.4072 428.8922 580.8922 0.1594725 0.4961217
Moved 923.4226 432.0804 583.0536 0.1668528 0.501681
Moved 923.4382 433.4149 587.2448 0.169942 0.5124607
Moved 923.4541 435.8045 588.8045 0.1754735 0.5164724
Moved 923.4697 437.1886 590.1886 0.1786774 0.5200323
Moved 923.4847 437 591.5 0.1782407 0.5234053
Stationary 923.4996 437 591.5 0.1782407 0.5234053
Moved 923.5153 437 592.3591 0.1782407 0.5256149
Stationary 923.5321 437 592 0.1782407 0.5246913
Stationary 923.5457 437 592 0.1782407 0.5246913
Moved 923.5687 431.3758 586.3758 0.1652218 0.5102257
Stationary 923.5804 431.3758 586.3758 0.1652218 0.5102257
Moved 923.592 422.3018 575.4225 0.144217 0.4820536
Moved 923.6085 412.6889 563.0286 0.1219651 0.4501764
Moved 923.6245 400.2548 542.9459 0.09318233 0.3985232
Moved 923.6411 390.2082 520.0771 0.06992648 0.3397044
Moved 923.6545 381.7874 497.8169 0.05043377 0.2824508
Moved 923.6688 370 452.4284 0.02314806 0.1657108
Moved 923.6865 365.0994 420.9942 0.0118042 0.08486151
Moved 923.7006 362.3251 403.9507 0.0053822 0.04102538
Moved 923.7166 362 388.9313 0.004629592 0.00239541
Moved 923.7329 362 376.2151 0.004629592 -0.03031099
Moved 923.7465 362 369.6257 0.004629592 -0.04725915
Moved 923.762 362 365.0675 0.004629592 -0.05898275
