id,mode,cand,block,phrase,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,All,Top1(ratio),Top2(ratio),Top3(ratio),Top4(ratio),Top5(ratio),Top6(ratio),Top7(ratio),Top8(ratio),Top9(ratio),Top10(ratio),Top11(ratio),Top12(ratio),Top13(ratio)
16,FixStart,Radial,4,40,49,54,56,58,58,58,58,58,58,58,58,59,59,63,0.777778,0.857143,0.888889,0.920635,0.920635,0.920635,0.920635,0.920635,0.920635,0.920635,0.920635,0.936508,0.936508
17,Basic,List,1,10,54,57,57,57,57,58,58,58,58,58,58,58,58,61,0.885246,0.934426,0.934426,0.934426,0.934426,0.95082,0.95082,0.95082,0.95082,0.95082,0.95082,0.95082,0.95082
17,Basic,List,2,20,45,50,53,53,53,53,53,53,53,53,53,53,53,62,0.725806,0.806452,0.854839,0.854839,0.854839,0.854839,0.854839,0.854839,0.854839,0.854839,0.854839,0.854839,0.854839
17,Basic,List,3,30,47,53,56,56,58,58,58,58,58,58,58,58,58,58,0.810345,0.913793,0.965517,0.965517,1,1,1,1,1,1,1,1,1
17,Basic,List,4,40,49,53,54,55,55,55,55,55,55,55,55,55,55,58,0.844828,0.913793,0.931035,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276,0.948276
17,FixStart,List,1,10,48,56,57,59,59,59,59,59,60,61,61,61,61,68,0.705882,0.823529,0.838235,0.867647,0.867647,0.867647,0.867647,0.867647,0.882353,0.897059,0.897059,0.897059,0.897059
17,FixStart,List,2,20,47,54,56,56,56,56,56,57,57,57,57,57,57,60,0.783333,0.9,0.933333,0.933333,0.933333,0.933333,0.933333,0.95,0.95,0.95,0.95,0.95,0.95
17,FixStart,List,3,30,49,54,55,55,55,56,57,57,57,57,57,57,57,59,0.830508,0.915254,0.932203,0.932203,0.932203,0.949153,0.966102,0.966102,0.966102,0.966102,0.966102,0.966102,0.966102
17,FixStart,List,4,40,48,52,53,53,53,53,54,54,54,54,55,55,55,56,0.857143,0.928571,0.946429,0.946429,0.946429,0.946429,0.964286,0.964286,0.964286,0.964286,0.982143,0.982143,0.982143
18,Basic,List,1,10,44,55,57,58,60,62,62,62,62,62,62,62,63,95,0.463158,0.578947,0.6,0.610526,0.631579,0.652632,0.652632,0.652632,0.652632,0.652632,0.652632,0.652632,0.663158
18,Basic,List,2,20,42,53,54,54,55,57,57,57,57,57,58,59,59,63,0.666667,0.84127,0.857143,0.857143,0.873016,0.904762,0.904762,0.904762,0.904762,0.904762,0.920635,0.936508,0.936508
18,Basic,List,3,30,43,47,51,51,53,53,55,56,58,59,59,59,59,66,0.651515,0.712121,0.772727,0.772727,0.80303,0.80303,0.833333,0.848485,0.878788,0.893939,0.893939,0.893939,0.893939
18,Basic,List,4,40,37,44,49,50,51,51,51,51,53,53,53,53,53,56,0.660714,0.785714,0.875,0.892857,0.910714,0.910714,0.910714,0.910714,0.946429,0.946429,0.946429,0.946429,0.946429
18,FixStart,List,1,10,41,44,45,47,47,48,48,49,52,52,53,53,54,61,0.672131,0.721311,0.737705,0.770492,0.770492,0.786885,0.786885,0.803279,0.852459,0.852459,0.868852,0.868852,0.885246
18,FixStart,List,2,20,39,49,52,54,56,57,57,58,58,58,58,58,59,62,0.629032,0.790323,0.83871,0.870968,0.903226,0.919355,0.919355,0.935484,0.935484,0.935484,0.935484,0.935484,0.951613
18,FixStart,List,3,30,46,51,56,57,57,58,59,59,60,60,60,60,60,62,0.741935,0.822581,0.903226,0.919355,0.919355,0.935484,0.951613,0.951613,0.967742,0.967742,0.967742,0.967742,0.967742
18,FixStart,List,4,40,47,51,53,54,57,57,58,59,59,59,59,59,60,63,0.746032,0.809524,0.84127,0.857143,0.904762,0.904762,0.920635,0.936508,0.936508,0.936508,0.936508,0.936508,0.952381
19,Basic,List,1,10,46,54,57,60,61,62,62,62,62,62,62,63,63,70,0.657143,0.771429,0.814286,0.857143,0.871429,0.885714,0.885714,0.885714,0.885714,0.885714,0.885714,0.9,0.9
19,Basic,List,2,20,35,41,47,49,52,52,54,54,54,54,54,55,55,69,0.507246,0.594203,0.681159,0.710145,0.753623,0.753623,0.782609,0.782609,0.782609,0.782609,0.782609,0.797101,0.797101
19,Basic,List,3,30,46,57,58,59,59,59,60,61,62,63,63,63,63,70,0.657143,0.814286,0.828571,0.842857,0.842857,0.842857,0.857143,0.871429,0.885714,0.9,0.9,0.9,0.9
19,Basic,List,4,40,45,51,57,59,61,61,63,64,64,65,66,66,66,74,0.608108,0.689189,0.77027,0.797297,0.824324,0.824324,0.851351,0.864865,0.864865,0.878378,0.891892,0.891892,0.891892
19,FixStart,List,1,10,49,54,55,55,57,58,59,59,59,59,60,60,60,69,0.710145,0.782609,0.797101,0.797101,0.826087,0.84058,0.855072,0.855072,0.855072,0.855072,0.869565,0.869565,0.869565
19,FixStart,List,2,20,55,58,61,61,62,64,64,64,64,64,64,64,64,65,0.846154,0.892308,0.938462,0.938462,0.953846,0.984615,0.984615,0.984615,0.984615,0.984615,0.984615,0.984615,0.984615
19,FixStart,List,3,30,48,53,55,55,55,56,57,57,58,58,58,59,59,59,0.813559,0.898305,0.932203,0.932203,0.932203,0.949153,0.966102,0.966102,0.983051,0.983051,0.983051,1,1
19,FixStart,List,4,40,42,45,47,49,50,51,51,52,52,52,53,53,53,54,0.777778,0.833333,0.87037,0.907407,0.925926,0.944444,0.944444,0.962963,0.962963,0.962963,0.981481,0.981481,0.981481
20,FixStart,Radial,1,10,48,58,60,63,64,66,67,67,67,68,68,68,69,75,0.64,0.773333,0.8,0.84,0.853333,0.88,0.893333,0.893333,0.893333,0.906667,0.906667,0.906667,0.92
20,FixStart,Radial,2,20,43,54,56,59,60,60,61,61,62,62,63,63,63,66,0.651515,0.818182,0.848485,0.893939,0.909091,0.909091,0.924242,0.924242,0.939394,0.939394,0.954545,0.954545,0.954545
20,FixStart,Radial,3,30,48,54,56,58,61,61,61,62,62,62,62,62,62,64,0.75,0.84375,0.875,0.90625,0.953125,0.953125,0.953125,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
20,FixStart,Radial,4,40,42,48,54,55,59,60,61,62,63,63,64,64,64,72,0.583333,0.666667,0.75,0.763889,0.819444,0.833333,0.847222,0.861111,0.875,0.875,0.888889,0.888889,0.888889
20,Basic,Radial,1,10,45,52,54,56,57,58,59,59,59,62,63,63,63,79,0.56962,0.658228,0.683544,0.708861,0.721519,0.734177,0.746835,0.746835,0.746835,0.78481,0.797468,0.797468,0.797468
20,Basic,Radial,2,20,36,46,50,53,53,55,55,55,55,55,55,55,55,67,0.537313,0.686567,0.746269,0.791045,0.791045,0.820895,0.820895,0.820895,0.820895,0.820895,0.820895,0.820895,0.820895
20,Basic,Radial,3,30,37,44,45,47,50,51,52,53,54,54,54,55,55,64,0.578125,0.6875,0.703125,0.734375,0.78125,0.796875,0.8125,0.828125,0.84375,0.84375,0.84375,0.859375,0.859375
20,Basic,Radial,4,40,36,40,47,49,50,50,54,54,55,55,55,55,56,64,0.5625,0.625,0.734375,0.765625,0.78125,0.78125,0.84375,0.84375,0.859375,0.859375,0.859375,0.859375,0.875
21,Basic,List,1,10,48,51,53,53,54,54,54,54,54,54,54,54,54,54,0.888889,0.944444,0.981481,0.981481,1,1,1,1,1,1,1,1,1
21,Basic,List,2,20,42,47,50,52,52,53,53,53,53,55,56,56,56,56,0.75,0.839286,0.892857,0.928571,0.928571,0.946429,0.946429,0.946429,0.946429,0.982143,1,1,1
21,Basic,List,3,30,42,50,51,53,53,53,53,54,54,54,54,54,54,54,0.777778,0.925926,0.944444,0.981481,0.981481,0.981481,0.981481,1,1,1,1,1,1
21,Basic,List,4,40,45,49,50,52,53,53,54,55,55,55,55,55,55,59,0.762712,0.830508,0.847458,0.881356,0.898305,0.898305,0.915254,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203
21,FixStart,List,1,10,51,59,60,60,60,60,61,61,61,61,61,61,61,63,0.809524,0.936508,0.952381,0.952381,0.952381,0.952381,0.968254,0.968254,0.968254,0.968254,0.968254,0.968254,0.968254
21,FixStart,List,2,20,47,51,53,53,54,54,55,55,55,55,55,55,55,57,0.824561,0.894737,0.929825,0.929825,0.947368,0.947368,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912
21,FixStart,List,3,30,45,47,48,49,51,51,51,51,51,51,51,51,51,51,0.882353,0.921569,0.941176,0.960784,1,1,1,1,1,1,1,1,1
21,FixStart,List,4,40,43,47,49,49,50,50,50,50,50,50,50,50,50,51,0.843137,0.921569,0.960784,0.960784,0.980392,0.980392,0.980392,0.980392,0.980392,0.980392,0.980392,0.980392,0.980392
22,Basic,Radial,1,10,48,55,56,58,60,60,61,61,61,61,61,61,61,66,0.727273,0.833333,0.848485,0.878788,0.909091,0.909091,0.924242,0.924242,0.924242,0.924242,0.924242,0.924242,0.924242
22,Basic,Radial,2,20,41,48,51,54,54,55,57,57,57,57,57,57,57,61,0.672131,0.786885,0.836066,0.885246,0.885246,0.901639,0.934426,0.934426,0.934426,0.934426,0.934426,0.934426,0.934426
22,Basic,Radial,3,30,46,50,50,52,52,53,54,54,55,55,55,56,56,60,0.766667,0.833333,0.833333,0.866667,0.866667,0.883333,0.9,0.9,0.916667,0.916667,0.916667,0.933333,0.933333
22,Basic,Radial,4,40,41,49,50,53,55,56,56,56,56,56,56,56,56,62,0.66129,0.790323,0.806452,0.854839,0.887097,0.903226,0.903226,0.903226,0.903226,0.903226,0.903226,0.903226,0.903226
22,FixStart,Radial,1,10,49,56,57,57,59,59,59,59,59,59,59,59,59,64,0.765625,0.875,0.890625,0.890625,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
22,FixStart,Radial,2,20,48,55,57,59,62,62,63,63,64,65,65,65,66,67,0.716418,0.820895,0.850746,0.880597,0.925373,0.925373,0.940298,0.940298,0.955224,0.970149,0.970149,0.970149,0.985075
22,FixStart,Radial,3,30,42,48,49,49,50,50,50,50,51,51,51,51,51,51,0.823529,0.941176,0.960784,0.960784,0.980392,0.980392,0.980392,0.980392,1,1,1,1,1
22,FixStart,Radial,4,40,47,54,55,55,56,56,57,57,57,57,57,58,58,60,0.783333,0.9,0.916667,0.916667,0.933333,0.933333,0.95,0.95,0.95,0.95,0.95,0.966667,0.966667
23,FixStart,Radial,1,10,50,56,56,57,57,57,57,57,58,58,58,58,58,60,0.833333,0.933333,0.933333,0.95,0.95,0.95,0.95,0.95,0.966667,0.966667,0.966667,0.966667,0.966667
23,FixStart,Radial,2,20,48,51,51,52,52,52,52,52,52,52,52,52,52,52,0.923077,0.980769,0.980769,1,1,1,1,1,1,1,1,1,1
23,FixStart,Radial,3,30,46,55,56,56,56,57,59,59,59,59,59,60,60,64,0.71875,0.859375,0.875,0.875,0.875,0.890625,0.921875,0.921875,0.921875,0.921875,0.921875,0.9375,0.9375
23,FixStart,Radial,4,40,44,53,53,53,53,54,56,56,56,56,57,58,58,63,0.698413,0.84127,0.84127,0.84127,0.84127,0.857143,0.888889,0.888889,0.888889,0.888889,0.904762,0.920635,0.920635
23,Basic,Radial,1,10,44,48,49,51,51,51,51,51,52,52,52,52,52,57,0.77193,0.842105,0.859649,0.894737,0.894737,0.894737,0.894737,0.894737,0.912281,0.912281,0.912281,0.912281,0.912281
23,Basic,Radial,2,20,37,44,49,50,50,51,52,52,52,52,52,52,52,57,0.649123,0.77193,0.859649,0.877193,0.877193,0.894737,0.912281,0.912281,0.912281,0.912281,0.912281,0.912281,0.912281
23,Basic,Radial,3,30,49,53,57,58,59,59,59,60,60,63,64,64,64,68,0.720588,0.779412,0.838235,0.852941,0.867647,0.867647,0.867647,0.882353,0.882353,0.926471,0.941176,0.941176,0.941176
23,Basic,Radial,4,40,44,47,51,53,54,56,56,56,57,57,57,57,57,64,0.6875,0.734375,0.796875,0.828125,0.84375,0.875,0.875,0.875,0.890625,0.890625,0.890625,0.890625,0.890625
24,Basic,Radial,1,10,53,55,57,59,59,60,60,61,61,62,62,62,62,62,0.854839,0.887097,0.919355,0.951613,0.951613,0.967742,0.967742,0.983871,0.983871,1,1,1,1
24,Basic,Radial,2,20,42,47,50,50,51,52,52,53,53,53,53,53,53,54,0.777778,0.87037,0.925926,0.925926,0.944444,0.962963,0.962963,0.981481,0.981481,0.981481,0.981481,0.981481,0.981481
24,Basic,Radial,3,30,48,51,53,55,55,56,56,56,56,56,56,56,56,62,0.774194,0.822581,0.854839,0.887097,0.887097,0.903226,0.903226,0.903226,0.903226,0.903226,0.903226,0.903226,0.903226
24,Basic,Radial,4,40,43,50,53,54,54,54,55,55,55,55,55,55,55,56,0.767857,0.892857,0.946429,0.964286,0.964286,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
24,FixStart,Radial,1,10,47,50,50,50,50,50,50,50,50,50,50,50,50,50,0.94,1,1,1,1,1,1,1,1,1,1,1,1
24,FixStart,Radial,2,20,45,51,51,52,53,53,54,54,54,54,55,55,55,56,0.803571,0.910714,0.910714,0.928571,0.946429,0.946429,0.964286,0.964286,0.964286,0.964286,0.982143,0.982143,0.982143
24,FixStart,Radial,3,30,47,52,52,53,54,54,54,54,54,54,55,55,55,55,0.854545,0.945455,0.945455,0.963636,0.981818,0.981818,0.981818,0.981818,0.981818,0.981818,1,1,1
24,FixStart,Radial,4,40,46,52,56,57,58,58,58,58,58,58,58,59,59,66,0.69697,0.787879,0.848485,0.863636,0.878788,0.878788,0.878788,0.878788,0.878788,0.878788,0.878788,0.893939,0.893939
