id,mode,cand,block,phrase,WPM,N(words),correct,uncorrected,cancel,uncorrectCancel,delete,noexpand,wrongCancel(noexpand)
5,FixStart,Radial,3,29,18.7187,6,6,0,0,0,0,0,0
5,FixStart,Radial,3,30,14.315,6,6,0,2,1,0,2,1
5,FixStart,Radial,4,31,15.4335,6,6,0,1,0,0,1,0
5,FixStart,Radial,4,32,18.3678,5,5,0,0,0,0,0,0
5,FixStart,Radial,4,33,12.8999,6,6,0,3,2,0,3,2
5,FixStart,Radial,4,34,12.2865,6,6,0,2,1,1,2,1
5,FixStart,Radial,4,35,19.0204,7,7,0,0,0,0,0,0
5,FixStart,Radial,4,36,20.7283,5,5,0,0,0,0,0,0
5,FixStart,Radial,4,37,22.7049,4,4,0,0,0,0,0,0
5,FixStart,Radial,4,38,21.1295,5,5,0,0,0,0,0,0
5,FixStart,Radial,4,39,18.0492,7,7,0,0,0,0,0,0
5,FixStart,Radial,4,40,13.7197,5,5,0,2,1,0,2,1
6,Basic,Radial,1,1,15.2211,9,9,0,0,0,0,0,0
6,Basic,Radial,1,2,11.183,6,6,0,2,1,0,2,1
6,Basic,Radial,1,3,13.7405,5,5,0,0,0,0,0,0
6,Basic,Radial,1,4,9.93172,4,4,0,3,1,0,2,1
6,Basic,Radial,1,5,14.976,6,6,0,2,0,0,2,0
6,Basic,Radial,1,6,16.4265,4,4,0,0,0,0,0,0
6,Basic,Radial,1,7,8.58109,6,6,0,2,0,0,0,0
6,Basic,Radial,1,8,17.607,6,6,0,0,0,0,0,0
6,Basic,Radial,1,9,9.3556,6,6,0,2,1,0,1,1
6,Basic,Radial,1,10,9.44855,7,7,0,2,0,1,1,0
6,Basic,Radial,2,11,13.361,6,6,0,3,0,0,3,0
6,Basic,Radial,2,12,7.18376,5,5,0,4,0,0,3,0
6,Basic,Radial,2,13,14.6388,5,5,0,1,1,0,1,1
6,Basic,Radial,2,14,11.7617,4,4,0,1,0,0,1,0
6,Basic,Radial,2,15,18.9417,4,4,0,0,0,0,0,0
6,Basic,Radial,2,16,17.9117,5,5,0,0,0,0,0,0
6,Basic,Radial,2,17,16.8384,6,6,0,0,0,0,0,0
6,Basic,Radial,2,18,13.6376,6,6,0,1,0,0,1,0
6,Basic,Radial,2,19,12.1617,6,6,0,1,0,0,0,0
6,Basic,Radial,2,20,5.53818,7,6,1,5,0,0,2,0
6,Basic,Radial,3,21,11.5338,6,6,0,1,0,0,0,0
6,Basic,Radial,3,22,7.89236,5,5,0,4,0,0,2,0
6,Basic,Radial,3,23,15.1891,5,5,0,1,0,0,1,0
6,Basic,Radial,3,24,16.1798,5,5,0,0,0,0,0,0
6,Basic,Radial,3,25,18.0986,6,6,0,1,0,0,1,0
6,Basic,Radial,3,26,21.5979,5,5,0,0,0,0,0,0
6,Basic,Radial,3,27,14.6669,6,6,0,1,0,0,0,0
6,Basic,Radial,3,28,12.0373,6,6,0,1,0,0,0,0
6,Basic,Radial,3,29,8.09928,5,5,0,3,1,0,0,0
6,Basic,Radial,3,30,14.7666,6,6,0,2,1,0,2,1
6,Basic,Radial,4,31,17.1096,6,6,0,1,0,0,1,0
6,Basic,Radial,4,32,14.5083,6,6,0,2,1,0,1,0
6,Basic,Radial,4,33,12.9079,9,9,0,3,0,0,3,0
6,Basic,Radial,4,34,7.27583,6,6,0,5,0,0,3,0
6,Basic,Radial,4,35,16.52,6,6,0,0,0,0,0,0
6,Basic,Radial,4,36,13.3577,5,5,0,1,1,0,1,1
6,Basic,Radial,4,37,22.9112,4,4,0,0,0,0,0,0
6,Basic,Radial,4,38,12.1748,5,5,0,1,0,0,1,0
6,Basic,Radial,4,39,16.7015,4,4,0,1,0,0,1,0
6,Basic,Radial,4,40,17.8298,5,5,0,1,0,0,1,0
6,FixStart,Radial,1,1,17.6427,6,6,0,1,0,0,1,0
6,FixStart,Radial,1,2,8.39019,6,6,0,3,2,0,2,1
6,FixStart,Radial,1,3,15.9787,5,5,0,1,0,0,1,0
6,FixStart,Radial,1,4,16.9502,5,5,0,0,0,0,0,0
6,FixStart,Radial,1,5,5.79448,5,5,0,7,1,1,5,0
6,FixStart,Radial,1,6,13.7912,6,6,0,1,0,0,1,0
6,FixStart,Radial,1,7,13.3619,3,3,0,1,0,0,1,0
6,FixStart,Radial,1,8,11.5725,6,6,0,1,1,0,1,0
6,FixStart,Radial,1,9,17.8667,4,4,0,0,0,0,0,0
6,FixStart,Radial,1,10,18.2434,5,5,0,0,0,0,0,0
6,FixStart,Radial,2,11,17.4468,6,6,0,0,0,0,0,0
6,FixStart,Radial,2,12,11.3571,5,5,0,1,1,0,0,0
6,FixStart,Radial,2,13,16.5394,6,6,0,0,0,0,0,0
6,FixStart,Radial,2,14,13.9211,6,6,0,0,0,0,0,0
6,FixStart,Radial,2,15,11.4996,5,5,0,2,2,0,1,0
6,FixStart,Radial,2,16,18.8332,4,4,0,0,0,0,0,0
6,FixStart,Radial,2,17,11.8354,4,4,0,1,1,0,1,0
6,FixStart,Radial,2,18,18.7293,5,5,0,0,0,0,0,0
6,FixStart,Radial,2,19,15.7884,4,4,0,0,0,0,0,0
6,FixStart,Radial,2,20,16.444,5,5,0,1,1,0,1,1
6,FixStart,Radial,3,21,12.406,6,6,0,2,0,0,1,0
6,FixStart,Radial,3,22,16.1513,4,4,0,0,0,0,0,0
6,FixStart,Radial,3,23,14.6214,7,7,0,0,0,0,0,0
6,FixStart,Radial,3,24,17.2583,4,4,0,0,0,0,0,0
6,FixStart,Radial,3,25,11.8195,5,5,0,1,1,0,0,0
6,FixStart,Radial,3,26,16.3161,5,5,0,0,0,0,0,0
6,FixStart,Radial,3,27,14.0823,6,6,0,1,0,0,1,0
6,FixStart,Radial,3,28,13.6025,6,6,0,0,0,0,0,0
6,FixStart,Radial,3,29,17.3564,4,4,0,0,0,0,0,0
6,FixStart,Radial,3,30,17.6228,5,5,0,0,0,0,0,0
6,FixStart,Radial,4,31,15.5385,6,6,0,1,1,0,1,1
6,FixStart,Radial,4,32,18.0905,5,5,0,0,0,0,0,0
6,FixStart,Radial,4,33,17.3832,5,5,0,0,0,0,0,0
6,FixStart,Radial,4,34,19.3793,5,4,1,0,0,0,0,0
6,FixStart,Radial,4,35,17.4079,6,6,0,0,0,0,0,0
6,FixStart,Radial,4,36,14.5076,5,5,0,1,1,0,1,1
6,FixStart,Radial,4,37,17.1759,4,4,0,0,0,0,0,0
6,FixStart,Radial,4,38,16.2414,8,8,0,0,0,0,0,0
6,FixStart,Radial,4,39,12.3743,4,4,0,0,0,1,0,0
6,FixStart,Radial,4,40,18.5524,6,6,0,0,0,0,0,0
7,Basic,Radial,1,1,15.3851,9,9,0,0,0,0,0,0
7,Basic,Radial,1,2,16.4501,6,6,0,0,0,0,0,0
7,Basic,Radial,1,3,12.972,4,4,0,0,0,0,0,0
7,Basic,Radial,1,4,9.14682,4,4,0,2,0,0,0,0
7,Basic,Radial,1,5,14.2163,5,5,0,1,1,0,1,1
7,Basic,Radial,1,6,16.6099,5,5,0,0,0,0,0,0
7,Basic,Radial,1,7,8.16145,7,7,0,3,1,0,1,0
7,Basic,Radial,1,8,10.5732,4,4,0,1,0,0,0,0
7,Basic,Radial,1,9,8.12542,6,6,0,2,0,0,0,0
7,Basic,Radial,1,10,11.7187,5,5,0,1,0,0,0,0
7,Basic,Radial,2,11,10.8016,6,6,0,2,0,0,2,0
7,Basic,Radial,2,12,12.802,4,4,0,0,0,0,0,0
7,Basic,Radial,2,13,11.868,6,6,0,1,1,0,1,1
7,Basic,Radial,2,14,13.0921,7,7,0,0,0,0,0,0
7,Basic,Radial,2,15,11.7192,5,5,0,1,1,0,1,1
7,Basic,Radial,2,16,13.0393,6,6,0,1,1,0,1,1
7,Basic,Radial,2,17,19.2616,4,4,0,0,0,0,0,0
7,Basic,Radial,2,18,11.5492,8,8,0,1,1,0,0,0
7,Basic,Radial,2,19,15.7419,5,5,0,0,0,0,0,0
7,Basic,Radial,2,20,13.717,5,5,0,1,0,0,1,0
7,Basic,Radial,3,21,11.17,6,6,0,1,0,0,0,0
7,Basic,Radial,3,22,15.2788,6,6,0,0,0,0,0,0
7,Basic,Radial,3,23,16.4824,5,5,0,0,0,0,0,0
7,Basic,Radial,3,24,15.6362,6,6,0,0,0,0,0,0
7,Basic,Radial,3,25,18.2918,4,4,0,0,0,0,0,0
7,Basic,Radial,3,26,15.0232,6,6,0,0,0,0,0,0
7,Basic,Radial,3,27,11.0594,4,4,0,1,0,0,0,0
7,Basic,Radial,3,28,12.1837,5,5,0,1,0,0,0,0
7,Basic,Radial,3,29,11.4295,6,6,0,1,0,0,0,0
7,Basic,Radial,3,30,18.0055,6,6,0,0,0,0,0,0
7,Basic,Radial,4,31,12.5,6,6,0,2,0,0,2,0
7,Basic,Radial,4,32,17.361,7,7,0,0,0,0,0,0
7,Basic,Radial,4,33,16.5235,5,5,0,0,0,0,0,0
7,Basic,Radial,4,34,15.181,5,5,0,0,0,0,0,0
7,Basic,Radial,4,35,13.2551,4,4,0,1,0,0,1,0
7,Basic,Radial,4,36,12.0897,6,6,0,1,1,0,1,1
7,Basic,Radial,4,37,15.0224,4,4,0,0,0,0,0,0
7,Basic,Radial,4,38,17.2451,5,5,0,0,0,0,0,0
7,Basic,Radial,4,39,11.0749,7,7,0,1,0,0,1,0
7,Basic,Radial,4,40,15.6696,4,4,0,0,0,0,0,0
7,FixStart,Radial,1,1,14.9828,6,6,0,0,0,0,0,0
7,FixStart,Radial,1,2,14.6191,6,6,0,0,0,0,0,0
7,FixStart,Radial,1,3,10.1145,7,7,0,2,0,0,1,0
7,FixStart,Radial,1,4,13.1925,7,7,0,0,0,0,0,0
7,FixStart,Radial,1,5,15.7497,4,4,0,0,0,0,0,0
7,FixStart,Radial,1,6,14.1406,7,7,0,0,0,0,0,0
7,FixStart,Radial,1,7,14.3143,5,5,0,0,0,0,0,0
7,FixStart,Radial,1,8,14.6011,5,5,0,1,0,0,1,0
7,FixStart,Radial,1,9,13.6869,7,7,0,0,0,0,0,0
7,FixStart,Radial,1,10,17.0802,5,5,0,1,0,0,1,0
7,FixStart,Radial,2,11,16.6211,6,6,0,0,0,0,0,0
7,FixStart,Radial,2,12,13.4978,8,8,0,0,0,0,0,0
7,FixStart,Radial,2,13,14.5699,4,4,0,0,0,0,0,0
7,FixStart,Radial,2,14,13.9848,7,7,0,0,0,0,0,0
7,FixStart,Radial,2,15,16.203,6,6,0,0,0,0,0,0
7,FixStart,Radial,2,16,13.0197,6,6,0,0,0,0,0,0
7,FixStart,Radial,2,17,13.9673,5,5,0,0,0,0,0,0
7,FixStart,Radial,2,18,13.7486,5,5,0,0,0,0,0,0
7,FixStart,Radial,2,19,11.1119,5,5,0,0,0,1,0,0
7,FixStart,Radial,2,20,11.3583,6,6,0,1,0,0,0,0
7,FixStart,Radial,3,21,11.6307,6,6,0,1,0,0,0,0
7,FixStart,Radial,3,22,9.49117,5,5,0,2,0,0,1,0
7,FixStart,Radial,3,23,17.2196,5,5,0,0,0,0,0,0
7,FixStart,Radial,3,24,10.4572,5,5,0,0,0,1,0,0
7,FixStart,Radial,3,25,13.3197,5,5,0,0,0,0,0,0
7,FixStart,Radial,3,26,15.9763,4,4,0,0,0,0,0,0
7,FixStart,Radial,3,27,11.8613,5,5,0,1,0,0,1,0
7,FixStart,Radial,3,28,10.7047,6,6,0,1,0,0,0,0
7,FixStart,Radial,3,29,15.572,6,6,0,0,0,0,0,0
7,FixStart,Radial,3,30,16.4467,5,5,0,0,0,0,0,0
7,FixStart,Radial,4,31,12.2891,6,6,0,1,0,1,1,0
7,FixStart,Radial,4,32,16.8094,6,6,0,0,0,0,0,0
7,FixStart,Radial,4,33,16.0099,8,8,0,0,0,0,0,0
7,FixStart,Radial,4,34,15.2796,7,7,0,0,0,0,0,0
7,FixStart,Radial,4,35,10.9032,6,6,0,1,0,0,0,0
7,FixStart,Radial,4,36,9.46758,6,6,0,2,0,0,2,0
7,FixStart,Radial,4,37,12.9079,6,6,0,0,0,0,0,0
7,FixStart,Radial,4,38,16.8094,6,6,0,0,0,0,0,0
7,FixStart,Radial,4,39,16.8094,6,6,0,0,0,0,0,0
7,FixStart,Radial,4,40,16.8094,6,6,0,0,0,0,0,0
8,Basic,List,1,1,21.7303,9,9,0,0,0,0,0,0
8,Basic,List,1,2,23.6745,6,6,0,0,0,0,0,0
8,Basic,List,1,3,16.6116,8,8,0,0,0,0,0,0
8,Basic,List,1,4,15.3609,5,5,0,0,0,0,0,0
8,Basic,List,1,5,26.4465,4,4,0,0,0,0,0,0
8,Basic,List,1,6,23.2238,7,7,0,0,0,0,0,0
8,Basic,List,1,7,23.8844,8,7,1,0,0,0,0,0
8,Basic,List,1,8,21.506,6,6,0,0,0,0,0,0
8,Basic,List,1,9,18.8053,6,6,0,0,0,0,0,0
8,Basic,List,1,10,13.695,6,6,0,0,1,1,0,0
8,Basic,List,2,11,20.5879,6,6,0,0,0,0,0,0
8,Basic,List,2,12,19.1152,6,6,0,0,0,0,0,0
8,Basic,List,2,13,21.7854,4,4,0,0,0,0,0,0
8,Basic,List,2,14,27.0919,4,4,0,0,0,0,0,0
8,Basic,List,2,15,19.3181,4,4,0,0,0,0,0,0
8,Basic,List,2,16,19.7216,6,6,0,0,0,0,0,0
8,Basic,List,2,17,18.2713,5,5,0,0,0,1,1,0
8,Basic,List,2,18,16.9132,5,5,0,0,0,0,0,0
8,Basic,List,2,19,23.0164,7,7,0,0,0,0,0,0
8,Basic,List,2,20,13.4839,5,5,0,0,0,2,1,0
8,Basic,List,3,21,19.8295,6,6,0,0,0,0,0,0
8,Basic,List,3,22,22.1432,6,6,0,0,0,0,0,0
8,Basic,List,3,23,12.7038,6,6,0,0,1,2,2,1
8,Basic,List,3,24,14.7138,6,6,0,0,1,1,1,1
8,Basic,List,3,25,26.118,4,4,0,0,0,0,0,0
8,Basic,List,3,26,26.2444,4,4,0,0,0,0,0,0
8,Basic,List,3,27,28.9277,7,7,0,0,0,0,0,0
8,Basic,List,3,28,26.8836,4,4,0,0,0,0,0,0
8,Basic,List,3,29,21.7357,5,5,0,0,0,0,0,0
8,Basic,List,3,30,16.8567,5,5,0,0,0,0,0,0
8,Basic,List,4,31,19.2464,6,6,0,0,0,0,0,0
8,Basic,List,4,32,15.8059,6,6,0,0,0,0,0,0
8,Basic,List,4,33,26.3755,7,7,0,0,0,0,0,0
8,Basic,List,4,34,21.1711,5,5,0,0,0,0,0,0
8,Basic,List,4,35,19.6156,4,4,0,0,0,0,0,0
8,Basic,List,4,36,18.6913,6,6,0,0,0,0,0,0
8,Basic,List,4,37,25.5027,6,6,0,0,0,0,0,0
8,Basic,List,4,38,13.7424,4,4,0,0,0,1,1,0
8,Basic,List,4,39,21.1957,6,6,0,0,0,0,0,0
8,Basic,List,4,40,23.7256,4,3,1,0,0,1,1,0
8,FixStart,List,1,1,26.1866,6,6,0,0,0,0,0,0
8,FixStart,List,1,2,19.7346,5,5,0,0,0,0,0,0
8,FixStart,List,1,3,23.8648,5,5,0,0,0,0,0,0
8,FixStart,List,1,4,18.8012,5,5,0,0,0,0,0,0
8,FixStart,List,1,5,18.5632,6,6,0,0,0,0,0,0
8,FixStart,List,1,6,17.6301,5,5,0,0,0,0,0,0
8,FixStart,List,1,7,21.6986,6,6,0,0,0,0,0,0
8,FixStart,List,1,8,23.1044,5,5,0,0,0,0,0,0
8,FixStart,List,1,9,24.0336,5,5,0,0,0,0,0,0
8,FixStart,List,1,10,15.4555,5,5,0,0,0,0,0,0
8,FixStart,List,2,11,24.2003,6,6,0,0,0,0,0,0
8,FixStart,List,2,12,25.4882,6,6,0,0,0,0,0,0
8,FixStart,List,2,13,26.8641,4,4,0,0,0,0,0,0
8,FixStart,List,2,14,19.9163,6,6,0,0,0,0,0,0
8,FixStart,List,2,15,16.8081,4,4,0,0,0,0,0,0
8,FixStart,List,2,16,20.9085,7,7,0,0,0,1,1,0
8,FixStart,List,2,17,25.9139,6,6,0,0,0,0,0,0
8,FixStart,List,2,18,20.4765,6,6,0,0,0,0,0,0
8,FixStart,List,2,19,22.5748,6,6,0,0,0,0,0,0
8,FixStart,List,2,20,23.6235,5,5,0,0,0,0,0,0
8,FixStart,List,3,21,18.7216,6,6,0,0,1,1,0,0
8,FixStart,List,3,22,25.8863,4,4,0,0,0,0,0,0
8,FixStart,List,3,23,21.6956,6,6,0,0,0,0,0,0
8,FixStart,List,3,24,18.906,5,5,0,0,1,1,1,0
8,FixStart,List,3,25,28.4861,7,7,0,0,0,0,0,0
8,FixStart,List,3,26,21.9178,5,5,0,0,0,0,0,0
8,FixStart,List,3,27,29.1011,6,6,0,0,0,0,0,0
8,FixStart,List,3,28,32.1972,4,4,0,0,0,0,0,0
8,FixStart,List,3,29,29.8172,4,4,0,0,0,0,0,0
8,FixStart,List,3,30,34.9727,4,4,0,0,0,0,0,0
8,FixStart,List,4,31,22.0015,6,6,0,0,0,0,0,0
8,FixStart,List,4,32,27.895,6,6,0,0,0,0,0,0
8,FixStart,List,4,33,18.4332,5,5,0,0,0,0,0,0
8,FixStart,List,4,34,31.6892,6,6,0,0,0,0,0,0
8,FixStart,List,4,35,22.2129,4,4,0,0,0,0,0,0
8,FixStart,List,4,36,24.5868,6,6,0,0,0,0,0,0
8,FixStart,List,4,37,29.0623,7,7,0,0,0,0,0,0
8,FixStart,List,4,38,20.3505,5,5,0,0,0,0,0,0
8,FixStart,List,4,39,18.1132,8,7,1,0,0,1,1,0
8,FixStart,List,4,40,18.5699,8,8,0,0,0,0,0,0
9,FixStart,List,1,1,14.3254,9,9,0,0,0,0,0,0
9,FixStart,List,1,2,17.5176,6,5,1,0,0,1,1,0
9,FixStart,List,1,3,10.1399,4,4,0,0,0,3,1,0
9,FixStart,List,1,4,17.299,6,6,0,0,0,0,0,0
9,FixStart,List,1,5,12.2711,4,4,0,0,1,1,1,1
9,FixStart,List,1,6,14.1128,6,6,0,0,0,1,1,0
9,FixStart,List,1,7,18.4829,6,6,0,0,1,1,1,1
9,FixStart,List,1,8,14.5804,5,5,0,0,0,3,2,0
9,FixStart,List,1,9,24.337,4,3,1,0,0,0,0,0
9,FixStart,List,1,10,22.9137,5,5,0,0,0,0,0,0
9,FixStart,List,2,11,12.5854,6,6,0,0,1,3,3,1
9,FixStart,List,2,12,18.2581,6,6,0,0,0,1,1,0
9,FixStart,List,2,13,21.5122,6,6,0,0,0,0,0,0
9,FixStart,List,2,14,21.3295,6,6,0,0,0,0,0,0
9,FixStart,List,2,15,16.2309,8,8,0,0,0,0,0,0
9,FixStart,List,2,16,21.6936,5,5,0,0,0,0,0,0
9,FixStart,List,2,17,16.9244,6,6,0,0,0,0,0,0
9,FixStart,List,2,18,19.5229,6,6,0,0,0,0,0,0
9,FixStart,List,2,19,16.0576,4,4,0,0,0,0,0,0
9,FixStart,List,2,20,25.8424,5,5,0,0,0,0,0,0
9,FixStart,List,3,21,18.1153,6,6,0,0,0,2,1,0
9,FixStart,List,3,22,14.6431,6,6,0,0,1,2,2,1
9,FixStart,List,3,23,12.3957,6,6,0,1,0,1,0,0
9,FixStart,List,3,24,11.7547,4,4,0,0,1,3,2,1
9,FixStart,List,3,25,21.0307,6,6,0,0,0,0,0,0
9,FixStart,List,3,26,13.9068,6,6,0,0,2,2,2,2
9,FixStart,List,3,27,25.0544,3,2,1,0,0,0,0,0
9,FixStart,List,3,28,21.461,4,4,0,0,0,1,1,0
9,FixStart,List,3,29,18.0351,6,6,0,0,0,1,1,0
9,FixStart,List,3,30,17.8815,4,4,0,0,0,0,0,0
9,FixStart,List,4,31,19.7938,6,6,0,0,0,2,1,0
9,FixStart,List,4,32,23.9913,4,4,0,0,0,0,0,0
9,FixStart,List,4,33,15.6534,6,6,0,0,0,2,1,0
9,FixStart,List,4,34,15.7832,7,7,0,0,0,1,1,0
9,FixStart,List,4,35,18.4479,4,4,0,0,0,1,1,0
9,FixStart,List,4,36,19.8795,6,6,0,0,0,0,0,0
9,FixStart,List,4,37,12.9611,5,5,0,0,0,2,2,0
9,FixStart,List,4,38,20.2848,5,5,0,0,0,1,1,0
9,FixStart,List,4,39,18.6386,7,7,0,0,1,1,1,1
9,FixStart,List,4,40,28.7443,6,6,0,0,0,0,0,0
9,Basic,List,1,1,13.7091,6,6,0,0,0,2,2,0
9,Basic,List,1,2,5.36602,4,4,0,1,3,7,6,3
9,Basic,List,1,3,10.6887,7,7,0,0,0,2,2,0
9,Basic,List,1,4,8.19919,8,8,0,1,1,5,3,1
9,Basic,List,1,5,21.397,5,5,0,0,0,0,0,0
9,Basic,List,1,6,3.08417,5,5,0,4,1,15,7,0
9,Basic,List,1,7,16.0948,5,5,0,0,0,1,0,0
9,Basic,List,1,8,9.83059,6,6,0,0,2,4,3,2
9,Basic,List,1,9,7.42309,6,6,0,0,3,5,3,2
9,Basic,List,1,10,10.3293,5,5,0,1,0,2,1,0
9,Basic,List,2,11,19.6016,6,6,0,0,0,0,0,0
9,Basic,List,2,12,20.5464,4,4,0,0,0,0,0,0
9,Basic,List,2,13,11.0589,6,6,0,1,0,2,1,0
9,Basic,List,2,14,7.50733,5,5,0,3,1,4,1,1
9,Basic,List,2,15,7.21975,6,6,0,3,2,4,1,1
9,Basic,List,2,16,9.00537,6,6,0,0,1,3,3,1
9,Basic,List,2,17,16.2191,6,6,0,0,0,0,0,0
9,Basic,List,2,18,7.4851,6,6,0,1,1,4,3,0
9,Basic,List,2,19,11.3332,6,6,0,0,0,2,2,0
9,Basic,List,2,20,7.42212,7,7,0,1,1,5,4,1
9,Basic,List,3,21,9.95277,6,6,0,0,0,4,2,0
9,Basic,List,3,22,20.0702,5,5,0,0,0,0,0,0
9,Basic,List,3,23,8.59635,7,7,0,2,0,6,4,0
9,Basic,List,3,24,13.7773,7,7,0,0,1,2,2,1
9,Basic,List,3,25,14.9416,6,6,0,0,0,0,0,0
9,Basic,List,3,26,17.845,5,5,0,0,0,0,0,0
9,Basic,List,3,27,7.62268,5,5,0,1,0,3,2,0
9,Basic,List,3,28,13.9135,6,6,0,0,0,3,2,0
9,Basic,List,3,29,6.90809,5,5,0,1,1,8,7,1
9,Basic,List,3,30,14.6284,5,5,0,0,1,1,1,1
9,Basic,List,4,31,18.5122,6,6,0,0,0,0,0,0
9,Basic,List,4,32,17.3333,6,6,0,0,0,0,0,0
9,Basic,List,4,33,13.1063,5,5,0,0,0,4,2,0
9,Basic,List,4,34,11.0645,7,7,0,0,1,2,2,0
9,Basic,List,4,35,16.1871,6,6,0,0,0,0,0,0
9,Basic,List,4,36,13.8458,7,7,0,1,0,1,0,0
9,Basic,List,4,37,21.8926,4,4,0,0,0,0,0,0
9,Basic,List,4,38,16.2803,8,7,1,1,2,1,1,1
9,Basic,List,4,39,20.4318,5,5,0,0,0,0,0,0
9,Basic,List,4,40,16.6215,5,5,0,0,1,1,1,1
10,FixStart,Radial,1,1,32.3671,9,9,0,0,0,0,0,0
10,FixStart,Radial,1,2,35.7852,6,6,0,0,0,0,0,0
10,FixStart,Radial,1,3,38.0005,4,4,0,0,0,0,0,0
10,FixStart,Radial,1,4,31.2113,6,6,0,0,0,0,0,0
10,FixStart,Radial,1,5,42.4939,3,3,0,0,0,0,0,0
10,FixStart,Radial,1,6,26.3799,6,6,0,0,0,0,0,0
10,FixStart,Radial,1,7,24.1623,6,6,0,0,0,0,0,0
10,FixStart,Radial,1,8,27.7549,7,7,0,0,0,0,0,0
10,FixStart,Radial,1,9,30.8096,6,6,0,0,0,0,0,0
10,FixStart,Radial,1,10,29.8831,7,7,0,0,0,0,0,0
10,FixStart,Radial,2,11,27.6815,6,6,0,1,1,0,0,0
10,FixStart,Radial,2,12,37.0066,5,5,0,0,0,0,0,0
10,FixStart,Radial,2,13,24.933,5,5,0,1,1,0,1,1
10,FixStart,Radial,2,14,29.8705,6,6,0,0,0,0,0,0
10,FixStart,Radial,2,15,27.5229,5,5,0,1,0,0,1,0
10,FixStart,Radial,2,16,28.6227,4,4,0,0,0,0,0,0
10,FixStart,Radial,2,17,31.4777,4,4,0,0,0,0,0,0
10,FixStart,Radial,2,18,30.635,5,5,0,0,0,0,0,0
10,FixStart,Radial,2,19,31.4402,6,6,0,0,0,0,0,0
10,FixStart,Radial,2,20,34.6083,5,5,0,0,0,0,0,0
10,FixStart,Radial,3,21,35.0627,6,6,0,0,0,0,0,0
10,FixStart,Radial,3,22,33.2759,4,4,0,0,0,0,0,0
10,FixStart,Radial,3,23,38.345,5,5,0,0,0,0,0,0
10,FixStart,Radial,3,24,36.0161,6,6,0,0,0,0,0,0
10,FixStart,Radial,3,25,35.117,7,7,0,0,0,0,0,0
10,FixStart,Radial,3,26,28.4193,4,4,0,0,0,1,0,0
10,FixStart,Radial,3,27,31.681,6,6,0,0,0,0,0,0
10,FixStart,Radial,3,28,37.035,6,6,0,0,0,0,0,0
10,FixStart,Radial,3,29,34.9757,6,6,0,0,0,0,0,0
10,FixStart,Radial,3,30,40.0139,4,4,0,0,0,0,0,0
10,FixStart,Radial,4,31,45.7938,6,6,0,0,0,0,0,0
10,FixStart,Radial,4,32,41.1059,5,5,0,0,0,0,0,0
10,FixStart,Radial,4,33,35.5,8,8,0,1,0,0,1,0
10,FixStart,Radial,4,34,39.2877,6,6,0,0,0,0,0,0
10,FixStart,Radial,4,35,37.3989,5,5,0,0,0,0,0,0
10,FixStart,Radial,4,36,37.9799,5,5,0,0,0,0,0,0
10,FixStart,Radial,4,37,39.047,5,5,0,0,0,0,0,0
10,FixStart,Radial,4,38,26.7657,8,8,0,2,1,0,2,1
10,FixStart,Radial,4,39,32.7572,5,5,0,0,0,0,0,0
10,FixStart,Radial,4,40,37.7091,6,6,0,0,0,0,0,0
10,Basic,Radial,1,1,23.5924,6,6,0,0,0,0,0,0
10,Basic,Radial,1,2,11.3383,6,6,0,4,0,0,1,0
10,Basic,Radial,1,3,26.167,5,5,0,0,0,0,0,0
10,Basic,Radial,1,4,19.5903,7,7,0,1,0,0,1,0
10,Basic,Radial,1,5,20.9333,5,5,0,0,0,0,0,0
10,Basic,Radial,1,6,19.241,5,5,0,1,0,0,1,0
10,Basic,Radial,1,7,18.6302,6,6,0,0,0,0,0,0
10,Basic,Radial,1,8,29.472,3,3,0,0,0,0,0,0
10,Basic,Radial,1,9,25.9034,5,5,0,0,0,0,0,0
10,Basic,Radial,1,10,20.4563,8,8,0,0,0,0,0,0
10,Basic,Radial,2,11,27.2486,6,6,0,0,0,0,0,0
10,Basic,Radial,2,12,23.4771,4,3,1,0,0,0,0,0
10,Basic,Radial,2,13,18.2335,6,6,0,1,0,0,0,0
10,Basic,Radial,2,14,13.9407,5,5,0,2,0,0,0,0
10,Basic,Radial,2,15,13.3641,5,5,0,2,1,0,0,0
10,Basic,Radial,2,16,17.9228,5,5,0,0,0,0,0,0
10,Basic,Radial,2,17,27.0118,4,4,0,0,0,0,0,0
10,Basic,Radial,2,18,23.2655,7,7,0,0,0,0,0,0
10,Basic,Radial,2,19,25.7044,6,5,1,0,0,0,0,0
10,Basic,Radial,2,20,27.7469,4,4,0,0,0,0,0,0
10,Basic,Radial,3,21,26.9916,6,6,0,0,0,0,0,0
10,Basic,Radial,3,22,25.1998,7,7,0,0,0,0,0,0
10,Basic,Radial,3,23,27.7393,4,4,0,0,0,0,0,0
10,Basic,Radial,3,24,27.7116,5,5,0,0,0,0,0,0
10,Basic,Radial,3,25,28.1879,4,4,0,0,0,0,0,0
10,Basic,Radial,3,26,26.9663,4,4,0,0,0,0,0,0
10,Basic,Radial,3,27,27.0473,5,5,0,0,0,0,0,0
10,Basic,Radial,3,28,22.1185,6,6,0,1,1,0,1,0
10,Basic,Radial,3,29,11.4228,4,4,0,3,1,0,1,1
10,Basic,Radial,3,30,24.9935,6,6,0,0,0,0,0,0
