id,mode,cand,block,phrase,Gesture,Select,Cancel,Delete,Prepare
21,Basic,List,3,26,9.003,1.137,0,0,3.781
21,Basic,List,3,27,12.662,1.137,0,0,4.579
21,Basic,List,3,28,9.311,4.395,0,0,5.195
21,Basic,List,3,29,10.726,2.95,0,0,3.535
21,Basic,List,3,30,7.254,3.228,0,0,1.905
21,Basic,List,4,31,16.043,3.627,0,0,4.149
21,Basic,List,4,32,17.179,1.475,0,0,5.687
21,Basic,List,4,33,8.052,3.534,0,0,4.61
21,Basic,List,4,34,10.603,7.037,0,0,4.273
21,Basic,List,4,35,13.524,6.947,0,3.934,5.071
21,Basic,List,4,36,13.43,1.322,0,0,4.428
21,Basic,List,4,37,12.696,3.903,0,0,3.412
21,Basic,List,4,38,9.868,3.934,4.949,0.707,4.673
21,Basic,List,4,39,7.838,2.675,0,0,1.999
21,Basic,List,4,40,9.253,1.168,4.457,0.646,5.257
21,FixStart,List,1,1,15.493,0.953,0,0,5.778
21,FixStart,List,1,2,12.482,1.045,0,0,4.333
21,FixStart,List,1,3,8.329,3.075,0,0,4.013
21,FixStart,List,1,4,19.521,3.257,0,0,7.101
21,FixStart,List,1,5,15.707,0.831,0,0,3.874
21,FixStart,List,1,6,8.79,4.274,0,0,2.998
21,FixStart,List,1,7,18.969,2.797,4.028,2.612,4.733
21,FixStart,List,1,8,11.96,6.425,0,0,4.488
21,FixStart,List,1,9,12.02,2.676,0,0,5.441
21,FixStart,List,1,10,10.051,4.212,0,0,5.444
21,FixStart,List,2,11,14.756,3.535,0,0,5.963
21,FixStart,List,2,12,8.789,4.796,0,0,3.843
21,FixStart,List,2,13,14.324,3.258,0,1.445,4.15
21,FixStart,List,2,14,13.433,0.922,0,0,2.736
21,FixStart,List,2,15,10.328,1.015,0,0,4.135
21,FixStart,List,2,16,11.004,0.892,0,0,3.136
21,FixStart,List,2,17,7.102,2.397,0,0,2.274
21,FixStart,List,2,18,8.824,1.752,0,0,3.626
21,FixStart,List,2,19,12.542,0.923,0,0,4.335
21,FixStart,List,2,20,13.864,4.212,3.412,0.707,5.903
21,FixStart,List,3,21,15.676,0.892,0,0,4.674
21,FixStart,List,3,22,10.697,2.982,0,0,3.044
21,FixStart,List,3,23,8.884,0.86,0,0,3.105
21,FixStart,List,3,24,11.528,2.521,0,0,4.672
21,FixStart,List,3,25,11.898,0.892,0,0,2.243
21,FixStart,List,3,26,8.945,0.769,0,0,2.952
21,FixStart,List,3,27,6.702,3.813,0,0,1.659
21,FixStart,List,3,28,10.759,3.444,0,0,2.583
21,FixStart,List,3,29,9.346,2.398,0,0,2.429
21,FixStart,List,3,30,10.637,0.738,0,0,3.167
21,FixStart,List,4,31,16.105,1.014,0,0,4.825
21,FixStart,List,4,32,7.745,0.86,0,0,3.319
21,FixStart,List,4,33,12.019,0.921,0,0,4.701
21,FixStart,List,4,34,5.625,1.506,0,0,2.735
21,FixStart,List,4,35,9.436,0.983,0,0,2.428
21,FixStart,List,4,36,9.526,2.828,0,0,2.767
21,FixStart,List,4,37,9.283,3.81,0,0,3.658
21,FixStart,List,4,38,12.08,3.074,0,0,3.688
21,FixStart,List,4,39,15.03,2.182,3.473,0.676,3.658
21,FixStart,List,4,40,12.234,0.738,0,0,3.565
22,Basic,Radial,1,1,13.1775,12.4096,1.7509,0,4.6693
22,Basic,Radial,1,2,11.1818,7.6799,0.8909,0,3.4713
22,Basic,Radial,1,3,14.1934,7.2809,4.3317,0,4.8541
22,Basic,Radial,1,4,10.2919,8.2333,0,0,3.0418
22,Basic,Radial,1,5,9.1248,4.7929,0,0,2.2429
22,Basic,Radial,1,6,13.4267,7.3126,0,0,2.6422
22,Basic,Radial,1,7,12.0444,6.4216,2.7653,0,3.2571
22,Basic,Radial,1,8,13.735,5.5616,0,0,1.6591
22,Basic,Radial,1,9,16.5009,3.9947,0,0,1.4442
22,Basic,Radial,1,10,11.3698,5.1319,0,0,2.0897
22,Basic,Radial,2,11,13.9502,5.9612,0,0,2.7349
22,Basic,Radial,2,12,13.4593,7.8356,1.7514,0,3.7493
22,Basic,Radial,2,13,7.6823,4.671,0,0,1.9974
22,Basic,Radial,2,14,8.8193,6.9757,0,0,3.2885
22,Basic,Radial,2,15,8.7274,7.898,0,0,2.6737
22,Basic,Radial,2,16,9.9876,5.4396,0,0,1.8133
22,Basic,Radial,2,17,9.7112,4.3948,2.182,0,2.5818
22,Basic,Radial,2,18,11.11,5.409,2.8274,0,3.5036
22,Basic,Radial,2,19,13.3693,7.5911,1.6903,0,2.2743
22,Basic,Radial,2,20,6.6686,7.8674,0,0,2.5826
22,Basic,Radial,3,21,12.047,6.3,2.459,1.444,5.348
22,Basic,Radial,3,22,8.943,5.717,0,0,2.212
22,Basic,Radial,3,23,6.854,4.733,0,0,1.905
22,Basic,Radial,3,24,5.532,4.241,0,0,1.721
22,Basic,Radial,3,25,9.22,5.592,0,0,1.968
22,Basic,Radial,3,26,8.544,4.273,1.568,0,2.119
22,Basic,Radial,3,27,13.492,9.16,0,0,2.336
22,Basic,Radial,3,28,7.439,4.672,0,0,1.69
22,Basic,Radial,3,29,8.176,9.067,4.15,0,3.227
22,Basic,Radial,3,30,9.19,5.316,0,0,1.569
22,Basic,Radial,4,31,13.1404,5.34834,0,0,2.39765
22,Basic,Radial,4,32,7.73062,5.28687,0,0,1.537
22,Basic,Radial,4,33,6.88528,5.99409,0,0,2.49003
22,Basic,Radial,4,34,9.62125,5.7176,0,0,1.93658
22,Basic,Radial,4,35,7.59262,4.82625,0,0,1.65986
22,Basic,Radial,4,36,8.5148,5.4409,0,0,1.5983
22,Basic,Radial,4,37,5.8711,6.732,0,0,2.3364
22,Basic,Radial,4,38,9.2223,6.9467,8.73,0,3.689
22,Basic,Radial,4,39,12.1727,5.1949,2.1517,1.2911,4.0275
22,Basic,Radial,4,40,9.9291,6.3636,1.5679,0,3.5047
22,FixStart,Radial,1,1,13.2188,5.6875,0,0,2.3671
22,FixStart,Radial,1,2,20.4743,6.3023,5.5797,0,4.9192
22,FixStart,Radial,1,3,9.9304,8.0856,0,0,3.2896
22,FixStart,Radial,1,4,10.7606,5.3804,0,0,2.1827
22,FixStart,Radial,1,5,10.5454,4.9959,0,0,1.5681
22,FixStart,Radial,1,6,16.8177,6.2721,0,0,1.968
22,FixStart,Radial,1,7,8.8238,5.442,0,0,1.5373
22,FixStart,Radial,1,8,9.5314,3.6279,0,0,1.3528
22,FixStart,Radial,1,9,13.3435,7.2558,1.353,0,2.8902
22,FixStart,Radial,1,10,11.5295,5.1652,1.1068,0,2.9517
22,FixStart,Radial,2,11,19.6579,5.1642,5.2258,0,4.1498
22,FixStart,Radial,2,12,11.8037,6.5781,0,0,1.8445
22,FixStart,Radial,2,13,6.5163,3.8732,0,0,1.4141
22,FixStart,Radial,2,14,13.6792,5.6098,0,0,2.5514
22,FixStart,Radial,2,15,10.3593,5.4103,2.3671,0,2.9204
22,FixStart,Radial,2,16,15.5851,8.1461,0,0,2.7668
22,FixStart,Radial,2,17,9.8062,5.349,0,0,2.2749
22,FixStart,Radial,2,18,11.159,8.2696,0,0.8301,4.0581
22,FixStart,Radial,2,19,8.792,6.6401,0,0,1.9985
22,FixStart,Radial,2,20,12.2042,6.9173,4.4883,0,3.0434
22,FixStart,Radial,3,21,12.203,4.855,0,0,2.214
22,FixStart,Radial,3,22,11.802,3.75,0,0,1.906
22,FixStart,Radial,3,23,8.452,3.197,0,0,1.169
22,FixStart,Radial,3,24,8.084,5.317,0,0,1.998
22,FixStart,Radial,3,25,8.852,5.594,2.398,0,2.736
22,FixStart,Radial,3,26,7.347,6.055,0,0,1.445
22,FixStart,Radial,3,27,9.898,5.964,0,0,2.182
22,FixStart,Radial,3,28,9.16,4.272,0,0,1.231
22,FixStart,Radial,3,29,6.978,4.334,0,0,1.599
22,FixStart,Radial,3,30,12.019,5.042,0,0,1.291
22,FixStart,Radial,4,31,16.106,7.223,0,2.305,3.597
22,FixStart,Radial,4,32,8.884,5.625,0,0,2.089
22,FixStart,Radial,4,33,8.208,6.086,0,0,1.536
22,FixStart,Radial,4,34,11.895,7.039,0,0,2.981
22,FixStart,Radial,4,35,9.128,5.257,0,0,1.629
22,FixStart,Radial,4,36,8.207,6.547,0,0,1.522
22,FixStart,Radial,4,37,6.639,4.49,0,0,1.413
22,FixStart,Radial,4,38,9.62,4.827,0,0,1.906
22,FixStart,Radial,4,39,11.466,5.687,1.967,0,2.183
22,FixStart,Radial,4,40,13.833,5.487,0,1.568,1.815
23,FixStart,Radial,1,1,46.6439,15.5995,2.8863,0,10.7783
23,FixStart,Radial,1,2,38.4815,8.9064,4.8526,0,8.3843
23,FixStart,Radial,1,3,26.9357,6.7414,0,0,4.5149
23,FixStart,Radial,1,4,16.0327,5.7742,0,0,2.0886
23,FixStart,Radial,1,5,28.1657,8.1086,0,0,3.1025
23,FixStart,Radial,1,6,24.5117,7.4946,0,0,3.809
23,FixStart,Radial,1,7,23.0385,7.0961,0,0,2.4575
23,FixStart,Radial,1,8,18.1249,6.6968,0,0,2.6416
23,FixStart,Radial,1,9,25.2526,7.0812,0,0,3.1642
23,FixStart,Radial,1,10,27.7416,10.691,0,0,4.9153
23,FixStart,Radial,2,11,30.5065,7.3116,0,0,3.2258
23,FixStart,Radial,2,12,18.8643,7.5884,0,0,3.3794
23,FixStart,Radial,2,13,23.7502,4.3014,0,0,1.9357
23,FixStart,Radial,2,14,11.7063,4.2709,0,0,1.6286
23,FixStart,Radial,2,15,17.729,7.1592,0,0,2.3045
23,FixStart,Radial,2,16,22.2303,8.1117,0,0,4.2096
23,FixStart,Radial,2,17,19.819,5.378,3.165,0,3.718
23,FixStart,Radial,2,18,13.89,7.775,0,0,2.15
23,FixStart,Radial,2,19,17.362,5.993,0,0,2.335
23,FixStart,Radial,2,20,28.64,4.334,0,0,1.966
23,FixStart,Radial,3,21,25.746,6.667,0,0,2.827
23,FixStart,Radial,3,22,14.349,7.727,0,0,3.441
23,FixStart,Radial,3,23,18.344,5.682,2.12,0,3.411
23,FixStart,Radial,3,24,15.425,8.388,0,0,3.472
23,FixStart,Radial,3,25,27.624,9.771,5.99,0,3.719
23,FixStart,Radial,3,26,15.826,9.616,1.383,1.629,3.349
23,FixStart,Radial,3,27,27.962,6.068,2.305,0,3.749
23,FixStart,Radial,3,28,24.768,6.237,0,0,2.766
23,FixStart,Radial,3,29,13.275,4.733,0,0,1.936
23,FixStart,Radial,3,30,32.757,7.806,2.366,3.042,3.996
23,FixStart,Radial,4,31,26.665,8.848,0,2.089,3.47
23,FixStart,Radial,4,32,17.634,9.369,0,0,2.764
23,FixStart,Radial,4,33,16.158,4.916,0,0,1.445
23,FixStart,Radial,4,34,23.564,5.931,1.997,0,3.255
23,FixStart,Radial,4,35,18.343,5.93,1.721,0,3.456
23,FixStart,Radial,4,36,15.578,12.138,0,1.966,2.98
23,FixStart,Radial,4,37,22.678,6.298,0,0,2.09
23,FixStart,Radial,4,38,17.177,5.777,6.422,0,3.811
23,FixStart,Radial,4,39,26.704,9.836,6.176,0,3.256
23,FixStart,Radial,4,40,23.141,10.419,0,0,4.333
23,Basic,Radial,1,1,16.5514,7.2779,1.5662,0,4.9747
23,Basic,Radial,1,2,10.1343,5.5279,0,0,2.7023
23,Basic,Radial,1,3,11.5782,4.4226,0,0,3.1018
23,Basic,Radial,1,4,21.1618,9.3367,3.271,0,4.8375
23,Basic,Radial,1,5,17.8303,5.9589,0,0,3.7934
23,Basic,Radial,1,6,14.4375,5.1914,2.6417,0,5.4526
23,Basic,Radial,1,7,12.7797,5.8367,3.1643,0,3.5022
23,Basic,Radial,1,8,9.4006,3.287,0,0,2.2121
23,Basic,Radial,1,9,16.7739,8.8782,0,0,7.3736
23,Basic,Radial,1,10,10.077,4.4856,0,0,3.6564
23,Basic,Radial,2,11,20.4324,9.8321,0,0,4.1174
23,Basic,Radial,2,12,10.6311,5.8992,6.4831,0,3.595
23,Basic,Radial,2,13,16.7765,6.6063,5.0698,0,5.7151
23,Basic,Radial,2,14,13.8581,8.8806,0,0,3.3801
23,Basic,Radial,2,15,16.0099,5.1931,0,0,2.8888
23,Basic,Radial,2,16,15.765,6.0849,0,0,5.1014
23,Basic,Radial,2,17,17.3638,6.3311,6.6999,0,4.5027
23,Basic,Radial,2,18,7.5607,3.8417,0,0,1.6598
23,Basic,Radial,2,19,11.0032,5.1944,3.4424,0,2.6432
23,Basic,Radial,2,20,12.571,8.4832,0,0,3.0427
23,Basic,Radial,3,21,16.652,7.374,0,0,4.58
23,Basic,Radial,3,22,12.536,5.623,0,0,3.778
23,Basic,Radial,3,23,10.63,5.714,4.148,0,3.627
23,Basic,Radial,3,24,9.71,6.543,3.534,0,3.749
23,Basic,Radial,3,25,13.429,5.591,0,0,4.425
23,Basic,Radial,3,26,9.557,7.129,0,0,2.949
23,Basic,Radial,3,27,14.628,6.975,3.257,0,8.143
23,Basic,Radial,3,28,18.438,4.241,7.591,0,7.79
23,Basic,Radial,3,29,15.579,5.409,2.858,0,3.137
23,Basic,Radial,3,30,17.58,10.666,6.424,0,6.881
23,Basic,Radial,4,31,14.903,7.038,0,0,3.904
23,Basic,Radial,4,32,13.797,7.07,0,0,4.026
23,Basic,Radial,4,33,10.725,5.011,0,0,2.488
23,Basic,Radial,4,34,14.691,5.931,4.088,0,5.501
23,Basic,Radial,4,35,13.646,5.624,1.291,0,7.806
23,Basic,Radial,4,36,17.579,6.023,3.074,0,7.5
23,Basic,Radial,4,37,15.49,7.498,8.267,0,5.964
23,Basic,Radial,4,38,10.724,7.086,0,0,2.766
23,Basic,Radial,4,39,7.101,4.518,1.69,0,2.981
23,Basic,Radial,4,40,11.064,4.303,0,0,2.86
