id,scale,size,type,key,x,y
1,1x1,1,end,s,-0.331018,-0.0121528,
1,1x1,1,start,d,-0.210648,0.0434028,
1,1x1,1,end,t,-0.0115741,0.0671177,
1,1x1,1,start,t,-0.0532408,0.151042,
1,1x1,1,end,e,-0.287037,0.130208,
1,1x1,1,start,f,-0.12963,-0.0243056,
1,1x1,1,end,e,-0.222222,0.131944,
1,1x1,1,start,b,0.0185186,-0.102431,
1,1x1,1,end,g,0.037037,0.0364583,
1,1x1,1,start,w,-0.289352,0.137153,
1,1x1,1,end,s,-0.326389,0.0217014,
1,1x1,1,start,j,0.12037,-0.0190972,
1,1x1,1,end,p,0.382938,0.0935038,
1,1x1,1,start,q,-0.384259,0.0694445,
1,1x1,1,end,y,0.0219907,0.0920139,
1,1x1,1,start,o,0.351852,0.104167,
1,1x1,1,end,e,-0.293982,0.0830018,
1,1x1,1,start,h,0.0277778,0.00694444,
1,1x1,1,end,k,0.30787,-0.0104166,
1,1x1,1,start,o,0.386574,0.135417,
1,1x1,1,end,f,-0.131944,0.0434028,
1,1x1,1,start,a,-0.467593,-0.0416667,
1,1x1,1,end,a,-0.467593,-0.0416667,
1,1x1,1,start,q,-0.407407,0.119792,
1,1x1,1,end,n,0.219907,-0.0868056,
1,1x1,1,start,y,0.0787037,0.123264,
1,1x1,1,end,s,-0.288195,0.0243056,
1,1x1,1,start,y,-0.0231482,0.111111,
1,1x1,1,end,u,0.0856481,0.107639,
1,1x1,1,start,a,-0.344907,-0.0225694,
1,1x1,1,end,e,-0.243056,0.134774,
1,1x1,1,start,v,-0.0416667,-0.116319,
1,1x1,1,end,y,0.0601852,0.107639,
1,1x1,1,start,s,-0.280093,-0.0173611,
1,1x1,1,end,t,0.0949074,0.078125,
1,1x1,1,start,w,-0.277778,0.0850695,
1,1x1,1,end,h,0.116017,0.0157634,
1,1x1,1,start,o,0.407407,0.0954861,
1,1x1,1,end,t,-0.0949074,0.125,
1,1x1,1,start,f,-0.208333,-0.0173611,
1,1x1,1,end,r,-0.178241,0.096309,
1,1x1,1,start,l,0.335648,0.0277778,
1,1x1,1,end,w,-0.344907,0.125386,
1,1x1,1,start,f,-0.145833,0.0173611,
1,1x1,1,end,g,-0.0208333,0.0727306,
1,1x1,1,start,o,0.365741,0.130208,
1,1x1,1,end,s,-0.284722,-0.0260417,
1,1x1,1,start,t,-0.138889,0.114583,
1,1x1,1,end,e,-0.252315,0.11501,
1,1x1,1,start,q,-0.474537,0.105903,
1,1x1,1,end,k,0.283615,0.0471769,
1,1x1,1,start,b,-0.0231482,-0.078125,
1,1x1,1,end,n,0.152778,-0.0902778,
1,1x1,1,start,f,-0.0879629,0.0399306,
1,1x1,1,end,x,-0.26913,-0.078125,
1,1x1,1,start,j,0.166667,-0.0260417,
1,1x1,1,end,s,-0.303241,0.00107961,
1,1x1,1,start,o,0.233796,0.0607639,
1,1x1,1,end,r,-0.10907,0.125,
1,1x1,1,start,t,-0.037037,0.128472,
1,1x1,1,end,e,-0.289352,0.102431,
1,1x1,1,start,l,0.361111,-0.0416667,
1,1x1,1,end,y,0.00925928,0.116319,
1,1x1,1,start,d,-0.386574,-0.015625,
1,1x1,1,end,g,0.011574,0.0156251,
1,1x1,1,start,d,-0.217593,-0.0694445,
1,1x1,1,end,o,0.335648,0.0668403,
1,1x1,1,start,n,0.025463,-0.128472,
1,1x1,1,end,t,-0.0347222,0.114583,
1,1x1,1,start,s,-0.155093,-0.0208333,
1,1x1,1,end,y,0.0497685,0.109375,
1,1x1,1,start,a,-0.4375,0.0156251,
1,1x1,1,end,g,0,0.0164931,
1,1x1,1,start,t,-0.0347222,0.118056,
1,1x1,1,end,e,-0.291667,0.122396,
1,1x1,1,start,f,-0.0902778,-0.0486111,
1,1x1,1,end,s,-0.321759,0,
1,1x1,1,start,g,0.011574,-0.0416667,
1,1x1,1,end,t,-0.0578704,0.125,
1,1x1,1,start,i,0.222222,0.09375,
1,1x1,1,end,n,0.12963,-0.0711805,
1,1x1,1,start,t,-0.101852,0.131944,
1,1x1,1,end,e,-0.282407,0.12066,
1,1x1,1,start,w,-0.321759,0.114583,
1,1x1,1,end,y,0.0737976,0.122037,
1,1x1,1,start,a,-0.365741,-0.046875,
1,1x1,1,end,e,-0.232213,0.102979,
1,1x1,1,start,y,-0.0625,0.0416667,
1,1x1,1,end,u,0.175926,0.116319,
1,1x1,1,start,t,-0.111111,0.0763889,
1,1x1,1,end,g,0.0277778,0.0486111,
1,1x1,1,start,t,-0.0509259,0.163195,
1,1x1,1,end,o,0.368056,0.135417,
1,1x1,1,start,m,0.162037,-0.0572917,
1,1x1,1,end,e,-0.236111,0.127252,
1,1x1,1,start,a,-0.31713,0.0416667,
1,1x1,1,end,n,0.178241,-0.118056,
1,1x1,1,start,o,0.384259,0.100694,
1,1x1,1,end,r,-0.146991,0.125,
1,1x1,1,start,y,-0.0439815,0.00868056,
1,1x1,1,end,u,0.113426,0.105903,
1,1x1,1,start,c,-0.0810185,-0.109375,
1,1x1,1,end,t,-0.0682871,0.114583,
1,1x1,1,start,r,-0.0902778,0.100694,
1,1x1,1,end,e,-0.138889,0.137153,
1,1x1,0.75,start,t,-0.135417,0.119792,
1,1x1,0.75,end,e,-0.208333,0.0859375,
1,1x1,0.75,start,q,-0.517361,0.174479,
1,1x1,0.75,end,k,0.310663,0.00520841,
1,1x1,0.75,start,b,0.017361,-0.132812,
1,1x1,0.75,end,n,0.182292,-0.104167,
1,1x1,0.75,start,f,-0.0972222,-0.0234375,
1,1x1,0.75,end,x,-0.220486,-0.0911458,
1,1x1,0.75,start,j,0.114583,-0.03125,
1,1x1,0.75,end,s,-0.291667,0.0182292,
1,1x1,0.75,start,o,0.309028,0.130208,
1,1x1,0.75,end,r,-0.120997,0.114716,
1,1x1,0.75,start,t,0.0416666,0.161458,
1,1x1,0.75,end,e,-0.288194,0.120938,
1,1x1,0.75,start,l,0.402778,0.0078125,
1,1x1,0.75,end,y,0.0729166,0.122396,
1,1x1,0.75,start,d,-0.135417,0.0234376,
1,1x1,0.75,end,g,0.017361,-0.0338542,
1,1x1,0.75,start,t,-0.0104167,0.200521,
1,1x1,0.75,end,e,-0.208333,0.104167,
1,1x1,0.75,start,f,-0.125,0.00260417,
1,1x1,0.75,end,e,-0.277778,0.114453,
1,1x1,0.75,start,b,0.0416666,-0.0807291,
1,1x1,0.75,end,g,0,0,
1,1x1,0.75,start,w,-0.347222,0.0442708,
1,1x1,0.75,end,s,-0.326389,-0.0130208,
1,1x1,0.75,start,j,0.256945,-0.0260416,
1,1x1,0.75,end,p,0.475694,0.121094,
1,1x1,0.75,start,q,-0.559028,0.078125,
1,1x1,0.75,end,y,0.0590278,0.104167,
1,1x1,0.75,start,i,0.309028,0.184896,
1,1x1,0.75,end,f,-0.118056,-0.0134096,
1,1x1,0.75,start,a,-0.545139,-0.0208333,
1,1x1,0.75,end,t,-0.0121528,0.109375,
1,1x1,0.75,start,f,-0.107639,-0.0234375,
1,1x1,0.75,end,t,-0.0329861,0.0937499,
1,1x1,0.75,start,y,0,0.0755208,
1,1x1,0.75,end,u,0.128472,0.0989583,
1,1x1,0.75,start,d,-0.208333,-0.0208333,
1,1x1,0.75,end,o,0.350695,0.101563,
1,1x1,0.75,start,n,0.100695,-0.114583,
1,1x1,0.75,end,t,0.00694439,0.122396,
1,1x1,0.75,start,s,-0.392361,-0.0208333,
1,1x1,0.75,end,d,-0.197917,0.0390626,
1,1x1,0.75,start,t,-0.0972222,0.151042,
1,1x1,0.75,end,e,-0.253472,0.106771,
1,1x1,0.75,start,p,0.472222,0.109375,
1,1x1,0.75,end,r,-0.170139,0.109375,
1,1x1,0.75,start,o,0.326389,0.0963542,
1,1x1,0.75,end,f,-0.111111,-0.0156249,
1,1x1,0.75,start,d,-0.170139,-0.0572917,
1,1x1,0.75,end,l,0.385417,-0.0338542,
1,1x1,0.75,start,q,-0.413195,0.0416667,
1,1x1,0.75,end,n,0.163194,-0.0963542,
1,1x1,0.75,start,t,-0.00347219,0.109375,
1,1x1,0.75,end,t,-0.0104167,0.105469,
1,1x1,0.75,start,m,0.347222,-0.109375,
1,1x1,0.75,end,t,0,0.123698,
1,1x1,0.75,start,b,0.0486112,-0.148438,
1,1x1,0.75,end,e,-0.256945,0.106771,
1,1x1,0.75,start,a,-0.520833,-0.0338542,
1,1x1,0.75,end,d,-0.15625,0.0130208,
1,1x1,0.75,start,h,0.131944,0.0234376,
1,1x1,0.75,end,e,-0.21875,0.101563,
1,1x1,0.75,start,i,0.28125,0.111979,
1,1x1,0.75,end,s,-0.333333,-0.00520833,
1,1x1,0.75,start,j,0.138889,-0.00260409,
1,1x1,0.75,end,t,0.0138889,0.143229,
1,1x1,0.75,start,l,0.53125,-0.00781242,
1,1x1,0.75,end,e,-0.236111,0.0975042,
1,1x1,0.75,start,e,-0.305556,0.0989583,
1,1x1,0.75,end,e,-0.253472,0.0911459,
1,1x1,0.75,start,e,-0.190972,0.0937499,
1,1x1,0.75,end,e,-0.225694,0.13151,
1,1x1,0.75,start,a,-0.479167,-0.0651042,
1,1x1,0.75,end,l,0.400593,0.0187121,
1,1x1,0.75,start,w,-0.340278,0.0833334,
1,1x1,0.75,end,k,0.248264,-0.0156249,
1,1x1,0.75,start,a,-0.326389,0.0546875,
1,1x1,0.75,end,d,-0.15625,0.0325521,
1,1x1,0.75,start,n,0.017361,-0.135417,
1,1x1,0.75,end,o,0.315972,0.078125,
1,1x1,0.75,start,p,0.565972,0.166667,
1,1x1,0.75,end,y,-0.0347222,0.0937499,
1,1x1,0.75,start,n,0.0937501,-0.158854,
1,1x1,0.75,end,r,-0.121528,0.0911459,
1,1x1,0.75,start,t,-0.0173611,0.0755208,
1,1x1,0.75,end,o,0.375,0.0755208,
1,1x1,0.75,start,r,-0.142361,0.0911459,
1,1x1,0.75,end,h,0.145833,-0.00520833,
1,1x1,0.75,start,a,-0.479167,-0.0286458,
1,1x1,0.75,end,d,-0.152778,0.0234376,
1,1x1,0.75,start,n,0.152778,-0.0989583,
1,1x1,0.75,end,r,-0.0659722,0.0807292,
1,1x1,0.75,start,t,-0.118056,0.0677084,
1,1x1,0.75,end,o,0.371528,0.0911459,
1,1x1,0.75,start,t,-0.0798611,0.0885418,
1,1x1,0.75,end,n,0.170139,-0.161458,
1,1x1,0.75,start,m,0.28125,-0.190104,
1,1x1,0.75,end,y,-0.0104167,0.138021,
1,1x1,0.75,start,w,-0.333333,0.104167,
1,1x1,0.75,end,h,0.0917011,0.018763,
1,1x1,0.75,start,f,0.00347227,-0.0364584,
1,1x1,0.75,end,l,0.413195,0.046875,
1,1x1,0.75,start,i,0.21875,0.125,
1,1x1,0.75,end,n,0.121528,-0.132812,
1,1x1,0.75,start,t,-0.0486111,0.164063,
1,1x1,0.75,end,e,-0.263889,0.117925,
1,1x1,0.75,start,w,-0.295139,0.0833334,
1,1x1,0.75,end,r,-0.151042,0.0937499,
1,1x1,0.75,start,a,-0.340278,-0.0260416,
1,1x1,0.75,end,a,-0.340278,-0.0260416,
1,1x1,0.75,start,p,0.4375,0.114583,
1,1x1,0.75,end,m,0.236111,-0.078125,
1,1x1,0.75,start,w,-0.336806,0.0598958,
1,1x1,0.75,end,h,0.125,-0.0208333,
1,1x1,0.75,start,t,-0.0451389,0.184896,
1,1x1,0.75,end,e,-0.25,0.119792,
1,1x1,0.75,start,e,-0.229167,0.138021,
1,1x1,0.75,end,e,-0.253472,0.0573176,
1,1x3,1.25,start,y,0.0625,0.252298,
1,1x3,1.25,end,s,-0.270833,-0.0517004,
1,1x3,1.25,start,y,0.0538194,0.132353,
1,1x3,1.25,end,u,0.109375,0.232652,
1,1x3,1.25,start,a,-0.210069,-0.0889246,
1,1x3,1.25,end,e,-0.229167,0.290078,
1,1x3,1.25,start,v,-0.03125,-0.210938,
1,1x3,1.25,end,y,-0.0124417,0.295726,
1,1x3,1.25,start,s,-0.078125,0.0413603,
1,1x3,1.25,end,t,-0.0060764,0.318474,
1,1x3,1.25,start,l,0.317708,-0.23989,
1,1x3,1.25,end,e,-0.175347,0.285386,
1,1x3,1.25,start,m,0.223958,-0.190257,
1,1x3,1.25,end,s,-0.288195,0.0289522,
1,1x3,1.25,start,m,0.222222,-0.213006,
1,1x3,1.25,end,y,-0.00520833,0.346393,
1,1x3,1.25,start,t,-0.123264,0.277114,
1,1x3,1.25,end,s,-0.305556,0.0661765,
1,1x3,1.25,start,t,-0.128472,0.169577,
1,1x3,1.25,end,e,-0.159722,0.313304,
1,1x3,1.25,start,t,0.0972222,0.157169,
1,1x3,1.25,end,o,0.407043,0.210938,
1,1x3,1.25,start,g,0.00868052,-0.0992646,
1,1x3,1.25,end,o,0.368924,0.302964,
1,1x3,1.25,start,s,-0.203125,-0.0227481,
1,1x3,1.25,end,g,0.0225695,0.0589385,
1,1x3,1.25,start,y,0.128472,0.150965,
1,1x3,1.25,end,u,0.163194,0.28125,
1,1x3,1.25,start,m,0.239583,-0.198529,
1,1x3,1.25,end,t,-0.0173611,0.32261,
1,1x3,1.25,start,b,0.0243056,-0.258502,
1,1x3,1.25,end,e,-0.189236,0.223346,
1,1x3,1.25,start,g,0.0572917,-0.0144761,
1,1x3,1.25,end,g,-0.0138889,0.0992646,
1,1x3,1.25,start,o,0.255208,0.198529,
1,1x3,1.25,end,d,-0.222222,-0.0103401,
1,1x3,1.25,start,w,-0.270833,0.159237,
1,1x3,1.25,end,e,-0.0963541,0.206801,
1,1x3,1.25,start,r,-0.217014,0.169577,
1,1x3,1.25,end,n,0.126736,-0.33295,
1,1x3,1.25,start,t,-0.0642361,0.190257,
1,1x3,1.25,end,e,-0.237847,0.310202,
1,1x3,1.25,start,r,-0.164931,0.233686,
1,1x3,1.25,end,k,0.262274,-0.0165442,
1,1x3,1.25,start,o,0.3125,0.188189,
1,1x3,1.25,end,f,-0.123264,0.0248162,
1,1x3,1.25,start,f,-0.0538195,-0.0620404,
1,1x3,1.25,end,e,-0.225694,0.319371,
1,1x3,1.25,start,d,-0.0694445,-0.165442,
1,1x3,1.25,end,o,0.305066,0.321285,
1,1x3,1.25,start,n,0.0763889,-0.190257,
1,1x3,1.25,end,t,0.0416667,0.28125,
1,1x3,1.25,start,s,-0.185764,0.0413603,
1,1x3,1.25,end,y,0.0150011,0.28125,
1,1x3,1.25,start,a,-0.321181,0.0930609,
1,1x3,1.25,end,g,0.0295139,0.0144761,
1,1x3,1.25,start,o,0.336806,0.186121,
1,1x3,1.25,end,e,-0.152778,0.290146,
1,1x3,1.25,start,h,0.128472,-0.008272,
1,1x3,1.25,end,k,0.256945,0.0289522,
1,1x3,1.25,start,o,0.361111,0.30193,
1,1x3,1.25,end,f,-0.130208,-0.0496324,
1,1x3,1.25,start,a,-0.380208,-0.0620404,
1,1x3,1.25,end,a,-0.380208,-0.0620404,
1,1x3,1.25,start,q,-0.347222,0.283318,
1,1x3,1.25,end,n,0.109375,-0.330882,
1,1x3,1.25,start,t,-0.0295139,0.272978,
1,1x3,1.25,end,e,-0.199653,0.257468,
1,1x3,1.25,start,q,-0.387153,0.144761,
1,1x3,1.25,end,k,0.210074,0.0392923,
1,1x3,1.25,start,b,0.0520834,-0.252298,
1,1x3,1.25,end,n,0.188368,-0.235753,
1,1x3,1.25,start,f,-0.03125,-0.008272,
1,1x3,1.25,end,x,-0.173611,-0.310202,
1,1x3,1.25,start,j,0.258681,-0.0206801,
1,1x3,1.25,end,s,-0.246528,0.0682445,
1,1x3,1.25,start,o,0.322917,0.221278,
1,1x3,1.25,end,r,-0.126736,0.287454,
1,1x3,1.25,start,t,0.00868052,0.244026,
1,1x3,1.25,end,e,-0.222222,0.281696,
1,1x3,1.25,start,l,0.338542,-0.0682445,
1,1x3,1.25,end,y,0.0494792,0.314338,
1,1x3,1.25,start,d,-0.175347,-0.0248161,
1,1x3,1.25,end,g,-0.0486111,0.00413603,
1,1x3,1.25,start,t,0,0.204734,
1,1x3,1.25,end,e,-0.229167,0.272978,
1,1x3,1.25,start,f,-0.0486111,-0.109605,
1,1x3,1.25,end,e,-0.208333,0.309168,
1,1x3,1.25,start,b,0.0173611,-0.153033,
1,1x3,1.25,end,g,-0.0173611,0.0848083,
1,1x3,1.25,start,w,-0.230903,0.272978,
1,1x3,1.25,end,s,-0.314236,-0.008272,
1,1x3,1.25,start,j,0.125,-0.124081,
1,1x3,1.25,end,p,0.391493,0.32778,
1,1x3,1.25,start,q,-0.376736,0.208869,
1,1x3,1.25,end,y,0.0572917,0.259261,
1,1x3,1.25,start,b,-0.00868056,-0.440487,
1,1x3,1.25,end,g,-0.0208334,0.124081,
1,1x3,1.25,start,i,0.331597,0.345359,
1,1x3,1.25,end,s,-0.286703,-0.0251076,
1,1x3,1.25,start,d,-0.112847,0.0289522,
1,1x3,1.25,end,t,-0.0121528,0.31849,
1,1x3,1,start,i,0.340278,0.0937503,
1,1x3,1,end,f,-0.099537,-0.0303309,
1,1x3,1,start,a,-0.398148,-0.0772059,
1,1x3,1,end,t,0.0162037,0.284008,
1,1x3,1,start,f,-0.145833,-0.135111,
1,1x3,1,end,t,-0.00578702,0.355699,
1,1x3,1,start,y,0.0648148,0.226102,
1,1x3,1,end,u,0.143518,0.303309,
1,1x3,1,start,d,-0.131944,-0.0275736,
1,1x3,1,end,o,0.364311,0.275736,
1,1x3,1,start,n,0.136574,-0.275736,
1,1x3,1,end,t,-0.0972222,0.296415,
1,1x3,1,start,s,-0.226852,0.046875,
1,1x3,1,end,d,-0.173611,0,
1,1x3,1,start,p,0.550926,0.248162,
1,1x3,1,end,e,-0.28125,0.295037,
1,1x3,1,start,p,0.298611,0.110294,
1,1x3,1,end,e,-0.291667,0.376379,
1,1x3,1,start,y,-0.0023148,0.289522,
1,1x3,1,end,r,-0.150463,0.314338,
1,1x3,1,start,d,-0.150463,0.102022,
1,1x3,1,end,e,-0.261574,0.32261,
1,1x3,1,start,o,0.259259,0.223346,
1,1x3,1,end,f,-0.118055,0.0441177,
1,1x3,1,start,b,0.00231485,-0.237132,
1,1x3,1,end,h,0.118055,0.0413603,
1,1x3,1,start,w,-0.201389,0.206801,
1,1x3,1,end,h,0.152778,0.0882354,
1,1x3,1,start,o,0.4375,0.217831,
1,1x3,1,end,t,-0.111111,0.29228,
1,1x3,1,start,f,-0.0671296,-0.0413603,
1,1x3,1,end,r,-0.194444,0.245405,
1,1x3,1,start,l,0.275463,0.0330883,
1,1x3,1,end,w,-0.372685,0.278492,
1,1x3,1,start,f,-0.0787037,-0.0496324,
1,1x3,1,end,g,-0.0578704,0.0937503,
1,1x3,1,start,o,0.400463,0.289522,
1,1x3,1,end,s,-0.241171,0.0634191,
1,1x3,1,start,t,0.122685,0.295037,
1,1x3,1,end,e,-0.217593,0.358456,
1,1x3,1,start,f,-0.0787037,-0.0137867,
1,1x3,1,end,e,-0.268518,0.245405,
1,1x3,1,start,i,0.233796,0.22886,
1,1x3,1,end,s,-0.342593,0.030331,
1,1x3,1,start,w,-0.289352,0.352941,
1,1x3,1,end,h,0.0844908,-0.0386029,
1,1x3,1,start,y,0.0347222,0.256433,
1,1x3,1,end,u,0.0717592,0.289522,
1,1x3,1,start,t,-0.0671296,0.286765,
1,1x3,1,end,e,-0.273148,0.319853,
1,1x3,1,start,q,-0.488426,0.261949,
1,1x3,1,end,k,0.331019,0.0882354,
1,1x3,1,start,b,0.115741,-0.159926,
1,1x3,1,end,n,0.108796,-0.264706,
1,1x3,1,start,f,-0.101852,0.115808,
1,1x3,1,end,x,-0.243056,-0.325368,
1,1x3,1,start,j,0.134259,0,
1,1x3,1,end,s,-0.30787,0.0193015,
1,1x3,1,start,o,0.331019,0.223346,
1,1x3,1,end,r,-0.136574,0.256433,
1,1x3,1,start,t,-0.025463,0.308823,
1,1x3,1,end,e,-0.24537,0.267463,
1,1x3,1,start,l,0.347222,0.030331,
1,1x3,1,end,y,-0.0300926,0.23989,
1,1x3,1,start,d,-0.243056,-0.0303309,
1,1x3,1,end,g,-0.0787037,0.0165442,
1,1x3,1,start,a,-0.391204,0.0634191,
1,1x3,1,end,e,-0.211806,0.295037,
1,1x3,1,start,y,0.0578704,0.184743,
1,1x3,1,end,u,0.134259,0.328125,
1,1x3,1,start,t,0.0347222,0.300551,
1,1x3,1,end,g,-0.0324074,0.046875,
1,1x3,1,start,t,0.0509259,0.413603,
1,1x3,1,end,o,0.422264,0.347043,
1,1x3,1,start,m,0.18287,-0.27022,
1,1x3,1,end,e,-0.256945,0.264706,
1,1x3,1,start,h,0.00694444,-0.148897,
1,1x3,1,end,e,-0.275463,0.231618,
1,1x3,1,start,i,0.261574,0.22886,
1,1x3,1,end,s,-0.284722,-0.00827206,
1,1x3,1,start,j,0.168981,-0.0386029,
1,1x3,1,end,t,-0.0322853,0.375,
1,1x3,1,start,l,0.331019,-0.00827206,
1,1x3,1,end,e,-0.284722,0.38879,
1,1x3,1,start,e,-0.240741,0.32261,
1,1x3,1,end,e,-0.219907,0.350184,
1,1x3,1,start,e,-0.196759,0.399816,
1,1x3,1,end,e,-0.236111,0.272978,
1,1x3,1,start,a,-0.439815,0.00275736,
1,1x3,1,end,a,-0.439815,0.00275736,
1,1x3,1,start,p,0.398148,0.159926,
1,1x3,1,end,m,0.184028,-0.383272,
1,1x3,1,start,w,-0.398148,0.300551,
1,1x3,1,end,h,0.0979295,-0.00275727,
1,1x3,1,start,t,-0.00925928,0.46875,
1,1x3,1,end,e,-0.238426,0.287975,
1,1x3,1,start,e,-0.1875,0.397059,
1,1x3,1,end,e,-0.222222,0.263327,
1,1x3,1,start,t,-0.0555556,0.151654,
1,1x3,1,end,e,-0.25,0.328125,
1,1x3,1,start,f,-0.0208333,-0.102022,
1,1x3,1,end,e,-0.189815,0.27949,
1,1x3,1,start,b,0.0740741,-0.27022,
