id,scale,size,type,key,x,y
4,1x3,0.75,start,t,-0.0555556,0.351562,
4,1x3,0.75,end,e,-0.229167,0.347427,
4,1x3,0.75,start,l,0.444444,-0.0620404,
4,1x3,0.75,end,y,0.0729166,0.293658,
4,1x3,0.75,start,d,-0.142361,-0.0413603,
4,1x3,0.75,end,g,0,-0.0289522,
4,1x3,0.75,start,t,-0.118056,0.467371,
4,1x3,0.75,end,e,-0.25,0.293658,
4,1x3,0.75,start,f,-0.118056,0.0206801,
4,1x3,0.75,end,s,-0.413195,0.0144762,
4,1x3,0.75,start,g,0.111111,0.00827206,
4,1x3,0.75,end,t,0.0555556,0.256434,
4,1x3,0.75,start,i,0.430555,0.376379,
4,1x3,0.75,end,n,0.1875,-0.293658,
4,1x3,0.75,start,t,-0.135417,0.347427,
4,1x3,0.75,end,e,-0.230903,0.388787,
4,1x3,0.75,start,w,-0.371528,0.376379,
4,1x3,0.75,end,y,0.0902778,0.297794,
4,1x3,1.25,start,t,-0.0572916,0.196461,
4,1x3,1.25,end,e,-0.267361,0.343291,
4,1x3,1.25,start,t,-0.0625,0.277114,
4,1x3,1.25,end,o,0.357639,0.268842,
4,1x3,1.25,start,g,-0.0486111,-0.0454963,
4,1x3,1.25,end,o,0.333333,0.297794,
4,1x3,1.25,start,s,-0.246528,0.00206801,
4,1x3,1.25,end,g,0.0520834,0.0641085,
4,1x3,1.25,start,o,0.322917,0.248162,
4,1x3,1.25,end,e,-0.277778,0.326746,
4,1x3,1.25,start,h,0.185764,-0.0723805,
4,1x3,1.25,end,k,0.359375,0.107537,
4,1x3,1.25,start,o,0.404514,0.289522,
4,1x3,1.25,end,f,-0.170139,0.0248162,
4,1x3,1.25,start,a,-0.394097,0.0227482,
4,1x3,1.25,end,a,-0.394097,0.0227482,
4,1x3,1.25,start,q,-0.373264,0.20887,
4,1x3,1.25,end,n,0.121528,-0.394991,
4,1x3,1.25,start,n,0.192708,-0.357767,
4,1x3,1.25,end,r,-0.0277778,0.264706,
4,1x3,1.25,start,t,-0.119792,0.303998,
4,1x3,1.25,end,o,0.383681,0.285386,
4,1x3,1.25,start,r,-0.170139,0.231618,
4,1x3,1.25,end,h,0.140634,0.0723805,
4,1x3,1.25,start,a,-0.359375,0.107537,
4,1x3,1.25,end,d,-0.21875,0.0186121,
4,1x3,1.25,start,n,0.180556,-0.244026,
4,1x3,1.25,end,r,-0.0677083,0.275046,
4,1x3,1.25,start,t,-0.119792,0.248162,
4,1x3,1.25,end,o,0.355903,0.257209,
4,1x3,1.25,start,t,-0.147569,0.264706,
4,1x3,1.25,end,n,0.168403,-0.308585,
4,1x3,1.25,start,a,-0.366319,0.0186121,
4,1x3,1.25,end,e,-0.259114,0.241958,
4,1x3,1.25,start,y,0.0173611,0.277114,
4,1x3,1.25,end,u,0.0972222,0.303998,
4,1x3,1.25,start,t,0.0538194,0.289522,
4,1x3,1.25,end,g,-0.0138889,0.0806526,
4,1x3,1.25,start,t,-0.0659722,0.241958,
4,1x3,1.25,end,o,0.357639,0.256434,
4,1x3,1.25,start,m,0.263889,-0.310202,
4,1x3,1.25,end,e,-0.255208,0.289522,
4,1x3,1.25,start,a,-0.416667,0.0268842,
4,1x3,1.25,end,l,0.454861,0.134421,
4,1x3,1.25,start,w,-0.314236,0.22955,
4,1x3,1.25,end,k,0.360243,-0.0475643,
4,1x3,1.25,start,a,-0.381944,0.0889246,
4,1x3,1.25,end,d,-0.213542,0.0682445,
4,1x3,1.25,start,n,0.104167,-0.29159,
4,1x3,1.25,end,o,0.335069,0.316406,
4,1x3,1.25,start,p,0.470486,0.351562,
4,1x3,1.25,end,y,0.118056,0.285386,
4,1x3,1.25,start,t,-0.09375,0.341222,
4,1x3,1.25,end,e,-0.234375,0.359835,
4,1x3,1.25,start,q,-0.392361,0.335018,
4,1x3,1.25,end,k,0.328125,0.119945,
4,1x3,1.25,start,b,0.133681,-0.306066,
4,1x3,1.25,end,n,0.175347,-0.29159,
4,1x3,1.25,start,f,-0.126736,0.00413603,
4,1x3,1.25,end,x,-0.223958,-0.280216,
4,1x3,1.25,start,j,0.220486,-0.0682445,
4,1x3,1.25,end,s,-0.313037,0.0324484,
4,1x3,1.25,start,o,0.354167,0.25023,
4,1x3,1.25,end,r,-0.0737847,0.33295,
4,1x3,1.25,start,t,-0.0399306,0.320542,
4,1x3,1.25,end,e,-0.278646,0.280216,
4,1x3,1.25,start,l,0.449653,-0.012408,
4,1x3,1.25,end,y,0.177083,0.266774,
4,1x3,1.25,start,d,-0.168403,0.0703125,
4,1x3,1.25,end,g,-0.0208334,-0.0372243,
4,1x3,1.25,start,t,-0.0104167,0.266774,
4,1x3,1.25,end,e,-0.197917,0.330882,
4,1x3,1.25,start,p,0.487847,0.30193,
4,1x3,1.25,end,r,-0.0138889,0.31744,
4,1x3,1.25,start,o,0.333333,0.330882,
4,1x3,1.25,end,f,-0.112847,0.0103401,
4,1x3,1.25,start,d,-0.131944,0.0289522,
4,1x3,1.25,end,l,0.425347,0.0641085,
4,1x3,1.25,start,d,-0.154514,-0.0310202,
4,1x3,1.25,end,o,0.362847,0.279182,
4,1x3,1.25,start,n,0.0850695,-0.32261,
4,1x3,1.25,end,t,-0.0815972,0.312468,
4,1x3,1.25,start,s,-0.149306,0.00827212,
4,1x3,1.25,end,y,0.159722,0.217142,
4,1x3,1.25,start,a,-0.373264,0.119945,
4,1x3,1.25,end,g,-0.00868056,0.0992647,
4,1x3,1.25,start,t,-0.0121528,0.295726,
4,1x3,1.25,end,e,-0.217014,0.343291,
4,1x3,1.25,start,f,-0.126736,0.00827212,
4,1x3,1.25,end,e,-0.235203,0.277114,
4,1x3,1.25,start,b,0.0451389,-0.206801,
4,1x3,1.25,end,g,0.0399306,0.0496324,
4,1x3,1.25,start,w,-0.25,0.223346,
4,1x3,1.25,end,s,-0.277778,-0.0392922,
4,1x3,1.25,start,j,0.189236,-0.0496324,
4,1x3,1.25,end,p,0.424479,0.293658,
4,1x3,1.25,start,q,-0.456597,0.22955,
4,1x3,1.25,end,y,0.0121528,0.341222,
4,1x3,1.25,start,q,-0.5,0.264706,
4,1x3,1.25,end,n,0.196181,-0.299862,
4,1x3,1.25,start,t,-0.111111,0.256434,
4,1x3,1.25,end,t,-0.0243055,0.266774,
4,1x3,1.25,start,m,0.274306,-0.306066,
4,1x3,1.25,end,t,-0.0147926,0.31227,
4,1x3,1.25,start,b,0.102431,-0.293658,
4,1x3,1.25,end,e,-0.251736,0.295726,
4,1x3,1.25,start,a,-0.423611,0.109605,
4,1x3,1.25,end,d,-0.131944,-0.0351563,
4,1x1,1,start,w,-0.372685,0.138889,
4,1x1,1,end,e,-0.245248,0.119792,
4,1x1,1,start,r,-0.222222,0.128472,
4,1x1,1,end,n,0.143518,-0.140625,
4,1x1,1,start,t,-0.115741,0.0833333,
4,1x1,1,end,e,-0.273148,0.118056,
4,1x1,1,start,r,-0.166667,0.114583,
4,1x1,1,end,k,0.331019,0,
4,1x1,1,start,o,0.326389,0.135417,
4,1x1,1,end,f,-0.0925926,-0.00694444,
4,1x1,1,start,f,0.0347222,0.0329862,
4,1x1,1,end,e,-0.263889,0.100694,
4,1x1,1,start,t,0.0162037,0.131944,
4,1x1,1,end,e,-0.319444,0.105903,
4,1x1,1,start,q,-0.5625,0.140625,
4,1x1,1,end,k,0.340278,0.0416667,
4,1x1,1,start,b,0.0439815,-0.116319,
4,1x1,1,end,n,0.196759,-0.135417,
4,1x1,1,start,f,-0.162037,-0.00694444,
4,1x1,1,end,x,-0.27662,-0.0876736,
4,1x1,1,start,j,0.194444,0.0225694,
4,1x1,1,end,s,-0.329441,0.0138889,
4,1x1,1,start,o,0.37963,0.128472,
4,1x1,1,end,r,-0.0625,0.126736,
4,1x1,1,start,t,-0.025463,0.116319,
4,1x1,1,end,e,-0.298611,0.0902778,
4,1x1,1,start,l,0.400463,0.0364583,
4,1x1,1,end,y,0.0416666,0.123264,
4,1x1,1,start,d,-0.189815,0.0434028,
4,1x1,1,end,g,-0.0262112,-0.000561185,
4,1x1,1,start,a,-0.55787,0.0885417,
4,1x1,1,end,n,0.159722,-0.100694,
4,1x1,1,start,o,0.331019,0.121528,
4,1x1,1,end,r,-0.0717593,0.118056,
4,1x1,1,start,y,-0.00694444,0.0659722,
4,1x1,1,end,u,0.143518,0.100694,
4,1x1,1,start,c,-0.12963,-0.105903,
4,1x1,1,end,t,-0.0648148,0.128472,
4,1x1,1,start,r,-0.162037,0.119792,
4,1x1,1,end,e,-0.193287,0.09375,
4,1x1,1,start,t,-0.18287,0.1875,
4,1x1,1,end,e,-0.256945,0.114583,
4,1x1,1,start,f,-0.162037,-0.0121528,
4,1x1,1,end,e,-0.282407,0.142361,
4,1x1,1,start,b,-0.0347222,-0.09375,
4,1x1,1,end,g,-0.0439815,0.00694444,
4,1x1,1,start,w,-0.391204,0.100694,
4,1x1,1,end,s,-0.324074,-0.00694444,
4,1x1,1,start,j,0.106482,0.0347222,
4,1x1,1,end,p,0.465278,0.123264,
4,1x1,1,start,q,-0.462963,0.114583,
4,1x1,1,end,y,0.0138889,0.0833333,
4,1x1,1,start,h,0.0972222,0.0434028,
4,1x1,1,end,e,-0.270833,0.135417,
4,1x1,1,start,i,0.25463,0.201389,
4,1x1,1,end,s,-0.297031,0.0225694,
4,1x1,1,start,j,0.185185,-0.00173606,
4,1x1,1,end,t,-0.0023148,0.0989584,
4,1x1,1,start,l,0.509259,0.0295139,
4,1x1,1,end,e,-0.277778,0.123264,
4,1x1,1,start,e,-0.24537,0.111111,
4,1x1,1,end,e,-0.303241,0.0798611,
4,1x1,1,start,e,-0.266204,0.107639,
4,1x1,1,end,e,-0.236111,0.107639,
4,1x1,1,start,l,0.49537,-0.00347222,
4,1x1,1,end,e,-0.201389,0.130208,
4,1x1,1,start,m,0.356482,-0.142361,
4,1x1,1,end,s,-0.324074,0.00173611,
4,1x1,1,start,m,0.326389,-0.119792,
4,1x1,1,end,y,0.0717592,0.0902778,
4,1x1,1,start,t,-0.157407,0.151042,
4,1x1,1,end,s,-0.300926,0.0347222,
4,1x1,1,start,m,0.375,-0.189236,
4,1x1,1,end,y,0.0324074,0.0677084,
4,1x1,1,start,w,-0.199074,0.105903,
4,1x1,1,end,h,0.171296,0.0208333,
4,1x1,1,start,f,-0.122685,0.0138889,
4,1x1,1,end,l,0.425926,-0.0138889,
4,1x1,1,start,i,0.261574,0.215278,
4,1x1,1,end,n,0.181713,-0.0954861,
4,1x1,1,start,t,-0.12037,0.170139,
4,1x1,1,end,e,-0.287037,0.102431,
4,1x1,1,start,w,-0.291667,0.114583,
4,1x1,1,end,r,-0.0949074,0.0885417,
4,1x1,1,start,b,-0.00462964,-0.0920138,
4,1x1,1,end,g,-0.0185185,0.0277778,
4,1x1,1,start,i,0.289352,0.149305,
4,1x1,1,end,s,-0.324074,-0.0138889,
4,1x1,1,start,d,-0.0949074,-0.015625,
4,1x1,1,end,t,-0.0949074,0.104167,
4,1x1,1,start,i,0.358796,0.251736,
4,1x1,1,end,f,-0.150463,-0.0104166,
4,1x1,1,start,a,-0.460648,0.0225694,
4,1x1,1,end,t,-0.00462964,0.121528,
4,1x1,1,start,f,-0.0902778,0.0503472,
4,1x1,1,end,t,0.0513036,0.0763889,
4,1x1,1,start,y,-0.0717593,0.107639,
4,1x1,1,end,u,0.125,0.119792,
4,1x1,1,start,d,-0.282407,0.0347222,
4,1x1,1,end,o,0.340278,0.0885417,
4,1x1,1,start,n,0.0763889,-0.111111,
4,1x1,1,end,t,-0.099537,0.128472,
4,1x1,1,start,s,-0.30787,0.00868056,
4,1x1,1,end,d,-0.180556,0.00868056,
4,1x1,1,start,p,0.486111,0.170139,
4,1x1,1,end,e,-0.236111,0.130208,
4,1x1,1,start,p,0.555555,0.111111,
4,1x1,1,end,e,-0.275463,0.0957308,
4,1x1,1,start,y,-0.0763889,0.09375,
4,1x1,1,end,r,-0.155093,0.0746528,
4,1x1,1,start,d,-0.155093,0.0347222,
4,1x1,1,end,e,-0.273148,0.0677084,
4,1x1,1,start,o,0.384259,0.144097,
4,1x1,1,end,f,-0.12037,-0.0312499,
4,1x1,1,start,b,0.12037,-0.128472,
4,1x1,1,end,h,0.222222,0.00173611,
4,1x1,0.75,start,t,-0.135417,0.0729167,
4,1x1,0.75,end,e,-0.25,0.164063,
4,1x1,0.75,start,w,-0.388889,0.104167,
4,1x1,0.75,end,d,-0.177083,0.015625,
4,1x1,0.75,start,i,0.263889,0.205729,
4,1x1,0.75,end,s,-0.243527,-0.00260409,
4,1x1,0.75,start,a,-0.4375,0.0390626,
4,1x1,0.75,end,a,-0.4375,0.0390626,
4,1x1,0.75,start,s,-0.232639,-0.0156249,
4,1x1,0.75,end,e,-0.215278,0.104167,
4,1x1,0.75,start,t,-0.0625,0.122396,
4,1x1,0.75,end,e,-0.239583,0.109375,
4,1x1,0.75,start,f,-0.0486111,-0.0182292,
4,1x1,0.75,end,e,-0.253472,0.111979,
4,1x1,0.75,start,i,0.246528,0.117188,
4,1x1,0.75,end,s,-0.322917,-0.0234375,
4,1x1,0.75,start,w,-0.385417,0.0546875,
4,1x1,0.75,end,h,0.121528,0.00520841,
4,1x1,0.75,start,y,-0.0277778,0.151042,
4,1x1,0.75,end,u,0.0590278,0.0911459,
4,1x1,0.75,start,w,-0.274306,0.145833,
4,1x1,0.75,end,h,0.0833334,0.00520841,
4,1x1,0.75,start,o,0.420139,0.104167,
4,1x1,0.75,end,t,-0.09375,0.104167,
4,1x1,0.75,start,f,-0.104167,0.00260417,
4,1x1,0.75,end,r,-0.15625,0.111526,
4,1x1,0.75,start,l,0.458333,-0.03125,
4,1x1,0.75,end,w,-0.329861,0.078125,
4,1x1,0.75,start,f,-0.0972222,-0.0625,
4,1x1,0.75,end,g,-0.104167,0,
4,1x1,0.75,start,o,0.354167,0.127604,
4,1x1,0.75,end,s,-0.284722,-0.00130208,
4,1x1,0.75,start,y,0.0937501,0.143229,
4,1x1,0.75,end,u,0.173611,0.145833,
4,1x1,0.75,start,m,0.305556,-0.205729,
4,1x1,0.75,end,t,-0.0173611,0.0937499,
4,1x1,0.75,start,b,0.0416666,-0.132812,
4,1x1,0.75,end,e,-0.232639,0.135417,
4,1x1,0.75,start,g,0.0763889,0.015625,
4,1x1,0.75,end,g,-0.0729167,-0.00781242,
4,1x1,0.75,start,o,0.114583,0.0833334,
4,1x1,0.75,end,d,-0.194444,-0.00260409,
4,1x1,0.75,start,m,0.357639,-0.213542,
4,1x1,0.75,end,y,-0.0243056,0.164063,
4,1x1,0.75,start,f,-0.100695,0.104167,
4,1x1,0.75,end,e,-0.21875,0.0937499,
4,1x1,0.75,start,p,0.375,0.148438,
4,1x1,0.75,end,e,-0.208333,0.114583,
4,1x1,0.75,start,t,-0.128472,0.0338542,
4,1x1,0.75,end,o,0.354167,0.0937499,
4,1x1,0.75,start,v,-0.0694445,-0.143229,
4,1x1,0.75,end,t,-0.100695,0.119792,
4,1x1,0.75,start,y,0.0555556,0.195313,
4,1x1,0.75,end,s,-0.333333,0,
4,1x1,0.75,start,y,-0.0590277,0.0703126,
4,1x1,0.75,end,u,0.121528,0.151042,
4,1x1,0.75,start,a,-0.513889,0.0494792,
4,1x1,0.75,end,e,-0.274306,0.0937499,
4,1x1,0.75,start,v,-0.09375,-0.0833333,
4,1x1,0.75,end,y,0.0937501,0.109375,
4,1x1,0.75,start,s,-0.357639,0,
4,1x1,0.75,end,t,0.0659722,0.0885418,
4,1x1,0.75,start,a,-0.475695,-0.00781242,
4,1x1,0.75,end,a,-0.475695,-0.00781242,
4,1x1,0.75,start,p,0.493056,0.15625,
4,1x1,0.75,end,m,0.309028,-0.078125,
4,1x1,0.75,start,w,-0.322917,0.153646,
4,1x1,0.75,end,h,0.145833,0.046875,
4,1x1,0.75,start,t,-0.173611,0.171875,
4,1x1,0.75,end,e,-0.239583,0.104167,
4,1x1,0.75,start,e,-0.28125,0.143229,
4,1x1,0.75,end,e,-0.315972,0.127604,
4,1x1,0.75,start,t,-0.0763889,0.164063,
4,1x1,0.75,end,e,-0.284722,0.119792,
4,1x1,0.75,start,f,-0.138889,0.0625001,
4,1x1,0.75,end,e,-0.270833,0.130208,
4,1x1,0.75,start,b,0.0624999,-0.104167,
4,1x1,0.75,end,g,-0.0104167,0.046875,
4,1x1,0.75,start,w,-0.388889,0.138021,
4,1x1,0.75,end,s,-0.319445,0.015625,
4,1x1,0.75,start,j,0.145833,0.0703126,
4,1x1,0.75,end,p,0.444444,0.0924479,
4,1x1,0.75,start,q,-0.625,0.221354,
4,1x1,0.75,end,y,0.0277778,0.135417,
4,1x1,0.75,start,t,-0.0972222,0.171875,
4,1x1,0.75,end,e,-0.279514,0.104167,
4,1x1,0.75,start,q,-0.465278,0.106771,
4,1x1,0.75,end,k,0.319444,-0.0130208,
4,1x1,0.75,start,b,0.0104167,-0.119792,
4,1x1,0.75,end,n,0.190972,-0.094339,
4,1x1,0.75,start,f,-0.0520834,0.046875,
4,1x1,0.75,end,x,-0.25,-0.10174,
4,1x1,0.75,start,j,0.15625,0.0677084,
4,1x1,0.75,end,s,-0.305556,-0.00260409,
4,1x1,0.75,start,o,0.263889,0.158854,
4,1x1,0.75,end,r,-0.0486111,0.161458,
4,1x1,0.75,start,t,0.0416666,0.177083,
4,1x1,0.75,end,e,-0.236111,0.0911459,
4,1x1,0.75,start,l,0.4375,-0.00260409,
4,1x1,0.75,end,y,0.0833334,0.0911459,
4,1x1,0.75,start,d,-0.170139,-0.0104167,
4,1x1,0.75,end,g,0,0.0065105,
4,1x1,0.75,start,t,-0.0104167,0.226563,
4,1x1,0.75,end,e,-0.243056,0.0677084,
4,1x1,0.75,start,f,-0.0798611,0.0104167,
4,1x1,0.75,end,s,-0.28125,0.0208333,
4,1x1,0.75,start,g,0.0902778,0.0833334,
4,1x1,0.75,end,t,-0.03125,0.0598958,
4,1x1,0.75,start,i,0.1875,0.111979,
4,1x1,0.75,end,n,0.100695,-0.0911458,
4,1x1,0.75,start,t,-0.100695,0.119792,
4,1x1,0.75,end,e,-0.267361,0.104167,
4,1x1,0.75,start,w,-0.305556,0.135417,
4,1x1,0.75,end,y,0.142361,0.114583,
4,1x1,1.25,start,t,-0.0815972,0.158854,
4,1x1,1.25,end,e,-0.220486,0.0898438,
4,1x1,1.25,start,t,-0.0416667,0.0833334,
4,1x1,1.25,end,o,0.394097,0.108073,
4,1x1,1.25,start,g,-0.0590278,0.0234375,
4,1x1,1.25,end,o,0.385417,0.119792,
4,1x1,1.25,start,s,-0.251736,-0.00130204,
4,1x1,1.25,end,g,0.0295139,0.0286459,
4,1x1,1.25,start,o,0.376736,0.188802,
4,1x1,1.25,end,e,-0.23632,0.113281,
4,1x1,1.25,start,h,0.0486111,0.0260417,
4,1x1,1.25,end,k,0.34375,0.0260417,
4,1x1,1.25,start,o,0.347222,0.0820312,
4,1x1,1.25,end,f,-0.109375,0.00651042,
4,1x1,1.25,start,a,-0.404514,0.0169271,
4,1x1,1.25,end,a,-0.404514,0.0169271,
4,1x1,1.25,start,q,-0.388889,0.0989583,
4,1x1,1.25,end,n,0.135417,-0.122396,
4,1x1,1.25,start,n,0.0399306,-0.114583,
4,1x1,1.25,end,r,-0.105903,0.117188,
4,1x1,1.25,start,t,0.00520833,0.0820312,
4,1x1,1.25,end,o,0.348958,0.105469,
4,1x1,1.25,start,r,-0.0920139,0.104167,
4,1x1,1.25,end,h,0.147569,0.0104167,
4,1x1,1.25,start,a,-0.321181,-0.00781246,
4,1x1,1.25,end,d,-0.239805,0.0286459,
4,1x1,1.25,start,n,0.114583,-0.104167,
4,1x1,1.25,end,r,-0.0815972,0.123698,
4,1x1,1.25,start,t,-0.0677083,0.110677,
4,1x1,1.25,end,o,0.364583,0.110677,
4,1x1,1.25,start,t,-0.03125,0.11849,
4,1x1,1.25,end,n,0.157199,-0.078125,
4,1x1,1.25,start,a,-0.390625,0.0208333,
4,1x1,1.25,end,e,-0.223958,0.10026,
4,1x1,1.25,start,y,-0.0243055,0.0833334,
4,1x1,1.25,end,u,0.0902778,0.101563,
4,1x1,1.25,start,t,-0.00520833,0.111979,
4,1x1,1.25,end,g,-0.0329861,0.0540364,
4,1x1,1.25,start,t,-0.0798611,0.108073,
4,1x1,1.25,end,o,0.362847,0.108073,
4,1x1,1.25,start,m,0.269097,-0.0859375,
4,1x1,1.25,end,e,-0.262153,0.0833334,
4,1x1,1.25,start,a,-0.342014,0.0364583,
4,1x1,1.25,end,l,0.423611,0.0143229,
4,1x1,1.25,start,w,-0.251736,0.0859375,
4,1x1,1.25,end,k,0.309028,-0.046875,
4,1x1,1.25,start,a,-0.303819,0.0208333,
4,1x1,1.25,end,d,-0.25,0.0364583,
4,1x1,1.25,start,n,0.0590277,-0.111979,
4,1x1,1.25,end,o,0.361111,0.0989583,
4,1x1,1.25,start,p,0.465278,0.141927,
4,1x1,1.25,end,y,0.137153,0.105469,
4,1x1,1.25,start,t,-0.0642361,0.114583,
4,1x1,1.25,end,e,-0.215278,0.134115,
4,1x1,1.25,start,q,-0.467014,0.109375,
4,1x1,1.25,end,k,0.335069,0,
4,1x1,1.25,start,b,0.0763889,-0.151042,
4,1x1,1.25,end,n,0.185764,-0.121094,
4,1x1,1.25,start,f,-0.130208,-0.0182292,
4,1x1,1.25,end,x,-0.223958,-0.10026,
4,1x1,1.25,start,j,0.138889,-0.0195313,
4,1x1,1.25,end,s,-0.303819,0.0117188,
4,1x1,1.25,start,o,0.274306,0.130208,
4,1x1,1.25,end,r,-0.104167,0.106771,
4,1x1,1.25,start,t,-0.0954861,0.130208,
4,1x1,1.25,end,e,-0.260417,0.0983073,
4,1x1,1.25,start,l,0.404514,0.0078125,
4,1x1,1.25,end,y,0.0243056,0.0820312,
4,1x1,1.25,start,d,-0.210069,-0.00911458,
4,1x1,1.25,end,g,-0.0871961,-0.0130208,
4,1x1,1.25,start,t,-0.078125,0.169271,
4,1x1,1.25,end,e,-0.285811,0.104167,
4,1x1,1.25,start,p,0.432292,0.104167,
4,1x1,1.25,end,r,-0.0572916,0.0963542,
4,1x1,1.25,start,o,0.279514,0.115885,
4,1x1,1.25,end,f,-0.0989584,0.0325521,
4,1x1,1.25,start,d,-0.152778,0.0351563,
4,1x1,1.25,end,l,0.418403,0.0299479,
4,1x1,1.25,start,d,-0.149306,0.00911462,
4,1x1,1.25,end,o,0.355903,0.0872396,
4,1x1,1.25,start,n,0.0694445,-0.0989583,
4,1x1,1.25,end,t,-0.0451389,0.10026,
4,1x1,1.25,start,s,-0.168403,0.0455729,
4,1x1,1.25,end,y,0.114583,0.110677,
4,1x1,1.25,start,a,-0.373264,0.0651042,
4,1x1,1.25,end,g,-0.0729167,0.0195313,
4,1x1,1.25,start,t,-0.0625,0.11849,
4,1x1,1.25,end,e,-0.265625,0.111979,
4,1x1,1.25,start,f,-0.168403,-0.00911458,
4,1x1,1.25,end,e,-0.227448,0.132813,
4,1x1,1.25,start,b,0.0746528,-0.078125,
4,1x1,1.25,end,g,-0.0364583,0.0403646,
4,1x1,1.25,start,w,-0.319445,0.0716146,
4,1x1,1.25,end,s,-0.290191,-0.00911458,
4,1x1,1.25,start,j,0.128472,0.0286459,
4,1x1,1.25,end,p,0.409722,0.122396,
4,1x1,1.25,start,q,-0.435764,0.0989583,
4,1x1,1.25,end,y,-0.00347223,0.0963542,
4,1x1,1.25,start,q,-0.517361,0.145833,
4,1x1,1.25,end,n,0.168004,-0.0924479,
4,1x1,1.25,start,t,-0.0277778,0.106771,
4,1x1,1.25,end,t,-0.0225695,0.105469,
4,1x1,1.25,start,m,0.251736,-0.0859375,
4,1x1,1.25,end,t,-0.00868056,0.101563,
4,1x1,1.25,start,b,0.133681,-0.109375,
4,1x1,1.25,end,e,-0.288195,0.121094,
4,1x1,1.25,start,a,-0.435764,0.0390625,
4,1x1,1.25,end,d,-0.109375,-0.0266927,
5,1x1,0.75,start,t,0.0243056,0.1875,
5,1x1,0.75,end,e,-0.204861,0.130313,
5,1x1,0.75,start,f,-0.170139,-0.0677083,
5,1x1,0.75,end,e,-0.288194,0.0963542,
5,1x1,0.75,start,b,-0.0104167,-0.184896,
5,1x1,0.75,end,g,-0.0520834,0.00260417,
5,1x1,0.75,start,w,-0.371528,0.0598958,
5,1x1,0.75,end,s,-0.350694,-0.0182292,
5,1x1,0.75,start,j,0.204861,0.0572917,
5,1x1,0.75,end,p,0.524306,0.145833,
5,1x1,0.75,start,q,-0.614583,0.151042,
5,1x1,0.75,end,y,0.0243056,0.0807292,
5,1x1,0.75,start,a,-0.243056,0.0963542,
5,1x1,0.75,end,n,0.166667,-0.0963542,
5,1x1,0.75,start,o,0.545139,0.309896,
5,1x1,0.75,end,r,-0.122812,0.106771,
5,1x1,0.75,start,y,0.0902778,0.104167,
5,1x1,0.75,end,u,0.142361,0.0572917,
5,1x1,0.75,start,c,-0.138889,-0.114583,
5,1x1,0.75,end,t,-0.0555556,0.078125,
5,1x1,0.75,start,r,-0.138889,0.0807292,
5,1x1,0.75,end,e,-0.225694,0.0937499,
5,1x1,0.75,start,t,-0.0173611,0.130208,
5,1x1,0.75,end,e,-0.291667,0.125,
5,1x1,0.75,start,t,-0.100695,0.174479,
5,1x1,0.75,end,o,0.34375,0.127604,
5,1x1,0.75,start,g,-0.118056,0.03125,
5,1x1,0.75,end,o,0.350695,0.0885418,
5,1x1,0.75,start,s,-0.243056,0.122396,
5,1x1,0.75,end,g,-0.0243056,-0.00130208,
5,1x1,0.75,start,d,0.0416666,-0.0494792,
5,1x1,0.75,end,o,0.416667,0.138021,
5,1x1,0.75,start,n,0.239583,-0.200521,
5,1x1,0.75,end,t,-0.0902778,0.0677084,
5,1x1,0.75,start,s,-0.0972222,0.0338542,
5,1x1,0.75,end,y,0.0696391,0.122396,
5,1x1,0.75,start,a,-0.510417,0.0546875,
5,1x1,0.75,end,g,-0.03125,-0.00260409,
5,1x1,0.75,start,t,-0.0173611,0.125,
5,1x1,0.75,end,e,-0.291667,0.0859375,
5,1x1,0.75,start,q,-0.6875,0.0546875,
5,1x1,0.75,end,k,0.285587,-0.0130208,
5,1x1,0.75,start,b,-0.0451389,-0.195313,
5,1x1,0.75,end,n,0.159924,-0.0937499,
5,1x1,0.75,start,f,-0.114583,0.046875,
5,1x1,0.75,end,x,-0.340278,-0.0703125,
5,1x1,0.75,start,j,0.0798611,0.0755208,
5,1x1,0.75,end,s,-0.315972,-0.0208333,
5,1x1,0.75,start,o,0.284722,0.117188,
5,1x1,0.75,end,r,-0.065133,0.0841356,
5,1x1,0.75,start,t,-0.0208333,0.140625,
5,1x1,0.75,end,e,-0.268824,0.0896386,
5,1x1,0.75,start,l,0.600694,0.0208333,
5,1x1,0.75,end,y,0.0939722,0.0546875,
5,1x1,0.75,start,d,-0.225694,0.0390626,
5,1x1,0.75,end,g,-0.107639,-0.00520833,
5,1x1,0.75,start,y,0.204861,-0.00781242,
5,1x1,0.75,end,s,-0.326389,0.0078125,
5,1x1,0.75,start,y,-0.111111,0.171875,
5,1x1,0.75,end,u,0.0451389,0.0703126,
5,1x1,0.75,start,a,-0.545139,-0.0520833,
5,1x1,0.75,end,e,-0.336806,0.104167,
5,1x1,0.75,start,v,-0.00347219,-0.247396,
5,1x1,0.75,end,y,0.0624999,0.109375,
5,1x1,0.75,start,s,-0.399306,-0.0416666,
5,1x1,0.75,end,t,0,0.0963542,
5,1x1,0.75,start,m,0.427083,-0.182292,
5,1x1,0.75,end,y,-0.0694445,0.0911459,
5,1x1,0.75,start,w,-0.371528,0.138021,
5,1x1,0.75,end,h,0.104167,-0.0104167,
5,1x1,0.75,start,f,-0.149306,0,
5,1x1,0.75,end,l,0.416667,-0.0807291,
5,1x1,0.75,start,i,0.201389,0.184896,
