id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
2,1x1,0.5,standard,32,0.677966,0.779661,0.830508,0.864407,0.881356,0.881356,0.915254,0.966102,0.966102,0.983051
2,1x1,0.5,DTW,32,0.813559,0.915254,0.915254,0.915254,0.915254,0.932203,0.932203,0.932203,0.966102,0.966102
2,1x1,0.75,standard,32,0.566038,0.679245,0.698113,0.735849,0.735849,0.773585,0.811321,0.849057,0.849057,0.849057
2,1x1,0.75,DTW,32,0.679245,0.773585,0.773585,0.792453,0.811321,0.830189,0.830189,0.830189,0.830189,0.90566
2,1x1,1,standard,32,0.407407,0.537037,0.62963,0.648148,0.703704,0.740741,0.740741,0.777778,0.777778,0.796296
2,1x1,1,DTW,32,0.5,0.666667,0.796296,0.814815,0.87037,0.888889,0.888889,0.907407,0.907407,0.907407
2,1x3,0.5,standard,32,0.568966,0.689655,0.775862,0.827586,0.87931,0.913793,0.913793,0.913793,0.931034,0.931034
2,1x3,0.5,DTW,32,0.568966,0.724138,0.741379,0.793103,0.827586,0.827586,0.87931,0.87931,0.87931,0.913793
2,1x3,0.75,standard,32,0.672414,0.827586,0.844828,0.87931,0.896552,0.896552,0.913793,0.931034,0.948276,0.948276
2,1x3,0.75,DTW,32,0.706897,0.810345,0.810345,0.844828,0.844828,0.844828,0.862069,0.87931,0.87931,0.87931
2,1x3,1,standard,32,0.66,0.76,0.82,0.88,0.88,0.88,0.88,0.88,0.9,0.9
2,1x3,1,DTW,32,0.68,0.78,0.8,0.84,0.84,0.84,0.88,0.88,0.88,0.92
