id,scale,size,algorithm,sampleNum,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
3,1x1,0.5,standard,32,0.160714,0.232143,0.321429,0.357143,0.392857,0.410714,0.410714,0.428571,0.464286,0.517857
3,1x1,0.5,DTW,32,0.375,0.535714,0.607143,0.660714,0.678571,0.696429,0.732143,0.75,0.767857,0.767857
3,1x1,0.75,standard,32,0.418182,0.490909,0.545455,0.618182,0.672727,0.672727,0.690909,0.709091,0.745455,0.745455
3,1x1,0.75,DTW,32,0.6,0.709091,0.781818,0.781818,0.818182,0.872727,0.890909,0.909091,0.927273,0.927273
3,1x1,1,standard,32,0.267857,0.357143,0.482143,0.571429,0.625,0.625,0.625,0.642857,0.696429,0.696429
3,1x1,1,DTW,32,0.535714,0.642857,0.714286,0.767857,0.767857,0.803571,0.803571,0.821429,0.839286,0.839286
3,1x3,0.5,standard,32,0.25,0.392857,0.482143,0.517857,0.571429,0.607143,0.607143,0.642857,0.642857,0.660714
3,1x3,0.5,DTW,32,0.464286,0.553571,0.660714,0.732143,0.785714,0.839286,0.839286,0.857143,0.875,0.892857
3,1x3,0.75,standard,32,0.388889,0.462963,0.537037,0.592593,0.611111,0.666667,0.685185,0.685185,0.685185,0.722222
3,1x3,0.75,DTW,32,0.555556,0.722222,0.777778,0.796296,0.796296,0.833333,0.851852,0.851852,0.87037,0.87037
3,1x3,1,standard,32,0.285714,0.553571,0.714286,0.714286,0.75,0.767857,0.767857,0.767857,0.803571,0.803571
3,1x3,1,DTW,32,0.571429,0.75,0.839286,0.910714,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571
