id,scale,size,word,time,time/length
1,1x1,1.25,the,1.0693,0.356433
1,1x1,1.25,world,1.8376,0.36752
1,1x1,1.25,is,0.6873,0.34365
1,1x1,1.25,a,0.0686,0.0686
1,1x1,1.25,stage,1.3763,0.27526
1,1x1,1,breathing,2.5558,0.283978
1,1x1,1,is,0.7157,0.35785
1,1x1,1,difficult,2.5564,0.284044
1,1x1,1,the,1.0522,0.350733
1,1x1,1,five,1.0648,0.2662
1,1x1,1,boxing,1.8202,0.303367
1,1x1,1,wizards,2.0358,0.290829
1,1x1,1,jump,1.086,0.2715
1,1x1,1,quickly,1.762,0.251714
1,1x1,1,one,1.1319,0.3773
1,1x1,1,heck,1.0731,0.268275
1,1x1,1,of,0.6956,0.3478
1,1x1,1,a,0.0877,0.0877
1,1x1,1,question,1.704,0.213
1,1x1,1,yes,0.8518,0.283933
1,1x1,1,you,0.8704,0.290133
1,1x1,1,are,0.7889,0.262967
1,1x1,1,very,0.7666,0.19165
1,1x1,1,smart,1.5715,0.3143
1,1x1,1,watch,1.2635,0.2527
1,1x1,1,out,0.69,0.23
1,1x1,1,for,0.9166,0.305533
1,1x1,1,low,1.1086,0.369533
1,1x1,1,flying,1.6873,0.281217
1,1x1,1,objects,2.248,0.321143
1,1x1,1,the,0.9604,0.320133
1,1x1,1,quick,1.1881,0.23762
1,1x1,1,brown,1.7102,0.34204
1,1x1,1,fox,1.2948,0.4316
1,1x1,1,jumps,1.4253,0.28506
1,1x1,1,over,1.0056,0.2514
1,1x1,1,the,0.6956,0.231867
1,1x1,1,lazy,1.2786,0.31965
1,1x1,1,dog,1.1062,0.368733
1,1x1,1,do,0.8787,0.43935
1,1x1,1,not,1.0184,0.339467
1,1x1,1,say,0.7829,0.260967
1,1x1,1,anything,2.0717,0.258962
1,1x1,1,the,0.9032,0.301067
1,1x1,1,facts,1.5351,0.30702
1,1x1,1,get,0.8089,0.269633
1,1x1,1,in,0.5109,0.25545
1,1x1,1,the,0.9448,0.314933
1,1x1,1,way,0.8521,0.284033
1,1x1,1,are,0.8162,0.272067
1,1x1,1,you,0.8186,0.272867
1,1x1,1,talking,2.0054,0.286486
1,1x1,1,to,0.6933,0.34665
1,1x1,1,me,0.9743,0.48715
1,1x1,1,an,0.7604,0.3802
1,1x1,1,offer,1.1248,0.22496
1,1x1,1,you,0.8872,0.295733
1,1x1,1,cannot,1.6166,0.269433
1,1x1,1,refuse,1.9104,0.3184
1,1x1,0.75,the,1.1931,0.3977
1,1x1,0.75,quick,1.7348,0.34696
1,1x1,0.75,brown,1.6473,0.32946
1,1x1,0.75,fox,1.2491,0.416367
1,1x1,0.75,jumps,1.7251,0.34502
1,1x1,0.75,over,1.3943,0.348575
1,1x1,0.75,the,1.1732,0.391067
1,1x1,0.75,lazy,1.4839,0.370975
1,1x1,0.75,dog,1.1202,0.3734
1,1x1,0.75,the,1.2842,0.428067
1,1x1,0.75,five,1.3073,0.326825
1,1x1,0.75,boxing,2.2371,0.37285
1,1x1,0.75,wizards,2.1482,0.306886
1,1x1,0.75,jump,1.1651,0.291275
1,1x1,0.75,quickly,1.6398,0.234257
1,1x1,0.75,if,0.8209,0.41045
1,1x1,0.75,at,0.6249,0.31245
1,1x1,0.75,first,1.3945,0.2789
1,1x1,0.75,you,1.0564,0.352133
1,1x1,0.75,do,0.6251,0.31255
1,1x1,0.75,not,0.8963,0.298767
1,1x1,0.75,succeed,1.4118,0.201686
1,1x1,0.75,the,1.1362,0.378733
1,1x1,0.75,power,1.1195,0.2239
1,1x1,0.75,of,0.6278,0.3139
1,1x1,0.75,denial,2.0954,0.349233
1,1x1,0.75,question,2.024,0.253
1,1x1,0.75,that,1.146,0.2865
1,1x1,0.75,must,1.1785,0.294625
1,1x1,0.75,be,0.7301,0.36505
1,1x1,0.75,answered,2.8766,0.359575
1,1x1,0.75,he,0.6908,0.3454
1,1x1,0.75,is,0.701,0.3505
1,1x1,0.75,just,1.1876,0.2969
1,1x1,0.75,like,1.2476,0.3119
1,1x1,0.75,everyone,2.2791,0.284887
1,1x1,0.75,else,1.6168,0.4042
1,1x1,0.75,all,0.781,0.260333
1,1x1,0.75,work,1.3815,0.345375
1,1x1,0.75,and,1.0636,0.354533
1,1x1,0.75,no,0.7199,0.35995
1,1x1,0.75,play,1.3937,0.348425
1,1x1,0.75,never,1.3615,0.2723
1,1x1,0.75,too,0.7599,0.2533
1,1x1,0.75,rich,1.0723,0.268075
1,1x1,0.75,and,1.0101,0.3367
1,1x1,0.75,never,1.5168,0.30336
1,1x1,0.75,too,1.0889,0.362967
1,1x1,0.75,thin,1.0271,0.256775
1,1x1,0.75,my,0.676,0.338
1,1x1,0.75,watch,1.229,0.2458
1,1x1,0.75,fell,1.1201,0.280025
1,1x1,0.75,in,0.6057,0.30285
1,1x1,0.75,the,0.8864,0.295467
1,1x1,0.75,water,1.4174,0.28348
1,1x1,0.75,a,0.0946,0.0946
1,1x1,0.75,problem,2.463,0.351857
1,1x1,0.75,with,1.1492,0.2873
1,1x1,0.75,the,0.8883,0.2961
1,1x1,0.75,engine,1.8714,0.3119
1,1x3,1.25,yes,1.0352,0.345067
1,1x3,1.25,you,1.0599,0.3533
1,1x3,1.25,are,1.1884,0.396133
1,1x3,1.25,very,1.0659,0.266475
1,1x3,1.25,smart,1.8878,0.37756
1,1x3,1.25,love,1.729,0.43225
1,1x3,1.25,means,2.115,0.423
1,1x3,1.25,many,1.427,0.35675
1,1x3,1.25,things,1.9,0.316667
1,1x3,1.25,time,1.543,0.38575
1,1x3,1.25,to,0.65,0.325
1,1x3,1.25,go,0.586,0.293
1,1x3,1.25,shopping,1.709,0.213625
1,1x3,1.25,you,1.159,0.386333
1,1x3,1.25,must,1.62,0.405
1,1x3,1.25,be,0.727,0.3635
1,1x3,1.25,getting,1.652,0.236
1,1x3,1.25,old,1.046,0.348667
1,1x3,1.25,we,0.603,0.3015
1,1x3,1.25,run,1.081,0.360333
1,1x3,1.25,the,1.063,0.354333
1,1x3,1.25,risk,1.445,0.36125
1,1x3,1.25,of,0.806,0.403
1,1x3,1.25,failure,2.032,0.290286
1,1x3,1.25,do,0.939,0.4695
1,1x3,1.25,not,0.893,0.297667
1,1x3,1.25,say,1.144,0.381333
1,1x3,1.25,anything,2.574,0.32175
1,1x3,1.25,one,1.362,0.454
1,1x3,1.25,heck,1.253,0.31325
1,1x3,1.25,of,0.76,0.38
1,1x3,1.25,a,0.099,0.099
1,1x3,1.25,question,1.655,0.206875
1,1x3,1.25,the,0.916,0.305333
1,1x3,1.25,quick,1.063,0.2126
1,1x3,1.25,brown,1.863,0.3726
1,1x3,1.25,fox,1.243,0.414333
1,1x3,1.25,jumps,1.602,0.3204
1,1x3,1.25,over,1.735,0.43375
1,1x3,1.25,the,0.855,0.285
1,1x3,1.25,lazy,1.656,0.414
1,1x3,1.25,dog,1.079,0.359667
1,1x3,1.25,the,0.978,0.326
1,1x3,1.25,five,1.607,0.40175
1,1x3,1.25,boxing,2.346,0.391
1,1x3,1.25,wizards,2.14,0.305714
1,1x3,1.25,jump,1.247,0.31175
1,1x3,1.25,quickly,2.094,0.299143
1,1x3,1.25,breathing,2.495,0.277222
1,1x3,1.25,is,0.749,0.3745
1,1x3,1.25,difficult,2.796,0.310667
1,1x3,1,if,1.226,0.613
1,1x3,1,at,0.57,0.285
1,1x3,1,first,1.371,0.2742
1,1x3,1,you,0.767,0.255667
1,1x3,1,do,0.667,0.3335
1,1x3,1,not,0.969,0.323
1,1x3,1,succeed,1.632,0.233143
1,1x3,1,please,1.818,0.303
1,1x3,1,provide,2.102,0.300286
1,1x3,1,your,1.015,0.25375
1,1x3,1,date,1.003,0.25075
1,1x3,1,of,0.525,0.2625
1,1x3,1,birth,1.131,0.2262
1,1x3,1,watch,1.503,0.3006
1,1x3,1,out,0.477,0.159
1,1x3,1,for,0.856,0.285333
1,1x3,1,low,0.961,0.320333
1,1x3,1,flying,1.472,0.245333
1,1x3,1,objects,2.146,0.306571
1,1x3,1,the,0.966,0.322
1,1x3,1,force,1.434,0.2868
1,1x3,1,is,0.47,0.235
1,1x3,1,with,1.023,0.25575
1,1x3,1,you,0.843,0.281
1,1x3,1,the,0.973,0.324333
1,1x3,1,quick,1.12,0.224
1,1x3,1,brown,1.72,0.344
1,1x3,1,fox,1.137,0.379
1,1x3,1,jumps,1.396,0.2792
1,1x3,1,over,1.214,0.3035
1,1x3,1,the,0.795,0.265
1,1x3,1,lazy,1.1,0.275
1,1x3,1,dog,0.978,0.326
1,1x3,1,are,0.949,0.316333
1,1x3,1,you,0.933,0.311
1,1x3,1,talking,2.038,0.291143
1,1x3,1,to,0.568,0.284
1,1x3,1,me,0.501,0.2505
1,1x3,1,he,0.69,0.345
1,1x3,1,is,0.506,0.253
1,1x3,1,just,1.019,0.25475
1,1x3,1,like,1.042,0.2605
1,1x3,1,everyone,2.355,0.294375
1,1x3,1,else,1.321,0.33025
1,1x3,1,a,0.066,0.066
1,1x3,1,problem,2.057,0.293857
1,1x3,1,with,1.017,0.25425
1,1x3,1,the,0.699,0.233
1,1x3,1,engine,1.975,0.329167
1,1x3,1,the,1.064,0.354667
1,1x3,1,five,1.348,0.337
1,1x3,1,boxing,2.152,0.358667
1,1x3,1,wizards,2.127,0.303857
1,1x3,1,jump,1.053,0.26325
1,1x3,1,quickly,1.841,0.263
1,1x3,1,the,1.16,0.386667
1,1x3,1,power,1.297,0.2594
1,1x3,1,of,0.577,0.2885
1,1x3,1,denial,1.793,0.298833
1,1x3,0.75,my,0.94,0.47
1,1x3,0.75,watch,1.46,0.292
1,1x3,0.75,fell,0.9,0.225
1,1x3,0.75,in,0.75,0.375
1,1x3,0.75,the,0.91,0.303333
1,1x3,0.75,water,1.51,0.302
1,1x3,0.75,all,1.09,0.363333
1,1x3,0.75,work,1.5,0.375
1,1x3,0.75,and,1.22,0.406667
1,1x3,0.75,no,0.66,0.33
1,1x3,0.75,play,1.47,0.3675
1,1x3,0.75,the,1.12,0.373333
1,1x3,0.75,quick,1.33,0.266
1,1x3,0.75,brown,1.59,0.318
1,1x3,0.75,fox,1.24,0.413333
1,1x3,0.75,jumps,1.57,0.314
1,1x3,0.75,over,1.2,0.3
1,1x3,0.75,the,0.89,0.296667
1,1x3,0.75,lazy,1.13,0.2825
1,1x3,0.75,dog,0.86,0.286667
1,1x3,0.75,an,0.92,0.46
1,1x3,0.75,offer,1.14,0.228
1,1x3,0.75,you,0.78,0.26
1,1x3,0.75,cannot,1.44,0.24
1,1x3,0.75,refuse,1.58,0.263333
1,1x3,0.75,never,1.95,0.39
1,1x3,0.75,too,0.62,0.206667
1,1x3,0.75,rich,1.28,0.32
1,1x3,0.75,and,1.01,0.336667
1,1x3,0.75,never,1.57,0.314
1,1x3,0.75,too,0.65,0.216667
1,1x3,0.75,thin,1.1,0.275
1,1x3,0.75,the,0.92,0.306667
1,1x3,0.75,five,1.31,0.3275
1,1x3,0.75,boxing,2.2,0.366667
1,1x3,0.75,wizards,2.1,0.3
1,1x3,0.75,jump,0.91,0.2275
1,1x3,0.75,quickly,1.47,0.21
1,1x3,0.75,question,2.21,0.27625
1,1x3,0.75,that,0.94,0.235
1,1x3,0.75,must,1.05,0.2625
1,1x3,0.75,be,0.52,0.26
1,1x3,0.75,answered,1.81,0.22625
1,1x3,0.75,the,1.29,0.43
1,1x3,0.75,facts,1.59,0.318
1,1x3,0.75,get,0.83,0.276667
1,1x3,0.75,in,0.5,0.25
1,1x3,0.75,the,0.8,0.266667
1,1x3,0.75,way,0.68,0.226667
1,1x3,0.75,the,1.05,0.35
1,1x3,0.75,world,1.64,0.328
1,1x3,0.75,is,0.59,0.295
1,1x3,0.75,a,0.1,0.1
1,1x3,0.75,stage,1.35,0.27
1,1x3,0.75,my,0.68,0.34
1,1x3,0.75,favorite,2.35,0.29375
1,1x3,0.75,place,1.55,0.31
1,1x3,0.75,to,0.64,0.32
1,1x3,0.75,visit,1.7,0.34
2,1x3,1.25,the,1.0901,0.363367
2,1x3,1.25,power,1.5059,0.30118
2,1x3,1.25,of,1.0302,0.5151
2,1x3,1.25,denial,2.6432,0.440533
2,1x3,1.25,breathing,3.6345,0.403833
2,1x3,1.25,is,1.2362,0.6181
2,1x3,1.25,difficult,4.4955,0.4995
2,1x3,1.25,the,1.4546,0.484867
2,1x3,1.25,five,1.765,0.44125
2,1x3,1.25,boxing,2.3187,0.38645
2,1x3,1.25,wizards,2.3573,0.336757
2,1x3,1.25,jump,1.4559,0.363975
2,1x3,1.25,quickly,4.3047,0.614957
2,1x3,1.25,one,1.5699,0.5233
2,1x3,1.25,heck,1.5021,0.375525
2,1x3,1.25,of,0.9119,0.45595
2,1x3,1.25,a,0.7861,0.7861
2,1x3,1.25,question,2.6337,0.329212
2,1x3,1.25,the,1.2807,0.4269
2,1x3,1.25,quick,2.1418,0.42836
2,1x3,1.25,brown,2.6895,0.5379
2,1x3,1.25,fox,1.3164,0.4388
2,1x3,1.25,jumps,2.0461,0.40922
2,1x3,1.25,over,1.5026,0.37565
2,1x3,1.25,the,1.2967,0.432233
2,1x3,1.25,lazy,2.3481,0.587025
2,1x3,1.25,dog,1.3527,0.4509
2,1x3,1.25,if,0.9942,0.4971
2,1x3,1.25,at,0.7873,0.39365
2,1x3,1.25,first,1.9792,0.39584
2,1x3,1.25,you,1.087,0.362333
2,1x3,1.25,do,0.9507,0.47535
2,1x3,1.25,not,1.2347,0.411567
2,1x3,1.25,succeed,3.1457,0.449386
2,1x3,1.25,love,1.8581,0.464525
2,1x3,1.25,means,2.8475,0.5695
2,1x3,1.25,many,2.4654,0.61635
2,1x3,1.25,things,2.0154,0.3359
2,1x3,1.25,are,1.2885,0.4295
2,1x3,1.25,you,1.3355,0.445167
2,1x3,1.25,talking,3.3634,0.480486
2,1x3,1.25,to,1.1705,0.58525
2,1x3,1.25,me,1.3716,0.6858
2,1x3,1.25,never,2.2017,0.44034
2,1x3,1.25,too,1.2397,0.413233
2,1x3,1.25,rich,2.063,0.51575
2,1x3,1.25,and,1.6351,0.545033
2,1x3,1.25,never,2.5177,0.50354
2,1x3,1.25,too,1.583,0.527667
2,1x3,1.25,thin,1.5214,0.38035
2,1x3,1.25,the,1.2058,0.401933
2,1x3,1.25,facts,1.9269,0.38538
2,1x3,1.25,get,1.3597,0.453233
2,1x3,1.25,in,1.0406,0.5203
2,1x3,1.25,the,1.2633,0.4211
2,1x3,1.25,way,1.2789,0.4263
2,1x3,1,time,1.362,0.3405
2,1x3,1,to,0.876,0.438
2,1x3,1,go,1.05,0.525
2,1x3,1,shopping,3.488,0.436
2,1x3,1,watch,2.014,0.4028
2,1x3,1,out,1.235,0.411667
2,1x3,1,for,1.707,0.569
2,1x3,1,low,1.707,0.569
2,1x3,1,flying,2.73,0.455
2,1x3,1,objects,3.281,0.468714
2,1x3,1,the,1.353,0.451
2,1x3,1,five,1.689,0.42225
2,1x3,1,boxing,3.741,0.6235
2,1x3,1,wizards,3.723,0.531857
2,1x3,1,jump,1.936,0.484
2,1x3,1,quickly,2.749,0.392714
2,1x3,1,my,1.206,0.603
2,1x3,1,watch,2.15,0.43
2,1x3,1,fell,1.609,0.40225
2,1x3,1,in,0.898,0.449
2,1x3,1,the,1.12,0.373333
2,1x3,1,water,1.505,0.301
2,1x3,1,please,2.664,0.444
2,1x3,1,provide,2.987,0.426714
2,1x3,1,your,1.497,0.37425
2,1x3,1,date,1.818,0.4545
2,1x3,1,of,0.966,0.483
2,1x3,1,birth,1.668,0.3336
2,1x3,1,a,0.232,0.232
2,1x3,1,problem,2.603,0.371857
2,1x3,1,with,1.437,0.35925
2,1x3,1,the,0.881,0.293667
2,1x3,1,engine,2.08,0.346667
2,1x3,1,the,0.955,0.318333
2,1x3,1,quick,1.781,0.3562
2,1x3,1,brown,2.166,0.4332
2,1x3,1,fox,1.387,0.462333
2,1x3,1,jumps,2.173,0.4346
2,1x3,1,over,1.941,0.48525
2,1x3,1,the,1.231,0.410333
2,1x3,1,lazy,2.586,0.6465
2,1x3,1,dog,1.116,0.372
2,1x3,1,the,1.496,0.498667
2,1x3,1,world,2.041,0.4082
2,1x3,1,is,0.834,0.417
2,1x3,1,a,0.387,0.387
2,1x3,1,stage,1.881,0.3762
2,1x3,1,question,2.366,0.29575
2,1x3,1,that,1.341,0.33525
2,1x3,1,must,1.721,0.43025
2,1x3,1,be,0.924,0.462
2,1x3,1,answered,2.604,0.3255
2,1x3,1,all,0.937,0.312333
2,1x3,1,work,1.751,0.43775
2,1x3,1,and,1.215,0.405
2,1x3,1,no,0.931,0.4655
2,1x3,1,play,1.808,0.452
2,1x3,0.75,the,1.168,0.389333
2,1x3,0.75,five,1.788,0.447
2,1x3,0.75,boxing,2.325,0.3875
2,1x3,0.75,wizards,2.542,0.363143
2,1x3,0.75,jump,1.62,0.405
2,1x3,0.75,quickly,2.12,0.302857
2,1x3,0.75,we,0.738,0.369
2,1x3,0.75,run,1.564,0.521333
2,1x3,0.75,the,1.251,0.417
2,1x3,0.75,risk,1.478,0.3695
2,1x3,0.75,of,0.796,0.398
2,1x3,0.75,failure,2.698,0.385429
2,1x3,0.75,an,1.025,0.5125
2,1x3,0.75,offer,2.016,0.4032
2,1x3,0.75,you,0.963,0.321
2,1x3,0.75,cannot,2.415,0.4025
2,1x3,0.75,refuse,2.043,0.3405
2,1x3,0.75,you,1.343,0.447667
2,1x3,0.75,must,1.68,0.42
2,1x3,0.75,be,1.307,0.6535
2,1x3,0.75,getting,2.559,0.365571
2,1x3,0.75,old,1.542,0.514
2,1x3,0.75,my,1.124,0.562
2,1x3,0.75,favorite,3.427,0.428375
2,1x3,0.75,place,3.053,0.6106
2,1x3,0.75,to,1.071,0.5355
2,1x3,0.75,visit,1.985,0.397
2,1x3,0.75,do,0.991,0.4955
2,1x3,0.75,not,1.219,0.406333
2,1x3,0.75,say,1.638,0.546
2,1x3,0.75,anything,2.544,0.318
2,1x3,0.75,the,1.769,0.589667
2,1x3,0.75,quick,1.618,0.3236
2,1x3,0.75,brown,2.563,0.5126
2,1x3,0.75,fox,1.805,0.601667
2,1x3,0.75,jumps,2.105,0.421
2,1x3,0.75,over,2.062,0.5155
2,1x3,0.75,the,1.601,0.533667
2,1x3,0.75,lazy,1.837,0.45925
2,1x3,0.75,dog,1.593,0.531
2,1x3,0.75,he,1.067,0.5335
2,1x3,0.75,is,1.087,0.5435
2,1x3,0.75,just,1.444,0.361
2,1x3,0.75,like,1.625,0.40625
2,1x3,0.75,everyone,3.056,0.382
2,1x3,0.75,else,1.828,0.457
2,1x3,0.75,the,1.007,0.335667
2,1x3,0.75,force,2.141,0.4282
2,1x3,0.75,is,0.837,0.4185
2,1x3,0.75,with,1.372,0.343
2,1x3,0.75,you,1.038,0.346
2,1x3,0.75,yes,1.151,0.383667
2,1x3,0.75,you,1.265,0.421667
2,1x3,0.75,are,1.29,0.43
2,1x3,0.75,very,1.389,0.34725
2,1x3,0.75,smart,1.809,0.3618
2,1x1,1.25,the,1.3031,0.434367
2,1x1,1.25,power,1.9079,0.38158
2,1x1,1.25,of,1.102,0.551
2,1x1,1.25,denial,3.092,0.515333
2,1x1,1.25,breathing,2.3635,0.262611
2,1x1,1.25,is,0.9732,0.4866
2,1x1,1.25,difficult,2.7921,0.310233
2,1x1,1.25,the,1.0422,0.3474
2,1x1,1.25,five,1.4085,0.352125
2,1x1,1.25,boxing,2.043,0.3405
2,1x1,1.25,wizards,1.9888,0.284114
2,1x1,1.25,jump,1.5181,0.379525
2,1x1,1.25,quickly,2.6785,0.382643
2,1x1,1.25,one,1.671,0.557
2,1x1,1.25,heck,1.6984,0.4246
2,1x1,1.25,of,1.0098,0.5049
2,1x1,1.25,a,0.3023,0.3023
2,1x1,1.25,question,2.3957,0.299463
2,1x1,1.25,the,1.0035,0.3345
2,1x1,1.25,quick,1.8384,0.36768
2,1x1,1.25,brown,2.3669,0.47338
2,1x1,1.25,fox,1.2691,0.423033
2,1x1,1.25,jumps,2.0908,0.41816
2,1x1,1.25,over,2.2062,0.55155
2,1x1,1.25,the,1.5669,0.5223
2,1x1,1.25,lazy,2.0839,0.520975
2,1x1,1.25,dog,1.2665,0.422167
2,1x1,1.25,if,1.2361,0.61805
2,1x1,1.25,at,0.8486,0.4243
2,1x1,1.25,first,2.1335,0.4267
2,1x1,1.25,you,1.3222,0.440733
2,1x1,1.25,do,0.9897,0.49485
2,1x1,1.25,not,1.2973,0.432433
2,1x1,1.25,succeed,1.5371,0.219586
2,1x1,1.25,love,1.6842,0.42105
2,1x1,1.25,means,2.1908,0.43816
2,1x1,1.25,many,1.952,0.488
2,1x1,1.25,things,2.2166,0.369433
2,1x1,1.25,are,1.2238,0.407933
2,1x1,1.25,you,1.0214,0.340467
2,1x1,1.25,talking,2.7348,0.390686
2,1x1,1.25,to,0.7923,0.39615
2,1x1,1.25,me,0.9358,0.4679
2,1x1,1.25,never,1.9353,0.38706
2,1x1,1.25,too,1.0125,0.3375
2,1x1,1.25,rich,1.6033,0.400825
2,1x1,1.25,and,1.2391,0.413033
2,1x1,1.25,never,1.8771,0.37542
2,1x1,1.25,too,1.0962,0.3654
2,1x1,1.25,thin,1.7437,0.435925
2,1x1,1.25,the,1.0646,0.354867
2,1x1,1.25,facts,1.6605,0.3321
2,1x1,1.25,get,1.0671,0.3557
2,1x1,1.25,in,0.6919,0.34595
2,1x1,1.25,the,0.9855,0.3285
2,1x1,1.25,way,1.2407,0.413567
2,1x1,1,time,1.7312,0.4328
2,1x1,1,to,1.346,0.673
2,1x1,1,go,0.8539,0.42695
2,1x1,1,shopping,2.2596,0.28245
2,1x1,1,watch,1.9489,0.38978
2,1x1,1,out,0.9644,0.321467
2,1x1,1,for,1.6189,0.539633
2,1x1,1,low,1.4597,0.486567
2,1x1,1,flying,2.134,0.355667
2,1x1,1,objects,3.1641,0.452014
2,1x1,1,the,1.4716,0.490533
2,1x1,1,five,1.8351,0.458775
2,1x1,1,boxing,2.8944,0.4824
2,1x1,1,wizards,2.8642,0.409171
2,1x1,1,jump,1.6614,0.41535
2,1x1,1,quickly,2.6046,0.372086
2,1x1,1,my,0.9089,0.45445
2,1x1,1,watch,1.8517,0.37034
2,1x1,1,fell,1.2229,0.305725
2,1x1,1,in,0.6271,0.31355
2,1x1,1,the,0.9784,0.326133
2,1x1,1,water,1.4777,0.29554
2,1x1,1,please,2.0917,0.348617
2,1x1,1,provide,3.0131,0.430443
2,1x1,1,your,1.4085,0.352125
2,1x1,1,date,1.2814,0.32035
2,1x1,1,of,0.9555,0.47775
2,1x1,1,birth,2.0675,0.4135
2,1x1,1,a,0.4851,0.4851
2,1x1,1,problem,3.0917,0.441671
2,1x1,1,with,1.4659,0.366475
2,1x1,1,the,1.2266,0.408867
2,1x1,1,engine,2.1105,0.35175
2,1x1,1,the,1.0885,0.362833
2,1x1,1,quick,1.7257,0.34514
2,1x1,1,brown,2.1372,0.42744
2,1x1,1,fox,1.1562,0.3854
2,1x1,1,jumps,1.9544,0.39088
2,1x1,1,over,1.4595,0.364875
2,1x1,1,the,1.2143,0.404767
2,1x1,1,lazy,1.9016,0.4754
2,1x1,1,dog,1.3379,0.445967
2,1x1,1,the,1.2587,0.419567
2,1x1,1,world,2.1221,0.42442
2,1x1,1,is,0.931,0.4655
2,1x1,1,a,0.1992,0.1992
2,1x1,1,stage,1.7383,0.34766
2,1x1,1,question,2.715,0.339375
2,1x1,1,that,1.3124,0.3281
2,1x1,1,must,1.4167,0.354175
2,1x1,1,be,0.6893,0.34465
2,1x1,1,answered,2.2688,0.2836
2,1x1,1,all,0.875,0.291667
2,1x1,1,work,2.7786,0.69465
2,1x1,1,and,1.5536,0.517867
2,1x1,1,no,0.7992,0.3996
2,1x1,1,play,1.9103,0.477575
2,1x1,0.75,the,1.7807,0.593567
2,1x1,0.75,five,2.1482,0.53705
2,1x1,0.75,boxing,3.2766,0.5461
2,1x1,0.75,wizards,4.2303,0.604329
2,1x1,0.75,jump,1.8128,0.4532
2,1x1,0.75,quickly,2.5357,0.362243
2,1x1,0.75,we,1.5148,0.7574
2,1x1,0.75,run,1.9599,0.6533
2,1x1,0.75,the,1.7976,0.5992
2,1x1,0.75,risk,2.4059,0.601475
2,1x1,0.75,of,1.2219,0.61095
2,1x1,0.75,failure,2.8253,0.403614
2,1x1,0.75,an,1.5618,0.7809
2,1x1,0.75,offer,2.0556,0.41112
2,1x1,0.75,you,1.3706,0.456867
2,1x1,0.75,cannot,2.8911,0.48185
2,1x1,0.75,refuse,2.6241,0.43735
2,1x1,0.75,you,1.646,0.548667
2,1x1,0.75,must,2.0387,0.509675
2,1x1,0.75,be,1.2114,0.6057
2,1x1,0.75,getting,2.377,0.339571
2,1x1,0.75,old,1.755,0.585
2,1x1,0.75,my,1.1778,0.5889
2,1x1,0.75,favorite,4.1142,0.514275
2,1x1,0.75,place,3.1327,0.62654
2,1x1,0.75,to,1.3839,0.69195
2,1x1,0.75,visit,3.0066,0.60132
2,1x1,0.75,do,1.284,0.642
2,1x1,0.75,not,1.8573,0.6191
2,1x1,0.75,say,1.7176,0.572533
2,1x1,0.75,anything,3.8984,0.4873
2,1x1,0.75,the,1.7258,0.575267
2,1x1,0.75,quick,2.0559,0.41118
2,1x1,0.75,brown,3.6869,0.73738
2,1x1,0.75,fox,1.4486,0.482867
2,1x1,0.75,jumps,2.2927,0.45854
2,1x1,0.75,over,1.6829,0.420725
2,1x1,0.75,the,1.5198,0.5066
2,1x1,0.75,lazy,1.8035,0.450875
