id,scale,size,sentence,WPM,words
9,1x3,1.25,the five boxing wizards jump quickly,14.1277,6
9,1x3,1.25,the force is with you,15.8729,5
9,1x3,1.25,are you talking to me,19.0987,5
10,1x1,0.75,just in time for the party,23.0347,6
10,1x1,0.75,he is just like everyone else,21.5898,6
10,1x1,0.75,my bare face in the wind,22.1581,6
10,1x1,0.75,our fax number has changed,22.3512,5
10,1x1,0.75,are you talking to me,21.5831,5
10,1x1,0.75,popularity is desired by all,20.9235,5
10,1x1,0.75,the quick brown fox jumps over the lazy dog,19.2694,9
10,1x1,0.75,healthy food is good for you,21.975,6
10,1x1,0.75,the five boxing wizards jump quickly,22.263,6
10,1x1,0.75,parking lot is full of trucks,20.3196,6
10,1x1,1.25,what a monkey sees a monkey will do,22.6596,8
10,1x1,1.25,the five boxing wizards jump quickly,23.9431,6
10,1x1,1.25,watch out for low flying objects,26.4294,6
10,1x1,1.25,the force is with you,25.9716,5
10,1x1,1.25,call for more details,24.9693,4
10,1x1,1.25,the quick brown fox jumps over the lazy dog,28.6877,9
10,1x1,1.25,did you have a good time,29.8183,6
10,1x1,1.25,the dow jones index has risen,30.4553,6
10,1x1,1.25,the music is better than it sounds,29.6062,7
10,1x1,1.25,come and see our new car,28.8965,6
10,1x1,1,he is still on our team,25.2447,6
10,1x1,1,the five boxing wizards jump quickly,23.8625,6
10,1x1,1,stay away from strangers,20.6589,4
10,1x1,1,coming up with killer sound bites,24.5438,6
10,1x1,1,frequently asked questions,31.0497,3
10,1x1,1,the quick brown fox jumps over the lazy dog,28.992,9
10,1x1,1,we accept personal checks,29.0675,4
10,1x1,1,reading week is just about here,34.595,6
10,1x1,1,love means many things,29.3516,4
10,1x1,1,you must be getting old,37.3119,5
10,1x3,0.75,just in time for the party,29.2173,6
10,1x3,0.75,he is just like everyone else,26.6656,6
10,1x3,0.75,my bare face in the wind,25.0542,6
10,1x3,0.75,our fax number has changed,27.4863,5
10,1x3,0.75,are you talking to me,30.0537,5
10,1x3,0.75,popularity is desired by all,30.492,5
10,1x3,0.75,the quick brown fox jumps over the lazy dog,25.8336,9
10,1x3,0.75,healthy food is good for you,27.6641,6
10,1x3,0.75,the five boxing wizards jump quickly,33.0189,6
10,1x3,0.75,parking lot is full of trucks,36.5327,6
10,1x3,1.25,what a monkey sees a monkey will do,42.5704,8
10,1x3,1.25,the five boxing wizards jump quickly,34.7281,6
10,1x3,1.25,watch out for low flying objects,34.4006,6
10,1x3,1.25,the force is with you,36.8901,5
10,1x3,1.25,call for more details,41.7025,4
10,1x3,1.25,the quick brown fox jumps over the lazy dog,40.6581,9
10,1x3,1.25,did you have a good time,37.7042,6
10,1x3,1.25,the dow jones index has risen,34.0409,6
10,1x3,1.25,the music is better than it sounds,35.5627,7
10,1x3,1.25,come and see our new car,45.9792,6
10,1x3,1,he is still on our team,39.1567,6
10,1x3,1,the five boxing wizards jump quickly,34.8815,6
10,1x3,1,stay away from strangers,32.4218,4
10,1x3,1,coming up with killer sound bites,31.8933,6
10,1x3,1,frequently asked questions,28.1352,3
10,1x3,1,the quick brown fox jumps over the lazy dog,30.4637,9
10,1x3,1,we accept personal checks,34.0341,4
10,1x3,1,reading week is just about here,41.7691,6
10,1x3,1,love means many things,36.6489,4
10,1x3,1,you must be getting old,37.7405,5
11,1x3,1.25,the force is with you,28.5118,5
11,1x3,1.25,frequently asked questions,24.5456,3
11,1x3,1.25,the music is better than it sounds,25.5338,7
11,1x3,1.25,the quick brown fox jumps over the lazy dog,25.0837,9
11,1x3,1.25,our fax number has changed,25.0309,5
11,1x3,1.25,healthy food is good for you,26.6569,6
11,1x3,1.25,reading week is just about here,28.2959,6
11,1x3,1.25,we accept personal checks,28.0999,4
11,1x3,1.25,the five boxing wizards jump quickly,22.815,6
11,1x3,1.25,just in time for the party,29.4765,6
11,1x3,1,you must be getting old,28.9229,5
11,1x3,1,coming up with killer sound bites,30.8416,6
11,1x3,1,watch out for low flying objects,25.778,6
11,1x3,1,what a monkey sees a monkey will do,30.4675,8
11,1x3,1,the quick brown fox jumps over the lazy dog,27.9296,9
11,1x3,1,come and see our new car,28.6345,6
11,1x3,1,my bare face in the wind,29.0211,6
11,1x3,1,parking lot is full of trucks,27.9177,6
11,1x3,1,the five boxing wizards jump quickly,29.4531,6
11,1x3,1,are you talking to me,32.088,5
11,1x3,0.75,the quick brown fox jumps over the lazy dog,28.8542,9
11,1x3,0.75,the five boxing wizards jump quickly,27.2547,6
11,1x3,0.75,love means many things,25.9878,4
11,1x3,0.75,did you have a good time,33.5927,6
11,1x3,0.75,the dow jones index has risen,27.975,6
11,1x3,0.75,stay away from strangers,26.3418,4
11,1x3,0.75,he is still on our team,30.5506,6
11,1x3,0.75,he is just like everyone else,28.6391,6
11,1x3,0.75,popularity is desired by all,26.4357,5
11,1x3,0.75,call for more details,30.4852,4
11,1x1,1.25,the force is with you,31.6198,5
11,1x1,1.25,frequently asked questions,26.0462,3
11,1x1,1.25,the music is better than it sounds,29.3479,7
11,1x1,1.25,the quick brown fox jumps over the lazy dog,30.8819,9
11,1x1,1.25,our fax number has changed,28.2606,5
11,1x1,1.25,healthy food is good for you,26.3438,6
11,1x1,1.25,reading week is just about here,28.8726,6
11,1x1,1.25,we accept personal checks,27.0621,4
11,1x1,1.25,the five boxing wizards jump quickly,28.974,6
11,1x1,1.25,just in time for the party,31.8562,6
11,1x1,1,you must be getting old,28.4548,5
11,1x1,1,coming up with killer sound bites,33.0896,6
11,1x1,1,watch out for low flying objects,27.694,6
11,1x1,1,what a monkey sees a monkey will do,28.748,8
11,1x1,1,the quick brown fox jumps over the lazy dog,27.5803,9
11,1x1,1,come and see our new car,31.9709,6
11,1x1,1,my bare face in the wind,23.1349,6
11,1x1,1,parking lot is full of trucks,22.2314,6
11,1x1,1,the five boxing wizards jump quickly,26.8298,6
11,1x1,1,are you talking to me,29.4927,5
11,1x1,0.75,the quick brown fox jumps over the lazy dog,29.8646,9
11,1x1,0.75,the five boxing wizards jump quickly,25.7051,6
11,1x1,0.75,love means many things,28.3216,4
11,1x1,0.75,did you have a good time,24.4773,6
11,1x1,0.75,the dow jones index has risen,26.3355,6
11,1x1,0.75,stay away from strangers,25.9811,4
11,1x1,0.75,he is still on our team,32.5894,6
11,1x1,0.75,he is just like everyone else,29.376,6
11,1x1,0.75,popularity is desired by all,27.1563,5
11,1x1,0.75,call for more details,27.5485,4
12,1x3,0.75,love means many things,19.3391,4
12,1x3,0.75,the five boxing wizards jump quickly,23.7007,6
12,1x3,0.75,come and see our new car,24.381,6
12,1x3,0.75,the quick brown fox jumps over the lazy dog,23.0134,9
12,1x3,0.75,parking lot is full of trucks,22.1711,6
12,1x3,0.75,my bare face in the wind,21.4106,6
12,1x3,0.75,healthy food is good for you,27.2548,6
12,1x3,0.75,the music is better than it sounds,24.9841,7
12,1x3,0.75,he is still on our team,28.5546,6
12,1x3,0.75,frequently asked questions,18.3399,3
12,1x3,1.25,reading week is just about here,31.1865,6
12,1x3,1.25,are you talking to me,26.8469,5
12,1x3,1.25,watch out for low flying objects,24.9185,6
12,1x3,1.25,you must be getting old,26.3158,5
12,1x3,1.25,just in time for the party,27.3164,6
12,1x3,1.25,we accept personal checks,23.8231,4
12,1x3,1.25,the five boxing wizards jump quickly,27.36,6
12,1x3,1.25,he is just like everyone else,28.1467,6
12,1x3,1.25,the quick brown fox jumps over the lazy dog,29.5451,9
12,1x3,1.25,our fax number has changed,29.4946,5
12,1x3,1,stay away from strangers,24.4432,4
12,1x3,1,the quick brown fox jumps over the lazy dog,26.3894,9
12,1x3,1,call for more details,27.9503,4
12,1x3,1,the dow jones index has risen,27.1381,6
12,1x3,1,did you have a good time,27.1225,6
12,1x3,1,coming up with killer sound bites,32.2788,6
12,1x3,1,the force is with you,34.0416,5
12,1x3,1,what a monkey sees a monkey will do,31.0591,8
12,1x3,1,the five boxing wizards jump quickly,23.4931,6
12,1x3,1,popularity is desired by all,20.9011,5
12,1x1,0.75,love means many things,27.3066,4
12,1x1,0.75,the five boxing wizards jump quickly,24.2116,6
12,1x1,0.75,come and see our new car,23.8259,6
12,1x1,0.75,the quick brown fox jumps over the lazy dog,23.3844,9
12,1x1,0.75,parking lot is full of trucks,24.4726,6
12,1x1,0.75,my bare face in the wind,27.6646,6
12,1x1,0.75,healthy food is good for you,30.774,6
12,1x1,0.75,the music is better than it sounds,33.8292,7
12,1x1,0.75,he is still on our team,29.0047,6
12,1x1,0.75,frequently asked questions,24.0849,3
12,1x1,1.25,reading week is just about here,31.1465,6
12,1x1,1.25,are you talking to me,27.1221,5
12,1x1,1.25,watch out for low flying objects,28.7,6
12,1x1,1.25,you must be getting old,34.3711,5
12,1x1,1.25,just in time for the party,30.6228,6
12,1x1,1.25,we accept personal checks,22.8152,4
12,1x1,1.25,the five boxing wizards jump quickly,22.1586,6
12,1x1,1.25,he is just like everyone else,20.9408,6
12,1x1,1.25,the quick brown fox jumps over the lazy dog,19.0822,9
12,1x1,1.25,our fax number has changed,32.7996,5
12,1x1,1,stay away from strangers,27.8914,4
12,1x1,1,the quick brown fox jumps over the lazy dog,22.16,9
12,1x1,1,call for more details,24.0414,4
12,1x1,1,the dow jones index has risen,28.3305,6
12,1x1,1,did you have a good time,30.0808,6
12,1x1,1,coming up with killer sound bites,29.1631,6
12,1x1,1,the force is with you,26.8008,5
12,1x1,1,what a monkey sees a monkey will do,27.3528,8
12,1x1,1,the five boxing wizards jump quickly,27.6045,6
12,1x1,1,popularity is desired by all,26.4022,5
13,1x3,1,reading week is just about here,16.7686,6
13,1x3,1,frequently asked questions,16.8685,3
13,1x3,1,the music is better than it sounds,16.554,7
13,1x3,1,our fax number has changed,18.5197,5
13,1x3,1,love means many things,17.0396,4
13,1x3,1,popularity is desired by all,15.6121,5
13,1x3,1,coming up with killer sound bites,16.6611,6
13,1x3,1,the quick brown fox jumps over the lazy dog,14.746,9
13,1x3,1,the five boxing wizards jump quickly,16.0319,6
13,1x3,1,the dow jones index has risen,14.0531,6
13,1x3,0.75,the quick brown fox jumps over the lazy dog,17.1001,9
13,1x3,0.75,we accept personal checks,17.0606,4
13,1x3,0.75,the five boxing wizards jump quickly,15.7283,6
13,1x3,0.75,you must be getting old,18.011,5
13,1x3,0.75,call for more details,18.4953,4
13,1x3,0.75,what a monkey sees a monkey will do,14.0821,8
13,1x3,0.75,stay away from strangers,14.7,4
13,1x3,0.75,healthy food is good for you,16.1422,6
13,1x3,0.75,just in time for the party,15.8667,6
13,1x3,0.75,are you talking to me,15.7503,5
13,1x3,1.25,come and see our new car,18.3541,6
13,1x3,1.25,the quick brown fox jumps over the lazy dog,15.8822,9
13,1x3,1.25,my bare face in the wind,16.857,6
13,1x3,1.25,the force is with you,15.9985,5
13,1x3,1.25,he is just like everyone else,14.2171,6
13,1x3,1.25,watch out for low flying objects,14.9716,6
13,1x3,1.25,the five boxing wizards jump quickly,13.5454,6
13,1x3,1.25,he is still on our team,15.1869,6
13,1x3,1.25,did you have a good time,17.742,6
13,1x3,1.25,parking lot is full of trucks,15.8753,6
13,1x1,1,reading week is just about here,21.4173,6
13,1x1,1,frequently asked questions,15.6082,3
13,1x1,1,the music is better than it sounds,18.3446,7
13,1x1,1,our fax number has changed,17.4305,5
13,1x1,1,love means many things,16.7763,4
13,1x1,1,popularity is desired by all,16.6033,5
13,1x1,1,coming up with killer sound bites,17.8373,6
13,1x1,1,the quick brown fox jumps over the lazy dog,15.4461,9
13,1x1,1,the five boxing wizards jump quickly,16.3503,6
13,1x1,1,the dow jones index has risen,17.6526,6
13,1x1,0.75,the quick brown fox jumps over the lazy dog,14.663,9
13,1x1,0.75,we accept personal checks,13.503,4
13,1x1,0.75,the five boxing wizards jump quickly,14.8337,6
13,1x1,0.75,you must be getting old,14.8058,5
13,1x1,0.75,call for more details,13.5428,4
13,1x1,0.75,what a monkey sees a monkey will do,14.1919,8
13,1x1,0.75,stay away from strangers,13.7911,4
13,1x1,0.75,healthy food is good for you,13.1922,6
13,1x1,0.75,just in time for the party,14.1118,6
13,1x1,0.75,are you talking to me,13.863,5
13,1x1,1.25,come and see our new car,17.9895,6
13,1x1,1.25,the quick brown fox jumps over the lazy dog,14.0222,9
13,1x1,1.25,my bare face in the wind,16.5962,6
13,1x1,1.25,the force is with you,16.5113,5
13,1x1,1.25,he is just like everyone else,15.6591,6
13,1x1,1.25,watch out for low flying objects,14.4236,6
13,1x1,1.25,the five boxing wizards jump quickly,15.6475,6
13,1x1,1.25,he is still on our team,15.2524,6
13,1x1,1.25,did you have a good time,15.0658,6
13,1x1,1.25,parking lot is full of trucks,13.6638,6
14,1x3,1.25,love means many things,27.0955,4
14,1x3,1.25,come and see our new car,23.064,6
14,1x3,1.25,the dow jones index has risen,24.9143,6
14,1x3,1.25,are you talking to me,21.1644,5
14,1x3,1.25,we accept personal checks,18.6921,4
14,1x3,1.25,the force is with you,20.4189,5
14,1x3,1.25,the quick brown fox jumps over the lazy dog,22.5644,9
14,1x3,1.25,the five boxing wizards jump quickly,21.6383,6
14,1x3,1.25,he is just like everyone else,23.3166,6
14,1x3,1.25,popularity is desired by all,19.9004,5
14,1x3,1,what a monkey sees a monkey will do,20.3324,8
14,1x3,1,our fax number has changed,25.5882,5
14,1x3,1,healthy food is good for you,21.0572,6
14,1x3,1,the five boxing wizards jump quickly,22.5219,6
14,1x3,1,stay away from strangers,20.7117,4
14,1x3,1,coming up with killer sound bites,27.4981,6
14,1x3,1,my bare face in the wind,22.7253,6
14,1x3,1,call for more details,24.4309,4
14,1x3,1,the quick brown fox jumps over the lazy dog,22.8255,9
14,1x3,1,the music is better than it sounds,25.6659,7
14,1x3,0.75,watch out for low flying objects,20.6358,6
14,1x3,0.75,he is still on our team,21.5102,6
14,1x3,0.75,just in time for the party,19.2201,6
14,1x3,0.75,reading week is just about here,25.0267,6
14,1x3,0.75,the quick brown fox jumps over the lazy dog,19.7154,9
14,1x3,0.75,parking lot is full of trucks,20.8362,6
14,1x3,0.75,you must be getting old,26.248,5
14,1x3,0.75,the five boxing wizards jump quickly,23.0784,6
14,1x3,0.75,did you have a good time,24.4103,6
14,1x3,0.75,frequently asked questions,21.5023,3
14,1x1,1.25,love means many things,28.3685,4
14,1x1,1.25,come and see our new car,26.5047,6
14,1x1,1.25,the dow jones index has risen,21.7572,6
14,1x1,1.25,are you talking to me,22.5568,5
14,1x1,1.25,we accept personal checks,26.077,4
14,1x1,1.25,the force is with you,19.3597,5
14,1x1,1.25,the quick brown fox jumps over the lazy dog,20.5139,9
14,1x1,1.25,the five boxing wizards jump quickly,23.3147,6
14,1x1,1.25,he is just like everyone else,23.6402,6
14,1x1,1.25,popularity is desired by all,21.0711,5
14,1x1,1,what a monkey sees a monkey will do,25.0902,8
14,1x1,1,our fax number has changed,21.1298,5
14,1x1,1,healthy food is good for you,23.2113,6
14,1x1,1,the five boxing wizards jump quickly,21.1365,6
14,1x1,1,stay away from strangers,20.398,4
14,1x1,1,coming up with killer sound bites,23.8107,6
14,1x1,1,my bare face in the wind,22.3729,6
14,1x1,1,call for more details,21.3449,4
14,1x1,1,the quick brown fox jumps over the lazy dog,22.2065,9
14,1x1,1,the music is better than it sounds,21.4233,7
14,1x1,0.75,watch out for low flying objects,21.1023,6
14,1x1,0.75,he is still on our team,21.2712,6
14,1x1,0.75,just in time for the party,20.0472,6
14,1x1,0.75,reading week is just about here,21.3815,6
14,1x1,0.75,the quick brown fox jumps over the lazy dog,19.6745,9
14,1x1,0.75,parking lot is full of trucks,19.5029,6
14,1x1,0.75,you must be getting old,21.9173,5
14,1x1,0.75,the five boxing wizards jump quickly,20.6058,6
14,1x1,0.75,did you have a good time,21.826,6
14,1x1,0.75,frequently asked questions,21.9047,3
15,1x1,1.25,what a monkey sees a monkey will do,18.3887,8
15,1x1,1.25,call for more details,18.3761,4
15,1x1,1.25,you must be getting old,20.9554,5
15,1x1,1.25,the music is better than it sounds,19.807,7
15,1x1,1.25,coming up with killer sound bites,17.9192,6
15,1x1,1.25,the quick brown fox jumps over the lazy dog,16.559,9
15,1x1,1.25,are you talking to me,19.8266,5
15,1x1,1.25,popularity is desired by all,18.6646,5
15,1x1,1.25,the five boxing wizards jump quickly,17.216,6
15,1x1,1.25,the dow jones index has risen,16.0221,6
15,1x1,1,he is still on our team,22.6037,6
15,1x1,1,the force is with you,19.5509,5
15,1x1,1,did you have a good time,19.9129,6
15,1x1,1,the five boxing wizards jump quickly,21.6668,6
15,1x1,1,he is just like everyone else,22.9429,6
15,1x1,1,stay away from strangers,17.5036,4
15,1x1,1,the quick brown fox jumps over the lazy dog,17.0498,9
15,1x1,1,come and see our new car,19.8883,6
15,1x1,1,reading week is just about here,21.427,6
15,1x1,1,my bare face in the wind,14.6042,6
15,1x1,0.75,our fax number has changed,18.3452,5
15,1x1,0.75,just in time for the party,15.3981,6
15,1x1,0.75,healthy food is good for you,16.0813,6
15,1x1,0.75,the five boxing wizards jump quickly,15.6582,6
15,1x1,0.75,the quick brown fox jumps over the lazy dog,14.0403,9
15,1x1,0.75,love means many things,15.8018,4
15,1x1,0.75,parking lot is full of trucks,13.5201,6
15,1x1,0.75,we accept personal checks,13.1874,4
15,1x1,0.75,watch out for low flying objects,12.9795,6
15,1x1,0.75,frequently asked questions,16.1059,3
15,1x3,1.25,what a monkey sees a monkey will do,17.4489,8
15,1x3,1.25,call for more details,16.865,4
15,1x3,1.25,you must be getting old,19.7957,5
15,1x3,1.25,the music is better than it sounds,18.3693,7
15,1x3,1.25,coming up with killer sound bites,17.0843,6
15,1x3,1.25,the quick brown fox jumps over the lazy dog,15.8277,9
15,1x3,1.25,are you talking to me,17.7809,5
15,1x3,1.25,popularity is desired by all,18.8268,5
15,1x3,1.25,the five boxing wizards jump quickly,18.7115,6
15,1x3,1.25,the dow jones index has risen,22.3833,6
15,1x3,1,he is still on our team,21.5876,6
15,1x3,1,the force is with you,20.3323,5
15,1x3,1,did you have a good time,19.1197,6
15,1x3,1,the five boxing wizards jump quickly,19.4442,6
15,1x3,1,he is just like everyone else,21.7043,6
15,1x3,1,stay away from strangers,18.9836,4
15,1x3,1,the quick brown fox jumps over the lazy dog,19.9415,9
15,1x3,1,come and see our new car,20.336,6
15,1x3,1,reading week is just about here,20.9011,6
15,1x3,1,my bare face in the wind,17.9374,6
15,1x3,0.75,our fax number has changed,21.0614,5
15,1x3,0.75,just in time for the party,17.556,6
15,1x3,0.75,healthy food is good for you,19.9832,6
15,1x3,0.75,the five boxing wizards jump quickly,16.753,6
15,1x3,0.75,the quick brown fox jumps over the lazy dog,16.2168,9
15,1x3,0.75,love means many things,16.5906,4
15,1x3,0.75,parking lot is full of trucks,15.6187,6
15,1x3,0.75,we accept personal checks,15.8718,4
15,1x3,0.75,watch out for low flying objects,15.2372,6
15,1x3,0.75,frequently asked questions,19.9343,3
16,1x1,0.75,coming up with killer sound bites,8.39326,6
16,1x1,0.75,our fax number has changed,11.1194,5
16,1x1,0.75,popularity is desired by all,10.3662,5
16,1x1,0.75,parking lot is full of trucks,11.4391,6
16,1x1,0.75,the five boxing wizards jump quickly,11.3166,6
16,1x1,0.75,call for more details,10.6405,4
16,1x1,0.75,the music is better than it sounds,11.3261,7
16,1x1,0.75,the quick brown fox jumps over the lazy dog,11.0844,9
16,1x1,0.75,the force is with you,11.2939,5
16,1x1,0.75,frequently asked questions,10.8412,3
16,1x1,1.25,what a monkey sees a monkey will do,14.7835,8
16,1x1,1.25,the five boxing wizards jump quickly,13.6502,6
16,1x1,1.25,did you have a good time,14.233,6
16,1x1,1.25,he is still on our team,16.001,6
16,1x1,1.25,are you talking to me,13.7637,5
16,1x1,1.25,the quick brown fox jumps over the lazy dog,14.3505,9
16,1x1,1.25,watch out for low flying objects,12.6167,6
16,1x1,1.25,stay away from strangers,13.24,4
16,1x1,1.25,the dow jones index has risen,14.0129,6
16,1x1,1.25,just in time for the party,14.6208,6
16,1x1,1,my bare face in the wind,16.9519,6
16,1x1,1,the quick brown fox jumps over the lazy dog,14.6624,9
16,1x1,1,reading week is just about here,15.8003,6
16,1x1,1,the five boxing wizards jump quickly,15.1218,6
16,1x1,1,he is just like everyone else,16.4986,6
16,1x1,1,love means many things,15.5916,4
16,1x1,1,we accept personal checks,14.7493,4
16,1x1,1,healthy food is good for you,16.0432,6
16,1x1,1,come and see our new car,16.2129,6
16,1x1,1,you must be getting old,16.1795,5
16,1x3,0.75,coming up with killer sound bites,13.3396,6
16,1x3,0.75,our fax number has changed,14.4964,5
16,1x3,0.75,popularity is desired by all,12.6219,5
16,1x3,0.75,parking lot is full of trucks,11.7132,6
16,1x3,0.75,the five boxing wizards jump quickly,15.5074,6
16,1x3,0.75,call for more details,11.852,4
16,1x3,0.75,the music is better than it sounds,14.9429,7
16,1x3,0.75,the quick brown fox jumps over the lazy dog,15.5441,9
16,1x3,0.75,the force is with you,13.9437,5
16,1x3,0.75,frequently asked questions,12.7491,3
16,1x3,1.25,what a monkey sees a monkey will do,14.9741,8
16,1x3,1.25,the five boxing wizards jump quickly,14.0241,6
16,1x3,1.25,did you have a good time,13.7934,6
16,1x3,1.25,he is still on our team,15.8352,6
16,1x3,1.25,are you talking to me,12.9176,5
16,1x3,1.25,the quick brown fox jumps over the lazy dog,12.314,9
16,1x3,1.25,watch out for low flying objects,14.5659,6
16,1x3,1.25,stay away from strangers,12.8685,4
16,1x3,1.25,the dow jones index has risen,13.1291,6
16,1x3,1.25,just in time for the party,13.1681,6
16,1x3,1,my bare face in the wind,15.9492,6
16,1x3,1,the quick brown fox jumps over the lazy dog,13.5058,9
16,1x3,1,reading week is just about here,16.0176,6
16,1x3,1,the five boxing wizards jump quickly,17.7057,6
16,1x3,1,he is just like everyone else,15.2253,6
16,1x3,1,love means many things,15.67,4
16,1x3,1,we accept personal checks,15.209,4
16,1x3,1,healthy food is good for you,13.9911,6
16,1x3,1,come and see our new car,17.7639,6
16,1x3,1,you must be getting old,16.2476,5
17,1x1,0.75,call for more details,33.0933,4
17,1x1,0.75,he is still on our team,39.701,6
17,1x1,0.75,are you talking to me,38.1897,5
17,1x1,0.75,the five boxing wizards jump quickly,42.671,6
17,1x1,0.75,the force is with you,34.3647,5
17,1x1,0.75,the quick brown fox jumps over the lazy dog,34.9544,9
17,1x1,0.75,just in time for the party,39.0561,6
17,1x1,0.75,our fax number has changed,38.9922,5
17,1x1,0.75,we accept personal checks,35.7024,4
17,1x1,0.75,what a monkey sees a monkey will do,37.277,8
17,1x1,1.25,healthy food is good for you,43.8488,6
17,1x1,1.25,coming up with killer sound bites,50.0581,6
17,1x1,1.25,stay away from strangers,45.7782,4
17,1x1,1.25,my bare face in the wind,40.6912,6
17,1x1,1.25,the five boxing wizards jump quickly,44.188,6
17,1x1,1.25,you must be getting old,42.9893,5
17,1x1,1.25,the quick brown fox jumps over the lazy dog,37.7806,9
17,1x1,1.25,love means many things,38.6462,4
17,1x1,1.25,come and see our new car,39.2579,6
17,1x1,1.25,frequently asked questions,54.0944,3
17,1x1,1,the quick brown fox jumps over the lazy dog,40.7126,9
17,1x1,1,watch out for low flying objects,42.8371,6
17,1x1,1,the dow jones index has risen,38.3087,6
17,1x1,1,popularity is desired by all,45.1589,5
17,1x1,1,the music is better than it sounds,45.4429,7
17,1x1,1,reading week is just about here,43.2181,6
17,1x1,1,did you have a good time,41.6848,6
17,1x1,1,the five boxing wizards jump quickly,50.2869,6
17,1x1,1,parking lot is full of trucks,50.4882,6
17,1x1,1,he is just like everyone else,49.4578,6
17,1x3,0.75,call for more details,42.8564,4
17,1x3,0.75,he is still on our team,39.0642,6
17,1x3,0.75,are you talking to me,42.3188,5
17,1x3,0.75,the five boxing wizards jump quickly,44.6779,6
17,1x3,0.75,the force is with you,42.9939,5
17,1x3,0.75,the quick brown fox jumps over the lazy dog,45.0844,9
17,1x3,0.75,just in time for the party,49.3203,6
17,1x3,0.75,our fax number has changed,46.3727,5
17,1x3,0.75,we accept personal checks,42.9185,4
17,1x3,0.75,what a monkey sees a monkey will do,48.1127,8
17,1x3,1.25,healthy food is good for you,42.4068,6
17,1x3,1.25,coming up with killer sound bites,43.3732,6
17,1x3,1.25,stay away from strangers,44.4672,4
17,1x3,1.25,my bare face in the wind,35.4397,6
17,1x3,1.25,the five boxing wizards jump quickly,41.5945,6
17,1x3,1.25,you must be getting old,43.7607,5
17,1x3,1.25,the quick brown fox jumps over the lazy dog,39.9204,9
17,1x3,1.25,love means many things,38.1189,4
17,1x3,1.25,come and see our new car,41.3859,6
17,1x3,1.25,frequently asked questions,43.992,3
17,1x3,1,the quick brown fox jumps over the lazy dog,47.7844,9
17,1x3,1,watch out for low flying objects,47.3396,6
17,1x3,1,the dow jones index has risen,45.6801,6
17,1x3,1,popularity is desired by all,56.4649,5
17,1x3,1,the music is better than it sounds,52.5855,7
17,1x3,1,reading week is just about here,55.9146,6
17,1x3,1,did you have a good time,50.176,6
17,1x3,1,the five boxing wizards jump quickly,53.4812,6
17,1x3,1,parking lot is full of trucks,51.8544,6
17,1x3,1,he is just like everyone else,51.3774,6
18,1x1,1,healthy food is good for you,24.9484,6
18,1x1,1,our fax number has changed,21.2664,5
18,1x1,1,the five boxing wizards jump quickly,20.1123,6
18,1x1,1,watch out for low flying objects,23.8426,6
18,1x1,1,the quick brown fox jumps over the lazy dog,20.3784,9
18,1x1,1,the music is better than it sounds,27.3061,7
18,1x1,1,are you talking to me,24.5825,5
18,1x1,1,my bare face in the wind,32.1482,6
18,1x1,1,parking lot is full of trucks,20.2964,6
18,1x1,1,you must be getting old,26.1688,5
18,1x1,0.75,the dow jones index has risen,21.3102,6
18,1x1,0.75,did you have a good time,17.8296,6
18,1x1,0.75,he is just like everyone else,20.2612,6
18,1x1,0.75,the five boxing wizards jump quickly,21.9451,6
18,1x1,0.75,coming up with killer sound bites,22.2677,6
18,1x1,0.75,the force is with you,20.5859,5
18,1x1,0.75,reading week is just about here,22.6965,6
18,1x1,0.75,what a monkey sees a monkey will do,22.7578,8
18,1x1,0.75,the quick brown fox jumps over the lazy dog,23.4199,9
18,1x1,0.75,come and see our new car,23.7006,6
18,1x1,1.25,frequently asked questions,31.4732,3
18,1x1,1.25,the quick brown fox jumps over the lazy dog,22.4789,9
18,1x1,1.25,love means many things,22.2355,4
18,1x1,1.25,he is still on our team,26.2041,6
18,1x1,1.25,call for more details,27.1944,4
18,1x1,1.25,popularity is desired by all,25.3949,5
18,1x1,1.25,the five boxing wizards jump quickly,27.3846,6
18,1x1,1.25,we accept personal checks,31.3755,4
18,1x1,1.25,just in time for the party,30.9306,6
18,1x1,1.25,stay away from strangers,25.2335,4
18,1x3,1,healthy food is good for you,31.8268,6
18,1x3,1,our fax number has changed,31.9273,5
18,1x3,1,the five boxing wizards jump quickly,31.1046,6
18,1x3,1,watch out for low flying objects,32.8593,6
18,1x3,1,the quick brown fox jumps over the lazy dog,26.8894,9
18,1x3,1,the music is better than it sounds,28.5494,7
18,1x3,1,are you talking to me,33.971,5
18,1x3,1,my bare face in the wind,31.472,6
18,1x3,1,parking lot is full of trucks,31.6862,6
18,1x3,1,you must be getting old,32.7791,5
18,1x3,0.75,the dow jones index has risen,29.6771,6
18,1x3,0.75,did you have a good time,31.7773,6
18,1x3,0.75,he is just like everyone else,29.0294,6
18,1x3,0.75,the five boxing wizards jump quickly,29.6347,6
18,1x3,0.75,coming up with killer sound bites,32.6415,6
18,1x3,0.75,the force is with you,36.8125,5
18,1x3,0.75,reading week is just about here,28.9379,6
18,1x3,0.75,what a monkey sees a monkey will do,27.5506,8
18,1x3,0.75,the quick brown fox jumps over the lazy dog,26.761,9
18,1x3,0.75,come and see our new car,32.3723,6
18,1x3,1.25,frequently asked questions,26.7491,3
18,1x3,1.25,the quick brown fox jumps over the lazy dog,25.3012,9
