id,scale,size,gamma,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12
1,1x1,0.75,137,0.833333,0.933333,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,138,0.833333,0.933333,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,139,0.833333,0.933333,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,140,0.833333,0.933333,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,141,0.833333,0.933333,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,142,0.833333,0.933333,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,143,0.833333,0.933333,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,144,0.833333,0.933333,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,145,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,146,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,147,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,148,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,149,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,150,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,151,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,152,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,153,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,154,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,155,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,156,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,157,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,158,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,159,0.833333,0.916667,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,160,0.833333,0.916667,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,161,0.833333,0.916667,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,162,0.833333,0.916667,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,163,0.833333,0.916667,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,164,0.833333,0.916667,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,165,0.833333,0.916667,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,166,0.833333,0.916667,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,167,0.833333,0.916667,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,168,0.833333,0.9,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,169,0.833333,0.9,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,170,0.833333,0.9,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,171,0.833333,0.9,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,172,0.833333,0.9,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,173,0.833333,0.9,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,174,0.833333,0.9,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,175,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,176,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,177,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,178,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,179,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,180,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,181,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,182,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,183,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,184,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,185,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,186,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,187,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,188,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,189,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,190,0.833333,0.9,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,191,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,192,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,193,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,194,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,195,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,196,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1,1
1,1x1,0.75,197,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,198,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,0.75,199,0.833333,0.916667,0.95,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,1
1,1x1,1.00,6,0.222222,0.277778,0.351852,0.351852,0.388889,0.425926,0.444444,0.462963,0.462963,0.518519,0.574074,0.574074
1,1x1,1.00,7,0.222222,0.314815,0.351852,0.407407,0.407407,0.425926,0.444444,0.481481,0.555556,0.574074,0.592593,0.611111
1,1x1,1.00,8,0.240741,0.333333,0.37037,0.425926,0.444444,0.481481,0.518519,0.574074,0.611111,0.62963,0.62963,0.62963
1,1x1,1.00,9,0.277778,0.333333,0.388889,0.462963,0.481481,0.518519,0.574074,0.611111,0.611111,0.62963,0.62963,0.62963
1,1x1,1.00,10,0.296296,0.333333,0.462963,0.5,0.537037,0.574074,0.611111,0.611111,0.62963,0.62963,0.62963,0.62963
1,1x1,1.00,11,0.296296,0.37037,0.481481,0.518519,0.574074,0.592593,0.611111,0.62963,0.62963,0.62963,0.648148,0.666667
1,1x1,1.00,12,0.296296,0.37037,0.5,0.537037,0.592593,0.62963,0.62963,0.62963,0.62963,0.648148,0.666667,0.685185
1,1x1,1.00,13,0.296296,0.444444,0.537037,0.611111,0.611111,0.62963,0.62963,0.648148,0.648148,0.666667,0.685185,0.685185
1,1x1,1.00,14,0.314815,0.462963,0.555556,0.611111,0.648148,0.648148,0.648148,0.666667,0.685185,0.685185,0.703704,0.722222
1,1x1,1.00,15,0.333333,0.462963,0.555556,0.611111,0.648148,0.648148,0.666667,0.685185,0.703704,0.703704,0.722222,0.722222
1,1x1,1.00,16,0.351852,0.462963,0.574074,0.648148,0.648148,0.666667,0.666667,0.703704,0.722222,0.740741,0.740741,0.740741
1,1x1,1.00,17,0.37037,0.481481,0.592593,0.648148,0.666667,0.685185,0.685185,0.722222,0.740741,0.740741,0.740741,0.759259
1,1x1,1.00,18,0.37037,0.574074,0.611111,0.648148,0.666667,0.685185,0.685185,0.740741,0.740741,0.759259,0.777778,0.777778
1,1x1,1.00,19,0.37037,0.574074,0.648148,0.648148,0.666667,0.685185,0.703704,0.740741,0.759259,0.777778,0.777778,0.777778
1,1x1,1.00,20,0.37037,0.574074,0.648148,0.648148,0.685185,0.703704,0.703704,0.759259,0.759259,0.777778,0.796296,0.814815
