id,scale,size,gamma,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12
2,1x3,0.75,119,0.875,0.946429,0.964286,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,120,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,121,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,122,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,123,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,124,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,125,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,126,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,127,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,128,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,129,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,130,0.875,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,131,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,132,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,133,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,134,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,135,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,136,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,137,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,138,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,139,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,140,0.875,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,141,0.857143,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,142,0.857143,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,143,0.839286,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,144,0.839286,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,145,0.839286,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,146,0.839286,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,147,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,148,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,149,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,150,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,151,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,152,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,153,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,154,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,155,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,156,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,157,0.839286,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,158,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,159,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,160,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,161,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,162,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,163,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,164,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,165,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,166,0.839286,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,167,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,168,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,169,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,170,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,171,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,172,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,173,0.839286,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,174,0.839286,0.892857,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,175,0.839286,0.892857,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,176,0.839286,0.892857,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,177,0.839286,0.892857,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,178,0.839286,0.892857,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,179,0.821429,0.892857,0.910714,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,180,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,181,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,182,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,183,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,184,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,185,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,186,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,187,0.821429,0.892857,0.910714,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,188,0.821429,0.892857,0.910714,0.928571,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,189,0.821429,0.892857,0.910714,0.928571,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,190,0.821429,0.892857,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,191,0.821429,0.892857,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,192,0.821429,0.892857,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,193,0.821429,0.892857,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,194,0.821429,0.892857,0.910714,0.928571,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,195,0.821429,0.892857,0.910714,0.928571,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,196,0.821429,0.892857,0.910714,0.928571,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,197,0.821429,0.892857,0.910714,0.928571,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,198,0.821429,0.892857,0.910714,0.928571,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,0.75,199,0.821429,0.892857,0.910714,0.928571,0.946429,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
2,1x3,1.00,6,0.350877,0.438596,0.438596,0.508772,0.526316,0.526316,0.578947,0.596491,0.614035,0.614035,0.649123,0.649123
2,1x3,1.00,7,0.368421,0.45614,0.473684,0.526316,0.54386,0.561404,0.578947,0.666667,0.701754,0.754386,0.754386,0.754386
2,1x3,1.00,8,0.421053,0.491228,0.526316,0.561404,0.614035,0.631579,0.684211,0.736842,0.754386,0.77193,0.77193,0.789474
2,1x3,1.00,9,0.438596,0.491228,0.578947,0.614035,0.684211,0.736842,0.77193,0.77193,0.77193,0.789474,0.807018,0.807018
2,1x3,1.00,10,0.473684,0.578947,0.649123,0.701754,0.736842,0.77193,0.789474,0.789474,0.824561,0.824561,0.824561,0.824561
2,1x3,1.00,11,0.508772,0.561404,0.666667,0.736842,0.754386,0.789474,0.807018,0.807018,0.824561,0.824561,0.824561,0.859649
2,1x3,1.00,12,0.508772,0.614035,0.736842,0.754386,0.754386,0.789474,0.807018,0.807018,0.842105,0.877193,0.877193,0.877193
2,1x3,1.00,13,0.526316,0.649123,0.77193,0.77193,0.789474,0.789474,0.824561,0.877193,0.877193,0.877193,0.877193,0.877193
2,1x3,1.00,14,0.54386,0.684211,0.77193,0.77193,0.789474,0.807018,0.877193,0.877193,0.877193,0.877193,0.877193,0.877193
2,1x3,1.00,15,0.54386,0.719298,0.789474,0.789474,0.789474,0.842105,0.877193,0.877193,0.877193,0.877193,0.894737,0.894737
2,1x3,1.00,16,0.561404,0.701754,0.789474,0.789474,0.859649,0.859649,0.877193,0.877193,0.894737,0.894737,0.894737,0.894737
2,1x3,1.00,17,0.578947,0.736842,0.789474,0.842105,0.859649,0.859649,0.877193,0.894737,0.894737,0.894737,0.894737,0.894737
2,1x3,1.00,18,0.614035,0.77193,0.824561,0.859649,0.859649,0.859649,0.894737,0.894737,0.894737,0.894737,0.894737,0.894737
2,1x3,1.00,19,0.631579,0.789474,0.824561,0.859649,0.859649,0.877193,0.894737,0.894737,0.912281,0.912281,0.912281,0.912281
2,1x3,1.00,20,0.614035,0.789474,0.824561,0.859649,0.877193,0.877193,0.894737,0.894737,0.912281,0.912281,0.912281,0.947368
2,1x3,1.00,21,0.684211,0.789474,0.824561,0.877193,0.877193,0.894737,0.912281,0.929825,0.929825,0.929825,0.929825,0.964912
2,1x3,1.00,22,0.666667,0.789474,0.842105,0.877193,0.877193,0.912281,0.929825,0.929825,0.929825,0.929825,0.947368,0.964912
2,1x3,1.00,23,0.701754,0.807018,0.859649,0.877193,0.894737,0.912281,0.929825,0.929825,0.947368,0.947368,0.964912,0.982456
2,1x3,1.00,24,0.701754,0.807018,0.877193,0.877193,0.912281,0.929825,0.929825,0.947368,0.964912,0.964912,0.982456,0.982456
2,1x3,1.00,25,0.719298,0.842105,0.877193,0.877193,0.912281,0.929825,0.947368,0.964912,0.982456,0.982456,0.982456,0.982456
2,1x3,1.00,26,0.736842,0.877193,0.894737,0.894737,0.912281,0.947368,0.947368,0.982456,0.982456,1,1,1
2,1x3,1.00,27,0.754386,0.877193,0.894737,0.929825,0.929825,0.947368,0.964912,0.982456,1,1,1,1
2,1x3,1.00,28,0.736842,0.877193,0.894737,0.929825,0.947368,0.964912,0.982456,1,1,1,1,1
2,1x3,1.00,29,0.736842,0.877193,0.912281,0.947368,0.947368,0.982456,1,1,1,1,1,1
2,1x3,1.00,30,0.77193,0.894737,0.929825,0.947368,0.947368,0.982456,1,1,1,1,1,1
2,1x3,1.00,31,0.754386,0.894737,0.929825,0.947368,0.947368,0.982456,1,1,1,1,1,1
2,1x3,1.00,32,0.77193,0.912281,0.929825,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,33,0.77193,0.912281,0.929825,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,34,0.789474,0.912281,0.929825,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,35,0.77193,0.929825,0.929825,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,36,0.789474,0.929825,0.929825,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,37,0.77193,0.929825,0.947368,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,38,0.807018,0.929825,0.947368,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,39,0.807018,0.929825,0.947368,0.947368,0.982456,0.982456,1,1,1,1,1,1
2,1x3,1.00,40,0.842105,0.929825,0.947368,0.947368,0.982456,1,1,1,1,1,1,1
2,1x3,1.00,41,0.842105,0.929825,0.947368,0.964912,0.982456,1,1,1,1,1,1,1
2,1x3,1.00,42,0.859649,0.929825,0.964912,0.964912,0.982456,1,1,1,1,1,1,1
2,1x3,1.00,43,0.859649,0.929825,0.964912,0.964912,1,1,1,1,1,1,1,1
2,1x3,1.00,44,0.859649,0.947368,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,45,0.877193,0.947368,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,46,0.859649,0.947368,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,47,0.877193,0.947368,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,48,0.859649,0.947368,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,49,0.877193,0.964912,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,50,0.859649,0.964912,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,51,0.877193,0.964912,0.964912,1,1,1,1,1,1,1,1,1
2,1x3,1.00,52,0.859649,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,53,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,54,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,55,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,56,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,57,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,58,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,59,0.859649,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,60,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,61,0.859649,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,62,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,63,0.859649,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,64,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,65,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,66,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,67,0.859649,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,68,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,69,0.859649,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,70,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,71,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,72,0.877193,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,73,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,74,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,75,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,76,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,77,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,78,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,79,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,80,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,81,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,82,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,83,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,84,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,85,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,86,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,87,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,88,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,89,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,90,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,91,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,92,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,93,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,94,0.912281,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,95,0.894737,0.982456,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,96,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,97,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,98,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,99,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,100,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,101,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,102,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,103,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,104,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,105,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,106,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,107,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,108,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,109,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,110,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,111,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,112,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,113,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,114,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,115,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,116,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,117,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,118,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,119,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,120,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,121,0.894737,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,122,0.912281,0.964912,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,123,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,124,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,125,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,126,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,127,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,128,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,129,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,130,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,131,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,132,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,133,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,134,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,135,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,136,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,137,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,138,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,139,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,140,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,141,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,142,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,143,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,144,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,145,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,146,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,147,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,148,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,149,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,150,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,151,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,152,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,153,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,154,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,155,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,156,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,157,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,158,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,159,0.929825,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,160,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,161,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,162,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,163,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,164,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,165,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,166,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,167,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,168,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,169,0.912281,0.947368,0.982456,1,1,1,1,1,1,1,1,1
2,1x3,1.00,170,0.894737,0.947368,0.982456,1,1,1,1,1,1,1,1,1
