id,scale,size,type,key,x,y
1,1x3,1.0,end,k,0.331019,0.0882354
1,1x3,1.0,start,l,0.317901,0.0183824
1,1x3,1.0,end,l,0.310559,0.0055147
1,1x3,1.0,start,m,0.18287,-0.27022
1,1x3,1.0,end,m,0.184028,-0.383272
1,1x3,1.0,start,n,0.136574,-0.275736
1,1x3,1.0,end,n,0.108796,-0.264706
1,1x3,1.0,start,o,0.342593,0.212316
1,1x3,1.0,end,o,0.393288,0.311389
1,1x3,1.0,start,p,0.427662,0.13511
1,1x3,1.0,end,p,0.401075,0.257162
1,1x3,1.0,start,q,-0.479167,0.215073
1,1x3,1.0,end,r,-0.156829,0.284007
1,1x3,1.0,start,s,-0.226852,0.046875
1,1x3,1.0,end,s,-0.296845,0.00827208
1,1x3,1.0,start,t,0.000578665,0.294003
1,1x3,1.0,end,t,-0.0460404,0.32068
1,1x3,1.0,end,u,0.116512,0.306985
1,1x3,1.0,start,w,-0.309607,0.298483
1,1x3,1.0,end,w,-0.372685,0.278492
1,1x3,1.0,end,x,-0.243056,-0.325368
1,1x3,1.0,start,y,0.0387732,0.2392
1,1x3,1.0,end,y,0.0150463,0.264903
1,1x3,1.25,start,a,-0.303819,-0.0193014
1,1x3,1.25,end,a,-0.380208,-0.0620404
1,1x3,1.25,start,b,0.0212674,-0.27608
1,1x3,1.25,start,d,-0.119213,-0.0537685
1,1x3,1.25,end,d,-0.222222,-0.0103401
1,1x3,1.25,end,e,-0.193793,0.279995
1,1x3,1.25,start,f,-0.0445602,-0.0599724
1,1x3,1.25,end,f,-0.126736,-0.0124081
1,1x3,1.25,start,g,0.0329861,-0.0568704
1,1x3,1.25,end,g,-0.00810185,0.0642841
1,1x3,1.25,start,h,0.128472,-0.008272
1,1x3,1.25,start,i,0.331597,0.345359
1,1x3,1.25,start,j,0.19184,-0.0723807
1,1x3,1.25,end,k,0.243098,0.0172334
1,1x3,1.25,start,l,0.328125,-0.154067
1,1x3,1.25,start,m,0.228588,-0.200597
1,1x3,1.25,start,n,0.0763889,-0.190257
1,1x3,1.25,end,n,0.141493,-0.299862
1,1x3,1.25,start,o,0.317708,0.219209
1,1x3,1.25,end,o,0.360344,0.278395
1,1x3,1.25,end,p,0.391493,0.32778
1,1x3,1.25,start,q,-0.37037,0.212316
1,1x3,1.25,start,r,-0.190972,0.201632
1,1x3,1.25,end,r,-0.126736,0.287454
1,1x3,1.25,start,s,-0.155671,0.0199908
1,1x3,1.25,end,s,-0.285342,0.0130489
1,1x3,1.25,start,t,-0.0342262,0.216551
1,1x3,1.25,end,t,0.0015191,0.310206
1,1x3,1.25,end,u,0.136285,0.256951
1,1x3,1.25,start,v,-0.03125,-0.210938
1,1x3,1.25,start,w,-0.250868,0.216108
1,1x3,1.25,end,x,-0.173611,-0.310202
1,1x3,1.25,start,y,0.0815971,0.178539
1,1x3,1.25,end,y,0.0208244,0.299394
2,1x1,0.75,start,a,-0.482639,-0.0138888
2,1x1,0.75,start,b,0.0231482,-0.15625
2,1x1,0.75,start,c,-0.194444,-0.117188
2,1x1,0.75,start,d,-0.213542,-0.0585937
2,1x1,0.75,end,d,-0.211806,0.0416667
2,1x1,0.75,start,e,-0.309028,0.108073
2,1x1,0.75,end,e,-0.243441,0.109881
2,1x1,0.75,start,f,-0.0604167,-0.0354166
2,1x1,0.75,end,f,-0.197917,-0.0234375
2,1x1,0.75,start,g,0.0451389,-0.0468749
2,1x1,0.75,end,g,-0.032118,0.00520836
2,1x1,0.75,start,h,0.0451389,0.0755208
2,1x1,0.75,end,h,0.0381945,0.0286458
2,1x1,0.75,start,i,0.279514,0.0989583
2,1x1,0.75,start,j,0.296296,0.0703126
2,1x1,0.75,end,k,0.34375,-0.00130208
2,1x1,0.75,start,l,0.534722,-0.0299479
2,1x1,0.75,start,m,0.282986,-0.130208
2,1x1,0.75,start,n,0.21875,-0.138021
2,1x1,0.75,end,n,0.157407,-0.144965
2,1x1,0.75,start,o,0.375,0.114583
2,1x1,0.75,end,o,0.380208,0.0833334
2,1x1,0.75,start,p,0.743056,0.161458
2,1x1,0.75,end,p,0.513889,0.078125
2,1x1,0.75,start,q,-0.538194,0.0859376
2,1x1,0.75,start,r,-0.114583,0.0850695
2,1x1,0.75,end,r,-0.105903,0.111979
2,1x1,0.75,start,s,-0.310764,-0.0611979
2,1x1,0.75,end,s,-0.338194,0.0104167
2,1x1,0.75,start,t,-0.0486111,0.0915799
2,1x1,0.75,end,t,-0.0509259,0.113281
2,1x1,0.75,end,u,0.114583,0.0859375
2,1x1,0.75,start,v,0.0243056,-0.132812
2,1x1,0.75,start,w,-0.325232,0.127604
2,1x1,0.75,end,x,-0.263889,-0.0520833
2,1x1,0.75,start,y,0.0625,0.11875
2,1x1,0.75,end,y,0.0486111,0.0947917
2,1x1,1.0,start,a,-0.44537,0.00312503
2,1x1,1.0,end,a,-0.466435,-0.00954858
2,1x1,1.0,start,b,0.0428241,-0.153646
2,1x1,1.0,start,d,-0.158565,-0.0190972
2,1x1,1.0,end,d,-0.208333,0.0225695
2,1x1,1.0,start,e,-0.289352,0.100694
2,1x1,1.0,end,e,-0.251157,0.108879
2,1x1,1.0,start,f,-0.104167,-0.00694443
2,1x1,1.0,end,f,-0.166667,-0.046875
2,1x1,1.0,start,g,-0.0462963,-0.0190972
2,1x1,1.0,end,g,-0.0474537,0.00348696
2,1x1,1.0,end,h,0.0987997,0.0189992
2,1x1,1.0,start,i,0.298611,0.125
2,1x1,1.0,start,j,0.157407,-0.00434028
2,1x1,1.0,end,k,0.306783,0.0121528
2,1x1,1.0,start,l,0.444444,-0.0121528
2,1x1,1.0,end,l,0.417824,0.0199653
2,1x1,1.0,start,m,0.274306,-0.131076
2,1x1,1.0,end,m,0.245999,-0.0659722
2,1x1,1.0,start,n,0.0648148,-0.157986
2,1x1,1.0,end,n,0.165123,-0.103009
2,1x1,1.0,start,o,0.335648,0.0694445
2,1x1,1.0,end,o,0.352623,0.108796
2,1x1,1.0,start,p,0.572917,0.130642
2,1x1,1.0,end,p,0.506945,0.0868056
2,1x1,1.0,start,q,-0.498457,0.0902778
2,1x1,1.0,end,r,-0.160301,0.117187
2,1x1,1.0,start,s,-0.314815,-0.0182292
2,1x1,1.0,end,s,-0.326968,0.00694445
2,1x1,1.0,start,t,-0.0493827,0.106674
2,1x1,1.0,end,t,-0.0567417,0.0896991
2,1x1,1.0,start,w,-0.346891,0.0944941
2,1x1,1.0,end,w,-0.361111,0.119792
2,1x1,1.0,end,x,-0.206019,-0.0920138
2,1x1,1.0,start,y,0.0578704,0.0972222
2,1x1,1.0,end,y,0.0399306,0.115517
2,1x1,1.25,start,a,-0.365451,0.0094401
2,1x1,1.25,end,a,-0.421875,-0.0182292
2,1x1,1.25,start,b,0.0584491,-0.100694
2,1x1,1.25,start,d,-0.166667,0.0182292
2,1x1,1.25,end,d,-0.182292,0.0107422
2,1x1,1.25,end,e,-0.243902,0.10902
2,1x1,1.25,start,f,-0.0585937,0.0208333
2,1x1,1.25,end,f,-0.140625,0.015191
2,1x1,1.25,start,g,0.0763889,-0.0195313
2,1x1,1.25,end,g,-0.0490451,-0.0110424
2,1x1,1.25,start,h,0.157986,0.0182292
2,1x1,1.25,end,h,0.116319,-0.0195313
2,1x1,1.25,start,i,0.254051,0.11849
2,1x1,1.25,start,j,0.159722,0.0058594
2,1x1,1.25,end,k,0.330729,0.0117188
2,1x1,1.25,start,l,0.367188,0.0292969
2,1x1,1.25,end,l,0.372388,-0.00130204
2,1x1,1.25,start,m,0.28588,-0.0881076
2,1x1,1.25,start,n,0.15162,-0.12717
2,1x1,1.25,end,n,0.140625,-0.0830078
2,1x1,1.25,start,o,0.284722,0.119466
2,1x1,1.25,end,o,0.333333,0.0651042
2,1x1,1.25,start,p,0.484375,0.166667
2,1x1,1.25,end,p,0.494792,0.0950521
2,1x1,1.25,start,q,-0.423611,0.149306
2,1x1,1.25,start,r,-0.0954861,0.114583
2,1x1,1.25,end,r,-0.0790682,0.106283
2,1x1,1.25,start,s,-0.289931,0.015625
2,1x1,1.25,end,s,-0.315683,0.0169271
2,1x1,1.25,start,t,-0.0428241,0.110786
2,1x1,1.25,end,t,-0.0388889,0.103819
2,1x1,1.25,end,u,0.0850695,0.105143
2,1x1,1.25,start,w,-0.335938,0.111979
2,1x1,1.25,end,x,-0.256945,-0.0755208
2,1x1,1.25,start,y,0.0616319,0.146484
2,1x1,1.25,end,y,0.0286458,0.0986328
2,1x3,0.75,start,a,-0.459491,0.0027574
2,1x3,0.75,start,b,0.0543982,-0.412224
2,1x3,0.75,start,c,-0.142361,-0.372243
2,1x3,0.75,start,d,-0.175347,-0.0268841
2,1x3,0.75,end,d,-0.128472,0.0744485
2,1x3,0.75,start,e,-0.289931,0.320542
2,1x3,0.75,end,e,-0.234186,0.269302
2,1x3,0.75,start,f,-0.0819445,-0.0901654
2,1x3,0.75,end,f,-0.159722,0.0204315
2,1x3,0.75,start,g,-0.0347222,-0.0744485
2,1x3,0.75,end,g,-0.014757,0.00930612
2,1x3,0.75,start,h,0.145833,0.111673
2,1x3,0.75,end,h,0.0520833,0.0372243
2,1x3,0.75,start,i,0.213542,0.345359
2,1x3,0.75,start,j,0.206019,-0.0165441
2,1x3,0.75,end,k,0.28125,-0.0248161
2,1x3,0.75,start,l,0.592014,-0.0744485
2,1x3,0.75,start,m,0.321181,-0.388787
2,1x3,0.75,start,n,0.100695,-0.355699
2,1x3,0.75,end,n,0.135417,-0.318474
2,1x3,0.75,start,o,0.440104,0.360869
2,1x3,0.75,end,o,0.375,0.26057
2,1x3,0.75,start,p,0.881944,0.430147
2,1x3,0.75,end,p,0.385417,0.210938
2,1x3,0.75,start,q,-0.550347,0.295726
2,1x3,0.75,start,r,-0.0474537,0.319853
2,1x3,0.75,end,r,-0.138021,0.409467
2,1x3,0.75,start,s,-0.277778,0.0289522
2,1x3,0.75,end,s,-0.339583,0.00744488
2,1x3,0.75,start,t,-0.056713,0.305377
2,1x3,0.75,end,t,-0.0779493,0.348805
2,1x3,0.75,end,u,0.0911458,0.321576
2,1x3,0.75,start,v,-0.0520834,-0.353631
2,1x3,0.75,start,w,-0.435185,0.237132
2,1x3,0.75,end,x,-0.34375,-0.30193
2,1x3,0.75,start,y,0.0104166,0.354871
2,1x3,0.75,end,y,0.0430556,0.277941
2,1x3,1.0,start,a,-0.41713,0.00165443
2,1x3,1.0,end,a,-0.429398,-0.0289522
2,1x3,1.0,start,b,0.0555556,-0.33295
2,1x3,1.0,start,d,-0.0821759,-0.0372243
2,1x3,1.0,end,d,-0.243827,0.0261948
2,1x3,1.0,start,e,-0.189815,0.308824
2,1x3,1.0,end,e,-0.249256,0.29287
2,1x3,1.0,start,f,-0.114352,3.42e-008
2,1x3,1.0,end,f,-0.1875,-0.0275735
2,1x3,1.0,start,g,-0.168982,-0.0965074
2,1x3,1.0,end,g,-0.0509259,-0.042739
2,1x3,1.0,end,h,0.098669,-0.0151654
2,1x3,1.0,start,i,0.216435,0.352941
2,1x3,1.0,start,j,0.172454,-0.097886
2,1x3,1.0,end,k,0.313657,-0.0661764
2,1x3,1.0,start,l,0.4375,-0.136489
2,1x3,1.0,end,l,0.43287,-0.0234375
2,1x3,1.0,start,m,0.247685,-0.379136
2,1x3,1.0,end,m,0.224537,-0.434283
2,1x3,1.0,start,n,0.0763889,-0.363971
2,1x3,1.0,end,n,0.0972222,-0.286182
2,1x3,1.0,start,o,0.364583,0.292279
2,1x3,1.0,end,o,0.361111,0.365809
2,1x3,1.0,start,p,0.565972,0.358456
2,1x3,1.0,end,p,0.412037,0.250919
2,1x3,1.0,start,q,-0.482253,0.23989
2,1x3,1.0,end,r,-0.157118,0.298139
2,1x3,1.0,start,s,-0.246528,0.0137868
2,1x3,1.0,end,s,-0.341435,-0.0234375
2,1x3,1.0,start,t,-0.0177469,0.262255
2,1x3,1.0,end,t,-0.0432099,0.277574
2,1x3,1.0,start,w,-0.345899,0.286765
2,1x3,1.0,end,w,-0.384259,0.325368
2,1x3,1.0,end,x,-0.349537,-0.386029
2,1x3,1.0,start,y,0.0717592,0.386029
2,1x3,1.0,end,y,0.0283565,0.296415
2,1x3,1.25,start,a,-0.391927,0.00103399
2,1x3,1.25,end,a,-0.430556,-0.0351563
2,1x3,1.25,start,b,0.0202546,-0.362592
2,1x3,1.25,start,d,-0.178385,-0.0439453
2,1x3,1.25,end,d,-0.195313,-0.0248161
2,1x3,1.25,end,e,-0.242188,0.305314
2,1x3,1.25,start,f,-0.0360243,-0.0635914
2,1x3,1.25,end,f,-0.132523,-0.048943
2,1x3,1.25,start,g,0.0729167,-0.0372243
2,1x3,1.25,end,g,-0.0329861,0.0011056
2,1x3,1.25,start,h,0.105903,-0.0103401
2,1x3,1.25,end,h,0.130208,0.0434284
2,1x3,1.25,start,i,0.298032,0.236443
2,1x3,1.25,start,j,0.200521,0.00103404
2,1x3,1.25,end,k,0.309896,0.0785846
2,1x3,1.25,start,l,0.456597,0.0258502
2,1x3,1.25,end,l,0.401042,-0.00310196
2,1x3,1.25,start,m,0.267361,-0.173024
2,1x3,1.25,start,n,0.133681,-0.301241
2,1x3,1.25,end,n,0.11269,-0.282471
2,1x3,1.25,start,o,0.351129,0.311753
2,1x3,1.25,end,o,0.354167,0.279182
2,1x3,1.25,start,p,0.411458,0.233686
2,1x3,1.25,end,p,0.409722,0.326746
2,1x3,1.25,start,q,-0.435185,0.290211
2,1x3,1.25,start,r,-0.142361,0.161305
2,1x3,1.25,end,r,-0.0502858,0.270134
2,1x3,1.25,start,s,-0.269097,0.0413603
2,1x3,1.25,end,s,-0.316357,-0.0120709
2,1x3,1.25,start,t,-0.0645255,0.243509
2,1x3,1.25,end,t,-0.0512153,0.298001
2,1x3,1.25,end,u,0.0954861,0.30193
2,1x3,1.25,start,w,-0.298611,0.305032
2,1x3,1.25,end,x,-0.211806,-0.308134
2,1x3,1.25,start,y,0.105903,0.242992
2,1x3,1.25,end,y,0.0412326,0.300896
3,1x1,0.75,start,a,-0.34375,-0.0625
3,1x1,0.75,end,a,-0.453885,-0.0227864
3,1x1,0.75,start,b,0.0925926,-0.0755208
3,1x1,0.75,start,d,-0.0729167,0.0677084
3,1x1,0.75,end,d,-0.249673,0.0341805
3,1x1,0.75,start,e,-0.0543982,0.137153
3,1x1,0.75,end,e,-0.256028,0.146075
3,1x1,0.75,start,f,0.0653935,0.0221355
3,1x1,0.75,end,f,-0.194444,-0.019049
3,1x1,0.75,start,g,0.201389,0.0208333
3,1x1,0.75,end,g,-0.0625,0.0347223
3,1x1,0.75,start,h,0.204861,0.109375
3,1x1,0.75,end,h,0.180848,-0.0104167
3,1x1,0.75,start,i,0.378472,0.236328
3,1x1,0.75,start,j,0.365741,0.0434028
3,1x1,0.75,end,k,0.361111,0.0520833
3,1x1,0.75,start,l,0.513889,0.0833333
3,1x1,0.75,end,l,0.476233,0.0117188
3,1x1,0.75,start,m,0.383681,-0.0351562
3,1x1,0.75,end,m,0.375729,-0.158854
3,1x1,0.75,end,n,0.144267,-0.12708
3,1x1,0.75,start,o,0.472222,0.182943
3,1x1,0.75,start,p,0.361111,0.167969
3,1x1,0.75,end,p,0.534767,0.179688
3,1x1,0.75,start,q,-0.247685,0.138889
3,1x1,0.75,end,r,-0.0950966,0.126302
3,1x1,0.75,start,s,-0.145833,0.213542
3,1x1,0.75,end,s,-0.336531,-0.0151888
3,1x1,0.75,start,t,0.0878472,0.185938
3,1x1,0.75,end,t,0.00326664,0.113618
3,1x1,0.75,start,w,-0.160714,0.162574
3,1x1,0.75,end,w,-0.388889,0.150908
3,1x1,0.75,end,x,-0.270833,-0.161458
3,1x1,0.75,end,y,0.0698785,0.135091
3,1x1,1.0,start,a,-0.347222,0.00434031
3,1x1,1.0,start,b,0.0503472,-0.164497
3,1x1,1.0,start,c,-0.178241,-0.0503472
3,1x1,1.0,start,d,-0.0659722,0.0121528
3,1x1,1.0,end,d,-0.195585,0.0164931
3,1x1,1.0,end,e,-0.266467,0.130029
3,1x1,1.0,start,f,0.0393519,0.0633681
3,1x1,1.0,end,f,-0.206019,-0.0260417
3,1x1,1.0,start,g,0.0497685,-0.0104166
3,1x1,1.0,end,g,-0.0668445,0.0140559
3,1x1,1.0,end,h,0.206487,0.0347223
3,1x1,1.0,start,i,0.1875,0.135417
3,1x1,1.0,start,j,0.21875,-0.0182291
3,1x1,1.0,end,k,0.33912,0.0555556
3,1x1,1.0,start,l,0.479167,0.0373264
3,1x1,1.0,end,l,0.423611,0.0491541
3,1x1,1.0,start,m,0.358218,-0.104601
3,1x1,1.0,end,n,0.180594,-0.144432
3,1x1,1.0,start,o,0.359182,0.141493
3,1x1,1.0,end,o,0.388503,0.112558
3,1x1,1.0,start,p,0.524306,0.118924
3,1x1,1.0,end,p,0.453947,0.15636
3,1x1,1.0,start,q,-0.365741,0.0810186
3,1x1,1.0,start,r,-0.099537,0.0659722
3,1x1,1.0,end,r,-0.101427,0.134789
3,1x1,1.0,start,s,-0.261574,0.0329862
3,1x1,1.0,end,s,-0.337963,-0.0503472
3,1x1,1.0,start,t,0.096965,0.150077
3,1x1,1.0,end,t,-0.0227624,0.11461
3,1x1,1.0,end,u,0.157407,0.119893
3,1x1,1.0,start,v,-0.0439815,-0.0607638
3,1x1,1.0,start,w,-0.211806,0.167101
3,1x1,1.0,end,w,-0.372685,0.114673
3,1x1,1.0,end,x,-0.266204,-0.144097
3,1x1,1.0,start,y,0.137732,0.0538195
3,1x1,1.0,end,y,0.0333211,0.142879
3,1x1,1.25,start,a,-0.294705,0.0270182
3,1x1,1.25,start,b,0.094184,-0.0439453
3,1x1,1.25,start,c,0.154514,-0.09375
3,1x1,1.25,start,d,-0.123264,-0.00423178
3,1x1,1.25,end,d,-0.173962,0.00716146
3,1x1,1.25,end,e,-0.238187,0.11419
3,1x1,1.25,start,f,0.0212674,0.0201823
3,1x1,1.25,end,f,-0.124132,-0.0127551
3,1x1,1.25,start,g,0.0407986,0.0377604
3,1x1,1.25,end,g,-0.0588542,0.0299364
3,1x1,1.25,end,h,0.106771,-0.0400391
3,1x1,1.25,start,i,0.314236,0.0527344
3,1x1,1.25,start,j,0.226562,0.00585942
3,1x1,1.25,end,k,0.426097,0.0130208
3,1x1,1.25,start,l,0.32118,0.0416667
3,1x1,1.25,start,m,0.270833,-0.130208
3,1x1,1.25,start,n,0.0277778,-0.0950521
3,1x1,1.25,end,n,0.161458,-0.122396
3,1x1,1.25,start,o,0.321181,0.124349
3,1x1,1.25,end,o,0.302133,0.0898438
3,1x1,1.25,start,p,0.469618,0.0507813
3,1x1,1.25,end,p,0.498459,0.106771
3,1x1,1.25,start,q,-0.24566,0.10612
3,1x1,1.25,start,r,0.112847,-0.00520833
3,1x1,1.25,end,r,-0.145077,0.105252
3,1x1,1.25,start,s,-0.117622,0.0250651
3,1x1,1.25,end,s,-0.35026,-0.0283203
3,1x1,1.25,start,t,0.00376158,0.11046
3,1x1,1.25,end,t,-0.0215872,0.115513
3,1x1,1.25,end,u,0.118576,0.0984957
3,1x1,1.25,start,v,0.131944,-0.0416667
3,1x1,1.25,start,w,-0.185764,0.101563
3,1x1,1.25,end,x,-0.236111,-0.130208
3,1x1,1.25,start,y,0.0897818,0.101563
3,1x1,1.25,end,y,0.0929033,0.111003
3,1x3,0.75,start,a,-0.288194,-0.111673
3,1x3,0.75,end,a,-0.456597,-0.0762164
3,1x3,0.75,start,b,0.0173611,-0.161305
3,1x3,0.75,start,d,0.128472,0.32261
3,1x3,0.75,end,d,-0.324682,-0.00827199
3,1x3,0.75,start,e,-0.0162037,0.279871
3,1x3,0.75,end,e,-0.278149,0.404962
3,1x3,0.75,start,f,0.041088,0.0689339
3,1x3,0.75,end,f,-0.246528,-0.00827206
