ID,Age,Gender,Dominant,Thumb(mm),Index(mm),Phone,Usage,X,Y,Height,Width,Height(mm),Width(mm),Dist2Right(mm)
14,18,Female,Right,70,73,720P,Thumb,0.544628,0.708565,0.513838,0.836516,48.9138,44.7921,24.3833
14,18,Female,Right,70,73,1440P,Thumb,0.560128,0.663234,0.373031,0.702592,42.1167,44.6202,27.9354
14,18,Female,Right,70,73,720P,Thumb,0.560664,0.69943,0.509062,0.809228,48.4591,43.3309,23.5247
14,18,Female,Right,70,73,1440P,Thumb,0.558276,0.643477,0.397258,0.736294,44.852,46.7606,28.053
14,18,Female,Right,70,73,720P,Index,0.571292,0.72462,0.499979,0.807417,47.5945,43.2339,22.9556
14,18,Female,Right,70,73,1440P,Index,0.549884,0.629236,0.428723,0.739648,48.4045,46.9736,28.5859
14,18,Female,Right,70,73,720P,Index,0.558916,0.657159,0.524182,0.797604,49.8985,42.7085,23.6183
14,18,Female,Right,70,73,1440P,Index,0.543152,0.624229,0.460809,0.771044,52.0271,48.9674,29.0135
14,18,Female,Right,70,73,720P,Index,0.523042,0.691463,0.55084,0.870656,52.4361,46.6201,25.5392
14,18,Female,Right,70,73,1440P,Index,0.542026,0.628687,0.502118,0.855809,56.6912,54.3507,29.085
14,18,Female,Right,70,73,720P,Index,0.531504,0.691652,0.522525,0.783953,49.7407,41.9775,25.0861
14,18,Female,Right,70,73,1440P,Index,0.53055,0.615114,0.517421,0.839776,58.4189,53.3325,29.8139
14,18,Female,Right,70,73,720P,Index,0.525694,0.663058,0.459822,0.868686,43.7718,46.5147,25.3972
14,18,Female,Right,70,73,1440P,Index,0.514837,0.605791,0.559817,0.852644,63.2056,54.1497,30.8117
14,18,Female,Right,70,73,720P,Index,0.538657,0.668814,0.593779,0.783797,56.5236,41.9692,24.7031
14,18,Female,Right,70,73,1440P,Index,0.526911,0.631701,0.468746,0.868539,52.9233,55.1592,30.0449
15,34,Female,Right,60,70,720P,Thumb,0.53893,0.593565,0.278752,0.511193,26.5353,27.3723,24.6885
15,34,Female,Right,60,70,1440P,Thumb,0.534414,0.54458,0.3143,0.50488,35.4858,32.0639,29.5684
15,34,Female,Right,60,70,720P,Thumb,0.555242,0.567112,0.285787,0.46859,27.2049,25.0911,23.815
15,34,Female,Right,60,70,1440P,Thumb,0.525441,0.52582,0.214727,0.323165,24.2435,20.5235,30.1383
15,34,Female,Right,60,70,720P,Thumb,0.552024,0.556622,0.301064,0.476157,28.6592,25.4963,23.9873
15,34,Female,Right,60,70,1440P,Thumb,0.540798,0.656662,0.22648,0.366585,25.5706,23.2811,29.163
15,34,Female,Right,60,70,720P,Thumb,0.63524,0.661261,0.302307,0.383264,28.7775,20.5222,19.5314
15,34,Female,Right,60,70,1440P,Thumb,0.529091,0.633297,0.264641,0.428958,29.879,27.2422,29.9065
15,34,Female,Right,60,70,720P,Index,0.599511,0.704625,0.236047,0.382308,22.47,20.4711,21.4446
15,34,Female,Right,60,70,1440P,Index,0.532848,0.655914,0.253852,0.387972,28.6609,24.6393,29.6679
15,34,Female,Right,60,70,720P,Index,0.587101,0.647779,0.386192,0.512519,36.7628,27.4434,22.1091
15,34,Female,Right,60,70,1440P,Index,0.565817,0.61127,0.298672,0.450963,33.7212,28.6398,27.5741
15,34,Female,Right,60,70,720P,Index,0.615542,0.580967,0.284135,0.518583,27.0477,27.7681,20.5862
15,34,Female,Right,60,70,1440P,Index,0.541734,0.64835,0.340434,0.447769,38.4363,28.4369,29.1036
15,34,Female,Right,60,70,720P,Index,0.569547,0.648059,0.287085,0.55475,27.3285,29.7046,23.049
15,34,Female,Right,60,70,1440P,Index,0.568283,0.579641,0.309688,0.355725,34.965,22.5914,27.4175
15,34,Female,Right,60,70,720P,Index,0.623094,0.660836,0.316984,0.464526,30.1747,24.8735,20.1818
15,34,Female,Right,60,70,1440P,Index,0.568751,0.65899,0.320145,0.35704,36.1456,22.6749,27.3878
15,34,Female,Right,60,70,720P,Index,0.60892,0.619815,0.303693,0.421126,28.9094,22.5496,20.9408
15,34,Female,Right,60,70,1440P,Index,0.485359,0.570965,0.373218,0.448713,42.1378,28.4968,32.6838
16,20,Female,Right,63,72,720P,Thumb,0.59654,0.738941,0.360695,0.609699,34.3357,32.6469,21.6037
16,20,Female,Right,63,72,1440P,Thumb,0.590964,0.777355,0.344258,0.603572,38.8681,38.3317,25.9771
16,20,Female,Right,63,72,720P,Thumb,0.629656,0.752437,0.337688,0.614868,32.1455,32.9237,19.8304
16,20,Female,Right,63,72,1440P,Thumb,0.567106,0.802578,0.31593,0.593246,35.6697,37.6759,27.4922
16,20,Female,Right,63,72,720P,Thumb,0.544925,0.79713,0.251739,0.618564,23.9638,33.1216,24.3674
16,20,Female,Right,63,72,1440P,Thumb,0.583569,0.801926,0.282492,0.603181,31.8945,38.3068,26.4467
16,20,Female,Right,63,72,720P,Thumb,0.573903,0.764352,0.278061,0.635526,26.4695,34.0299,22.8158
16,20,Female,Right,63,72,1440P,Thumb,0.596293,0.774025,0.349707,0.574802,39.4833,36.5045,25.6386
16,20,Female,Right,63,72,720P,Index,0.578063,0.818975,0.341206,0.604985,32.4804,32.3945,22.593
16,20,Female,Right,63,72,1440P,Index,0.581921,0.829137,0.260523,0.562103,29.4141,35.698,26.5514
16,20,Female,Right,63,72,720P,Index,0.625694,0.685598,0.347758,0.645833,33.1041,34.5818,20.0426
16,20,Female,Right,63,72,1440P,Index,0.534164,0.798035,0.251273,0.724881,28.3698,46.0357,29.5843
16,20,Female,Right,63,72,720P,Index,0.602083,0.742628,0.349119,0.765278,33.2337,40.9776,21.3068
16,20,Female,Right,63,72,1440P,Index,0.458437,0.776803,0.279895,0.676543,31.6012,42.9659,34.3936
16,20,Female,Right,63,72,720P,Index,0.597336,0.724807,0.419135,0.739117,39.8987,39.5767,21.561
16,20,Female,Right,63,72,1440P,Index,0.461002,0.79866,0.303953,0.694953,34.3175,44.1351,34.2307
16,20,Female,Right,63,72,720P,Index,0.532765,0.708987,0.341386,0.718307,32.4976,38.4625,25.0186
16,20,Female,Right,63,72,1440P,Index,0.494995,0.779023,0.305234,0.665773,34.4622,42.2819,32.0718
16,20,Female,Right,63,72,720P,Index,0.636653,0.725507,0.333361,0.676083,31.7336,36.2016,19.4558
16,20,Female,Right,63,72,1440P,Index,0.507968,0.816686,0.288152,0.709648,32.5336,45.0683,31.248
