my watch fell in the water
Basic
0.8 0.8
575.9999 435.2
Began 1455.627 479 190 0.2065972 -0.4090074
Stationary 1455.692 479 190 0.2065972 -0.4090074
Stationary 1455.754 479 190 0.2065972 -0.4090074
Moved 1455.82 479 200.056 0.2065972 -0.3859007
Moved 1455.889 479 201 0.2065972 -0.3837317
Moved 1455.953 484.0048 204.715 0.215286 -0.3751954
Moved 1456.013 491.1102 208 0.2276219 -0.3676471
Moved 1456.074 499 212.5 0.2413195 -0.357307
Moved 1456.135 505.2134 222.4268 0.2521065 -0.3344974
Moved 1456.196 511.6245 233.2489 0.2632369 -0.3096303
Moved 1456.256 515 242.3508 0.2690972 -0.2887159
Moved 1456.316 503.2954 273.6682 0.2487768 -0.216755
Moved 1456.382 472.6104 314.8676 0.1955041 -0.1220874
Moved 1456.447 444.3644 354.3624 0.146466 -0.03133641
Moved 1456.529 426.85 404.0501 0.116059 0.08283573
Moved 1456.589 421.1001 432.4994 0.1060766 0.1482063
Moved 1456.65 419.734 452.798 0.1037049 0.1948485
Moved 1456.712 418.0014 468.9958 0.1006969 0.2320676
Moved 1456.777 413.5921 488.6317 0.09304181 0.2771868
Moved 1456.843 411 504.4028 0.08854166 0.3134255
Moved 1456.906 409 513.5 0.08506946 0.3343291
Moved 1456.968 407 517 0.08159719 0.3423713
Ended 1457.028 405.6097 517 0.0791835 0.3423713
Began 1458.085 202 511 -0.2743056 0.3285846
Stationary 1458.159 202 511 -0.2743056 0.3285846
Stationary 1458.223 202 511 -0.2743056 0.3285846
Stationary 1458.286 202 511 -0.2743056 0.3285846
Stationary 1458.347 202 511 -0.2743056 0.3285846
Moved 1458.412 191.5 518 -0.2925347 0.3446691
Moved 1458.479 188 519 -0.2986111 0.346967
Moved 1458.544 185 521 -0.3038194 0.3515625
Moved 1458.609 182.3214 521 -0.3084698 0.3515625
Moved 1458.69 180.5 522 -0.3116319 0.3538603
Moved 1458.755 178.0484 522 -0.3158882 0.3538603
Moved 1458.832 173.7964 510.6946 -0.3232702 0.3278828
Moved 1458.899 154.2997 473.5994 -0.3571186 0.2426456
Moved 1458.965 136 437.5 -0.3888889 0.1596967
Moved 1459.032 121.9171 409.8343 -0.4133382 0.09612662
Moved 1459.098 116.1529 395.1529 -0.4233457 0.06239177
Moved 1459.164 115 390.8641 -0.4253472 0.05253708
Moved 1459.227 115 390 -0.4253472 0.05055147
Stationary 1459.289 115 390 -0.4253472 0.05055147
Moved 1459.385 166.7081 405.8832 -0.3355763 0.08704793
Moved 1459.446 198.5586 414.6234 -0.2802803 0.107131
Moved 1459.506 230.3027 427.1009 -0.225169 0.1358018
Moved 1459.572 282.3328 450.5552 -0.134839 0.1896949
Moved 1459.637 317.1324 472.9436 -0.07442299 0.2411388
Moved 1459.7 341.9772 495.9696 -0.03128957 0.2940479
Moved 1459.765 352.8292 509.8292 -0.01244932 0.3258944
Moved 1459.833 356.5691 520 -0.005956367 0.3492647
Moved 1459.9 357 522.2616 -0.005208328 0.3544614
Stationary 1459.965 357 522 -0.005208328 0.3538603
Moved 1460.062 314.3129 444.6884 -0.07931784 0.1762142
Moved 1460.126 280.6828 375.0485 -0.1377034 0.01619613
Moved 1460.189 274 343.4234 -0.1493056 -0.05647197
Moved 1460.255 271 319.4796 -0.1545139 -0.1114899
Moved 1460.319 270 300.3768 -0.15625 -0.1553841
Moved 1460.383 270 282.886 -0.15625 -0.1955745
Moved 1460.448 280.8584 264.4249 -0.1373987 -0.2379942
Moved 1460.513 285.5 254 -0.1293403 -0.2619485
Moved 1460.576 288.96 245.0801 -0.1233334 -0.2824447
Moved 1460.64 291 237.7095 -0.1197917 -0.2993808
Moved 1460.743 293 226.9703 -0.1163194 -0.3240572
Moved 1460.81 296.7737 225 -0.109768 -0.3285846
Moved 1460.874 320.1753 235.5876 -0.06914005 -0.3042563
Moved 1460.94 361.1476 273.1476 0.00199236 -0.2179513
Moved 1461.004 398.5103 306.7585 0.06685808 -0.1407203
Moved 1461.068 426.9058 334.3822 0.1161559 -0.07724679
Moved 1461.132 438.8433 353.5299 0.1368807 -0.03324937
Moved 1461.198 446 372.5699 0.1493056 0.01050066
Moved 1461.265 452.4167 391.8333 0.1604456 0.05476405
Moved 1461.329 455.5 397.5 0.1657986 0.06778494
Ended 1461.43 455 398 0.1649305 0.06893383
Began 1462.703 314 427 -0.0798611 0.1355699
Stationary 1462.771 314 427 -0.0798611 0.1355699
Stationary 1462.832 314 427 -0.0798611 0.1355699
Moved 1462.896 303.2131 427 -0.09858832 0.1355699
Moved 1462.958 293.7967 427 -0.1149362 0.1355699
Moved 1463.022 284.3435 417.6718 -0.1313481 0.1141355
Moved 1463.086 283 415.5 -0.1336806 0.1091452
Moved 1463.149 283 410.1329 -0.1336806 0.09681281
Moved 1463.214 283 397.4427 -0.1336806 0.06765331
Moved 1463.282 290.6565 380.0306 -0.1203881 0.0276438
Moved 1463.344 293.3914 363.8258 -0.1156399 -0.00959144
Moved 1463.407 294 353.1823 -0.1145833 -0.03404814
Moved 1463.494 295 344.5 -0.1128472 -0.05399816
Moved 1463.556 295 344 -0.1128472 -0.05514707
Moved 1463.618 280.2742 372.6331 -0.1384129 0.01064595
Moved 1463.687 263.0811 420.432 -0.1682619 0.120478
Moved 1463.752 258 445.6505 -0.1770834 0.178425
Moved 1463.821 255 467.3069 -0.1822917 0.228187
Moved 1463.89 253 482.7452 -0.1857639 0.263661
Moved 1463.957 252 491.5 -0.1875 0.2837776
Moved 1464.022 252 492 -0.1875 0.2849265
Stationary 1464.085 252 492 -0.1875 0.2849265
Moved 1464.182 327.8768 455.6346 -0.05576947 0.2013664
Moved 1464.248 405.2722 427.4951 0.07859766 0.1367074
Moved 1464.309 444.9803 412.0099 0.1475351 0.1011257
Moved 1464.37 472.1224 400.951 0.194657 0.07571474
Moved 1464.432 499.8543 388.6874 0.2428026 0.04753551
Moved 1464.493 528.9796 379.8041 0.2933673 0.02712334
Moved 1464.554 548.8001 376 0.327778 0.01838228
Moved 1464.615 564.9937 371.6688 0.3558919 0.008430061
Moved 1464.676 577.1295 369.9352 0.376961 0.004446787
Moved 1464.736 582.9907 368.0093 0.3871367 2.131743E-05
Ended 1464.827 585 368 0.390625 0
Began 1465.668 371 459 0.01909725 0.2090993
Stationary 1465.745 371 459 0.01909725 0.2090993
Moved 1465.817 357.5684 492.2948 -0.004221536 0.2856039
Moved 1465.884 351.0574 506.8852 -0.01552533 0.3191296
Moved 1465.953 350 517.8132 -0.01736112 0.34424
Moved 1466.019 350 523.2045 -0.01736112 0.3566279
Moved 1466.086 366.8109 526.937 0.01182444 0.3652044
Moved 1466.152 382.893 527 0.03974475 0.3653493
Moved 1466.226 408.3492 527 0.08393952 0.3653493
Moved 1466.289 432.488 514.128 0.1258472 0.3357721
Moved 1466.351 452.5417 508.8195 0.1606627 0.3235742
Moved 1466.413 467.9464 505.0268 0.1874069 0.3148594
Moved 1466.476 480.6808 503 0.2095154 0.3102022
Moved 1466.542 487.5717 501.4283 0.2214786 0.3065909
Moved 1466.61 492.9701 501 0.2308509 0.3056066
Moved 1466.678 497.7723 501 0.239188 0.3056066
