my watch fell in the water
Basic
0.6 0.6
432 172.8
Began 318.1081 589 238 0.5300926 -0.01157407
Stationary 318.1394 589 238 0.5300926 -0.01157407
Stationary 318.1609 589 238 0.5300926 -0.01157407
Stationary 318.1885 589 238 0.5300926 -0.01157407
Stationary 318.2093 589 238 0.5300926 -0.01157407
Stationary 318.2299 589 238 0.5300926 -0.01157407
Stationary 318.2499 589 238 0.5300926 -0.01157407
Stationary 318.2722 589 238 0.5300926 -0.01157407
Stationary 318.2936 589 238 0.5300926 -0.01157407
Stationary 318.3145 589 238 0.5300926 -0.01157407
Stationary 318.335 589 238 0.5300926 -0.01157407
Stationary 318.3553 589 238 0.5300926 -0.01157407
Stationary 318.3748 589 238 0.5300926 -0.01157407
Stationary 318.395 589 238 0.5300926 -0.01157407
Moved 318.4151 579.9161 238 0.5090651 -0.01157407
Moved 318.4378 577.0974 238 0.5025402 -0.01157407
Moved 318.4605 567.9243 238 0.4813063 -0.01157407
Moved 318.4829 560.7234 238 0.4646375 -0.01157407
Moved 318.521 538.9707 224.4854 0.4142841 -0.08978385
Moved 318.544 533.1083 222.7771 0.4007136 -0.09966957
Moved 318.568 523.0403 219.26 0.3774081 -0.1200229
Moved 318.5916 518.4791 217.8263 0.3668497 -0.1283199
Moved 318.6161 506.7901 213.895 0.339792 -0.1510703
Moved 318.6385 501.0459 211.0229 0.3264952 -0.1676913
Moved 318.66 494.0161 208.0107 0.3102225 -0.1851228
Moved 318.6828 489.7011 205.134 0.3002342 -0.2017705
Moved 318.7061 482.0897 201.6965 0.282615 -0.2216636
Moved 318.7292 479.5182 198.2592 0.2766625 -0.2415556
Moved 318.7656 471.4256 193.2128 0.2579297 -0.2707593
Moved 318.7893 469.8495 191.8495 0.2542814 -0.2786488
Moved 318.8123 466.9771 189.9771 0.2476322 -0.2894849
Moved 318.8343 465.5368 190 0.2442982 -0.2893519
Moved 318.8552 464.5 188.5 0.2418981 -0.2980326
Moved 318.8775 462.5 188 0.2372685 -0.3009259
Moved 318.8991 462.1505 188 0.2364594 -0.3009259
Moved 318.9213 461 187 0.2337964 -0.3067128
Stationary 318.9432 461 187 0.2337964 -0.3067128
Moved 318.9649 457.977 194.1609 0.2267987 -0.2652726
Moved 319.0009 452.7906 203.4187 0.2147932 -0.2116973
Moved 319.0219 447.8375 209.1625 0.2033275 -0.1784579
Moved 319.043 428.6816 229.3184 0.1589852 -0.06181505
Moved 319.0642 417.1914 239.4575 0.1323875 -0.003139355
Moved 319.0863 403.68 250.53 0.101111 0.0609375
Moved 319.1083 386.2935 264.4627 0.06086459 0.1415666
Moved 319.1311 374.6624 274.5751 0.03394067 0.2000876
Moved 319.1522 350.5386 289.5494 -0.02190138 0.2867441
Moved 319.1736 342.6684 295.2653 -0.04011939 0.3198223
Moved 319.195 336.4784 299.0144 -0.05444809 0.3415186
Moved 319.2282 329.5463 307.9073 -0.07049461 0.3929824
Moved 319.25 330 309.7723 -0.06944443 0.4037751
Moved 319.2709 330 312.6375 -0.06944443 0.4203556
Moved 319.2923 330 318.3925 -0.06944443 0.4536601
Moved 319.3125 335.693 322.2651 -0.05626629 0.4760712
Ended 319.3512 344.5789 326.193 -0.03569692 0.4988021
Began 320.0631 222 331 -0.3194444 0.5266204
Stationary 320.0961 222 331 -0.3194444 0.5266204
Stationary 320.1198 222 331 -0.3194444 0.5266204
Stationary 320.1411 222 331 -0.3194444 0.5266204
Stationary 320.1619 222 331 -0.3194444 0.5266204
Moved 320.1832 210.0672 331 -0.3470666 0.5266204
Moved 320.2057 207.1932 331 -0.3537194 0.5266204
Moved 320.2278 202.218 331 -0.3652361 0.5266204
Moved 320.2485 200.783 331 -0.3685579 0.5266204
Moved 320.2722 199.3453 331 -0.3718859 0.5266204
Moved 320.2944 195.7735 331 -0.3801541 0.5266204
Moved 320.3158 194.3366 324 -0.3834802 0.4861113
Moved 320.337 192.8991 324 -0.3868077 0.4861113
Moved 320.3578 191.0266 324 -0.3911423 0.4861113
Moved 320.3781 190.5 324 -0.3923611 0.4861113
Moved 320.3989 189.5 323 -0.3946759 0.4803241
Stationary 320.4194 189.5 323 -0.3946759 0.4803241
Moved 320.4399 190 322 -0.3935185 0.4745372
Moved 320.4625 190 320.2948 -0.3935185 0.464669
Moved 320.4967 190 318.5 -0.3935185 0.4542824
Moved 320.5178 190 317.3668 -0.3935185 0.4477243
Moved 320.5394 190 312.0372 -0.3935185 0.4168822
Moved 320.5608 196.5715 306.2448 -0.3783067 0.3833612
Moved 320.5825 199.8184 296.5449 -0.3707908 0.3272274
Moved 320.6049 201.2516 290.9938 -0.3674733 0.2951029
Moved 320.6281 201 278.034 -0.3680556 0.220104
Moved 320.65 201 272.0875 -0.3680556 0.1856917
Moved 320.6706 201 265.6687 -0.3680556 0.1485459
Moved 320.6922 190.5 252 -0.3923611 0.06944445
Moved 320.7252 188.9556 242.8669 -0.395936 0.01659111
Moved 320.7465 186.0798 238.6198 -0.4025931 -0.007987552
Moved 320.768 181.2708 231.9061 -0.4137251 -0.04683954
Moved 320.7895 180.1993 230.1992 -0.4162054 -0.05671766
Moved 320.8108 178.7704 228.7704 -0.419513 -0.0649862
Moved 320.8309 179 228 -0.4189815 -0.06944445
Stationary 320.8514 179 228 -0.4189815 -0.06944445
Stationary 320.8718 179 228 -0.4189815 -0.06944445
Moved 320.8926 196.5 240 -0.3784722 0
Moved 320.913 214.8298 249.8866 -0.3360421 0.0572141
Moved 320.9529 278.008 276.6221 -0.1897962 0.2119336
Moved 320.975 308.1584 286.7195 -0.1200037 0.2703674
Moved 320.9962 323.8451 293.1712 -0.08369182 0.3077037
Moved 321.0172 350.6065 303.1024 -0.02174412 0.3651761
Moved 321.0383 359.8496 307.4248 -0.0003481408 0.39019
Moved 321.06 368.9361 310.6454 0.02068549 0.4088275
Moved 321.0809 373.2479 312.0826 0.03066639 0.4171449
Moved 321.102 376 315 0.03703703 0.4340278
Moved 321.123 381.782 316.391 0.05042126 0.4420775
Moved 321.1438 383.6554 316.8277 0.05475779 0.4446048
Moved 321.1767 386.2802 317 0.06083389 0.4456021
