the facts get in the way
Basic
0.4 0.4
288 217.6
Began 1140.033 342 450 -0.06250002 0.3768383
Stationary 1140.091 342 450 -0.06250002 0.3768383
Stationary 1140.146 342 450 -0.06250002 0.3768383
Stationary 1140.202 342 450 -0.06250002 0.3768383
Stationary 1140.257 342 450 -0.06250002 0.3768383
Moved 1140.308 333 450 -0.09374999 0.3768383
Moved 1140.366 331.5 450 -0.09895831 0.3768383
Moved 1140.421 331 450 -0.1006945 0.3768383
Moved 1140.475 330 450 -0.1041666 0.3768383
Stationary 1140.53 330 450 -0.1041666 0.3768383
Moved 1140.583 329 440.5057 -0.1076389 0.3332067
Moved 1140.635 329 437 -0.1076389 0.3170957
Moved 1140.701 328 431.7415 -0.1111111 0.2929298
Moved 1140.757 327 427.7961 -0.1145833 0.2747982
Moved 1140.812 323.9742 418.9483 -0.1250897 0.2341374
Moved 1140.865 319.6595 413.6595 -0.140071 0.2098325
Moved 1140.919 307.6329 403.4219 -0.1818303 0.1627847
Moved 1140.973 296.9678 396.9785 -0.2188619 0.1331734
Moved 1141.036 283 393 -0.2673611 0.1148897
Moved 1141.089 275.8397 389.8397 -0.2922232 0.1003663
Moved 1141.141 272.5404 388.5404 -0.3036792 0.09439532
Moved 1141.193 270.1547 389 -0.311963 0.0965075
Moved 1141.273 267.6933 388 -0.3205095 0.09191184
Moved 1141.324 266.9858 387 -0.3229661 0.08731625
Stationary 1141.373 267 387 -0.3229167 0.08731625
Moved 1141.422 266 386 -0.326389 0.08272059
Moved 1141.473 264.5 386 -0.3315973 0.08272059
Moved 1141.523 265 386 -0.3298611 0.08272059
Moved 1141.572 265 385 -0.3298611 0.07812501
Stationary 1141.621 265 385 -0.3298611 0.07812501
Moved 1141.671 264 385 -0.3333333 0.07812501
Stationary 1141.721 264 385 -0.3333333 0.07812501
Ended 1141.8 264 385 -0.3333333 0.07812501
Backspace 1142.723
Began 1143.647 338 446 -0.07638887 0.3584559
Stationary 1143.707 338 446 -0.07638887 0.3584559
Stationary 1143.758 338 446 -0.07638887 0.3584559
Stationary 1143.808 338 446 -0.07638887 0.3584559
Stationary 1143.859 338 446 -0.07638887 0.3584559
Stationary 1143.909 338 446 -0.07638887 0.3584559
Stationary 1143.96 338 446 -0.07638887 0.3584559
Stationary 1144.012 338 446 -0.07638887 0.3584559
