a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 326.4
Began 1400.224 104 326 -0.5925925 -0.1286766
Stationary 1400.285 104 326 -0.5925925 -0.1286766
Ended 1400.334 104 326 -0.5925925 -0.1286766
SingleKey 1400.382 a
Began 1401.414 555 407 0.4513889 0.1194853
Stationary 1401.485 555 407 0.4513889 0.1194853
Stationary 1401.54 555 407 0.4513889 0.1194853
Stationary 1401.596 555 407 0.4513889 0.1194853
Stationary 1401.645 555 407 0.4513889 0.1194853
Stationary 1401.695 555 407 0.4513889 0.1194853
Stationary 1401.744 555 407 0.4513889 0.1194853
Moved 1401.794 555 426.6166 0.4513889 0.1795853
Moved 1401.845 541.5 445.5 0.4201389 0.2374387
Moved 1401.897 524.555 465.934 0.3809143 0.300043
Moved 1401.959 510.3321 479.6679 0.347991 0.3421198
Moved 1402.01 498.8525 484.5737 0.3214179 0.35715
Moved 1402.064 489.3246 487 0.2993625 0.3645834
Moved 1402.117 480.7564 488 0.2795288 0.3676471
Moved 1402.165 475.5006 488 0.2673625 0.3676471
Moved 1402.218 470.1349 488 0.254942 0.3676471
Moved 1402.267 432.0266 460.1151 0.1667283 0.2822155
Moved 1402.319 404.629 421.1794 0.103308 0.162927
Moved 1402.379 383.7695 367.3085 0.05502204 -0.002118373
Moved 1402.435 374.3312 344.6625 0.03317416 -0.07149976
Moved 1402.518 348.8404 299.7605 -0.0258325 -0.209067
Moved 1402.569 342.016 293.016 -0.04162972 -0.2297304
Moved 1402.621 338.7554 288.7554 -0.04917736 -0.2427838
Moved 1402.672 337 286.3802 -0.05324075 -0.2500606
Moved 1402.723 335 283.126 -0.05787035 -0.2600306
Moved 1402.772 332 279.1968 -0.06481484 -0.2720687
Moved 1402.823 322.9839 273.4919 -0.08568536 -0.2895467
Moved 1402.872 317.6753 271 -0.09797385 -0.2971814
Moved 1402.923 312 267.5 -0.1111111 -0.3079043
Moved 1402.973 308.9454 265.9454 -0.118182 -0.3126674
Moved 1403.051 307 307.3248 -0.1226852 -0.1858924
Moved 1403.101 322.7379 366.9514 -0.08625497 -0.003212573
Moved 1403.152 329.5 400.5 -0.07060184 0.09957113
Moved 1403.2 339 431.5 -0.04861111 0.1945467
Moved 1403.249 344.7434 450.2302 -0.0353162 0.2519308
Moved 1403.297 347 474.1138 -0.0300926 0.3251035
Moved 1403.347 348 487.0548 -0.0277778 0.3647513
Moved 1403.396 349 491.6133 -0.02546296 0.3787174
Moved 1403.446 350.2137 493 -0.02265349 0.3829657
Moved 1403.504 355.3649 494 -0.01072938 0.3860295
Moved 1403.581 386.7381 494 0.06189376 0.3860295
Moved 1403.631 412.0819 494 0.1205599 0.3860295
Moved 1403.681 431.5145 482.8714 0.1655428 0.3519345
Moved 1403.731 440.5 481 0.1863426 0.3462009
Moved 1403.779 441.1129 481 0.1877612 0.3462009
Stationary 1403.827 441 481 0.1875 0.3462009
Stationary 1403.878 441 481 0.1875 0.3462009
Moved 1403.931 382.4624 479 0.05199641 0.3400736
Moved 1403.985 350.2951 475.3279 -0.02246509 0.3288231
Moved 1404.041 324.0559 470.764 -0.08320386 0.3148406
Moved 1404.122 299.0454 466.0076 -0.1410985 0.3002684
Moved 1404.174 278.9008 463 -0.1877295 0.291054
Moved 1404.229 268.1752 461 -0.2125573 0.2849264
Moved 1404.288 256.4391 460 -0.2397243 0.2818628
Moved 1404.338 252.7571 460 -0.2482475 0.2818628
Ended 1404.39 249.748 458.748 -0.255213 0.2780269
Candidates 1404.493 5 picture occur opposite pundit mixture
Began 1404.979 286 272 -0.1712963 -0.2941176
Moved 1405.035 286 350.9031 -0.1712963 -0.0523801
Moved 1405.085 267.8708 447.9618 -0.213262 0.244981
Ended 1405.134 256 480 -0.2407407 0.3431373
Accept 1405.191 picture
Began 1405.594 444 432 0.1944444 0.1960785
Stationary 1405.653 444 432 0.1944444 0.1960785
Stationary 1405.707 444 432 0.1944444 0.1960785
Stationary 1405.764 444 432 0.1944444 0.1960785
Stationary 1405.814 444 432 0.1944444 0.1960785
Stationary 1405.861 444 432 0.1944444 0.1960785
Moved 1405.912 444 441 0.1944444 0.2236519
Moved 1405.961 444 444.8544 0.1944444 0.2354606
Moved 1406.011 444 448.1172 0.1944444 0.2454571
Moved 1406.062 444 450 0.1944444 0.2512255
Moved 1406.113 444 452 0.1944444 0.257353
Moved 1406.163 444 453 0.1944444 0.2604167
Stationary 1406.226 444 453 0.1944444 0.2604167
Moved 1406.276 409.5164 436.0109 0.1146213 0.2083668
Moved 1406.335 367.8816 408.929 0.01824439 0.1253951
Moved 1406.387 345.1598 395.0799 -0.03435224 0.08296537
Moved 1406.441 307.7131 375.3566 -0.1210345 0.0225385
Moved 1406.493 294.9886 371.3295 -0.1504893 0.01020076
Moved 1406.544 277.2855 366.7618 -0.1914688 -0.003793286
Moved 1406.595 268.504 362.504 -0.2117963 -0.01683834
Moved 1406.646 261.5334 361 -0.227932 -0.02144608
Moved 1406.699 252.8707 356.8707 -0.2479845 -0.03409694
Moved 1406.783 246.1165 354.1165 -0.2636192 -0.04253509
Moved 1406.835 240.7851 351.7851 -0.2759604 -0.04967802
Moved 1406.887 237.9414 350.9414 -0.2825431 -0.05226285
Moved 1406.944 234.1559 350 -0.2913059 -0.05514706
Ended 1407.005 234 350 -0.2916667 -0.05514706
Candidates 1407.144 5 odds is id us odd
Began 1407.887 259 321 -0.2337963 -0.1439951
Moved 1407.95 220.3601 321 -0.3232404 -0.1439951
Moved 1408.003 182 321 -0.412037 -0.1439951
Ended 1408.055 163 321 -0.4560185 -0.1439951
Accept 1408.105 is
Began 1408.659 152 474 -0.4814814 0.324755
Stationary 1408.718 152 474 -0.4814814 0.324755
Stationary 1408.768 152 474 -0.4814814 0.324755
Stationary 1408.82 152 474 -0.4814814 0.324755
Stationary 1408.869 152 474 -0.4814814 0.324755
Stationary 1408.922 152 474 -0.4814814 0.324755
Stationary 1409.003 152 474 -0.4814814 0.324755
Stationary 1409.052 152 474 -0.4814814 0.324755
Moved 1409.1 183.2763 474 -0.4090827 0.324755
Moved 1409.15 232.5475 491.8586 -0.2950288 0.3794687
Moved 1409.209 311 510 -0.113426 0.4350491
Moved 1409.259 368.6306 519 0.01997818 0.4626227
Moved 1409.31 421.2575 519 0.1417998 0.4626227
Moved 1409.36 464.5019 502.1423 0.2419025 0.4109753
Moved 1409.409 499.6266 491.3434 0.3232097 0.3778903
Moved 1409.459 510.6023 487.1989 0.3486164 0.3651927
Moved 1409.509 524.7891 479.1406 0.3814561 0.3405044
Moved 1409.559 533.3938 472.4041 0.4013745 0.3198655
Moved 1409.61 542 464 0.4212962 0.2941177
