id,QWERTY,GK,usage,block,sentence,word,part(#/10),GestureSpeed(keyW/s),Time(s)
1,5,5,Indirect,1,1,over,10,5.58956,0.224114
1,5,5,Indirect,1,1,the,1,9.53356,0.0676106
1,5,5,Indirect,1,1,the,2,21.3651,0.0301692
1,5,5,Indirect,1,1,the,3,14.5372,0.0443395
1,5,5,Indirect,1,1,the,4,5.79065,0.111312
1,5,5,Indirect,1,1,the,5,15.432,0.0417684
1,5,5,Indirect,1,1,the,6,21.5299,0.0299383
1,5,5,Indirect,1,1,the,7,19.6769,0.0327577
1,5,5,Indirect,1,1,the,8,16.7983,0.0383712
1,5,5,Indirect,1,1,the,9,12.2281,0.0527123
1,5,5,Indirect,1,1,the,10,6.17046,0.104461
1,5,5,Indirect,1,1,lazy,1,21.3634,0.0884587
1,5,5,Indirect,1,1,lazy,2,54.8099,0.0344787
1,5,5,Indirect,1,1,lazy,3,28.328,0.0667107
1,5,5,Indirect,1,1,lazy,4,12.7211,0.148554
1,5,5,Indirect,1,1,lazy,5,34.8121,0.0542851
1,5,5,Indirect,1,1,lazy,6,11.6353,0.162417
1,5,5,Indirect,1,1,lazy,7,38.4948,0.0490918
1,5,5,Indirect,1,1,lazy,8,37.2355,0.050752
1,5,5,Indirect,1,1,lazy,9,32.4733,0.0581948
1,5,5,Indirect,1,1,lazy,10,12.763,0.148067
1,5,5,Indirect,1,1,dog,1,12.3058,0.0924488
1,5,5,Indirect,1,1,dog,2,51.01,0.0223027
1,5,5,Indirect,1,1,dog,3,34.0431,0.0334182
1,5,5,Indirect,1,1,dog,4,18.6049,0.0611483
1,5,5,Indirect,1,1,dog,5,10.9407,0.103984
1,5,5,Indirect,1,1,dog,6,8.53692,0.133263
1,5,5,Indirect,1,1,dog,7,59.9176,0.0189871
1,5,5,Indirect,1,1,dog,8,68.49,0.0166106
1,5,5,Indirect,1,1,dog,9,41.2588,0.0275737
1,5,5,Indirect,1,1,dog,10,6.82282,0.166743
1,5,5,Indirect,1,2,the,1,13.1241,0.0610289
1,5,5,Indirect,1,2,the,2,22.9698,0.0348696
1,5,5,Indirect,1,2,the,3,21.1836,0.0378099
1,5,5,Indirect,1,2,the,4,14.7365,0.0543516
1,5,5,Indirect,1,2,the,5,7.37602,0.108588
1,5,5,Indirect,1,2,the,6,23.284,0.0343991
1,5,5,Indirect,1,2,the,7,23.7701,0.0336957
1,5,5,Indirect,1,2,the,8,22.2003,0.0360783
1,5,5,Indirect,1,2,the,9,19.7874,0.0404779
1,5,5,Indirect,1,2,the,10,7.13729,0.11222
1,5,5,Indirect,1,2,five,1,23.9883,0.0795789
1,5,5,Indirect,1,2,five,2,38.6684,0.0493675
1,5,5,Indirect,1,2,five,3,12.4827,0.152928
1,5,5,Indirect,1,2,five,4,70.0991,0.0272324
1,5,5,Indirect,1,2,five,5,75.4265,0.0253089
1,5,5,Indirect,1,2,five,6,25.339,0.075337
1,5,5,Indirect,1,2,five,7,16.7261,0.114131
1,5,5,Indirect,1,2,five,8,23.1752,0.0823709
1,5,5,Indirect,1,2,five,9,25.1705,0.0758414
1,5,5,Indirect,1,2,five,10,10.6709,0.178894
1,5,5,Indirect,1,2,boxing,1,36.0472,0.0899057
1,5,5,Indirect,1,2,boxing,2,34.322,0.0944248
1,5,5,Indirect,1,2,boxing,3,23.1208,0.14017
1,5,5,Indirect,1,2,boxing,4,81.1769,0.0399233
1,5,5,Indirect,1,2,boxing,5,22.3628,0.144922
1,5,5,Indirect,1,2,boxing,6,66.8365,0.0484892
1,5,5,Indirect,1,2,boxing,7,24.0215,0.134915
1,5,5,Indirect,1,2,boxing,8,25.8137,0.125548
1,5,5,Indirect,1,2,boxing,9,14.4883,0.223688
1,5,5,Indirect,1,2,boxing,10,20.6076,0.157265
1,5,5,Indirect,1,2,wizards,1,33.944,0.0812861
1,5,5,Indirect,1,2,wizards,2,38.4578,0.0717454
1,5,5,Indirect,1,2,wizards,3,23.6038,0.116895
1,5,5,Indirect,1,2,wizards,4,99.1014,0.0278419
1,5,5,Indirect,1,2,wizards,5,42.3217,0.0651952
1,5,5,Indirect,1,2,wizards,6,21.9627,0.12563
1,5,5,Indirect,1,2,wizards,7,27.8984,0.0989008
1,5,5,Indirect,1,2,wizards,8,25.5425,0.108023
1,5,5,Indirect,1,2,wizards,9,18.1208,0.152266
1,5,5,Indirect,1,2,wizards,10,9.51744,0.289907
1,5,5,Indirect,1,2,jump,1,16.3303,0.0909474
1,5,5,Indirect,1,2,jump,2,26.6491,0.0557317
1,5,5,Indirect,1,2,jump,3,11.0089,0.134909
1,5,5,Indirect,1,2,jump,4,20.789,0.0714413
1,5,5,Indirect,1,2,jump,5,29.9922,0.0495195
1,5,5,Indirect,1,2,jump,6,22.4563,0.0661373
1,5,5,Indirect,1,2,jump,7,9.60861,0.154569
1,5,5,Indirect,1,2,jump,8,53.3542,0.0278365
1,5,5,Indirect,1,2,jump,9,21.5926,0.0687826
1,5,5,Indirect,1,2,jump,10,10.5255,0.141105
1,5,5,Indirect,1,2,quickly,1,30.5827,0.0776635
1,5,5,Indirect,1,2,quickly,2,39.7603,0.0597369
1,5,5,Indirect,1,2,quickly,3,13.1652,0.180411
1,5,5,Indirect,1,2,quickly,4,66.1639,0.0358981
1,5,5,Indirect,1,2,quickly,5,61.5282,0.0386027
1,5,5,Indirect,1,2,quickly,6,11.6907,0.203167
1,5,5,Indirect,1,2,quickly,7,48.8435,0.0486279
1,5,5,Indirect,1,2,quickly,8,13.9462,0.170309
1,5,5,Indirect,1,2,quickly,9,22.989,0.103317
1,5,5,Indirect,1,2,quickly,10,9.47004,0.250807
1,5,5,Indirect,1,3,thank,1,9.31659,0.18201
1,5,5,Indirect,1,3,thank,2,9.78916,0.173223
1,5,5,Indirect,1,3,thank,3,45.2437,0.0374795
1,5,5,Indirect,1,3,thank,4,23.3672,0.0725682
1,5,5,Indirect,1,3,thank,5,12.6012,0.134568
1,5,5,Indirect,1,3,thank,6,38.284,0.044293
1,5,5,Indirect,1,3,thank,7,20.5762,0.0824115
1,5,5,Indirect,1,3,thank,8,9.9537,0.17036
1,5,5,Indirect,1,3,thank,9,32.9469,0.051468
1,5,5,Indirect,1,3,thank,10,10.6811,0.158759
1,5,5,Indirect,1,3,you,1,8.76403,0.0856966
1,5,5,Indirect,1,3,you,2,27.6998,0.0271138
1,5,5,Indirect,1,3,you,3,29.1597,0.0257563
1,5,5,Indirect,1,3,you,4,29.4545,0.0254986
1,5,5,Indirect,1,3,you,5,23.7039,0.0316846
1,5,5,Indirect,1,3,you,6,7.60526,0.0987537
1,5,5,Indirect,1,3,you,7,5.78188,0.129897
1,5,5,Indirect,1,3,you,8,25.9489,0.0289434
1,5,5,Indirect,1,3,you,9,21.9504,0.0342156
1,5,5,Indirect,1,3,you,10,4.74863,0.158161
1,5,5,Indirect,1,3,for,1,17.1372,0.0716579
1,5,5,Indirect,1,3,for,2,62.5631,0.0196284
1,5,5,Indirect,1,3,for,3,62.9268,0.019515
1,5,5,Indirect,1,3,for,4,44.4962,0.0275982
1,5,5,Indirect,1,3,for,5,21.597,0.0568603
1,5,5,Indirect,1,3,for,6,6.87764,0.178552
1,5,5,Indirect,1,3,for,7,26.6739,0.0460381
1,5,5,Indirect,1,3,for,8,38.6103,0.0318054
1,5,5,Indirect,1,3,for,9,33.8034,0.0363281
1,5,5,Indirect,1,3,for,10,9.66353,0.127077
1,5,5,Indirect,1,3,your,1,24.8299,0.0422692
1,5,5,Indirect,1,3,your,2,23.5077,0.0446467
1,5,5,Indirect,1,3,your,3,24.3351,0.0431286
1,5,5,Indirect,1,3,your,4,22.1372,0.0474107
1,5,5,Indirect,1,3,your,5,4.82255,0.217632
1,5,5,Indirect,1,3,your,6,23.7207,0.0442458
1,5,5,Indirect,1,3,your,7,39.776,0.0263863
1,5,5,Indirect,1,3,your,8,36.1683,0.0290182
1,5,5,Indirect,1,3,your,9,22.4084,0.0468369
1,5,5,Indirect,1,3,your,10,6.33339,0.165715
1,5,5,Indirect,1,3,help,1,16.357,0.0880898
1,5,5,Indirect,1,3,help,2,21.1097,0.0682567
1,5,5,Indirect,1,3,help,3,18.337,0.0785777
1,5,5,Indirect,1,3,help,4,7.98508,0.180447
1,5,5,Indirect,1,3,help,5,22.672,0.0635532
1,5,5,Indirect,1,3,help,6,22.6749,0.0635451
1,5,5,Indirect,1,3,help,7,18.3639,0.0784626
1,5,5,Indirect,1,3,help,8,11.2674,0.127881
1,5,5,Indirect,1,3,help,9,19.6733,0.0732405
1,5,5,Indirect,1,3,help,10,10.9751,0.131287
1,5,5,Indirect,1,4,take,1,24.3884,0.0792301
1,5,5,Indirect,1,4,take,2,49.1812,0.0392894
1,5,5,Indirect,1,4,take,3,34.3721,0.056217
1,5,5,Indirect,1,4,take,4,15.8099,0.122221
1,5,5,Indirect,1,4,take,5,39.1176,0.0493972
1,5,5,Indirect,1,4,take,6,39.982,0.0483292
1,5,5,Indirect,1,4,take,7,22.0795,0.0875153
1,5,5,Indirect,1,4,take,8,14.8687,0.129958
1,5,5,Indirect,1,4,take,9,28.3705,0.0681095
1,5,5,Indirect,1,4,take,10,12.8799,0.150024
1,5,5,Indirect,1,4,coffee,1,30.955,0.0575543
1,5,5,Indirect,1,4,coffee,2,35.7208,0.0498754
1,5,5,Indirect,1,4,coffee,3,49.9741,0.0356503
1,5,5,Indirect,1,4,coffee,4,25.909,0.0687633
1,5,5,Indirect,1,4,coffee,5,9.18601,0.193946
1,5,5,Indirect,1,4,coffee,6,43.712,0.0407575
1,5,5,Indirect,1,4,coffee,7,50.1388,0.0355332
1,5,5,Indirect,1,4,coffee,8,9.03925,0.197095
1,5,5,Indirect,1,4,coffee,9,16.5726,0.107502
1,5,5,Indirect,1,4,coffee,10,10.6988,0.166523
1,5,5,Indirect,1,4,break,1,16.7362,0.0981552
1,5,5,Indirect,1,4,break,2,29.8618,0.0550116
1,5,5,Indirect,1,4,break,3,10.4799,0.156752
1,5,5,Indirect,1,4,break,4,10.7174,0.153278
1,5,5,Indirect,1,4,break,5,10.9799,0.149613
1,5,5,Indirect,1,4,break,6,10.8049,0.152037
1,5,5,Indirect,1,4,break,7,28.8556,0.0569298
1,5,5,Indirect,1,4,break,8,22.8794,0.0718002
1,5,5,Indirect,1,4,break,9,14.7119,0.111661
1,5,5,Indirect,1,4,break,10,8.46327,0.194103
1,5,5,Indirect,1,5,do,1,2.75226,0.231126
1,5,5,Indirect,1,5,do,2,13.3324,0.0477122
1,5,5,Indirect,1,5,do,3,24.884,0.0255634
1,5,5,Indirect,1,5,do,4,40.7662,0.0156041
1,5,5,Indirect,1,5,do,5,44.7016,0.0142303
1,5,5,Indirect,1,5,do,6,36.8119,0.0172802
1,5,5,Indirect,1,5,do,7,32.5614,0.0195359
1,5,5,Indirect,1,5,do,8,13.8239,0.0460158
1,5,5,Indirect,1,5,do,9,6.4815,0.0981438
1,5,5,Indirect,1,5,do,10,3.94251,0.161349
1,5,5,Indirect,1,5,you,1,4.67956,0.14783
1,5,5,Indirect,1,5,you,2,10.8813,0.0635746
1,5,5,Indirect,1,5,you,3,10.5207,0.0657539
1,5,5,Indirect,1,5,you,4,13.1418,0.0526394
1,5,5,Indirect,1,5,you,5,11.4601,0.0603641
1,5,5,Indirect,1,5,you,6,3.75612,0.184173
1,5,5,Indirect,1,5,you,7,23.9884,0.028838
1,5,5,Indirect,1,5,you,8,24.0244,0.0287948
1,5,5,Indirect,1,5,you,9,21.9591,0.031503
1,5,5,Indirect,1,5,you,10,5.0825,0.136109
1,5,5,Indirect,1,5,get,1,6.4093,0.10261
1,5,5,Indirect,1,5,get,2,19.6658,0.033442
1,5,5,Indirect,1,5,get,3,15.4337,0.042612
1,5,5,Indirect,1,5,get,4,10.887,0.0604081
1,5,5,Indirect,1,5,get,5,12.417,0.0529646
1,5,5,Indirect,1,5,get,6,7.59715,0.0865669
1,5,5,Indirect,1,5,get,7,4.87224,0.134981
1,5,5,Indirect,1,5,get,8,19.7254,0.0333409
1,5,5,Indirect,1,5,get,9,17.625,0.0373141
1,5,5,Indirect,1,5,get,10,5.34208,0.12311
1,5,5,Indirect,1,5,nervous,1,15.5819,0.167462
1,5,5,Indirect,1,5,nervous,2,13.3605,0.195306
1,5,5,Indirect,1,5,nervous,3,10.7808,0.24204
1,5,5,Indirect,1,5,nervous,4,16.3252,0.159838
1,5,5,Indirect,1,5,nervous,5,16.653,0.156691
1,5,5,Indirect,1,5,nervous,6,31.5934,0.0825924
1,5,5,Indirect,1,5,nervous,7,6.68167,0.390528
1,5,5,Indirect,1,5,nervous,8,22.4197,0.116388
1,5,5,Indirect,1,5,nervous,9,7.62154,0.342369
1,5,5,Indirect,1,5,nervous,10,10.9694,0.237877
1,5,5,Indirect,1,5,when,1,17.731,0.101663
1,5,5,Indirect,1,5,when,2,32.8549,0.054865
1,5,5,Indirect,1,5,when,3,23.1405,0.0778976
1,5,5,Indirect,1,5,when,4,10.8062,0.166811
1,5,5,Indirect,1,5,when,5,36.0647,0.049982
1,5,5,Indirect,1,5,when,6,12.931,0.139401
1,5,5,Indirect,1,5,when,7,34.1905,0.0527218
1,5,5,Indirect,1,5,when,8,36.1507,0.049863
1,5,5,Indirect,1,5,when,9,32.4101,0.0556179
1,5,5,Indirect,1,5,when,10,8.81598,0.204468
1,5,5,Indirect,1,5,you,1,5.59813,0.129409
1,5,5,Indirect,1,5,you,2,16.1235,0.0449312
1,5,5,Indirect,1,5,you,3,15.5444,0.0466049
1,5,5,Indirect,1,5,you,4,17.0137,0.0425802
1,5,5,Indirect,1,5,you,5,6.36707,0.11378
1,5,5,Indirect,1,5,you,6,6.18969,0.117041
1,5,5,Indirect,1,5,you,7,22.9608,0.0315514
1,5,5,Indirect,1,5,you,8,29.4224,0.0246223
1,5,5,Indirect,1,5,you,9,15.8595,0.0456791
1,5,5,Indirect,1,5,you,10,4.19674,0.172621
1,5,5,Indirect,1,5,speak,1,24.6581,0.1009
1,5,5,Indirect,1,5,speak,2,40.9411,0.0607701
1,5,5,Indirect,1,5,speak,3,22.5358,0.110402
1,5,5,Indirect,1,5,speak,4,16.8431,0.147716
1,5,5,Indirect,1,5,speak,5,39.2313,0.0634186
1,5,5,Indirect,1,5,speak,6,12.3605,0.201286
1,5,5,Indirect,1,5,speak,7,15.9175,0.156305
1,5,5,Indirect,1,5,speak,8,28.6073,0.0869707
1,5,5,Indirect,1,5,speak,9,30.9552,0.0803741
1,5,5,Indirect,1,5,speak,10,7.91982,0.314148
1,5,5,Indirect,1,6,sad,1,4.90367,0.102508
1,5,5,Indirect,1,6,sad,2,13.4707,0.0373154
1,5,5,Indirect,1,6,sad,3,7.31696,0.0686985
1,5,5,Indirect,1,6,sad,4,3.63776,0.13818
1,5,5,Indirect,1,6,sad,5,6.15604,0.0816539
1,5,5,Indirect,1,6,sad,6,2.64142,0.190301
1,5,5,Indirect,1,6,sad,7,17.5541,0.0286351
1,5,5,Indirect,1,6,sad,8,11.7518,0.0427734
1,5,5,Indirect,1,6,sad,9,12.854,0.0391057
1,5,5,Indirect,1,6,sad,10,3.81297,0.13183
1,5,5,Indirect,1,6,to,1,4.66626,0.0809554
1,5,5,Indirect,1,6,to,2,17.1415,0.0220376
1,5,5,Indirect,1,6,to,3,15.7853,0.0239311
1,5,5,Indirect,1,6,to,4,20.8371,0.0181291
1,5,5,Indirect,1,6,to,5,19.2036,0.0196713
1,5,5,Indirect,1,6,to,6,17.6337,0.0214226
1,5,5,Indirect,1,6,to,7,14.3602,0.0263059
1,5,5,Indirect,1,6,to,8,11.3434,0.0333021
1,5,5,Indirect,1,6,to,9,8.77134,0.0430674
1,5,5,Indirect,1,6,to,10,2.66576,0.141708
1,5,5,Indirect,1,6,hear,1,8.22909,0.135832
1,5,5,Indirect,1,6,hear,2,15.7908,0.0707866
1,5,5,Indirect,1,6,hear,3,12.9538,0.0862896
1,5,5,Indirect,1,6,hear,4,7.61536,0.146779
1,5,5,Indirect,1,6,hear,5,9.09395,0.122914
1,5,5,Indirect,1,6,hear,6,9.12248,0.12253
1,5,5,Indirect,1,6,hear,7,37.5142,0.0297961
1,5,5,Indirect,1,6,hear,8,39.0515,0.0286231
1,5,5,Indirect,1,6,hear,9,27.273,0.0409849
1,5,5,Indirect,1,6,hear,10,6.62256,0.168783
1,5,5,Indirect,1,6,that,1,11.1266,0.117231
1,5,5,Indirect,1,6,that,2,10.0301,0.130046
1,5,5,Indirect,1,6,that,3,12.6036,0.103492
1,5,5,Indirect,1,6,that,4,26.2747,0.0496438
1,5,5,Indirect,1,6,that,5,22.5738,0.0577828
1,5,5,Indirect,1,6,that,6,23.3593,0.0558397
1,5,5,Indirect,1,6,that,7,7.78907,0.167463
1,5,5,Indirect,1,6,that,8,28.2116,0.0462355
1,5,5,Indirect,1,6,that,9,23.142,0.056364
1,5,5,Indirect,1,6,that,10,7.71218,0.169132
1,5,5,Indirect,1,6,news,1,7.83889,0.127266
1,5,5,Indirect,1,6,news,2,23.0789,0.0432267
1,5,5,Indirect,1,6,news,3,18.6315,0.0535449
1,5,5,Indirect,1,6,news,4,18.265,0.0546195
1,5,5,Indirect,1,6,news,5,12.2693,0.0813107
1,5,5,Indirect,1,6,news,6,8.12528,0.12278
1,5,5,Indirect,1,6,news,7,6.73626,0.148098
1,5,5,Indirect,1,6,news,8,9.30888,0.107169
1,5,5,Indirect,1,6,news,9,13.7289,0.0726661
1,5,5,Indirect,1,6,news,10,6.99405,0.142639
1,5,5,Indirect,1,7,much,1,27.581,0.0699564
1,5,5,Indirect,1,7,much,2,74.5449,0.0258833
1,5,5,Indirect,1,7,much,3,47.0331,0.0410237
1,5,5,Indirect,1,7,much,4,13.6551,0.1413
1,5,5,Indirect,1,7,much,5,71.8842,0.0268414
1,5,5,Indirect,1,7,much,6,46.5889,0.0414148
1,5,5,Indirect,1,7,much,7,19.9843,0.0965494
1,5,5,Indirect,1,7,much,8,18.9928,0.10159
1,5,5,Indirect,1,7,much,9,40.9507,0.0471169
1,5,5,Indirect,1,7,much,10,13.1808,0.146385
1,5,5,Indirect,1,7,higher,1,19.8224,0.0886298
1,5,5,Indirect,1,7,higher,2,34.2952,0.0512274
1,5,5,Indirect,1,7,higher,3,11.1662,0.157337
1,5,5,Indirect,1,7,higher,4,48.5814,0.0361631
1,5,5,Indirect,1,7,higher,5,33.1062,0.0530672
1,5,5,Indirect,1,7,higher,6,9.62488,0.182532
1,5,5,Indirect,1,7,higher,7,10.0676,0.174506
1,5,5,Indirect,1,7,higher,8,23.29,0.0754339
1,5,5,Indirect,1,7,higher,9,9.51659,0.18461
1,5,5,Indirect,1,7,higher,10,7.75572,0.226523
1,5,5,Indirect,1,7,risk,1,13.2323,0.127246
1,5,5,Indirect,1,7,risk,2,40.7082,0.0413619
1,5,5,Indirect,1,7,risk,3,18.9423,0.0888893
1,5,5,Indirect,1,7,risk,4,15.1869,0.11087
1,5,5,Indirect,1,7,risk,5,71.8735,0.0234268
1,5,5,Indirect,1,7,risk,6,36.2505,0.0464482
1,5,5,Indirect,1,7,risk,7,8.78504,0.191663
1,5,5,Indirect,1,7,risk,8,27.7902,0.0605886
1,5,5,Indirect,1,7,risk,9,20.5218,0.082048
1,5,5,Indirect,1,7,risk,10,7.95891,0.211558
1,5,5,Indirect,1,7,of,1,3.67021,0.155321
1,5,5,Indirect,1,7,of,2,19.7361,0.0288841
1,5,5,Indirect,1,7,of,3,31.6986,0.0179837
1,5,5,Indirect,1,7,of,4,35.4747,0.0160695
1,5,5,Indirect,1,7,of,5,51.4907,0.0110711
1,5,5,Indirect,1,7,of,6,51.4907,0.0110711
1,5,5,Indirect,1,7,of,7,32.77,0.0173958
1,5,5,Indirect,1,7,of,8,21.108,0.0270068
1,5,5,Indirect,1,7,of,9,13.1361,0.0433965
1,5,5,Indirect,1,7,of,10,3.47744,0.163931
1,5,5,Indirect,1,7,getting,1,8.7575,0.192184
1,5,5,Indirect,1,7,getting,2,15.939,0.105593
1,5,5,Indirect,1,7,getting,3,10.5142,0.160074
1,5,5,Indirect,1,7,getting,4,27.0661,0.062183
1,5,5,Indirect,1,7,getting,5,15.2114,0.110644
1,5,5,Indirect,1,7,getting,6,28.9427,0.058151
1,5,5,Indirect,1,7,getting,7,21.7925,0.0772306
1,5,5,Indirect,1,7,getting,8,6.7026,0.251104
1,5,5,Indirect,1,7,getting,9,28.4281,0.0592038
1,5,5,Indirect,1,7,getting,10,10.9507,0.153693
1,5,5,Indirect,1,7,cancer,1,15.2041,0.126781
1,5,5,Indirect,1,7,cancer,2,12.8177,0.150385
1,5,5,Indirect,1,7,cancer,3,16.529,0.116619
1,5,5,Indirect,1,7,cancer,4,27.7739,0.069403
1,5,5,Indirect,1,7,cancer,5,9.86654,0.195366
1,5,5,Indirect,1,7,cancer,6,13.1599,0.146475
1,5,5,Indirect,1,7,cancer,7,15.2689,0.126243
1,5,5,Indirect,1,7,cancer,8,16.1898,0.119062
1,5,5,Indirect,1,7,cancer,9,7.49105,0.257319
1,5,5,Indirect,1,7,cancer,10,8.38199,0.229968
1,5,5,Indirect,1,8,please,1,13.1714,0.119863
1,5,5,Indirect,1,8,please,2,15.0282,0.105053
1,5,5,Indirect,1,8,please,3,11.5361,0.136854
1,5,5,Indirect,1,8,please,4,20.1265,0.0784419
1,5,5,Indirect,1,8,please,5,21.7382,0.072626
1,5,5,Indirect,1,8,please,6,7.36615,0.214327
1,5,5,Indirect,1,8,please,7,25.9735,0.0607834
1,5,5,Indirect,1,8,please,8,5.99052,0.263543
1,5,5,Indirect,1,8,please,9,7.16015,0.220493
1,5,5,Indirect,1,8,please,10,9.10542,0.173387
1,5,5,Indirect,1,8,follow,1,12.5409,0.129932
1,5,5,Indirect,1,8,follow,2,25.8951,0.0629252
1,5,5,Indirect,1,8,follow,3,19.1284,0.085185
1,5,5,Indirect,1,8,follow,4,6.77487,0.240514
1,5,5,Indirect,1,8,follow,5,8.28818,0.1966
1,5,5,Indirect,1,8,follow,6,12.3268,0.132187
1,5,5,Indirect,1,8,follow,7,13.2606,0.12288
1,5,5,Indirect,1,8,follow,8,24.7812,0.0657537
1,5,5,Indirect,1,8,follow,9,19.3299,0.0842968
1,5,5,Indirect,1,8,follow,10,8.06273,0.202097
1,5,5,Indirect,1,8,the,1,7.56511,0.109915
1,5,5,Indirect,1,8,the,2,20.1493,0.0412679
1,5,5,Indirect,1,8,the,3,16.2668,0.0511177
1,5,5,Indirect,1,8,the,4,7.58082,0.109687
1,5,5,Indirect,1,8,the,5,16.3397,0.0508895
1,5,5,Indirect,1,8,the,6,21.4103,0.0388374
1,5,5,Indirect,1,8,the,7,21.1597,0.0392974
1,5,5,Indirect,1,8,the,8,20.67,0.0402284
1,5,5,Indirect,1,8,the,9,16.1285,0.051556
1,5,5,Indirect,1,8,the,10,5.78274,0.143793
1,5,5,Indirect,1,8,guidelines,1,18.9159,0.208197
1,5,5,Indirect,1,8,guidelines,2,9.96719,0.395119
1,5,5,Indirect,1,8,guidelines,3,17.4831,0.225259
1,5,5,Indirect,1,8,guidelines,4,15.012,0.262338
1,5,5,Indirect,1,8,guidelines,5,30.863,0.127603
1,5,5,Indirect,1,8,guidelines,6,15.6268,0.252017
1,5,5,Indirect,1,8,guidelines,7,28.5712,0.137839
1,5,5,Indirect,1,8,guidelines,8,14.4348,0.272829
1,5,5,Indirect,1,8,guidelines,9,18.8022,0.209456
1,5,5,Indirect,1,8,guidelines,10,9.13611,0.431062
1,5,5,Indirect,1,9,world,1,21.5526,0.088732
1,5,5,Indirect,1,9,world,2,70.4606,0.0271415
1,5,5,Indirect,1,9,world,3,39.9574,0.0478611
1,5,5,Indirect,1,9,world,4,10.0388,0.190503
1,5,5,Indirect,1,9,world,5,32.4222,0.0589846
1,5,5,Indirect,1,9,world,6,13.2255,0.1446
1,5,5,Indirect,1,9,world,7,29.4579,0.0649201
1,5,5,Indirect,1,9,world,8,9.61291,0.198942
1,5,5,Indirect,1,9,world,9,24.4927,0.0780808
1,5,5,Indirect,1,9,world,10,10.8305,0.176576
1,5,5,Indirect,1,9,population,1,9.84831,0.329496
