usage,type,key,x,y
Indirect,start,m,0.349537,-0.391204
Indirect,start,m,0.430556,-0.300926
Indirect,start,m,0.388889,-0.3125
Indirect,start,m,0.259259,-0.331019
Indirect,start,m,0.215278,-0.229167
Indirect,start,m,0.296296,-0.247685
Indirect,start,m,0.224537,-0.356481
Indirect,start,m,0.168981,-0.226852
Indirect,start,m,0.328704,-0.247685
Indirect,start,m,0.293981,-0.305556
Indirect,start,m,0.199074,-0.372685
Indirect,start,m,0.222222,-0.335648
Indirect,start,m,0.224537,-0.175926
Indirect,start,m,0.331019,-0.30787
Indirect,start,m,0.243056,-0.236111
Indirect,start,m,0.180556,-0.268519
Indirect,start,m,0.361111,-0.377315
Indirect,start,m,0.287037,-0.159722
Indirect,start,m,0.377315,-0.574074
Indirect,start,m,0.388889,-0.625
Indirect,start,m,0.405093,-0.488426
Indirect,start,m,0.337963,-0.456019
Indirect,start,m,0.4375,-0.395833
Indirect,start,m,0.157407,-0.19213
Indirect,start,m,0.159722,-0.435185
Indirect,start,m,0.266204,-0.395833
Indirect,start,m,0.275463,-0.481482
Indirect,start,m,0.289352,-0.347222
Indirect,start,m,0.328704,-0.333333
Indirect,start,m,0.377315,-0.472222
Indirect,start,m,0.141204,-0.24537
Indirect,start,m,0.321759,-0.243056
Indirect,start,m,0.30787,-0.414352
Indirect,start,m,0.282407,-0.337963
Indirect,start,m,0.25,-0.298611
Indirect,start,m,0.171296,-0.273148
Indirect,start,m,0.178241,-0.319444
Indirect,start,m,0.324074,-0.180556
Indirect,start,m,0.3125,-0.319444
Indirect,start,m,0.44213,-0.62037
Indirect,start,m,0.324074,-0.423611
Indirect,start,m,0.296296,-0.365741
Indirect,start,m,0.453704,-0.328704
Indirect,start,m,0.407407,-0.425926
Indirect,start,m,0.326389,-0.412037
Indirect,start,m,0.356482,-0.541667
Indirect,start,m,0.12037,-0.388889
Indirect,start,m,0.314815,-0.263889
Indirect,start,m,0.402778,-0.49537
Indirect,start,m,0.356482,-0.314815
Indirect,start,m,0.418982,-0.3125
Indirect,start,m,0.456018,-0.25
Indirect,start,m,0.395833,-0.344907
Indirect,start,m,0.412037,-0.44213
Indirect,start,m,0.335648,-0.451389
Indirect,end,m,0.104167,-0.243238
Indirect,end,m,0.122685,-0.284722
Indirect,end,m,0.37037,-0.337963
Indirect,end,m,0.256944,-0.395833
Indirect,end,m,0.239583,-0.417824
Indirect,end,m,0.399306,-0.337963
Indirect,end,m,0.233796,-0.370784
Indirect,end,m,0.288951,-0.493857
Indirect,end,m,0.354167,-0.398148
Indirect,end,m,0.240741,-0.271326
Indirect,end,m,0.222222,-0.37037
Indirect,end,m,0.296296,-0.419585
Indirect,end,m,0.203704,-0.185185
Indirect,end,m,0.23366,-0.238862
Indirect,end,m,0.271991,-0.300926
Indirect,end,m,0.0208333,-0.407407
Indirect,end,m,0.201389,-0.354167
Indirect,end,m,0.230031,-0.291667
Indirect,end,m,0.293396,-0.324074
Indirect,end,m,0.386574,-0.4375
Indirect,end,m,0.275463,-0.31713
Indirect,end,m,0.222222,-0.407407
Indirect,end,m,0.111574,-0.375232
Indirect,end,m,0.238426,-0.384953
Indirect,end,m,0.259259,-0.498169
Indirect,start,n,0.150463,-0.180556
Indirect,start,n,0.173611,-0.240741
Indirect,start,n,0.0972222,-0.303241
Indirect,start,n,-0.0462963,-0.3125
Indirect,start,n,0.113426,-0.407407
Indirect,start,n,-0.0231482,-0.543982
Indirect,start,n,-0.00462964,-0.3125
Indirect,start,n,-0.0208333,-0.405093
Indirect,start,n,0.0787037,-0.418981
Indirect,start,n,0.0393519,-0.516204
Indirect,start,n,0.291667,-0.381945
Indirect,start,n,0.025463,-0.270833
Indirect,start,n,0.108796,-0.1875
Indirect,start,n,0.12037,-0.291667
Indirect,start,n,0.12963,-0.268519
Indirect,start,n,0.145833,-0.282407
Indirect,start,n,-0.00462964,-0.259259
Indirect,start,n,0.0810185,-0.275463
Indirect,start,n,0.159722,-0.30787
Indirect,start,n,0.152778,-0.296296
Indirect,start,n,-0.037037,-0.328704
Indirect,start,n,0.0856481,-0.465278
Indirect,start,n,0.0949074,-0.409722
Indirect,start,n,0.247685,-0.314815
Indirect,start,n,0.173611,-0.481482
Indirect,start,n,0.0532408,-0.425926
Indirect,start,n,0.231482,-0.62037
Indirect,start,n,0.104167,-0.356481
Indirect,start,n,0.0532408,-0.430556
Indirect,start,n,0.18287,-0.319444
Indirect,start,n,0.0833334,-0.425926
Indirect,start,n,0.0532408,-0.511574
Indirect,start,n,0.236111,-0.282407
Indirect,start,n,0.0208333,-0.483796
Indirect,start,n,0.18287,-0.398148
Indirect,start,n,0.19213,-0.375
Indirect,start,n,0.0972222,-0.358796
Indirect,start,n,0.0486111,-0.0949074
Indirect,start,n,0.287037,-0.335648
Indirect,start,n,0.263889,-0.215278
Indirect,start,n,0.152778,-0.358796
Indirect,start,n,0.12963,-0.277778
Indirect,start,n,0.0324074,-0.358796
Indirect,start,n,0.0787037,-0.347222
Indirect,start,n,0.166667,-0.363426
Indirect,start,n,0.138889,-0.310185
Indirect,start,n,0.152778,-0.386574
Indirect,start,n,0.00231485,-0.277778
Indirect,start,n,0.155093,-0.363426
Indirect,start,n,-0.0601852,-0.483796
Indirect,start,n,0.141204,-0.277778
Indirect,start,n,0.168981,-0.328704
Indirect,start,n,0.243056,-0.233796
Indirect,start,n,0.0347222,-0.44213
Indirect,start,n,0.127315,-0.1875
Indirect,start,n,0.0810185,-0.324074
Indirect,start,n,-0.104167,-0.217593
Indirect,start,n,0.0879629,-0.231482
Indirect,start,n,0.0601852,-0.138889
Indirect,start,n,0.141204,-0.273148
Indirect,start,n,-0.099537,-0.226852
Indirect,start,n,-0.0115741,-0.349537
Indirect,start,n,0,-0.291667
Indirect,start,n,0.111111,-0.175926
Indirect,start,n,0.175926,-0.363426
Indirect,start,n,0.0578704,-0.111111
Indirect,start,n,0.0231482,-0.335648
Indirect,start,n,-0.0277778,-0.287037
Indirect,start,n,0.145833,-0.518519
Indirect,start,n,0.0879629,-0.368056
Indirect,start,n,0.118055,-0.425926
Indirect,start,n,0.236111,-0.252315
Indirect,start,n,0.0717592,-0.564815
Indirect,start,n,0.0393519,-0.217593
Indirect,start,n,-0.0787037,-0.243056
Indirect,start,n,-0.0532408,-0.277778
Indirect,start,n,0.0208333,-0.280093
Indirect,start,n,0.108796,-0.277778
Indirect,start,n,0.210648,-0.525463
Indirect,start,n,0.12963,-0.270833
Indirect,start,n,0.180556,-0.615741
Indirect,start,n,0.203704,-0.395833
Indirect,start,n,0.131944,-0.50463
Indirect,start,n,0.25463,-0.458333
Indirect,start,n,0.337963,-0.136574
Indirect,start,n,0.152778,-0.261574
Indirect,start,n,0.127315,-0.266204
Indirect,start,n,0.157407,-0.361111
Indirect,start,n,0.196759,-0.407407
Indirect,start,n,0.277778,-0.384259
Indirect,start,n,0.333333,-0.333333
Indirect,start,n,0.104167,-0.518519
Indirect,end,n,0.111111,-0.277778
Indirect,end,n,0.159722,-0.365741
Indirect,end,n,0.0324074,-0.19213
Indirect,end,n,0.12037,-0.319444
Indirect,end,n,0.037037,-0.271328
Indirect,end,n,0.0648148,-0.337963
Indirect,end,n,0.0347222,-0.305556
Indirect,end,n,0.164352,-0.259259
Indirect,end,n,0.0821759,-0.269676
Indirect,end,n,0.0416666,-0.273148
Indirect,end,n,0.118055,-0.261791
Indirect,end,n,0.12037,-0.186298
Indirect,end,n,0.108796,-0.308313
Indirect,end,n,0.216435,-0.300926
Indirect,end,n,0.169836,-0.285576
Indirect,end,n,0.194444,-0.217593
Indirect,end,n,0.180556,-0.287037
Indirect,end,n,0.230324,-0.336806
Indirect,end,n,0.224783,-0.256945
Indirect,end,n,0.150737,-0.363426
Indirect,end,n,0.0972222,-0.324074
Indirect,end,n,0.185185,-0.337963
Indirect,end,n,0.0532408,-0.381945
Indirect,end,n,0.0787037,-0.337963
Indirect,end,n,0.196759,-0.333333
Indirect,end,n,0.159722,-0.298611
Indirect,end,n,0.0648148,-0.328704
Indirect,end,n,0.181445,-0.238426
Indirect,end,n,0.122685,-0.300926
Indirect,end,n,0.157407,-0.335648
Indirect,end,n,0.106482,-0.356481
Indirect,end,n,0.131944,-0.275463
Indirect,end,n,0.252315,-0.328704
Indirect,end,n,0.0694445,-0.37963
Indirect,end,n,0.113426,-0.361111
Indirect,end,n,0.0949074,-0.368056
Indirect,end,n,0.134259,-0.337963
Indirect,end,n,0.129253,-0.340278
Indirect,end,n,0.134259,-0.337963
Indirect,end,n,0.121528,-0.289352
Indirect,end,n,0.0995371,-0.3125
Indirect,end,n,0.127315,-0.3125
Indirect,end,n,0.0972222,-0.300926
Indirect,end,n,0.131944,-0.302083
Indirect,end,n,0.115741,-0.294497
Indirect,end,n,0.150463,-0.319444
Indirect,end,n,0.0879629,-0.30607
Indirect,end,n,0.131944,-0.363984
Indirect,end,n,0.108796,-0.347222
Indirect,end,n,0.10955,-0.334087
Indirect,end,n,0.148741,-0.30787
Indirect,end,n,0.260417,-0.25
Indirect,end,n,0.141204,-0.351852
Indirect,end,n,0.108796,-0.347222
Indirect,end,n,0.0879629,-0.299697
Indirect,end,n,-0.00462964,-0.356481
Indirect,end,n,0.178241,-0.324074
Indirect,end,n,0.0162037,-0.368056
Indirect,end,n,0.0856481,-0.33912
Indirect,end,n,0.118359,-0.333333
Indirect,end,n,0.0972222,-0.384259
Indirect,end,n,0.0862241,-0.26766
Indirect,end,n,0.0625,-0.340278
Indirect,end,n,0.150463,-0.414352
Indirect,end,n,0.0868144,-0.373834
Indirect,end,n,0.0231482,-0.332176
Indirect,end,n,0.162037,-0.291667
Indirect,end,n,0.209099,-0.327938
Indirect,end,n,0.185185,-0.46875
Indirect,end,n,0.162037,-0.479167
Indirect,end,n,0.229167,-0.479167
Indirect,end,n,0.134259,-0.393519
Indirect,end,n,0.263889,-0.317719
Indirect,end,n,0.152778,-0.421296
Indirect,end,n,0.157407,-0.428241
Indirect,end,n,0.226852,-0.421296
Indirect,end,n,0.159722,-0.451389
Indirect,end,n,0.16088,-0.501157
Indirect,end,n,0.0902778,-0.386574
Indirect,end,n,0.148148,-0.45934
Indirect,end,n,0.185185,-0.513889
Indirect,end,n,0.0671296,-0.479167
Indirect,end,n,0.106482,-0.324074
Indirect,end,n,0.178299,-0.266223
Indirect,end,n,0.115741,-0.166667
Indirect,end,n,0.103875,-0.370661
Indirect,end,n,0.125,-0.337963
Indirect,end,n,-0.00462964,-0.359483
Indirect,end,n,0.168981,-0.319444
Indirect,end,n,0.0416666,-0.291667
Indirect,end,n,0.185185,-0.24823
Indirect,end,n,0.0925926,-0.361111
Indirect,end,n,0.0532408,-0.266204
Indirect,end,n,0.205856,-0.141854
Indirect,end,n,0.101852,-0.479167
Indirect,end,n,0.247685,-0.346416
Indirect,end,n,0.201389,-0.430556
Indirect,end,n,0.24537,-0.416667
Indirect,end,n,0.238426,-0.247685
Indirect,end,n,0.168981,-0.497685
Indirect,end,n,0.111111,-0.275463
Indirect,end,n,0.19213,-0.472222
Indirect,end,n,0.113426,-0.275463
Indirect,end,n,0.037037,-0.392361
Indirect,end,n,0.0555556,-0.384259
Indirect,end,n,0.136791,-0.354167
Indirect,end,n,0.0324074,-0.395833
Indirect,end,n,-0.0532408,-0.378408
Indirect,end,n,0.12037,-0.425926
Indirect,end,n,0.0300926,-0.414352
Indirect,end,n,0.171749,-0.377265
Indirect,end,n,0.146991,-0.430556
Indirect,end,n,0.0810185,-0.449074
Indirect,end,n,0.135087,-0.341106
Indirect,end,n,0.157407,-0.43602
Indirect,end,n,0.194444,-0.361111
Indirect,end,n,0.0555556,-0.365741
Indirect,end,n,0.125,-0.296296
Indirect,end,n,0.125,-0.278935
Indirect,end,n,0.155093,-0.292099
Indirect,end,n,0.145833,-0.273148
Indirect,end,n,0.127315,-0.340278
Indirect,end,n,0.143518,-0.298827
Indirect,end,n,0.138724,-0.386574
Indirect,end,n,0.0879629,-0.358796
Indirect,end,n,0.164352,-0.327546
Indirect,end,n,0.2179,-0.285029
Indirect,end,n,0.171296,-0.328704
Indirect,end,n,0.152778,-0.335648
Indirect,end,n,0.0810185,-0.365741
Indirect,end,n,0.0763889,-0.24537
Indirect,end,n,0.0324074,-0.307339
Indirect,end,n,-0.00925928,-0.350109
Indirect,end,n,0.150933,-0.1926
Indirect,end,n,0.145833,-0.261574
Indirect,end,n,0.127315,-0.208333
Indirect,end,n,0.0977697,-0.33729
Indirect,end,n,0.0347222,-0.376061
Indirect,end,n,0.0393519,-0.30787
Indirect,end,n,0.152778,-0.299655
Indirect,end,n,0.221829,-0.221829
Indirect,end,n,0.122685,-0.343416
Indirect,end,n,0.108796,-0.333333
Indirect,end,n,0.116921,-0.345497
Indirect,end,n,0.194444,-0.253472
Indirect,end,n,0.171567,-0.243326
Indirect,end,n,0.180556,-0.287037
Indirect,end,n,0.00347227,-0.297454
Indirect,end,n,0.1875,-0.37037
Indirect,end,n,0.0347222,-0.280093
Indirect,end,n,0.136574,-0.188657
Indirect,end,n,0.106569,-0.412037
Indirect,end,n,0.0879629,-0.327546
Indirect,end,n,0.0763889,-0.311343
Indirect,end,n,0.00231485,-0.314815
Indirect,end,n,0.0995371,-0.361111
Indirect,end,n,0.00694444,-0.34375
Indirect,end,n,0.299768,-0.243056
Indirect,end,n,0.00462959,-0.277778
Indirect,end,n,-0.00578702,-0.381945
Indirect,end,n,0.0578704,-0.365741
Indirect,end,n,0.324074,-0.238426
Indirect,end,n,0.15625,-0.215278
Indirect,end,n,0.134259,-0.240741
Indirect,end,n,0.148148,-0.237269
Indirect,end,n,0.180556,-0.331019
Indirect,end,n,0.12963,-0.3125
Indirect,end,n,0.268518,-0.327546
Indirect,end,n,0.0810185,-0.361111
Indirect,end,n,0.0995371,-0.340278
Indirect,end,n,0.25,-0.324074
Indirect,end,n,0.073264,-0.415162
Indirect,end,n,0.0763889,-0.324074
Indirect,end,n,0.141204,-0.289352
Indirect,end,n,0.0925926,-0.233796
Indirect,end,n,0.217593,-0.310185
Indirect,end,n,0.108796,-0.356481
Indirect,end,n,0.011574,-0.369172
Indirect,end,n,0.125,-0.305734
Indirect,end,n,0.0939864,-0.380551
Indirect,end,n,0.0763889,-0.364583
Indirect,end,n,0.164352,-0.31512
Indirect,end,n,-0.0289352,-0.40162
Indirect,end,n,0.191845,-0.461503
Indirect,end,n,0.185185,-0.395833
Indirect,end,n,0.201521,-0.259787
Indirect,end,n,0.0601852,-0.368056
Indirect,end,n,0.125163,-0.428567
Indirect,end,n,0.168981,-0.351852
Indirect,end,n,0.155093,-0.30787
Indirect,end,n,0.220382,-0.351852
Indirect,end,n,0.175926,-0.328704
Indirect,end,n,0.0761219,-0.40536
Indirect,end,n,0.199074,-0.377315
Indirect,end,n,0.236111,-0.400463
Indirect,end,n,0.111111,-0.361111
Indirect,end,n,0.111111,-0.361111
Indirect,end,n,0.0763889,-0.326389
Indirect,end,n,0.173611,-0.361111
Indirect,end,n,0.113525,-0.37047
Indirect,end,n,0.115741,-0.361111
Indirect,end,n,0.138889,-0.355324
Indirect,end,n,0.194444,-0.393519
Indirect,end,n,0.115741,-0.37037
Indirect,end,n,0.178241,-0.412037
Indirect,end,n,0.0833334,-0.403935
Indirect,end,n,0.194444,-0.354167
Indirect,end,n,0.178241,-0.398148
Indirect,end,n,0.215278,-0.247685
Indirect,end,n,0.132868,-0.34306
Indirect,end,n,0.12963,-0.394676
Indirect,end,n,0.175926,-0.416667
Indirect,end,n,0.173611,-0.400463
Indirect,end,n,0.134259,-0.270833
Indirect,end,n,0.138889,-0.395833
Indirect,start,o,0.296296,0.233796
Indirect,start,o,0.305556,0.226852
Indirect,start,o,0.25,0.180555
Indirect,start,o,0.293981,0.252315
Indirect,start,o,0.375,0.280093
Indirect,start,o,0.293981,0.222222
Indirect,start,o,0.358796,0.208333
Indirect,start,o,0.416667,0.337963
Indirect,start,o,0.243056,0.222222
Indirect,start,o,0.219907,0.261574
Indirect,start,o,0.259259,0.324074
Indirect,start,o,0.354167,0.328704
Indirect,start,o,0.206018,0.263889
Indirect,start,o,0.212963,0.222222
Indirect,start,o,0.270833,0.386574
Indirect,start,o,0.268518,0.206018
Indirect,start,o,0.25463,0.219907
Indirect,start,o,0.261574,0.412037
Indirect,start,o,0.284722,0.386574
Indirect,start,o,0.303241,0.418981
Indirect,start,o,0.236111,0.277778
Indirect,start,o,0.231482,0.375
Indirect,start,o,0.314815,0.300926
Indirect,start,o,0.268518,0.356481
Indirect,start,o,0.300926,0.331018
Indirect,start,o,0.324074,0.340278
Indirect,start,o,0.321759,0.289352
Indirect,start,o,0.423611,0.384259
Indirect,start,o,0.400463,0.326389
Indirect,start,o,0.400463,0.340278
Indirect,start,o,0.377315,0.321759
Indirect,start,o,0.361111,0.37963
Indirect,start,o,0.381944,0.30787
Indirect,start,o,0.31713,0.273148
Indirect,start,o,0.354167,0.293981
Indirect,start,o,0.342593,0.296296
Indirect,start,o,0.321759,0.349537
Indirect,start,o,0.368056,0.365741
Indirect,start,o,0.337963,0.340278
Indirect,start,o,0.365741,0.219907
Indirect,start,o,0.266204,0.319444
Indirect,start,o,0.289352,0.305555
Indirect,start,o,0.275463,0.266204
Indirect,start,o,0.3125,0.226852
Indirect,start,o,0.43287,0.335648
Indirect,start,o,0.439815,0.296296
Indirect,start,o,0.361111,0.298611
Indirect,start,o,0.418982,0.335648
Indirect,start,o,0.351852,0.145833
Indirect,start,o,0.430556,0.277778
Indirect,start,o,0.233796,0.263889
Indirect,start,o,0.451389,0.293981
Indirect,start,o,0.425926,0.0995369
Indirect,start,o,0.395833,0.18287
Indirect,start,o,0.37963,0.358796
Indirect,start,o,0.428241,0.435185
Indirect,start,o,0.337963,0.409722
Indirect,start,o,0.395833,0.453704
Indirect,start,o,0.555555,0.210648
Indirect,start,o,0.451389,0.400463
Indirect,start,o,0.467593,0.24537
Indirect,start,o,0.400463,0.435185
Indirect,start,o,0.375,0.293981
Indirect,start,o,0.344907,0.24537
Indirect,start,o,0.405093,0.256944
Indirect,start,o,0.361111,0.273148
Indirect,start,o,0.386574,0.208333
Indirect,start,o,0.372685,0.240741
Indirect,start,o,0.293981,0.0972221
Indirect,start,o,0.375,0.423611
Indirect,start,o,0.375,0.282407
Indirect,start,o,0.363426,0.418981
Indirect,start,o,0.351852,0.148148
Indirect,start,o,0.460648,0.217593
Indirect,start,o,0.358796,0.488426
Indirect,start,o,0.340278,0.37037
Indirect,start,o,0.37963,0.354167
Indirect,start,o,0.342593,0.337963
Indirect,start,o,0.43287,0.337963
Indirect,start,o,0.0671296,0.328704
Indirect,start,o,0.231482,0.349537
Indirect,start,o,0.203704,0.351852
Indirect,start,o,0.256944,0.231481
Indirect,start,o,0.337963,0.303241
Indirect,start,o,0.331019,0.386574
Indirect,start,o,0.30787,0.270833
Indirect,start,o,0.328704,0.337963
Indirect,start,o,0.361111,0.344907
Indirect,start,o,0.407407,0.384259
Indirect,start,o,0.372685,0.3125
Indirect,start,o,0.377315,0.472222
Indirect,start,o,0.377315,0.298611
Indirect,start,o,0.210648,0.282407
Indirect,start,o,0.393518,0.356481
Indirect,start,o,0.37037,0.256944
Indirect,start,o,0.326389,0.347222
Indirect,start,o,0.164352,0.277778
Indirect,start,o,0.324074,0.166667
Indirect,start,o,0.430556,0.30787
Indirect,start,o,0.349537,0.25463
Indirect,start,o,0.453704,0.284722
Indirect,start,o,0.314815,0.25463
Indirect,start,o,0.3125,0.24537
Indirect,start,o,0.31713,0.24537
Indirect,start,o,0.368056,0.261574
Indirect,start,o,0.423611,0.210648
Indirect,start,o,0.284722,0.1875
Indirect,start,o,0.381944,0.173611
Indirect,start,o,0.43287,0.372685
Indirect,start,o,0.425926,0.282407
Indirect,start,o,0.175926,0.168981
Indirect,start,o,0.430556,0.196759
Indirect,start,o,0.351852,0.30787
Indirect,start,o,0.266204,0.293981
Indirect,start,o,0.335648,0.212963
Indirect,start,o,0.425926,0.298611
Indirect,start,o,0.402778,0.222222
Indirect,start,o,0.326389,0.407407
Indirect,start,o,0.412037,0.259259
Indirect,start,o,0.453704,0.344907
Indirect,start,o,0.583333,0.293981
Indirect,start,o,0.449074,0.210648
Indirect,start,o,0.534722,0.247685
Indirect,start,o,0.398148,0.25
Indirect,start,o,0.280093,0.30787
Indirect,start,o,0.43287,0.189815
Indirect,start,o,0.296296,0.31713
Indirect,start,o,0.361111,0.361111
Indirect,start,o,0.418982,0.226852
Indirect,start,o,0.289352,0.337963
Indirect,start,o,0.398148,0.212963
Indirect,start,o,0.344907,0.148148
Indirect,start,o,0.342593,0.226852
Indirect,start,o,0.344907,0.236111
Indirect,start,o,0.400463,0.293981
Indirect,start,o,0.395833,0.3125
Indirect,start,o,0.372685,0.25463
Indirect,start,o,0.384259,0.321759
Indirect,start,o,0.298611,0.275463
Indirect,start,o,0.356482,0.219907
Indirect,start,o,0.229167,0.289352
Indirect,start,o,0.226852,0.217593
Indirect,start,o,0.356482,0.333333
Indirect,start,o,0.282407,0.305555
Indirect,start,o,0.263889,0.145833
Indirect,start,o,0.284722,0.351852
Indirect,start,o,0.298611,0.462963
Indirect,start,o,0.238426,0.372685
Indirect,start,o,0.296296,0.395833
Indirect,start,o,0.391204,0.439815
Indirect,start,o,0.266204,0.344907
Indirect,start,o,0.365741,0.243055
Indirect,start,o,0.30787,0.395833
Indirect,start,o,0.171296,0.534722
Indirect,start,o,0.296296,0.416667
Indirect,start,o,0.344907,0.388889
Indirect,start,o,0.282407,0.287037
Indirect,start,o,0.282407,0.293981
Indirect,start,o,0.335648,0.310185
Indirect,start,o,0.493056,0.212963
Indirect,start,o,0.337963,0.344907
Indirect,start,o,0.513889,0.381944
Indirect,start,o,0.43287,0.273148
Indirect,end,o,0.334131,0.289352
Indirect,end,o,0.324074,0.224537
Indirect,end,o,0.355324,0.300926
Indirect,end,o,0.412037,0.266204
Indirect,end,o,0.403935,0.314815
Indirect,end,o,0.422454,0.296296
Indirect,end,o,0.356985,0.261574
Indirect,end,o,0.333333,0.275463
Indirect,end,o,0.384259,0.305555
Indirect,end,o,0.35993,0.278458
Indirect,end,o,0.362268,0.295139
Indirect,end,o,0.358796,0.335648
Indirect,end,o,0.400352,0.333333
Indirect,end,o,0.306713,0.310185
Indirect,end,o,0.289352,0.240741
Indirect,end,o,0.326389,0.268519
Indirect,end,o,0.373181,0.326389
Indirect,end,o,0.326965,0.377315
Indirect,end,o,0.38709,0.293981
Indirect,end,o,0.377678,0.24537
Indirect,end,o,0.336806,0.356481
Indirect,end,o,0.405093,0.296296
Indirect,end,o,0.361111,0.27158
Indirect,end,o,0.349537,0.236111
Indirect,end,o,0.372685,0.270833
Indirect,end,o,0.392361,0.27662
Indirect,end,o,0.282407,0.240741
Indirect,end,o,0.40607,0.270833
Indirect,end,o,0.416667,0.261574
Indirect,end,o,0.456018,0.273148
Indirect,end,o,0.334009,0.275463
Indirect,end,o,0.447769,0.321759
Indirect,end,o,0.412037,0.314815
Indirect,end,o,0.393518,0.412037
Indirect,end,o,0.384259,0.342592
Indirect,end,o,0.37037,0.368055
Indirect,end,o,0.398148,0.3125
Indirect,end,o,0.513889,0.341238
Indirect,end,o,0.428241,0.354167
Indirect,end,o,0.381944,0.3125
Indirect,end,o,0.444444,0.310185
Indirect,end,o,0.506945,0.381944
Indirect,end,o,0.423611,0.453704
Indirect,end,o,0.479167,0.240741
Indirect,end,o,0.402778,0.228175
Indirect,end,o,0.425926,0.219907
Indirect,end,o,0.347488,0.226586
Indirect,end,o,0.364159,0.40354
Indirect,end,o,0.435185,0.300926
Indirect,end,o,0.384259,0.236111
Indirect,end,o,0.465278,0.335648
Indirect,end,o,0.436343,0.335648
Indirect,end,o,0.372806,0.298611
Indirect,end,o,0.361111,0.210648
Indirect,end,o,0.37963,0.428241
Indirect,end,o,0.435185,0.456018
Indirect,end,o,0.240741,0.4375
Indirect,end,o,0.315972,0.340278
Indirect,end,o,0.407782,0.180555
Indirect,end,o,0.381944,0.293981
Indirect,end,o,0.37963,0.300926
Indirect,end,o,0.3125,0.331513
Indirect,end,o,0.347222,0.27747
Indirect,end,o,0.338537,0.344907
Indirect,end,o,0.300926,0.310185
Indirect,end,o,0.351852,0.293981
Indirect,end,o,0.340278,0.277778
Indirect,end,o,0.428241,0.349537
Indirect,end,o,0.474537,0.337963
Indirect,end,o,0.371101,0.31713
Indirect,end,o,0.363426,0.298611
Indirect,end,o,0.426887,0.305555
Indirect,end,o,0.402778,0.275463
Indirect,end,o,0.368948,0.175926
Indirect,end,o,0.346065,0.418981
Indirect,end,o,0.347605,0.354167
Indirect,end,o,0.363426,0.331018
Indirect,end,o,0.273148,0.282407
Indirect,end,o,0.324074,0.314815
Indirect,end,o,0.363426,0.300926
Indirect,end,o,0.408565,0.351852
Indirect,end,o,0.386767,0.483989
Indirect,end,o,0.478009,0.31713
Indirect,end,o,0.316794,0.252203
Indirect,end,o,0.331146,0.282458
Indirect,end,o,0.395833,0.384259
Indirect,end,o,0.358796,0.296296
Indirect,end,o,0.391204,0.231481
Indirect,end,o,0.388889,0.314815
Indirect,end,o,0.315335,0.446759
Indirect,end,o,0.273148,0.300926
Indirect,end,o,0.34375,0.333333
Indirect,end,o,0.356489,0.287051
Indirect,end,o,0.324074,0.273148
Indirect,end,o,0.327546,0.238426
Indirect,end,o,0.287037,0.398148
Indirect,end,o,0.387437,0.30787
Indirect,end,o,0.386589,0.289352
Indirect,end,o,0.358796,0.375
Indirect,end,o,0.37037,0.331018
Indirect,end,o,0.402778,0.303241
Indirect,end,o,0.449535,0.150463
Indirect,end,o,0.381944,0.224537
Indirect,end,o,0.361616,0.326389
Indirect,end,o,0.391268,0.325199
Indirect,end,o,0.384259,0.342592
Indirect,end,o,0.4375,0.347398
Indirect,end,o,0.361111,0.25463
Indirect,end,o,0.385212,0.220261
Indirect,end,o,0.465278,0.275463
Indirect,end,o,0.42582,0.238426
Indirect,end,o,0.400463,0.314815
Indirect,end,o,0.395833,0.321759
Indirect,end,o,0.412037,0.294534
Indirect,end,o,0.418982,0.371327
Indirect,end,o,0.391204,0.395833
Indirect,end,o,0.479328,0.319444
Indirect,end,o,0.452546,0.354167
Indirect,end,o,0.444444,0.270833
Indirect,end,o,0.398148,0.273148
Indirect,end,o,0.462963,0.409722
Indirect,end,o,0.400463,0.25463
Indirect,start,p,0.365741,0.240741
Indirect,start,p,0.375,0.192129
Indirect,start,p,0.381944,0.238426
Indirect,start,p,0.428241,0.270833
Indirect,start,p,0.409722,0.203704
Indirect,start,p,0.347222,0.217593
Indirect,start,p,0.37963,0.289352
Indirect,start,p,0.488426,0.377315
Indirect,start,p,0.560185,0.171296
Indirect,start,p,0.488426,0.361111
Indirect,start,p,0.398148,0.4375
Indirect,start,p,0.601852,0.502315
Indirect,start,p,0.509259,0.305555
Indirect,start,p,0.541667,0.407407
Indirect,start,p,0.462963,0.256944
Indirect,start,p,0.344907,0.381944
Indirect,start,p,0.532407,0.395833
Indirect,start,p,0.502315,0.416667
Indirect,start,p,0.578704,0.465278
Indirect,start,p,0.599537,0.465278
Indirect,start,p,0.518518,0.358796
Indirect,start,p,0.5,0.381944
Indirect,start,p,0.444444,0.31713
Indirect,start,p,0.444444,0.24537
Indirect,start,p,0.460648,0.212963
Indirect,start,p,0.435185,0.275463
Indirect,start,p,0.527778,0.407407
Indirect,start,p,0.481481,0.189815
Indirect,start,p,0.49537,0.206018
Indirect,start,p,0.490741,0.217593
Indirect,start,p,0.497685,0.263889
Indirect,start,p,0.537037,0.439815
Indirect,start,p,0.502315,0.462963
Indirect,start,p,0.666667,0.296296
Indirect,start,p,0.594907,0.347222
Indirect,start,p,0.560185,0.518518
Indirect,start,p,0.5625,0.326389
Indirect,start,p,0.587963,0.393518
