id,QWERTY,GK,usage,block,sentence,Gesture,Prepare,Gesture(%),Prepare(%),Gesture(M),Prepare(M),GestureSpeed(keyW/s)
4,4,2,Direct,1,3,8.6065,3.5959,0.705312,0.294688,1.7213,0.898975,12.6913
4,4,2,Direct,1,4,7.5922,6.9161,0.5233,0.4767,0.949025,0.988014,11.4575
4,4,2,Direct,1,5,6.7316,7.5005,0.472987,0.527013,0.84145,1.0715,13.9561
4,4,2,Direct,1,6,8.1765,9.0688,0.474129,0.525871,1.16807,1.51147,12.1283
4,4,2,Direct,1,7,8.3926,5.7487,0.593482,0.406518,1.39877,1.14974,15.3309
4,4,2,Direct,1,8,7.5015,5.0106,0.59954,0.40046,1.25025,1.00212,10.119
4,4,2,Direct,1,9,12.6972,3.9659,0.761995,0.238005,2.53944,0.991475,7.55436
4,4,2,Direct,1,10,5.38,3.6585,0.595232,0.404768,1.076,0.914625,11.2758
4,4,2,Direct,2,11,5.2573,4.1506,0.558818,0.441182,0.876217,0.83012,13.8706
4,4,2,Direct,2,12,9.2231,5.3191,0.63423,0.36577,1.53718,1.06382,13.1784
4,4,2,Direct,2,13,8.3621,2.8595,0.745179,0.254821,1.39368,0.5719,14.1823
4,4,2,Direct,2,14,6.7024,5.1958,0.563312,0.436688,1.11707,1.03916,13.0872
4,4,2,Direct,2,15,10.4843,4.5807,0.695938,0.304062,2.09686,1.14518,10.1511
4,4,2,Direct,2,16,9.5308,4.6579,0.671718,0.328282,1.58847,0.93158,11.7664
4,4,2,Direct,2,17,5.3189,8.0858,0.396794,0.603206,0.886483,1.61716,13.096
4,4,2,Direct,2,18,12.0827,6.5794,0.647446,0.352554,2.01378,1.31588,8.01789
4,4,2,Direct,2,19,5.1959,2.4904,0.675995,0.324005,1.29897,0.830133,11.3272
4,4,2,Direct,2,20,6.6101,4.6426,0.587423,0.412577,1.32202,1.16065,8.98203
4,4,2,Direct,3,21,8.6395,3.3821,0.718665,0.281335,2.15987,1.12737,11.9274
4,4,2,Direct,3,22,8.8854,2.4907,0.781059,0.218941,2.22135,0.830233,11.9507
4,4,2,Direct,3,23,9.8081,3.6282,0.72997,0.27003,1.96162,0.90705,10.5616
4,4,2,Direct,3,24,6.671,2.983,0.691009,0.308991,1.3342,0.74575,10.6301
4,4,2,Direct,3,25,11.99,3.936,0.752857,0.247143,2.398,0.984,13.4898
4,4,2,Direct,3,26,9.716,4.52,0.682495,0.317505,1.9432,1.13,10.0669
4,4,2,Direct,3,27,9.1,3.26,0.736246,0.263754,1.82,0.815,13.5571
4,4,2,Direct,3,28,7.134,4.904,0.592623,0.407377,1.4268,1.226,12.6032
4,4,2,Direct,3,29,5.718,5.474,0.510901,0.489099,0.816857,0.912333,11.4181
4,4,2,Direct,3,30,11.224,5.135,0.686106,0.313894,1.87067,1.027,12.0172
4,4,2,Direct,4,31,7.502,5.659,0.570017,0.429983,1.07171,0.943167,13.3385
4,4,2,Direct,4,32,6.611,5.72,0.536128,0.463872,0.944429,0.953333,11.7743
4,4,2,Direct,4,33,11.779,7.809,0.601338,0.398662,1.47237,1.11557,11.8215
4,4,2,Direct,4,34,9.717,4.767,0.670878,0.329122,1.9434,1.19175,11.1953
4,4,2,Direct,4,35,6.244,4.827,0.563996,0.436004,1.04067,0.9654,9.49692
4,4,2,Direct,4,36,5.105,5.935,0.462409,0.537591,0.729286,0.989167,15.9544
4,4,2,Direct,4,37,10.671,5.751,0.649799,0.350201,1.52443,0.9585,14.9754
4,4,2,Direct,4,38,4.459,5.597,0.443417,0.556583,0.8918,1.39925,10.6013
4,4,2,Direct,4,39,8.087,3.906,0.67431,0.32569,1.6174,0.9765,11.63
4,4,2,Direct,4,40,9.072,3.506,0.721259,0.278741,1.8144,0.8765,6.27075
5,4,2,Indirect,1,1,21.9041,12.8723,0.629855,0.370145,2.43379,1.60904,8.4906
5,4,2,Indirect,1,2,16.9587,6.6973,0.716888,0.283112,2.82645,1.33946,10.6185
5,4,2,Indirect,1,3,13.7331,4.9157,0.736407,0.263593,2.74662,1.22893,8.58092
5,4,2,Indirect,1,4,26.8839,11.4756,0.700841,0.299159,3.36049,1.63937,5.39874
5,4,2,Indirect,1,5,12.9044,4.3937,0.746001,0.253999,2.58088,1.09843,6.94035
5,4,2,Indirect,1,6,11.3992,4.5167,0.716215,0.283785,2.8498,1.50557,7.32612
5,4,2,Indirect,1,7,12.1064,6.1454,0.663299,0.336701,2.42128,1.53635,8.46348
5,4,2,Indirect,1,8,11.154,6.4833,0.63241,0.36759,2.2308,1.62082,8.75517
5,4,2,Indirect,1,9,16.4395,4.5785,0.782163,0.217837,4.10988,1.52617,6.04798
5,4,2,Indirect,1,10,13.8893,6.3917,0.684843,0.315157,2.77786,1.59793,6.41428
5,4,2,Indirect,2,11,14.7459,5.837,0.716415,0.283585,2.45765,1.1674,7.11198
5,4,2,Indirect,2,12,13.2414,2.8574,0.822509,0.177491,3.31035,0.952467,7.76987
5,4,2,Indirect,2,13,19.2326,6.3289,0.752405,0.247595,3.20543,1.26578,8.99167
5,4,2,Indirect,2,14,12.1057,5.6838,0.680497,0.319503,2.01762,1.13676,6.74715
5,4,2,Indirect,2,15,10.0473,2.8267,0.780433,0.219567,2.51182,0.942233,8.70513
5,4,2,Indirect,2,16,17.7592,7.589,0.70061,0.29939,2.95987,1.5178,8.25489
5,4,2,Indirect,2,17,12.8434,10.4778,0.550718,0.449282,1.60542,1.49683,9.53732
5,4,2,Indirect,2,18,20.4648,4.9165,0.806294,0.193706,4.09296,1.22913,7.34626
5,4,2,Indirect,2,19,14.0119,7.4054,0.654233,0.345767,2.33532,1.48108,6.3637
5,4,2,Indirect,2,20,19.1451,10.1407,0.653733,0.346267,2.12723,1.26759,7.7001
5,4,2,Indirect,3,21,11.062,6.083,0.645203,0.354797,1.84367,1.2166,5.513
5,4,2,Indirect,3,22,12.075,3.165,0.792323,0.207677,3.01875,1.055,7.76866
5,4,2,Indirect,3,23,13.15,6.977,0.653351,0.346649,1.87857,1.16283,7.54428
5,4,2,Indirect,3,24,12.691,7.359,0.632968,0.367032,2.11517,1.4718,8.13449
5,4,2,Indirect,3,25,11.707,6.853,0.630765,0.369235,1.95117,1.3706,6.89291
5,4,2,Indirect,3,26,9.403,3.196,0.746329,0.253671,2.35075,1.06533,7.44153
5,4,2,Indirect,3,27,13.859,6.606,0.677205,0.322795,1.97986,1.101,8.56953
5,4,2,Indirect,3,28,7.405,3.596,0.673121,0.326879,1.85125,1.19867,9.56826
5,4,2,Indirect,3,29,15.088,5.962,0.71677,0.28323,2.51467,1.1924,8.55917
5,4,2,Indirect,3,30,14.566,4.026,0.783455,0.216545,3.6415,1.342,6.68474
5,4,2,Indirect,4,31,17.021,7.283,0.700337,0.299663,2.12762,1.04043,8.33127
5,4,2,Indirect,4,32,11.984,4.025,0.748579,0.251421,2.3968,1.00625,8.4393
5,4,2,Indirect,4,33,12.873,4.026,0.761761,0.238239,2.1455,0.8052,9.6437
5,4,2,Indirect,4,34,16.684,3.534,0.825205,0.174795,3.3368,0.8835,7.78495
5,4,2,Indirect,4,35,19.82,4.148,0.826936,0.173064,4.955,1.38267,9.17267
5,4,2,Indirect,4,36,10.294,5.285,0.660761,0.339239,2.0588,1.32125,7.8616
5,4,2,Indirect,4,37,18.253,4.118,0.815922,0.184078,3.6506,1.0295,7.48099
5,4,2,Indirect,4,38,14.32,5.901,0.708175,0.291825,2.04571,0.9835,7.3528
5,4,2,Indirect,4,39,17.916,7.406,0.707527,0.292473,2.986,1.4812,7.67457
5,4,2,Indirect,4,40,18.868,4.764,0.798409,0.201591,3.7736,1.191,6.68167
5,4,2,Direct,1,1,15.2314,21.679,0.412659,0.587341,1.69238,2.70988,10.0817
5,4,2,Direct,1,2,12.0998,20.4221,0.372051,0.627949,2.01663,4.08442,10.7784
5,4,2,Direct,1,3,9.6432,9.6738,0.499208,0.500792,2.4108,3.2246,10.3652
5,4,2,Direct,1,4,6.2958,9.3055,0.403543,0.596457,1.25916,2.32637,11.0521
5,4,2,Direct,1,5,5.1905,8.2,0.387626,0.612374,0.865083,1.64,11.0896
5,4,2,Direct,1,6,5.7433,7.7701,0.425008,0.574992,0.957217,1.55402,11.2702
5,4,2,Direct,1,7,6.7263,10.2891,0.395307,0.604693,1.34526,2.57228,11.7947
5,4,2,Direct,1,8,7.1258,6.6343,0.51786,0.48214,1.42516,1.65857,12.2024
5,4,2,Direct,1,9,15.2653,16.6785,0.47788,0.52212,3.05306,4.16962,8.83292
5,4,2,Direct,1,10,5.7436,7.2798,0.441022,0.558978,0.957267,1.45596,13.3598
5,4,2,Direct,2,11,9.3087,5.8982,0.612137,0.387863,1.86174,1.47455,12.1956
5,4,2,Direct,2,12,12.0733,5.3147,0.694347,0.305653,2.41466,1.32867,11.5446
5,4,2,Direct,2,13,8.6938,6.4671,0.573436,0.426564,1.44897,1.29342,10.1855
5,4,2,Direct,2,14,10.4145,5.192,0.667318,0.332682,2.60362,1.73067,10.3161
5,4,2,Direct,2,15,14.9004,10.2613,0.592186,0.407814,2.12863,1.71022,11.1967
5,4,2,Direct,2,16,6.0525,7.9263,0.432977,0.567023,1.00875,1.58526,10.4858
5,4,2,Direct,2,17,10.5383,6.1754,0.630519,0.369481,2.10766,1.54385,12.4527
5,4,2,Direct,2,18,7.1586,4.7315,0.602064,0.397936,1.78965,1.57717,11.2711
5,4,2,Direct,2,19,10.0162,9.5557,0.511764,0.488236,2.00324,2.38893,9.82094
5,4,2,Direct,2,20,4.5473,6.2373,0.421648,0.578352,0.90946,1.55932,13.8797
5,4,2,Direct,3,21,6.1439,6.4823,0.486599,0.513401,1.22878,1.62058,13.4333
5,4,2,Direct,3,22,4.8539,5.6526,0.46199,0.53801,0.808983,1.13052,13.992
5,4,2,Direct,3,23,5.3146,6.636,0.444714,0.555286,0.664325,0.948,14.6888
5,4,2,Direct,3,24,11.306,3.9014,0.743454,0.256546,2.8265,1.30047,9.87901
5,4,2,Direct,3,25,4.2395,6.1138,0.409483,0.590517,0.706583,1.22276,14.5404
5,4,2,Direct,3,26,5.7756,6.0218,0.489565,0.510435,1.15512,1.50545,16.2003
5,4,2,Direct,3,27,9.954,5.07,0.66254,0.33746,2.4885,1.69,9.87181
5,4,2,Direct,3,28,8.326,6.176,0.574128,0.425872,2.0815,2.05867,9.77802
5,4,2,Direct,3,29,9.003,5.069,0.639781,0.360219,1.8006,1.26725,11.0252
5,4,2,Direct,3,30,8.357,5.254,0.613989,0.386011,1.6714,1.3135,14.8256
5,4,2,Direct,4,31,7.557,5.404,0.583057,0.416943,1.2595,1.0808,13.5461
5,4,2,Direct,4,32,6.728,6.849,0.495544,0.504456,1.12133,1.3698,15.8512
5,4,2,Direct,4,33,4.852,5.346,0.47578,0.52422,0.808667,1.0692,12.374
5,4,2,Direct,4,34,7.341,6.144,0.544383,0.455617,1.2235,1.2288,11.9786
5,4,2,Direct,4,35,8.172,6.159,0.570232,0.429768,1.362,1.2318,10.9407
5,4,2,Direct,4,36,4.055,4.701,0.463111,0.536889,0.675833,0.9402,13.5571
5,4,2,Direct,4,37,10.108,5.621,0.642635,0.357365,1.68467,1.1242,17.8009
5,4,2,Direct,4,38,3.41,6.237,0.353478,0.646522,0.8525,2.079,10.273
5,4,2,Direct,4,39,10.938,3.825,0.740906,0.259094,2.7345,1.275,13.0661
5,4,2,Direct,4,40,5.93,2.551,0.69921,0.30079,1.4825,0.850333,15.3393
6,5,1,Indirect,1,1,19.7782,3.8391,0.837445,0.162555,2.19758,0.479887,9.05784
6,5,1,Indirect,1,2,18.8885,2.2114,0.895194,0.104806,3.14808,0.44228,9.26068
6,5,1,Indirect,1,3,12.316,1.3514,0.901122,0.0988776,2.4632,0.33785,8.56529
6,5,1,Indirect,1,4,11.8862,2.7336,0.813021,0.186979,1.69803,0.4556,6.84046
6,5,1,Indirect,1,5,14.4665,1.9966,0.878723,0.121277,3.61662,0.665533,11.7051
6,5,1,Indirect,1,6,7.8321,1.9046,0.80439,0.19561,1.56642,0.47615,9.50204
6,5,1,Indirect,1,7,8.9078,1.9963,0.816922,0.183078,1.48463,0.39926,9.61539
6,5,1,Indirect,1,8,11.15,1.72,0.866356,0.133644,2.23,0.43,10.6661
6,5,1,Indirect,1,9,10.3512,2.6727,0.794785,0.205215,1.47874,0.44545,9.97
6,5,1,Indirect,1,10,8.0169,1.9352,0.805549,0.194451,1.60338,0.4838,9.87872
6,5,1,Indirect,2,11,7.31,1.9042,0.793341,0.206659,1.8275,0.634733,13.6483
6,5,1,Indirect,2,12,5.2213,1.5051,0.77624,0.22376,1.30532,0.5017,6.36916
6,5,1,Indirect,2,13,9.5215,2.1193,0.817942,0.182058,2.38037,0.706433,11.0245
6,5,1,Indirect,2,14,9.7979,1.9658,0.832893,0.167107,1.95958,0.49145,9.42521
6,5,1,Indirect,2,15,6.2349,2.273,0.732837,0.267163,1.03915,0.4546,15.8276
6,5,1,Indirect,2,16,10.0132,1.9042,0.840217,0.159783,2.00264,0.47605,14.0388
6,5,1,Indirect,2,17,11.0272,2.3956,0.821528,0.178472,1.83787,0.47912,13.8184
6,5,1,Indirect,2,18,10.1054,3.7782,0.727866,0.272134,1.26318,0.539743,11.3943
6,5,1,Indirect,2,19,8.2012,1.3822,0.855771,0.144229,2.0503,0.460733,11.6374
6,5,1,Indirect,2,20,10.8435,3.1633,0.77416,0.22584,1.54907,0.527217,8.44566
6,5,1,Indirect,3,21,5.3124,1.3514,0.797203,0.202797,1.3281,0.450467,14.6748
6,5,1,Indirect,3,22,7.954,2.2419,0.780117,0.219883,1.32567,0.44838,10.136
6,5,1,Indirect,3,23,10.9025,2.3342,0.823657,0.176343,1.5575,0.389033,10.9148
6,5,1,Indirect,3,24,8.446,0.86,0.907587,0.0924135,2.81533,0.43,13.898
6,5,1,Indirect,3,25,8.261,2.427,0.772923,0.227077,1.37683,0.4854,9.71753
6,5,1,Indirect,3,26,13.516,2.824,0.827173,0.172827,2.7032,0.706,7.59113
6,5,1,Indirect,3,27,10.719,2.181,0.83093,0.16907,1.7865,0.4362,11.1519
6,5,1,Indirect,3,28,8.816,1.535,0.851705,0.148295,2.204,0.511667,14.4216
6,5,1,Indirect,3,29,6.913,1.473,0.82435,0.17565,1.15217,0.2946,11.599
6,5,1,Indirect,3,30,8.599,2.428,0.779813,0.220187,1.43317,0.4856,12.0357
6,5,1,Indirect,4,31,7.431,2.244,0.768062,0.231938,1.2385,0.4488,15.4453
6,5,1,Indirect,4,32,5.219,1.845,0.738817,0.261183,1.0438,0.46125,17.9409
6,5,1,Indirect,4,33,5.805,1.659,0.777733,0.222267,1.161,0.41475,11.6653
6,5,1,Indirect,4,34,7.893,3.502,0.692672,0.307328,1.12757,0.583667,10.798
6,5,1,Indirect,4,35,9.859,2.119,0.823092,0.176908,1.64317,0.4238,14.6094
6,5,1,Indirect,4,36,10.906,2.917,0.788975,0.211025,1.36325,0.416714,11.2558
6,5,1,Indirect,4,37,8.294,1.873,0.815777,0.184223,1.6588,0.46825,11.9644
6,5,1,Indirect,4,38,10.136,1.813,0.848272,0.151728,1.68933,0.3626,10.5946
6,5,1,Indirect,4,39,10.504,1.752,0.85705,0.14295,2.1008,0.438,11.4093
6,5,1,Indirect,4,40,10.997,1.689,0.866861,0.133139,1.83283,0.3378,11.7827
6,5,1,Direct,1,1,5.25424,1.78249,0.746688,0.253312,0.583804,0.222811,30.6993
6,5,1,Direct,1,2,5.03935,1.9668,0.719275,0.280725,0.839892,0.39336,29.3709
6,5,1,Direct,1,3,3.77944,1.5365,0.710964,0.289036,0.94486,0.512167,23.2194
6,5,1,Direct,1,4,4.88582,3.56465,0.578171,0.421829,0.697974,0.594108,19.9017
6,5,1,Direct,1,5,4.11767,2.67341,0.606335,0.393665,0.823534,0.668353,21.0859
6,5,1,Direct,1,6,2.7962,5.07036,0.355454,0.644546,0.349525,0.724337,22.989
6,5,1,Direct,1,7,5.1316,3.9949,0.562275,0.437725,1.02632,0.998725,13.4329
6,5,1,Direct,1,8,6.3303,2.3661,0.727922,0.272078,1.26606,0.591525,19.7909
6,5,1,Direct,1,9,4.8553,3.7183,0.566308,0.433692,0.809217,0.74366,23.0119
6,5,1,Direct,1,10,2.7363,2.5186,0.520714,0.479286,0.45605,0.50372,20.7017
6,5,1,Direct,2,11,4.2076,2.7643,0.603508,0.396492,0.84152,0.691075,22.1333
6,5,1,Direct,2,12,3.6245,2.7031,0.572808,0.427192,0.7249,0.675775,18.3802
6,5,1,Direct,2,13,3.6863,1.1059,0.769229,0.230771,0.73726,0.276475,23.7348
6,5,1,Direct,2,14,3.1949,0.9831,0.764696,0.235304,0.63898,0.245775,26.9501
6,5,1,Direct,2,15,4.1164,1.4133,0.744417,0.255583,0.686067,0.28266,26.2185
6,5,1,Direct,2,16,3.0725,2.3349,0.568203,0.431797,0.6145,0.583725,22.2034
6,5,1,Direct,2,17,5.0387,1.4748,0.773578,0.226422,0.839783,0.29496,25.1058
6,5,1,Direct,2,18,5.1925,3.5335,0.595061,0.404939,0.741786,0.588917,21.1417
6,5,1,Direct,2,19,4.5777,1.6597,0.733912,0.266088,0.653957,0.276617,22.0625
6,5,1,Direct,2,20,3.7486,0.9218,0.802629,0.197371,0.93715,0.307267,25.2896
6,5,1,Direct,3,21,1.9356,1.4441,0.572714,0.427286,0.4839,0.481367,28.7606
6,5,1,Direct,3,22,3.9637,1.1367,0.777135,0.222865,0.990925,0.3789,25.4589
6,5,1,Direct,3,23,4.0249,1.905,0.678747,0.321253,1.00622,0.635,25.8894
6,5,1,Direct,3,24,3.9633,2.8884,0.57844,0.42156,0.66055,0.57768,26.8407
6,5,1,Direct,3,25,3.1644,1.6593,0.656011,0.343989,0.7911,0.5531,25.9698
6,5,1,Direct,3,26,2.3658,2.3658,0.5,0.5,0.47316,0.59145,30.3708
6,5,1,Direct,3,27,4.6702,2.5501,0.646815,0.353185,0.93404,0.637525,22.5174
6,5,1,Direct,3,28,2.642,2.7963,0.485814,0.514186,0.440333,0.55926,32.3952
6,5,1,Direct,3,29,4.1786,1.8435,0.693878,0.306122,0.83572,0.460875,21.593
6,5,1,Direct,3,30,5.6841,2.3968,0.703399,0.296601,0.94735,0.47936,22.7163
6,5,1,Direct,4,31,2.7043,2.1811,0.553547,0.446453,0.54086,0.545275,25.8007
6,5,1,Direct,4,32,3.6255,2.2739,0.614554,0.385446,0.517929,0.378983,22.5053
6,5,1,Direct,4,33,2.7346,1.5055,0.644938,0.355062,0.54692,0.376375,22.1971
6,5,1,Direct,4,34,2.888,1.8744,0.606417,0.393583,0.5776,0.4686,22.0579
6,5,1,Direct,4,35,3.226,3.0421,0.51467,0.48533,0.460857,0.507017,24.2011
6,5,1,Direct,4,36,2.335,1.2905,0.644049,0.355951,0.467,0.322625,26.0822
6,5,1,Direct,4,37,2.7651,2.1203,0.565993,0.434007,0.55302,0.530075,23.6661
6,5,1,Direct,4,38,3.5336,2.3965,0.595875,0.404125,0.70672,0.599125,20.2094
6,5,1,Direct,4,39,5.1926,3.3494,0.60789,0.39211,0.865433,0.66988,22.8813
6,5,1,Direct,4,40,3.8099,0.9219,0.805169,0.194831,1.26997,0.46095,26.5966
7,3,1,Indirect,1,1,18.1571,7.1584,0.717233,0.282767,2.01746,0.8948,10.3142
7,3,1,Indirect,1,2,18.2832,5.5928,0.765756,0.234244,3.0472,1.11856,11.4714
7,3,1,Indirect,1,3,10.8477,5.9923,0.644163,0.355837,2.16954,1.49808,7.83986
7,3,1,Indirect,1,4,16.2558,10.2947,0.61226,0.38774,1.8062,1.28684,8.44414
7,3,1,Indirect,1,5,13.3679,4.5789,0.744863,0.255137,2.67358,1.14472,9.63162
7,3,1,Indirect,1,6,12.6922,7.2835,0.635382,0.364618,1.81317,1.21392,9.67826
7,3,1,Indirect,1,7,17.0872,4.8866,0.777617,0.222383,2.84787,0.97732,9.29749
7,3,1,Indirect,1,8,12.601,5.2863,0.704466,0.295534,2.10017,1.05726,10.3684
7,3,1,Indirect,1,9,11.2184,5.8704,0.656477,0.343523,2.8046,1.9568,8.30912
7,3,1,Indirect,1,10,12.233,5.6247,0.685027,0.314973,2.03883,1.12494,7.79539
7,3,1,Indirect,2,11,12.7542,6.1161,0.675888,0.324112,2.1257,1.22322,9.84813
7,3,1,Indirect,2,12,12.324,6.3618,0.659538,0.340462,2.054,1.27236,8.43121
7,3,1,Indirect,2,13,15.3668,8.4209,0.645998,0.354002,3.07336,2.10522,8.68946
7,3,1,Indirect,2,14,8.0212,6.2704,0.561253,0.438747,1.14589,1.04507,11.7501
7,3,1,Indirect,2,15,8.6362,6.0553,0.587837,0.412163,1.43937,1.21106,8.94819
7,3,1,Indirect,2,16,18.5329,4.3644,0.809392,0.190608,4.63323,1.4548,9.28381
7,3,1,Indirect,2,17,9.6201,5.9934,0.61614,0.38386,1.3743,0.9989,9.92663
7,3,1,Indirect,2,18,13.0939,5.9629,0.687099,0.312901,2.18232,1.19258,10.9505
7,3,1,Indirect,2,19,8.3912,6.1473,0.577171,0.422829,1.39853,1.22946,10.8877
7,3,1,Indirect,2,20,10.9734,4.3645,0.715443,0.284557,2.19468,1.09112,9.94066
7,3,1,Indirect,3,21,8.115,3.1661,0.719345,0.280655,2.02875,1.05537,10.4101
7,3,1,Indirect,3,22,4.457,2.5205,0.638767,0.361233,1.11425,0.840167,15.1425
7,3,1,Indirect,3,23,5.9325,1.9364,0.753917,0.246083,1.48313,0.645467,10.2616
7,3,1,Indirect,3,24,11.9868,3.2897,0.784656,0.215344,2.39736,0.822425,10.3442
7,3,1,Indirect,3,25,7.866,6.027,0.566184,0.433816,1.311,1.2054,7.58211
7,3,1,Indirect,3,26,9.129,3.627,0.715663,0.284337,1.8258,0.90675,10.2337
7,3,1,Indirect,3,27,10.204,7.655,0.571365,0.428635,1.2755,1.09357,10.2618
7,3,1,Indirect,3,28,14.784,4.274,0.775737,0.224263,2.9568,1.0685,10.4755
7,3,1,Indirect,3,29,8.667,3.721,0.699629,0.300371,1.7334,0.93025,9.47712
7,3,1,Indirect,3,30,6.056,3.074,0.663308,0.336692,1.2112,0.7685,12.58
7,3,1,Indirect,4,31,10.789,3.474,0.756433,0.243567,1.79817,0.6948,8.05792
7,3,1,Indirect,4,32,12.172,3.905,0.757106,0.242894,2.02867,0.781,10.038
7,3,1,Indirect,4,33,9.837,1.445,0.87192,0.12808,2.45925,0.481667,9.19143
7,3,1,Indirect,4,34,9.036,2.737,0.767519,0.232481,1.8072,0.68425,10.7151
7,3,1,Indirect,4,35,10.083,4.304,0.700841,0.299159,1.44043,0.717333,8.86382
7,3,1,Indirect,4,36,11.958,4.427,0.729814,0.270186,1.993,0.8854,11.0837
7,3,1,Indirect,4,37,11.098,3.627,0.753684,0.246316,1.84967,0.7254,8.22856
7,3,1,Indirect,4,38,9.655,3.288,0.745963,0.254037,1.931,0.822,9.24037
7,3,1,Indirect,4,39,14.173,4.641,0.753322,0.246678,2.36217,0.9282,8.26926
7,3,1,Indirect,4,40,12.481,4.089,0.753229,0.246771,2.4962,1.02225,8.80338
7,3,1,Direct,1,1,13.5224,11.2642,0.545553,0.454447,1.50249,1.40803,13.7698
7,3,1,Direct,1,2,13.1546,6.2546,0.677751,0.322249,2.19243,1.25092,13.3626
7,3,1,Direct,1,3,9.4968,6.7465,0.58466,0.41534,1.5828,1.3493,8.66467
7,3,1,Direct,1,4,12.2328,8.5138,0.589629,0.410371,2.44656,2.12845,8.87755
7,3,1,Direct,1,5,9.5283,5.8706,0.618765,0.381235,1.58805,1.17412,8.15799
7,3,1,Direct,1,6,16.3826,8.0379,0.670854,0.329146,3.27652,2.00948,8.4773
7,3,1,Direct,1,7,6.9777,4.856,0.589647,0.410353,1.39554,1.214,9.92227
7,3,1,Direct,1,8,10.9118,7.8075,0.582917,0.417083,1.81863,1.5615,7.96391
7,3,1,Direct,1,9,23.0541,6.5781,0.778008,0.221992,4.61082,1.64452,9.02902
7,3,1,Direct,1,10,9.9593,7.4697,0.571421,0.428579,1.65988,1.49394,10.4301
7,3,1,Direct,2,11,11.8945,3.227,0.786595,0.213405,2.97363,1.07567,7.20493
7,3,1,Direct,2,12,9.438,4.424,0.680854,0.319146,1.8876,1.106,11.0861
7,3,1,Direct,2,13,14.23,4.718,0.751003,0.248997,3.5575,1.57267,10.0604
7,3,1,Direct,2,14,10.973,5.379,0.671049,0.328951,1.82883,1.0758,11.0222
7,3,1,Direct,2,15,5.409,4.581,0.541441,0.458559,0.9015,0.9162,14.1764
7,3,1,Direct,2,16,6.087,5.086,0.544795,0.455205,0.869571,0.847667,13.8543
7,3,1,Direct,2,17,7.316,4.334,0.627983,0.372017,1.4632,1.0835,12.9499
7,3,1,Direct,2,18,10.912,5.073,0.68264,0.31736,2.1824,1.26825,12.21
7,3,1,Direct,2,19,9.619,3.137,0.754077,0.245923,1.9238,0.78425,8.77753
7,3,1,Direct,2,20,9.099,7.008,0.56491,0.43509,1.29986,1.168,11.9629
7,3,1,Direct,3,21,6.053,5.411,0.528001,0.471999,0.864714,0.901833,15.2691
7,3,1,Direct,3,22,8.728,3.966,0.687569,0.312431,1.7456,0.9915,11.9681
7,3,1,Direct,3,23,5.962,4.303,0.580809,0.419191,1.1924,1.07575,8.18334
7,3,1,Direct,3,24,10.727,7.192,0.598638,0.401362,1.53243,1.19867,10.7687
7,3,1,Direct,3,25,5.286,2.566,0.673204,0.326796,1.3215,0.855333,11.7073
7,3,1,Direct,3,26,10.082,5.655,0.640656,0.359344,1.44029,0.9425,10.0952
7,3,1,Direct,3,27,11.802,5.656,0.676022,0.323978,1.967,1.1312,8.40738
7,3,1,Direct,3,28,10.266,4.887,0.67749,0.32251,1.711,0.9774,10.9083
7,3,1,Direct,3,29,6.454,6.363,0.50355,0.49645,1.07567,1.2726,12.95
7,3,1,Direct,3,30,10.388,5.073,0.671884,0.328116,1.73133,1.0146,8.60085
7,3,1,Direct,4,31,7.253,3.751,0.659124,0.340876,1.4506,0.93775,11.1277
7,3,1,Direct,4,32,10.881,1.784,0.859139,0.140861,3.627,0.892,9.13318
7,3,1,Direct,4,33,7.959,6.211,0.56168,0.43832,1.5918,1.55275,9.25938
7,3,1,Direct,4,34,11.311,3.689,0.754067,0.245933,2.82775,1.22967,8.77128
7,3,1,Direct,4,35,7.071,4.487,0.611784,0.388216,1.1785,0.8974,10.9941
7,3,1,Direct,4,36,6.363,6.886,0.480263,0.519737,1.0605,1.3772,11.0164
7,3,1,Direct,4,37,11.681,9.712,0.54602,0.45398,1.94683,1.9424,11.111
7,3,1,Direct,4,38,9.651,6.501,0.597511,0.402489,1.37871,1.0835,8.42446
7,3,1,Direct,4,39,8.145,6.917,0.540765,0.459235,1.16357,1.15283,11.1542
7,3,1,Direct,4,40,9.866,5.257,0.652384,0.347616,2.4665,1.75233,8.89103
8,3,1,Indirect,1,1,30.8575,5.6858,0.844409,0.155591,3.42861,0.710725,5.93916
8,3,1,Indirect,1,2,24.249,3.3808,0.877639,0.122361,4.0415,0.67616,5.47819
8,3,1,Indirect,1,3,13.5849,2.7048,0.833956,0.166044,2.71698,0.6762,4.47934
8,3,1,Indirect,1,4,14.3843,3.5652,0.801376,0.198624,2.87686,0.8913,4.24008
8,3,1,Indirect,1,5,13.4927,2.1823,0.860778,0.139222,2.69854,0.545575,4.93029
8,3,1,Indirect,1,6,19.3941,3.4423,0.849263,0.150737,3.87882,0.860575,4.6801
8,3,1,Indirect,1,7,18.5643,4.4874,0.805333,0.194667,3.71286,1.12185,5.02886
8,3,1,Indirect,1,8,18.5336,4.2415,0.813766,0.186234,3.08893,0.8483,3.7664
8,3,1,Indirect,1,9,13.524,2.9198,0.822438,0.177562,2.7048,0.72995,5.17862
8,3,1,Indirect,1,10,16.9049,2.8276,0.856703,0.143297,3.38098,0.7069,5.16975
