id,QWERTY,GK,usage,block,sentence,Gesture,Prepare,Gesture(%),Prepare(%),Gesture(M),Prepare(M),GestureSpeed(keyW/s)
1,5,5,Indirect,3,23,5.7202,0.892,0.865098,0.134902,1.14404,0.223,17.1293
1,5,5,Indirect,3,24,5.9049,1.5378,0.793381,0.206619,0.98415,0.30756,16.2134
1,5,5,Indirect,3,25,4.4594,1.0765,0.805542,0.194458,0.89188,0.269125,14.6999
1,5,5,Indirect,3,26,4.6593,1.4763,0.759388,0.240612,0.77655,0.29526,15.2511
1,5,5,Indirect,3,27,4.6747,1.3841,0.771555,0.228445,0.779117,0.27682,15.2574
1,5,5,Indirect,3,28,4.6133,1.8454,0.714277,0.285723,0.768883,0.36908,15.8554
1,5,5,Indirect,3,29,4.5517,1.6301,0.736307,0.263693,0.91034,0.407525,12.8086
1,5,5,Indirect,3,30,4.675,1.9683,0.703717,0.296283,0.935,0.492075,11.8504
1,5,5,Indirect,4,31,4.2443,1.5377,0.734054,0.265946,0.606329,0.256283,12.7857
1,5,5,Indirect,4,32,6.3356,1.384,0.820716,0.179284,1.05593,0.2768,12.1653
1,5,5,Indirect,4,33,5.5667,1.6299,0.773518,0.226482,0.927783,0.32598,12.2633
1,5,5,Indirect,4,34,6.0896,1.384,0.814815,0.185185,1.21792,0.346,13.4199
1,5,5,Indirect,4,35,5.1978,1.2609,0.804775,0.195225,1.03956,0.315225,15.0404
1,5,5,Indirect,4,36,5.2286,1.5378,0.77273,0.22727,1.04572,0.38445,11.861
1,5,5,Indirect,4,37,5.0132,0.7688,0.867036,0.132964,1.2533,0.256267,14.7036
1,5,5,Indirect,4,38,5.9973,0.8613,0.87442,0.12558,1.19946,0.215325,13.8383
1,5,5,Indirect,4,39,4.8903,1.5683,0.757176,0.242824,0.81505,0.31366,13.2472
1,5,5,Indirect,4,40,6.889,2.1839,0.759294,0.240706,0.984143,0.363983,10.4848
1,5,5,Direct,1,1,5.8417,1.53728,0.791668,0.208332,0.649078,0.19216,24.2548
1,5,5,Direct,1,2,5.13458,1.69117,0.752237,0.247763,0.855763,0.338234,22.8416
1,5,5,Direct,1,3,4.25814,2.42886,0.636779,0.363221,0.70969,0.485772,15.158
1,5,5,Direct,1,4,3.47413,0.95314,0.784712,0.215288,0.868532,0.317713,16.6999
1,5,5,Direct,1,5,3.78164,1.1069,0.773572,0.226428,0.756328,0.276725,15.2591
1,5,5,Direct,1,6,3.01308,1.35288,0.69013,0.30987,0.75327,0.45096,14.998
1,5,5,Direct,1,7,3.9047,1.81399,0.682796,0.317204,0.557814,0.302332,16.9378
1,5,5,Direct,1,8,3.68926,1.50662,0.710036,0.289964,0.614877,0.301324,19.8764
1,5,5,Direct,1,9,3.07449,1.56798,0.662253,0.337747,0.614898,0.391995,18.1028
1,5,5,Direct,1,10,4.11984,1.96771,0.676765,0.323235,0.68664,0.393542,19.9662
1,5,5,Direct,2,11,3.0744,1.107,0.735256,0.264744,0.61488,0.27675,19.8833
1,5,5,Direct,2,12,3.7504,1.1994,0.757687,0.242313,0.75008,0.29985,20.0013
1,5,5,Direct,2,13,4.3044,1.6602,0.721658,0.278342,0.7174,0.33204,20.0541
1,5,5,Direct,2,14,3.935,2.9825,0.568847,0.431153,0.491875,0.426071,18.1673
1,5,5,Direct,2,15,4.9501,1.8139,0.73183,0.26817,0.707157,0.302317,18.6978
1,5,5,Direct,2,16,4.8579,1.7832,0.73149,0.26851,0.80965,0.35664,19.6242
1,5,5,Direct,2,17,4.6425,1.7833,0.722478,0.277522,0.77375,0.35666,22.2251
1,5,5,Direct,2,18,3.3511,3.1055,0.519019,0.480981,0.418887,0.443643,18.324
1,5,5,Direct,2,19,3.5663,1.5989,0.690448,0.309552,0.594383,0.31978,18.344
1,5,5,Direct,2,20,3.9045,1.1992,0.765033,0.234967,0.7809,0.2998,19.9735
1,5,5,Direct,3,21,4.1815,2.3058,0.644567,0.355433,0.597357,0.3843,19.1553
1,5,5,Direct,3,22,3.9352,1.2299,0.761883,0.238117,0.9838,0.409967,19.6845
1,5,5,Direct,3,23,4.1202,2.1521,0.656888,0.343112,0.82404,0.538025,18.5813
1,5,5,Direct,3,24,5.104,0.7993,0.864601,0.135399,1.276,0.266433,16.6352
1,5,5,Direct,3,25,2.7978,1.1069,0.716521,0.283479,0.55956,0.276725,18.5912
1,5,5,Direct,3,26,4.9192,1.1992,0.804001,0.195999,0.98384,0.2998,17.9002
1,5,5,Direct,3,27,3.4743,2.0293,0.631278,0.368722,0.69486,0.507325,21.1222
1,5,5,Direct,3,28,5.0115,1.0148,0.831605,0.168395,1.0023,0.2537,18.8563
1,5,5,Direct,3,29,4.2737,0.5227,0.891022,0.108978,1.42457,0.26135,18.4314
1,5,5,Direct,3,30,5.6266,1.8449,0.753075,0.246925,1.12532,0.461225,15.4943
1,5,5,Direct,4,31,4.0893,1.4452,0.738874,0.261126,0.81786,0.3613,19.9136
1,5,5,Direct,4,32,3.5053,2.1828,0.616251,0.383749,0.500757,0.3638,18.0836
1,5,5,Direct,4,33,4.3658,0.9533,0.820778,0.179222,1.45527,0.47665,17.6604
1,5,5,Direct,4,34,4.5501,2.8289,0.616628,0.383372,0.505567,0.353612,18.0778
1,5,5,Direct,4,35,4.7045,1.9369,0.70836,0.29164,0.784083,0.38738,19.49
1,5,5,Direct,4,36,3.751,1.0148,0.787066,0.212934,0.7502,0.2537,17.8134
1,5,5,Direct,4,37,4.7351,1.1992,0.797921,0.202079,0.94702,0.2998,17.242
1,5,5,Direct,4,38,6.3339,1.5375,0.804673,0.195327,1.58347,0.5125,20.1624
1,5,5,Direct,4,39,6.5798,2.214,0.748232,0.251768,1.31596,0.5535,19.5777
1,5,5,Direct,4,40,4.7353,1.2297,0.793847,0.206153,1.18383,0.4099,19.0078
2,3,2,Indirect,1,1,23.2347,6.0853,0.792452,0.207548,2.58163,0.760663,6.97517
2,3,2,Indirect,1,2,19.2395,3.3195,0.852853,0.147147,3.20658,0.6639,7.09079
2,3,2,Indirect,1,3,13.2776,4.7025,0.738461,0.261539,2.21293,0.9405,7.07555
2,3,2,Indirect,1,4,9.5587,2.1976,0.81307,0.18693,2.38968,0.732533,7.37839
2,3,2,Indirect,1,5,11.8642,3.1966,0.787754,0.212246,1.97737,0.63932,6.87944
2,3,2,Indirect,1,6,16.1672,4.2416,0.792168,0.207832,2.3096,0.706933,7.30506
2,3,2,Indirect,1,7,14.2001,3.3196,0.810522,0.189478,2.36668,0.66392,7.51374
2,3,2,Indirect,1,8,10.1124,2.1824,0.822494,0.177506,1.6854,0.43648,6.34396
2,3,2,Indirect,1,9,10.5123,2.9509,0.780817,0.219183,2.10246,0.737725,7.75772
2,3,2,Indirect,1,10,12.7561,4.1496,0.754544,0.245456,1.8223,0.6916,6.37467
2,3,2,Indirect,2,11,9.9584,2.8587,0.776962,0.223038,1.42263,0.47645,6.43114
2,3,2,Indirect,2,12,11.3724,3.1964,0.7806,0.2194,2.27448,0.7991,6.78037
2,3,2,Indirect,2,13,13.2164,3.1043,0.809794,0.190206,2.64328,0.776075,7.71521
2,3,2,Indirect,2,14,10.4197,3.8418,0.730617,0.269383,1.73662,0.76836,9.39093
2,3,2,Indirect,2,15,9.5893,5.6557,0.629013,0.370987,1.3699,0.942617,8.26916
2,3,2,Indirect,2,16,12.2642,6.6696,0.647741,0.352259,1.36269,0.8337,8.10278
2,3,2,Indirect,2,17,15.2143,3.1967,0.82637,0.17363,3.04286,0.799175,9.30153
2,3,2,Indirect,2,18,11.3726,5.0715,0.691592,0.308408,1.89543,1.0143,8.41562
2,3,2,Indirect,2,19,11.0039,2.4898,0.815484,0.184516,2.20078,0.62245,9.12174
2,3,2,Indirect,2,20,11.9874,1.875,0.864742,0.135258,2.99685,0.625,8.489
2,3,2,Indirect,3,21,7.9602,2.981,0.727544,0.272456,1.3267,0.5962,6.90749
2,3,2,Indirect,3,22,11.8629,1.2908,0.901868,0.0981321,2.96572,0.430267,8.3195
2,3,2,Indirect,3,23,11.1256,3.2577,0.773508,0.226492,1.85427,0.65154,6.41739
2,3,2,Indirect,3,24,11.9555,3.9955,0.749514,0.250486,1.70793,0.665917,6.00363
2,3,2,Indirect,3,25,8.7592,2.3974,0.785114,0.214886,1.75184,0.59935,7.04669
2,3,2,Indirect,3,26,8.0209,3.0432,0.724948,0.275052,1.33682,0.60864,6.64417
2,3,2,Indirect,3,27,8.76,1.567,0.848262,0.151738,2.19,0.522333,7.24007
2,3,2,Indirect,3,28,14.015,3.597,0.795764,0.204236,2.33583,0.7194,8.7895
2,3,2,Indirect,3,29,12.91,2.704,0.826822,0.173178,2.582,0.676,7.26655
2,3,2,Indirect,3,30,16.753,3.349,0.8334,0.1666,3.3506,0.83725,9.49847
2,3,2,Indirect,4,31,10.757,3.934,0.732217,0.267783,2.1514,0.9835,9.58853
2,3,2,Indirect,4,32,8.819,3.228,0.732049,0.267951,1.7638,0.807,8.84936
2,3,2,Indirect,4,33,14.845,3.595,0.805043,0.194957,2.969,0.89875,8.14493
2,3,2,Indirect,4,34,11.893,2.797,0.809598,0.190402,1.98217,0.5594,8.76218
2,3,2,Indirect,4,35,10.943,3.318,0.767337,0.232663,1.56329,0.553,7.92861
2,3,2,Indirect,4,36,11.924,3.228,0.786959,0.213041,1.70343,0.538,9.12691
2,3,2,Indirect,4,37,7.622,1.598,0.826681,0.173319,1.5244,0.3995,9.06612
2,3,2,Indirect,4,38,9.56,1.474,0.866413,0.133587,3.18667,0.737,11.2001
2,3,2,Indirect,4,39,10.818,2.736,0.798141,0.201859,1.803,0.5472,10.1366
2,3,2,Indirect,4,40,11.033,3.075,0.782039,0.217961,1.83883,0.615,10.3719
2,3,2,Direct,1,1,12.4436,11.276,0.524613,0.475387,1.38262,1.4095,12.1474
2,3,2,Direct,1,2,10.3855,6.2067,0.625927,0.374073,1.73092,1.24134,12.8063
2,3,2,Direct,1,3,4.9162,5.7767,0.459763,0.540237,0.98324,1.44418,8.47878
2,3,2,Direct,1,4,6.0227,6.2994,0.488772,0.511228,1.00378,1.25988,11.8074
2,3,2,Direct,1,5,6.4223,4.6402,0.580547,0.419453,1.28446,1.16005,9.77249
2,3,2,Direct,1,6,7.2215,4.9627,0.592694,0.407306,1.4443,1.24068,12.5761
2,3,2,Direct,1,7,6.8834,5.3777,0.561402,0.438598,1.72085,1.79257,8.6093
2,3,2,Direct,1,8,5.2239,7.2525,0.418703,0.581297,0.87065,1.4505,11.0914
2,3,2,Direct,1,9,7.222,8.2357,0.467211,0.532789,1.20367,1.64714,9.96149
2,3,2,Direct,1,10,7.9899,8.6669,0.479678,0.520322,0.998737,1.23813,10.6697
2,3,2,Direct,2,11,4.6102,3.5343,0.566051,0.433949,0.92204,0.883575,9.68941
2,3,2,Direct,2,12,4.9482,5.2557,0.484932,0.515068,0.8247,1.05114,10.0477
2,3,2,Direct,2,13,7.8685,6.7001,0.5401,0.4599,1.12407,1.11668,11.4192
2,3,2,Direct,2,14,4.9791,4.2415,0.539997,0.460003,0.99582,1.06038,14.0821
2,3,2,Direct,2,15,5.8706,3.6268,0.618127,0.381873,1.17412,0.9067,10.1059
2,3,2,Direct,2,16,7.5613,4.8256,0.610427,0.389573,1.26022,0.96512,12.8625
2,3,2,Direct,2,17,6.8238,4.3954,0.608225,0.391775,1.36476,1.09885,10.3784
2,3,2,Direct,2,18,7.0389,7.9918,0.468302,0.531698,0.879863,1.14169,12.0132
2,3,2,Direct,2,19,8.791,3.8118,0.697543,0.302457,2.19775,1.2706,10.927
2,3,2,Direct,2,20,10.236,6.5781,0.608775,0.391225,2.0472,1.64452,13.3821
2,3,2,Direct,3,21,5.4707,4.6721,0.539368,0.460632,0.781529,0.778683,13.0353
2,3,2,Direct,3,22,7.4073,4.5794,0.61796,0.38204,1.48146,1.14485,12.5858
2,3,2,Direct,3,23,7.4377,5.7478,0.564082,0.435918,1.23962,1.14956,12.3642
2,3,2,Direct,3,24,6.3006,3.9958,0.611923,0.388077,1.26012,0.99895,13.762
2,3,2,Direct,3,25,3.0118,2.1824,0.579839,0.420161,0.75295,0.727467,8.58158
2,3,2,Direct,3,26,7.0999,4.0881,0.6346,0.3654,1.18332,0.81762,14.7858
2,3,2,Direct,3,27,6.3624,4.5489,0.583102,0.416898,1.27248,1.13722,13.6042
2,3,2,Direct,3,28,5.5327,4.6107,0.545448,0.454552,0.922117,0.92214,10.5764
2,3,2,Direct,3,29,9.1908,3.8727,0.703548,0.296452,1.83816,0.968175,12.4539
2,3,2,Direct,3,30,7.008,4.1496,0.628092,0.371908,1.752,1.3832,11.5118
2,3,2,Direct,4,31,6.1782,5.9783,0.508222,0.491778,0.686467,0.747288,13.631
2,3,2,Direct,4,32,6.6696,2.6433,0.716168,0.283832,1.6674,0.8811,14.5636
2,3,2,Direct,4,33,4.8562,4.5183,0.518022,0.481978,0.809367,0.90366,13.1391
2,3,2,Direct,4,34,4.3031,5.0099,0.462053,0.537947,0.717183,1.00198,13.6566
2,3,2,Direct,4,35,5.9321,4.8103,0.552214,0.447786,1.18642,1.20258,13.4745
2,3,2,Direct,4,36,7.3152,2.9201,0.714703,0.285297,2.4384,1.46005,13.6819
2,3,2,Direct,4,37,4.118,5.011,0.45109,0.54891,0.8236,1.25275,14.1315
2,3,2,Direct,4,38,3.565,3.904,0.477306,0.522694,0.594167,0.7808,12.2764
2,3,2,Direct,4,39,7.223,4.98,0.591904,0.408096,1.20383,0.996,15.1118
2,3,2,Direct,4,40,6.826,6.269,0.521268,0.478732,0.85325,0.895571,13.6781
3,4,1,Indirect,1,1,13.4195,3.44,0.795961,0.204039,1.49106,0.43,10.9437
3,4,1,Indirect,1,2,12.2535,2.7642,0.815937,0.184063,2.04225,0.55284,11.6399
3,4,1,Indirect,1,3,13.6058,3.9005,0.777194,0.222806,1.51176,0.487563,11.1207
3,4,1,Indirect,1,4,5.7743,1.382,0.806883,0.193117,1.44358,0.460667,9.95359
3,4,1,Indirect,1,5,9.1835,2.1195,0.812483,0.187517,1.8367,0.529875,10.631
3,4,1,Indirect,1,6,11.7025,1.2595,0.902831,0.0971686,2.92563,0.419833,7.69356
3,4,1,Indirect,1,7,8.6929,2.0885,0.806287,0.193713,1.44882,0.4177,9.39799
3,4,1,Indirect,1,8,5.8977,2.1809,0.73004,0.26996,1.47443,0.726967,9.90911
3,4,1,Indirect,1,9,11.2117,2.2118,0.835229,0.164771,2.24234,0.55295,9.30852
3,4,1,Indirect,1,10,7.8643,1.5666,0.833886,0.166114,1.57286,0.39165,10.2511
3,4,1,Indirect,2,11,8.2331,2.0584,0.79999,0.20001,1.64662,0.5146,9.5882
3,4,1,Indirect,2,12,7.5267,2.089,0.782751,0.217249,1.50534,0.52225,10.0319
3,4,1,Indirect,2,13,10.5684,2.1507,0.830908,0.169092,1.7614,0.43014,12.4789
3,4,1,Indirect,2,14,9.0632,1.4749,0.860041,0.139959,1.81264,0.368725,10.3107
3,4,1,Indirect,2,15,9.2787,2.4886,0.788516,0.211484,1.54645,0.49772,9.34122
3,4,1,Indirect,2,16,6.2677,2.8881,0.684561,0.315439,1.25354,0.722025,9.99608
3,4,1,Indirect,2,17,8.5723,1.9049,0.818186,0.181814,2.14308,0.634967,9.20378
3,4,1,Indirect,2,18,9.4943,2.3966,0.798451,0.201549,1.58238,0.47932,10.7859
3,4,1,Indirect,2,19,7.8352,1.5362,0.836076,0.163924,1.9588,0.512067,9.50723
3,4,1,Indirect,2,20,6.053,2.7348,0.688796,0.311204,1.00883,0.54696,9.57305
3,4,1,Indirect,3,21,7.7424,1.3209,0.854258,0.145742,1.9356,0.4403,10.7579
3,4,1,Indirect,3,22,9.5858,2.6115,0.785895,0.214105,1.59763,0.5223,11.7919
3,4,1,Indirect,3,23,6.9433,2.0894,0.768685,0.231315,1.38866,0.52235,8.98754
3,4,1,Indirect,3,24,13.3034,1.7819,0.881878,0.118122,2.66068,0.445475,10.9863
3,4,1,Indirect,3,25,8.8792,3.9018,0.694719,0.305281,1.1099,0.5574,9.89134
3,4,1,Indirect,3,26,10.3232,2.5194,0.803825,0.196175,1.47474,0.4199,9.09341
3,4,1,Indirect,3,27,8.326,3.687,0.693082,0.306918,0.925111,0.460875,10.9523
3,4,1,Indirect,3,28,7.4043,2.4271,0.753128,0.246872,1.23405,0.48542,11.0447
3,4,1,Indirect,3,29,5.7147,1.5055,0.791488,0.208512,1.42867,0.501833,10.5961
3,4,1,Indirect,3,30,7.8347,1.9357,0.801881,0.198119,1.56694,0.483925,10.7538
3,4,1,Indirect,4,31,5.9297,2.2735,0.722852,0.277148,0.988283,0.4547,11.5376
3,4,1,Indirect,4,32,6.8205,2.5195,0.730246,0.269754,0.974357,0.419917,8.95292
3,4,1,Indirect,4,33,7.1272,2.889,0.711567,0.288433,1.18787,0.5778,8.10957
3,4,1,Indirect,4,34,10.046,1.814,0.847049,0.152951,2.0092,0.4535,9.90882
3,4,1,Indirect,4,35,6.144,2.521,0.709059,0.290941,1.024,0.5042,10.4981
3,4,1,Indirect,4,36,10.264,2.303,0.816742,0.183258,1.71067,0.4606,9.15164
3,4,1,Indirect,4,37,8.848,1.906,0.822764,0.177236,1.7696,0.4765,8.98967
3,4,1,Indirect,4,38,10.876,1.629,0.869732,0.130268,2.1752,0.40725,9.60407
3,4,1,Indirect,4,39,12.75,1.445,0.898204,0.101796,2.55,0.36125,10.2317
3,4,1,Indirect,4,40,7.682,1.997,0.793677,0.206323,1.28033,0.3994,9.5217
3,4,1,Direct,1,1,8.6052,4.3642,0.6635,0.3365,0.956133,0.545525,15.3454
3,4,1,Direct,1,2,7.8066,3.3192,0.701666,0.298334,1.3011,0.66384,15.8
3,4,1,Direct,1,3,4.4872,1.8134,0.712186,0.287814,0.89744,0.45335,12.4667
3,4,1,Direct,1,4,3.8111,3.0734,0.553577,0.446423,0.635183,0.61468,15.5843
3,4,1,Direct,1,5,5.9937,2.8893,0.674738,0.325262,0.99895,0.57786,11.9111
3,4,1,Direct,1,6,6.1784,4.1801,0.596457,0.403543,0.882629,0.696683,12.9047
3,4,1,Direct,1,7,4.1186,2.459,0.626155,0.373845,0.82372,0.61475,14.0759
3,4,1,Direct,1,8,9.0371,2.0593,0.814417,0.185583,2.25928,0.686433,11.6223
3,4,1,Direct,1,9,4.5491,2.3055,0.663657,0.336343,0.90982,0.576375,11.9717
3,4,1,Direct,1,10,3.5964,3.3504,0.517706,0.482294,0.5994,0.67008,12.8925
3,4,1,Direct,2,11,6.731,2.6124,0.720402,0.279598,1.12183,0.52248,10.2589
3,4,1,Direct,2,12,3.3809,1.8133,0.650899,0.349101,0.845225,0.604433,13.813
3,4,1,Direct,2,13,5.9318,2.336,0.717458,0.282542,1.18636,0.584,13.4057
3,4,1,Direct,2,14,4.856,2.3359,0.675204,0.324796,0.809333,0.46718,13.5394
3,4,1,Direct,2,15,5.2556,2.428,0.684002,0.315998,0.875933,0.4856,13.5486
3,4,1,Direct,2,16,4.395,2.5202,0.635556,0.364444,0.879,0.63005,14.9323
3,4,1,Direct,2,17,4.8561,3.473,0.583028,0.416972,0.607012,0.496143,15.6528
3,4,1,Direct,2,18,7.8836,2.4893,0.760019,0.239981,1.57672,0.622325,13.1297
3,4,1,Direct,2,19,6.5465,3.1964,0.671925,0.328075,0.935214,0.532733,15.714
3,4,1,Direct,2,20,6.0856,2.3052,0.725271,0.274729,1.01427,0.46104,14.3893
3,4,1,Direct,3,21,3.8109,1.537,0.712597,0.287403,0.76218,0.38425,14.258
3,4,1,Direct,3,22,3.1657,1.5061,0.677619,0.322381,0.791425,0.502033,15.0876
3,4,1,Direct,3,23,4.4873,2.6741,0.626595,0.373405,0.641043,0.445683,12.658
3,4,1,Direct,3,24,6.8542,2.305,0.74834,0.25166,1.37084,0.57625,14.0747
3,4,1,Direct,3,25,5.1636,2.428,0.680173,0.319827,1.03272,0.607,11.5155
3,4,1,Direct,3,26,5.3174,2.2439,0.703239,0.296761,1.06348,0.560975,14.6445
3,4,1,Direct,3,27,7.6844,3.4733,0.688708,0.311292,1.09777,0.578883,16.8811
3,4,1,Direct,3,28,5.1331,2.4898,0.673379,0.326621,0.855517,0.49796,16.0775
3,4,1,Direct,3,29,3.5963,2.459,0.593909,0.406091,0.71926,0.61475,11.3484
3,4,1,Direct,3,30,6.7314,3.8733,0.634756,0.365244,0.841425,0.553329,13.0576
3,4,1,Direct,4,31,4.7948,2.3975,0.666657,0.333343,0.799133,0.4795,12.3666
3,4,1,Direct,4,32,3.8727,2.0285,0.656256,0.343744,0.77454,0.507125,14.4291
3,4,1,Direct,4,33,6.7618,2.4281,0.735786,0.264214,1.12697,0.48562,14.3577
3,4,1,Direct,4,34,4.4566,2.2438,0.665124,0.334876,0.89132,0.56095,10.2354
3,4,1,Direct,4,35,5.1944,3.0123,0.632946,0.367054,1.03888,0.753075,15.5266
3,4,1,Direct,4,36,5.1944,2.8279,0.647495,0.352505,0.865733,0.56558,14.7049
3,4,1,Direct,4,37,7.3152,2.7051,0.730038,0.269962,1.2192,0.54102,15.9146
3,4,1,Direct,4,38,6.7313,1.6906,0.799261,0.200739,1.68282,0.563533,13.8331
3,4,1,Direct,4,39,9.1903,2.7359,0.770598,0.229402,1.83806,0.683975,14.7347
3,4,1,Direct,4,40,5.3176,2.5819,0.673157,0.326843,1.06352,0.645475,15.1514
4,4,2,Indirect,1,1,19.3317,5.6863,0.772712,0.227288,2.14797,0.710788,8.84742
4,4,2,Indirect,1,2,18.1025,2.828,0.864886,0.135114,3.01708,0.5656,8.21182
4,4,2,Indirect,1,3,12.3557,2.6432,0.823774,0.176226,2.05928,0.52864,7.23729
4,4,2,Indirect,1,4,13.3391,2.9816,0.817312,0.182688,2.22318,0.59632,7.3616
4,4,2,Indirect,1,5,13.0933,3.3807,0.794786,0.205214,2.18222,0.67614,6.12693
4,4,2,Indirect,1,6,7.7757,1.383,0.848996,0.151004,1.94393,0.461,8.62054
4,4,2,Indirect,1,7,10.8495,1.4139,0.884706,0.115294,2.71238,0.4713,8.5925
4,4,2,Indirect,1,8,19.3643,3.6575,0.841129,0.158871,2.76633,0.609583,5.59661
4,4,2,Indirect,1,9,16.752,2.8894,0.852892,0.147108,2.792,0.57788,7.04449
4,4,2,Indirect,1,10,9.3752,3.1967,0.745727,0.254273,1.87504,0.799175,5.84605
4,4,2,Indirect,2,11,12.6942,2.9817,0.809791,0.190209,2.53884,0.745425,7.60062
4,4,2,Indirect,2,12,7.1619,2.3821,0.750409,0.249591,1.79047,0.794033,8.85698
4,4,2,Indirect,2,13,10.4199,3.0122,0.775746,0.224254,1.73665,0.60244,8.62738
4,4,2,Indirect,2,14,12.5717,2.8893,0.813123,0.186877,2.51434,0.722325,8.25779
4,4,2,Indirect,2,15,13.3409,3.3507,0.799258,0.200742,1.90584,0.55845,8.46763
4,4,2,Indirect,2,16,19.2747,1.9982,0.906068,0.0939317,4.81867,0.666067,7.56799
4,4,2,Indirect,2,17,9.5913,4.2115,0.694881,0.305119,1.59855,0.8423,7.46938
4,4,2,Indirect,2,18,9.4376,3.2279,0.745142,0.254858,1.57293,0.64558,7.06425
4,4,2,Indirect,2,19,13.28,3.5968,0.786879,0.213121,2.21333,0.71936,7.30953
4,4,2,Indirect,2,20,15.2479,2.6129,0.853708,0.146292,3.04958,0.653225,7.23386
4,4,2,Indirect,3,21,6.6707,2.2748,0.745705,0.254295,1.33414,0.5687,9.32653
4,4,2,Indirect,3,22,9.1604,3.0127,0.752512,0.247488,1.52673,0.60254,9.69647
4,4,2,Indirect,3,23,6.148,1.6601,0.787387,0.212613,1.537,0.553367,9.51341
4,4,2,Indirect,3,24,13.28,3.1354,0.808996,0.191004,2.21333,0.62708,8.89836
4,4,2,Indirect,3,25,11.251,2.859,0.797378,0.202622,2.2502,0.71475,7.33955
4,4,2,Indirect,3,26,9.8986,3.4122,0.743652,0.256348,1.41409,0.5687,8.01858
4,4,2,Indirect,3,27,7.9313,4.7035,0.627735,0.372265,0.991413,0.671929,9.08206
4,4,2,Indirect,3,28,12.4198,3.0742,0.801588,0.198412,2.06997,0.61484,8.7248
4,4,2,Indirect,3,29,11.7434,2.7052,0.812771,0.187229,2.93585,0.901733,7.32698
4,4,2,Indirect,3,30,9.5032,2.6091,0.784591,0.215409,1.90064,0.652275,7.8977
4,4,2,Indirect,4,31,13.432,1.998,0.870512,0.129488,2.6864,0.4995,10.4952
4,4,2,Indirect,4,32,13.986,4.702,0.748395,0.251605,2.331,0.9404,8.64176
4,4,2,Indirect,4,33,17.736,4.134,0.810974,0.189026,2.217,0.590571,8.58677
4,4,2,Indirect,4,34,11.252,2.673,0.808043,0.191957,2.2504,0.66825,8.00351
4,4,2,Indirect,4,35,12.51,1.876,0.869595,0.130405,2.502,0.469,10.725
4,4,2,Indirect,4,36,9.253,2.059,0.817981,0.182019,1.8506,0.51475,7.90921
4,4,2,Indirect,4,37,8.853,3.104,0.740403,0.259597,1.7706,0.776,7.14346
4,4,2,Indirect,4,38,8.486,2.981,0.740037,0.259963,1.41433,0.5962,8.343
4,4,2,Indirect,4,39,11.619,2.091,0.847484,0.152516,2.3238,0.52275,6.5278
4,4,2,Indirect,4,40,12.972,1.629,0.888432,0.111568,3.243,0.543,8.73184
4,4,2,Direct,1,1,9.835,8.7901,0.528051,0.471949,1.09278,1.09876,15.3099
4,4,2,Direct,1,2,11.3876,7.8992,0.590435,0.409565,1.89793,1.57984,13.9838
