user_id,usage,phrase_id,word_id,precision
2,Direct,76,1,0.494116
2,Direct,76,2,0.353138
2,Direct,76,3,0.695719
2,Direct,77,1,0.406711
2,Direct,77,2,0.326597
2,Direct,77,3,0.379353
2,Direct,77,4,0.162837
2,Direct,77,5,0.49895
2,Direct,78,1,0.318155
2,Direct,78,2,0.349137
2,Direct,78,3,0.551704
2,Direct,78,4,0.535239
2,Direct,78,5,0.478509
2,Direct,78,6,0.25043
2,Direct,79,1,0.4602
2,Direct,79,2,0.660464
2,Direct,79,3,0.733328
2,Direct,79,4,0.498179
2,Direct,79,5,0.79418
2,Direct,79,6,0.543494
2,Direct,80,1,0.509225
2,Direct,80,2,0.445649
2,Direct,80,3,0.544886
2,Direct,80,4,0.495423
2,Direct,80,5,0.926111
2,Direct,80,6,0.474067
2,Direct,80,7,0.388832
