id,usage,type,key,x,y
3,Indirect,end,l,0.416667,0.0347222,
3,Indirect,start,c,-0.208333,-0.252315,
3,Indirect,end,s,-0.300926,0.0671296,
3,Indirect,start,w,-0.321759,0.349537,
3,Indirect,end,h,0.111111,0.0138889,
3,Indirect,start,o,0.354167,0.293981,
3,Indirect,end,t,-0.175926,0.326389,
3,Indirect,start,f,-0.138889,-0.152778,
3,Indirect,end,r,-0.18287,0.333333,
3,Indirect,start,l,0.287037,-0.115741,
3,Indirect,end,w,-0.310185,0.300926,
3,Indirect,start,f,-0.0972222,-0.101852,
3,Indirect,end,g,-0.0717593,0.0763888,
3,Indirect,start,o,0.342593,0.296296,
3,Indirect,end,s,-0.231482,-0.0749794,
3,Indirect,start,b,-0.0208333,-0.19213,
3,Indirect,end,d,-0.230978,-0.0162038,
3,Indirect,start,f,-0.12963,-0.0462964,
3,Indirect,end,r,-0.159722,0.277778,
3,Indirect,start,t,-0.12037,0.400463,
3,Indirect,end,e,-0.215278,0.343052,
3,Indirect,start,e,-0.324074,0.314815,
3,Indirect,end,t,-0.0509259,0.294576,
3,Indirect,start,h,-0.143518,-0.0995371,
3,Indirect,end,e,-0.365741,0.261574,
3,Indirect,start,i,0.268518,0.31713,
3,Indirect,end,s,-0.314815,-0.0462964,
3,Indirect,start,s,-0.319444,-0.0185185,
3,Indirect,end,l,0.393518,-0.087963,
3,Indirect,start,o,0.321759,0.349537,
3,Indirect,end,n,0.0995371,-0.3125,
3,Indirect,start,o,-0.0509259,0.351852,
3,Indirect,end,r,-0.180556,0.270833,
3,Indirect,start,t,0.0763889,0.331018,
3,Indirect,end,m,0.239583,-0.417824,
3,Indirect,start,w,-0.361111,0.143518,
3,Indirect,end,l,0.335648,-0.0601852,
3,Indirect,start,c,-0.131944,-0.284722,
3,Indirect,end,d,-0.199074,-0.121528,
3,Indirect,start,w,-0.405093,0.319444,
3,Indirect,end,h,-0.00115742,-0.0381944,
3,Indirect,start,p,0.460648,0.212963,
3,Indirect,end,e,-0.256945,0.347222,
3,Indirect,start,s,-0.291667,-0.0277779,
3,Indirect,end,p,0.502315,0.347222,
3,Indirect,start,c,-0.206019,-0.25463,
3,Indirect,end,e,-0.21716,0.333333,
3,Indirect,start,k,0.180556,-0.0833334,
3,Indirect,end,s,-0.358834,-0.0231482,
3,Indirect,start,t,-0.12963,0.430555,
3,Indirect,end,e,-0.252315,0.333333,
3,Indirect,start,m,0.168981,-0.395833,
3,Indirect,end,d,-0.196759,0.0972221,
3,Indirect,start,s,-0.375,0.0162037,
3,Indirect,end,p,0.467593,0.275463,
3,Indirect,start,m,0.24537,-0.363426,
3,Indirect,end,y,-0.0787037,0.298823,
3,Indirect,start,f,-0.134259,-0.0833334,
3,Indirect,end,s,-0.300926,-0.0833334,
3,Indirect,start,a,-0.467593,-0.0231482,
3,Indirect,end,e,-0.271354,0.319444,
3,Indirect,start,v,0.0300926,-0.277778,
3,Indirect,end,y,0.0541231,0.340278,
3,Indirect,start,c,-0.131944,-0.224537,
3,Indirect,end,d,-0.196759,0.0925925,
3,Indirect,start,t,-0.115741,0.469907,
3,Indirect,end,e,-0.297454,0.283565,
3,Indirect,start,c,-0.212963,-0.231482,
3,Indirect,end,r,-0.145833,0.340278,
3,Indirect,start,m,0.168981,-0.287037,
3,Indirect,end,s,-0.340278,-0.0601852,
3,Indirect,start,i,0.178241,0.305555,
3,Indirect,end,t,-0.0833334,0.282407,
3,Indirect,start,d,-0.261574,-0.0717593,
3,Indirect,end,s,-0.28125,0.0624999,
3,Indirect,start,w,-0.259259,0.337963,
3,Indirect,end,e,-0.256945,0.266204,
3,Indirect,start,d,-0.217593,-0.0671296,
3,Indirect,end,d,-0.260122,-0.0286411,
3,Indirect,start,y,-0.037037,0.342592,
3,Indirect,end,u,0.0208333,0.303241,
3,Indirect,start,g,-0.00925928,-0.0347223,
3,Indirect,end,t,-0.0712428,0.31713,
3,Indirect,start,s,-0.303241,-3.53213e-008,
3,Indirect,end,h,0.159722,0.0324073,
3,Indirect,start,a,-0.284722,0.074074,
3,Indirect,end,a,-0.284722,0.074074,
3,Indirect,start,s,-0.310185,-3.53213e-008,
3,Indirect,end,y,-0.037037,0.340278,
3,Indirect,start,i,0.303241,0.365741,
3,Indirect,end,a,-0.43287,-0.0451688,
3,Indirect,start,n,0.108796,-0.1875,
3,Indirect,end,r,-0.143518,0.3125,
3,Indirect,start,t,-0.199074,0.243055,
3,Indirect,end,o,0.289352,0.240741,
3,Indirect,start,r,-0.321759,0.194444,
3,Indirect,end,h,0.141204,0.0856481,
3,Indirect,start,a,-0.458333,0.118056,
3,Indirect,end,d,-0.171296,0.0925925,
3,Indirect,start,n,0.12037,-0.291667,
3,Indirect,end,r,-0.134233,0.328704,
3,Indirect,start,t,-0.159722,0.326389,
3,Indirect,end,o,0.326389,0.268519,
3,Indirect,start,t,-0.217593,0.342592,
3,Indirect,end,n,0.127315,-0.3125,
3,Indirect,start,a,-0.402778,-0.013889,
3,Indirect,end,a,-0.402778,-0.013889,
3,Indirect,start,d,-0.00462964,0.00694437,
3,Indirect,end,g,-0.0625,-0.0115741,
3,Indirect,start,i,0.37963,0.409722,
3,Indirect,end,s,-0.30787,-0.0324074,
3,Indirect,start,t,-0.0555556,0.393518,
3,Indirect,end,e,-0.293982,0.196759,
3,Indirect,start,b,0.037037,-0.351852,
3,Indirect,end,t,-0.0200218,0.256944,
3,Indirect,start,f,-0.256945,-0.0949074,
3,Indirect,end,d,-0.210648,0.0972221,
3,Indirect,start,o,0.368056,0.365741,
3,Indirect,end,f,-0.238426,-0.03125,
3,Indirect,start,a,-0.395833,0.00925923,
3,Indirect,end,a,-0.395833,0.00925923,
3,Indirect,start,m,0.208333,-0.300926,
3,Indirect,end,n,0.0972222,-0.300926,
3,Indirect,start,t,-0.099537,0.435185,
3,Indirect,end,e,-0.287037,0.300926,
3,Indirect,start,u,0.0902778,0.372685,
3,Indirect,end,n,0.131944,-0.302083,
3,Indirect,start,w,-0.4375,0.358796,
3,Indirect,end,l,0.340278,-0.108971,
3,Indirect,start,g,-0.138889,-0.0300927,
3,Indirect,end,o,0.373181,0.326389,
3,Indirect,start,o,0.337963,0.340278,
3,Indirect,end,n,0.115741,-0.294497,
3,Indirect,start,s,-0.303241,-0.0277779,
3,Indirect,end,e,-0.207176,0.341435,
3,Indirect,start,h,-0.0208333,0.0949073,
3,Indirect,end,e,-0.236111,0.291667,
3,Indirect,start,a,-0.388889,-0.111111,
3,Indirect,end,a,-0.388889,-0.111111,
3,Indirect,start,g,-0.118055,-0.0185185,
3,Indirect,end,d,-0.261574,-0.0439816,
3,Indirect,start,w,-0.391204,0.210648,
3,Indirect,end,d,-0.260417,0.0613426,
3,Indirect,start,y,-0.178241,0.356481,
3,Indirect,end,u,0.0787037,0.328704,
3,Indirect,start,a,-0.518518,-0.0555556,
3,Indirect,end,e,-0.233796,0.344907,
3,Indirect,start,a,-0.398148,-0.0694445,
3,Indirect,end,a,-0.398148,-0.0694445,
3,Indirect,start,w,-0.319444,0.342592,
3,Indirect,end,l,0.393518,-0.0555556,
3,Indirect,start,e,-0.243056,0.305555,
3,Indirect,end,e,-0.269676,0.3125,
3,Indirect,start,t,-0.0208333,0.548611,
3,Indirect,end,s,-0.303241,-0.0694445,
3,Indirect,start,i,0.386574,0.465278,
3,Indirect,end,s,-0.365741,-0.0193432,
3,Indirect,start,a,-0.418982,0.0624999,
3,Indirect,end,a,-0.418982,0.0624999,
3,Indirect,start,v,0.0486111,-0.319444,
3,Indirect,end,y,0.0833334,0.289352,
3,Indirect,start,g,-0.143518,-0.115741,
3,Indirect,end,d,-0.30787,0.0486111,
3,Indirect,start,i,0.25463,0.416667,
3,Indirect,end,a,-0.4375,-0.087963,
3,Indirect,start,d,-0.148148,0.0509259,
3,Indirect,end,o,0.326965,0.377315,
3,Indirect,start,n,0.12963,-0.268519,
3,Indirect,end,t,-0.0185185,0.291667,
3,Indirect,start,f,-0.0115741,-0.0115741,
3,Indirect,end,l,0.388889,-0.0115741,
3,Indirect,start,t,-0.108796,0.331018,
3,Indirect,end,o,0.38709,0.293981,
3,Indirect,start,b,0.155093,-0.219907,
3,Indirect,end,d,-0.211237,0.0648147,
3,Indirect,start,a,-0.462963,0.104167,
3,Indirect,end,t,-0.0601852,0.300926,
3,Indirect,start,i,0.395833,0.358796,
3,Indirect,end,t,-0.0810185,0.113426,
3,Indirect,start,c,-0.0671296,-0.166667,
3,Indirect,end,e,-0.305556,0.254702,
3,Indirect,start,a,-0.407407,-0.0532408,
3,Indirect,end,d,-0.222222,0.0949073,
3,Indirect,start,s,-0.326389,-0.108796,
3,Indirect,end,e,-0.219907,0.296296,
3,Indirect,start,o,0.365741,0.219907,
3,Indirect,end,r,-0.166667,0.259259,
3,Indirect,start,n,0.145833,-0.282407,
3,Indirect,end,w,-0.402778,0.291667,
3,Indirect,start,c,-0.134259,-0.291667,
3,Indirect,end,r,-0.115741,0.298611,
3,Indirect,start,t,-0.138889,0.486111,
3,Indirect,end,y,0.104167,0.331018,
3,Indirect,start,w,-0.372685,0.319444,
3,Indirect,end,d,-0.210648,-0.0770574,
3,Indirect,start,t,-0.18287,0.324074,
3,Indirect,end,e,-0.314815,0.280093,
3,Indirect,start,e,-0.240741,0.372685,
3,Indirect,end,e,-0.25463,0.298611,
3,Indirect,start,m,0.194444,-0.268519,
3,Indirect,end,e,-0.256945,0.284722,
3,Indirect,start,i,0.138889,0.324074,
3,Indirect,end,i,0.138889,0.324074,
3,Indirect,start,w,-0.25,0.418981,
3,Indirect,end,t,-0.0601852,0.342592,
3,Indirect,start,t,-0.155093,0.24537,
3,Indirect,end,o,0.377678,0.24537,
3,Indirect,start,h,-0.037037,-0.0625001,
3,Indirect,end,d,-0.212963,0.115741,
3,Indirect,start,y,-0.0648148,0.305555,
3,Indirect,end,r,-0.15625,0.305555,
3,Indirect,start,h,0.00694444,-0.013889,
3,Indirect,end,d,-0.206019,0.0558523,
3,Indirect,start,w,-0.305556,0.226852,
3,Indirect,end,n,0.150463,-0.319444,
3,Indirect,start,f,-0.025463,-0.0393519,
3,Indirect,end,t,-0.0231482,0.280093,
3,Indirect,start,p,0.435185,0.275463,
3,Indirect,end,e,-0.185185,0.37037,
3,Indirect,start,i,0.24537,0.337963,
3,Indirect,end,n,0.0879629,-0.30607,
3,Indirect,start,t,-0.168982,0.337963,
3,Indirect,end,e,-0.296296,0.268519,
3,Indirect,start,c,-0.0787037,-0.19213,
3,Indirect,end,t,-0.0115741,0.353009,
3,Indirect,start,m,0.277778,-0.247685,
3,Indirect,end,t,0.0185186,0.37037,
3,Indirect,start,j,0.12963,-0.0995371,
3,Indirect,end,s,-0.3125,-0.0486111,
3,Indirect,start,a,-0.472222,-0.0486111,
3,Indirect,end,e,-0.275463,0.328704,
3,Indirect,start,v,-0.025463,-0.296296,
3,Indirect,end,y,0.122685,0.354167,
3,Indirect,start,h,-0.0949074,0.0347222,
3,Indirect,end,t,-0.01851,0.261574,
3,Indirect,start,f,-0.0416667,-0.115741,
3,Indirect,end,e,-0.211806,0.259259,
3,Indirect,start,a,-0.49537,-0.152778,
3,Indirect,end,l,0.361111,-0.0300927,
3,Indirect,start,c,-0.143518,-0.298611,
3,Indirect,end,s,-0.335648,-0.0462964,
3,Indirect,start,i,0.229167,0.293981,
3,Indirect,end,n,0.131944,-0.363984,
3,Indirect,start,w,-0.4375,0.162037,
3,Indirect,end,g,-0.0555556,0.05397,
3,Indirect,start,i,0.240741,0.388889,
3,Indirect,end,s,-0.354167,0.0208333,
3,Indirect,start,b,0.011574,-0.303241,
3,Indirect,end,n,0.108796,-0.347222,
3,Indirect,start,m,0.243056,-0.305556,
3,Indirect,end,n,0.10955,-0.334087,
3,Indirect,start,a,-0.476852,0.0231481,
3,Indirect,end,d,-0.215278,0.0462962,
3,Indirect,start,w,-0.400463,0.164352,
3,Indirect,end,n,0.148741,-0.30787,
3,Indirect,start,e,-0.208333,0.277778,
3,Indirect,end,t,-0.0738738,0.298611,
3,Indirect,start,i,0.287037,0.354167,
3,Indirect,end,s,-0.306491,-0.0185185,
3,Indirect,start,w,-0.340278,0.358796,
3,Indirect,end,t,-0.0023148,0.319572,
3,Indirect,start,i,0.333333,0.321759,
3,Indirect,end,t,-0.0949074,0.349537,
3,Indirect,start,w,-0.462963,0.24537,
3,Indirect,end,l,0.363426,-0.0560886,
3,Indirect,start,t,-0.0740741,0.398148,
3,Indirect,end,e,-0.266204,0.292003,
3,Direct,start,t,-0.0416667,0.314815,
3,Direct,end,e,-0.245711,0.180896,
3,Direct,start,q,-0.416667,0.222222,
3,Direct,end,k,0.229887,-0.0648149,
3,Direct,start,b,0.0416666,-0.3125,
3,Direct,end,n,0.122685,-0.365741,
3,Direct,start,f,-0.0625,-0.0486111,
3,Direct,end,x,-0.1875,-0.363426,
3,Direct,start,j,0.196759,0.00231481,
3,Direct,end,s,-0.270833,-0.0439816,
3,Direct,start,o,0.314815,0.284722,
3,Direct,end,r,-0.127315,0.206018,
3,Direct,start,t,-0.0625,0.3125,
3,Direct,end,e,-0.224537,0.212963,
3,Direct,start,l,0.409722,0.0138889,
3,Direct,end,y,0.0304248,0.226852,
3,Direct,start,d,-0.199074,-0.025463,
3,Direct,end,g,-0.0138889,-0.0717593,
3,Direct,start,t,-0.0324074,0.261574,
3,Direct,end,e,-0.234954,0.168981,
3,Direct,start,f,-0.12037,-0.0717593,
3,Direct,end,e,-0.196759,0.21412,
3,Direct,start,b,0.037037,-0.328704,
3,Direct,end,g,-0.0555556,-0.0601124,
3,Direct,start,w,-0.303241,0.212963,
3,Direct,end,s,-0.289352,-0.0902777,
3,Direct,start,j,0.215278,-0.0462964,
3,Direct,end,p,0.423611,0.295139,
3,Direct,start,q,-0.425926,0.199074,
3,Direct,end,y,0.0601852,0.247685,
3,Direct,start,a,-0.384259,-0.0555556,
3,Direct,end,a,-0.384259,-0.0555556,
3,Direct,start,q,-0.465278,0.291667,
3,Direct,end,r,-0.136574,0.247685,
3,Direct,start,o,0.372685,0.31713,
3,Direct,end,f,-0.143518,-0.0833334,
3,Direct,start,a,-0.451389,-0.0486111,
3,Direct,end,a,-0.451389,-0.0486111,
3,Direct,start,c,-0.0879629,-0.303241,
3,Direct,end,y,0.011574,0.226852,
3,Direct,start,i,0.24537,0.268519,
3,Direct,end,i,0.24537,0.268519,
3,Direct,start,w,-0.3125,0.270833,
3,Direct,end,t,-0.108796,0.227822,
3,Direct,start,t,-0.025463,0.263889,
3,Direct,end,o,0.363426,0.247685,
3,Direct,start,h,0.106482,-0.00925926,
3,Direct,end,d,-0.170139,-0.134259,
3,Direct,start,y,0.0509259,0.25463,
3,Direct,end,r,-0.115741,0.203704,
3,Direct,start,h,0.143518,-0.00231485,
3,Direct,end,d,-0.18287,-0.025463,
3,Direct,start,l,0.395833,0.0486111,
3,Direct,end,n,0.176132,-0.342798,
3,Direct,start,t,-0.037037,0.206018,
3,Direct,end,o,0.310185,0.166667,
3,Direct,start,w,-0.310185,0.305555,
3,Direct,end,k,0.201389,-0.106482,
3,Direct,start,b,0.0231482,-0.314815,
3,Direct,end,e,-0.175034,0.192129,
3,Direct,start,y,0.0462963,0.247685,
3,Direct,end,u,0.0902778,0.210648,
3,Direct,start,r,-0.148148,0.196759,
3,Direct,end,n,0.115741,-0.361684,
3,Direct,start,a,-0.43287,-0.00231485,
3,Direct,end,a,-0.43287,-0.00231485,
3,Direct,start,f,-0.0787037,-0.025463,
3,Direct,end,x,-0.226852,-0.324934,
3,Direct,start,i,0.287037,0.328704,
3,Direct,end,s,-0.263889,-0.0792953,
3,Direct,start,a,-0.465278,-0.050926,
3,Direct,end,a,-0.465278,-0.050926,
3,Direct,start,v,-0.037037,-0.335648,
3,Direct,end,y,0.0416666,0.25463,
3,Direct,start,s,-0.319444,-0.0046297,
3,Direct,end,t,-0.0173611,0.236111,
3,Direct,start,a,-0.409722,0.011574,
3,Direct,end,l,0.354459,-0.0902777,
3,Direct,start,a,-0.393518,-0.00925926,
3,Direct,end,l,0.368056,-0.0694445,
3,Direct,start,w,-0.303241,0.222222,
3,Direct,end,k,0.282407,-0.0810186,
3,Direct,start,a,-0.409722,-0.108796,
3,Direct,end,d,-0.157601,-0.0391579,
3,Direct,start,n,0.166667,-0.354167,
3,Direct,end,o,0.333333,0.270833,
3,Direct,start,p,0.469907,0.31713,
3,Direct,end,y,0.037037,0.212963,
3,Direct,start,i,0.231482,0.310185,
3,Direct,end,t,-0.0486111,0.199074,
3,Direct,start,f,-0.0763889,-0.037037,
3,Direct,end,r,-0.111111,0.269676,
3,Direct,start,p,0.476852,0.305555,
3,Direct,end,l,0.355324,-0.0208333,
3,Direct,start,p,0.465278,0.305555,
3,Direct,end,s,-0.314815,-0.0681978,
3,Direct,start,y,0.104167,0.236111,
3,Direct,end,u,0.189815,0.259259,
3,Direct,start,m,0.296296,-0.310185,
3,Direct,end,t,-0.0648148,0.263889,
3,Direct,start,b,0.0231482,-0.342593,
3,Direct,end,e,-0.243056,0.303241,
3,Direct,start,g,0.0208333,-0.0162038,
3,Direct,end,g,-0.0555556,-0.101852,
3,Direct,start,o,0.333333,0.296296,
3,Direct,end,d,-0.131944,-0.0648149,
3,Direct,start,h,0.113426,-0.0439816,
3,Direct,end,e,-0.222222,0.212963,
3,Direct,start,i,0.263889,0.247685,
3,Direct,end,s,-0.275463,-0.0555556,
3,Direct,start,s,-0.289352,-0.0555556,
3,Direct,end,l,0.423611,-0.115741,
3,Direct,start,o,0.331019,0.259259,
3,Direct,end,n,0.159722,-0.344907,
3,Direct,start,o,0.37963,0.236111,
3,Direct,end,r,-0.101852,0.215278,
3,Direct,start,t,0.011574,0.263889,
3,Direct,end,m,0.31713,-0.347222,
3,Direct,start,a,-0.414352,0.00462956,
3,Direct,end,a,-0.414352,0.00462956,
3,Direct,start,v,-0.0601852,-0.363426,
3,Direct,end,y,-0.0185185,0.236111,
3,Direct,start,t,-0.00462964,0.243055,
3,Direct,end,l,0.378472,-0.0231482,
3,Direct,start,w,-0.398148,0.31713,
3,Direct,end,y,-0.0020354,0.247685,
3,Direct,start,t,-0.0509259,0.259259,
3,Direct,end,o,0.280093,0.224537,
3,Direct,start,d,-0.104167,-0.0486111,
3,Direct,end,s,-0.291667,-0.00810185,
3,Direct,start,h,0.12037,0.00694437,
3,Direct,end,e,-0.263889,0.202546,
3,Direct,start,a,-0.416667,-0.050926,
3,Direct,end,a,-0.416667,-0.050926,
3,Direct,start,g,-0.0324074,-0.0231482,
3,Direct,end,d,-0.0191282,0.00462956,
3,Direct,start,w,-0.324074,0.217593,
3,Direct,end,d,-0.166667,-0.0902777,
3,Direct,start,m,0.284722,-0.284722,
3,Direct,end,y,0.037037,0.220213,
3,Direct,start,f,-0.0694444,-0.00925926,
3,Direct,end,e,-0.261574,0.233796,
3,Direct,start,p,0.453704,0.319444,
3,Direct,end,e,-0.217593,0.222222,
3,Direct,start,t,-0.0486111,0.226852,
3,Direct,end,o,0.340338,0.18284,
3,Direct,start,v,-0.0740741,-0.335648,
3,Direct,end,t,-0.007259,0.259259,
3,Direct,start,e,-0.261574,0.287037,
3,Direct,end,t,-0.025463,0.247685,
3,Direct,start,i,0.247685,0.256944,
3,Direct,end,s,-0.282407,-0.0486111,
3,Direct,start,w,-0.282407,0.259259,
3,Direct,end,t,-0.0474537,0.224537,
3,Direct,start,i,0.240741,0.231481,
3,Direct,end,t,-0.0416667,0.231481,
3,Direct,start,w,-0.356482,0.243055,
3,Direct,end,l,0.414352,-0.0416667,
3,Direct,start,t,-0.0324074,0.266204,
3,Direct,end,e,-0.208333,0.244213,
3,Direct,start,t,0,0.231481,
3,Direct,end,l,0.417592,0.0106488,
3,Direct,start,a,-0.439815,-0.0486111,
3,Direct,end,t,-0.0828766,0.296296,
3,Direct,start,t,-0.0601852,0.300926,
3,Direct,end,e,-0.208333,0.219907,
3,Direct,start,s,-0.282407,-0.0439816,
3,Direct,end,d,-0.194444,-0.0393519,
3,Direct,start,o,0.351852,0.3125,
3,Direct,end,f,-0.138889,-0.00694451,
3,Direct,start,l,0.386574,-0.00925926,
3,Direct,end,t,-0.099537,0.215278,
3,Direct,start,y,0.0393519,0.231481,
3,Direct,end,u,0.155093,0.275463,
3,Direct,start,s,-0.273148,-0.0300927,
3,Direct,end,d,-0.1875,-0.0555556,
3,Direct,start,v,-0.0416667,-0.298611,
3,Direct,end,t,0.00462959,0.259259,
3,Direct,start,a,-0.416667,-0.0416667,
3,Direct,end,a,-0.416667,-0.0416667,
3,Direct,start,d,-0.175926,-0.0300927,
3,Direct,end,r,-0.166786,0.25,
3,Direct,start,t,0,0.24537,
3,Direct,end,l,0.381944,-0.0902777,
3,Direct,start,a,-0.456018,-0.087963,
3,Direct,end,a,-0.456018,-0.087963,
3,Direct,start,l,0.365741,-0.113426,
3,Direct,end,e,-0.194444,0.3125,
3,Direct,start,a,-0.400463,0.0185184,
3,Direct,end,d,-0.210648,0.00925923,
3,Direct,start,y,0.0231482,0.238426,
3,Direct,end,r,-0.12037,0.243055,
3,Direct,start,n,0.143518,-0.273148,
3,Direct,end,e,-0.208333,0.216435,
3,Direct,start,w,-0.342593,0.201389,
3,Direct,end,l,0.425926,-0.100695,
3,Direct,start,g,0.00462959,-0.0601852,
3,Direct,end,w,-0.291667,0.236111,
3,Direct,start,t,-0.0949074,0.266204,
3,Direct,end,s,-0.256945,-0.0428241,
3,Direct,start,e,-0.222222,0.24537,
3,Direct,end,n,0.108796,-0.273148,
3,Direct,start,i,0.298611,0.310185,
3,Direct,end,s,-0.28125,-0.0439816,
3,Direct,start,t,-0.025463,0.270833,
3,Direct,end,o,0.354167,0.229167,
3,Direct,start,c,-0.150463,-0.280093,
3,Direct,end,d,-0.186343,-0.0613426,
3,Direct,start,m,0.275463,-0.347222,
3,Direct,end,y,0.0833334,0.240741,
3,Direct,start,c,-0.0740741,-0.347222,
3,Direct,end,r,-0.166667,0.201389,
3,Direct,start,a,-0.381944,-0.0995371,
3,Direct,end,s,-0.31713,-0.0324074,
3,Direct,start,b,0.0208333,-0.296296,
3,Direct,end,s,-0.234954,-0.0393519,
3,Direct,start,i,0.282407,0.289352,
3,Direct,end,n,0.0949074,-0.30787,
3,Direct,start,t,-0.00694444,0.347222,
3,Direct,end,e,-0.252315,0.217593,
3,Direct,start,w,-0.333333,0.226852,
3,Direct,end,r,-0.0763889,0.226852,
3,Direct,start,p,0.416667,0.347222,
3,Direct,end,s,-0.30787,-0.0261832,
3,Direct,start,m,0.219907,-0.331019,
3,Direct,end,t,-0.0763889,0.226852,
3,Direct,start,k,0.296296,0.0138889,
3,Direct,end,w,-0.275463,0.280093,
3,Direct,start,a,-0.407407,-0.0324074,
3,Direct,end,l,0.381944,-0.025463,
3,Direct,start,t,-0.0879629,0.344907,
3,Direct,end,e,-0.270833,0.259703,
3,Direct,start,r,-0.12963,0.231481,
3,Direct,end,s,-0.305556,-0.0185185,
3,Direct,start,t,-0.0717593,0.296296,
3,Direct,end,e,-0.224537,0.276312,
3,Direct,start,w,-0.340278,0.229167,
3,Direct,end,r,-0.1711,0.238426,
3,Direct,start,o,0.388889,0.291667,
3,Direct,end,f,-0.108796,-0.0208333,
3,Direct,start,t,-0.0625,0.291667,
3,Direct,end,e,-0.266204,0.175926,
3,Direct,start,r,-0.118055,0.328704,
3,Direct,end,e,-0.240741,0.25,
3,Direct,start,t,-0.025463,0.296296,
3,Direct,end,e,-0.215278,0.233796,
3,Direct,start,a,-0.479167,-0.0694445,
3,Direct,end,a,-0.479167,-0.0694445,
3,Direct,start,c,-0.127315,-0.344907,
3,Direct,end,e,-0.263889,0.224537,
3,Direct,start,b,0.0532408,-0.287037,
3,Direct,end,k,0.185185,-0.0567131,
3,Direct,start,w,-0.331018,0.275463,
3,Direct,end,t,-0.138889,0.18287,
3,Direct,start,y,-0.0231482,0.277778,
3,Direct,end,u,0.111111,0.277778,
3,Direct,start,s,-0.30787,-0.0833334,
3,Direct,end,e,-0.222222,0.266204,
3,Direct,start,i,0.24537,0.25,
3,Direct,end,s,-0.321759,-0.013889,
3,Direct,start,w,-0.282407,0.324074,
3,Direct,end,t,-0.179398,0.201389,
3,Direct,start,y,0.0671296,0.298611,
3,Direct,end,u,0.152778,0.268519,
3,Direct,start,g,-0.00925928,-0.0625001,
3,Direct,end,t,0.0109722,0.275463,
3,Direct,start,d,-0.145833,-0.037037,
3,Direct,end,n,0.143518,-0.372685,
3,Direct,start,o,0.381944,0.287037,
3,Direct,end,f,-0.113426,-0.0532408,
3,Direct,start,t,-0.0740741,0.319444,
3,Direct,end,e,-0.268518,0.201389,
3,Direct,start,r,-0.125,0.298611,
3,Direct,end,n,0.125,-0.319557,
3,Direct,start,f,-0.111111,-0.087963,
3,Direct,end,t,-0.0474537,0.248842,
3,Direct,start,t,-0.0578704,0.282407,
3,Direct,end,e,-0.19959,0.218109,
3,Direct,start,k,0.31713,-0.0162038,
3,Direct,end,s,-0.328704,-0.0740741,
3,Direct,start,a,-0.44213,-0.125,
3,Direct,end,e,-0.277778,0.257116,
3,Direct,start,v,0.00694444,-0.289352,
3,Direct,end,y,0.186343,0.282407,
3,Direct,start,e,-0.231482,0.268519,
3,Direct,end,d,-0.203704,-0.0300927,
3,Direct,start,f,-0.0787037,-0.0347223,
3,Direct,end,l,0.446759,-0.0648149,
3,Direct,start,i,0.275463,0.289352,
3,Direct,end,s,-0.25,-0.0578704,
3,Direct,start,m,0.236111,-0.293981,
3,Direct,end,y,-0.0115741,0.209491,
3,Direct,start,f,-0.0902778,-0.0393519,
3,Direct,end,e,-0.238426,0.233796,
3,Direct,start,s,-0.270833,-0.025463,
3,Direct,end,n,0.166667,-0.282684,
3,Direct,start,t,-0.0694444,0.298611,
3,Direct,end,t,-0.0393518,0.243055,
3,Direct,start,l,0.405093,0.0277777,
3,Direct,end,d,-0.195176,-0.0548239,
3,Direct,start,i,0.217593,0.259259,
3,Direct,end,s,-0.315466,-0.00528088,
3,Direct,start,o,0.349537,0.3125,
3,Direct,end,d,-0.212632,-0.0699412,
3,Direct,start,b,0.0462963,-0.351852,
3,Direct,end,y,0.0277778,0.202035,
3,Direct,start,t,-0.00694444,0.335648,
3,Direct,end,e,-0.224537,0.260417,
3,Direct,start,g,-0.0324074,-0.0462964,
3,Direct,end,t,-0.00694444,0.224537,
3,Direct,start,t,-0.0972222,0.289352,
3,Direct,end,e,-0.239583,0.186342,
3,Direct,start,u,0.145833,0.3125,
3,Direct,end,n,0.131944,-0.303241,
3,Direct,start,w,-0.321759,0.233796,
3,Direct,end,l,0.442514,-0.10725,
3,Direct,start,g,-0.0023148,-0.0324074,
3,Direct,end,o,0.329535,0.253147,
3,Direct,start,o,0.347222,0.3125,
3,Direct,end,n,0.0763889,-0.342593,
3,Direct,start,s,-0.280093,-0.0625001,
3,Direct,end,e,-0.148148,0.219907,
3,Direct,start,l,0.393518,-0.0740741,
3,Direct,end,e,-0.25463,0.2091,
3,Direct,start,i,0.261574,0.268519,
3,Direct,end,s,-0.252655,-0.0327474,
3,Direct,start,b,0.0347222,-0.344907,
3,Direct,end,t,-0.0023148,0.238426,
3,Direct,start,a,-0.425926,-0.0277779,
3,Direct,end,a,-0.425926,-0.0277779,
3,Direct,start,d,-0.168982,-0.0740741,
3,Direct,end,m,0.28588,-0.335648,
3,Direct,start,w,-0.284722,0.240741,
3,Direct,end,d,-0.187776,-0.0648149,
3,Direct,start,y,0.0532408,0.24537,
3,Direct,end,u,0.162037,0.229167,
3,Direct,start,l,0.421296,-0.0486111,
3,Direct,end,e,-0.215278,0.280093,
3,Direct,start,t,-0.0763889,0.259259,
3,Direct,end,o,0.328704,0.259259,
3,Direct,start,c,-0.108796,-0.326389,
