effort is what it will take
Direct
0.6 0.6
432 388.8
Began 558.0283 265 522 -0.2199074 0.3446501
Stationary 558.059 265 522 -0.2199074 0.3446501
Stationary 558.0897 265 522 -0.2199074 0.3446501
Moved 558.1205 265 506.3053 -0.2199074 0.3042831
Moved 558.1512 265 492.8249 -0.2199074 0.2696113
Moved 558.1819 273.5964 469.6326 -0.2000084 0.2099602
Moved 558.2126 278.9487 448.6796 -0.1876188 0.1560689
Moved 558.2434 286.0275 428.2599 -0.1712326 0.103549
Moved 558.2741 290.7654 413.5865 -0.1602653 0.06580883
Moved 558.3049 296.5128 399.9744 -0.1469611 0.03079822
Moved 558.3356 300.6344 391.7311 -0.1374203 0.009596554
Moved 558.3663 305.206 385.691 -0.1268379 -0.00593884
Moved 558.397 309.0174 379.9652 -0.1180153 -0.02066569
Moved 558.4277 313.8867 376.1133 -0.1067437 -0.03057291
Moved 558.4584 318.5297 372.2352 -0.09599617 -0.0405474
Moved 558.4892 323.6283 368.3716 -0.08419369 -0.05048445
Moved 558.5199 329.3709 366.8146 -0.07090072 -0.05448934
Moved 558.5507 340.3811 367 -0.04541402 -0.05401234
Moved 558.5814 356.8529 367 -0.00728493 -0.05401234
Moved 558.6121 387.0321 386.2873 0.06257425 -0.004405112
Moved 558.6428 409.3078 400.3188 0.1141385 0.03168412
Moved 558.6735 426.2075 410.6038 0.153258 0.05813716
Moved 558.7043 437.891 419.1128 0.1803032 0.08002249
Moved 558.735 449.9558 429.9558 0.208231 0.107911
Moved 558.7657 458.5812 438.5812 0.2281972 0.1300955
Moved 558.7964 465.2025 447.6033 0.2435242 0.1533005
Moved 558.8271 468.8909 454.8364 0.2520623 0.1719041
Moved 558.8578 471.8103 463.2411 0.2588201 0.1935214
Moved 558.8886 474.687 471.3739 0.2654791 0.214439
Moved 558.9193 476.1425 478.2849 0.2688482 0.2322142
Moved 558.95 476 485.1985 0.2685185 0.249996
Moved 558.9808 476 489.8883 0.2685185 0.2620583
Moved 559.0115 476 491.8168 0.2685185 0.2670185
Moved 559.0422 476 493.1586 0.2685185 0.2704695
Moved 559.0729 476 494 0.2685185 0.2726337
Moved 559.1036 476 495 0.2685185 0.2752057
Moved 559.1344 467.2691 495 0.2483082 0.2752057
Moved 559.1652 461.4719 496 0.2348886 0.2777777
Moved 559.1959 455.2282 496 0.2204358 0.2777777
Moved 559.2266 445.9675 497.2581 0.1989989 0.2810136
Moved 559.2573 437.5127 497 0.1794275 0.2803498
Moved 559.288 425.8874 498 0.1525172 0.2829217
Moved 559.3188 410.5318 498 0.1169718 0.2829217
Moved 559.3494 395.7273 498 0.08270204 0.2829217
Moved 559.3802 381.0367 498 0.048696 0.2829217
Moved 559.4109 367.6814 498 0.01778106 0.2829217
Moved 559.4417 355.7805 498 -0.009767313 0.2829217
Moved 559.4724 347.4597 498 -0.02902835 0.2829217
Moved 559.5031 340.7568 498 -0.04454444 0.2829217
Moved 559.5338 336.0154 498 -0.05551979 0.2829217
Moved 559.5646 333.136 491 -0.06218528 0.2649176
Moved 559.5953 330.5875 490 -0.06808445 0.2623456
Moved 559.626 328.7159 489 -0.07241681 0.2597736
Moved 559.6567 326.8446 488 -0.07674853 0.2572016
Moved 559.6874 325.2365 487 -0.08047103 0.2546296
Moved 559.7182 323.4487 486 -0.08460954 0.2520575
Moved 559.7488 321.5627 483.5627 -0.08897527 0.2457887
Moved 559.7796 319.6973 480.6973 -0.09329339 0.2384188
Moved 559.8104 317.1223 475.367 -0.09925386 0.2247093
Moved 559.8411 314.2502 467.0008 -0.1059023 0.2031913
Moved 559.8718 310.3748 457.1245 -0.1148731 0.1777893
Moved 559.9025 307.5 447.5 -0.1215278 0.1530349
Moved 559.9332 304.9593 438.878 -0.127409 0.130859
Moved 559.964 302.0858 431.2574 -0.1340606 0.1112587
Moved 559.9947 300.2082 426.2082 -0.138407 0.09827201
Moved 560.0254 298.7846 423.7846 -0.1417023 0.09203852
Moved 560.0562 297.5 422.5 -0.1446759 0.08873452
Moved 560.0869 297 442.4517 -0.1458333 0.1400505
Moved 560.1176 324.3891 495.7781 -0.08243273 0.277207
Moved 560.1483 393.5733 585.9474 0.07771591 0.5091239
Ended 560.179 412 606 0.1203704 0.5606995
Began 560.6707 503 538 0.3310186 0.3858024
Stationary 560.7014 503 538 0.3310186 0.3858024
