healthy food is good for you
Direct
0.6 0.6
432 388.8
Began 209.6582 402 389 0.09722222 0.002572016
Stationary 209.6889 402 389 0.09722222 0.002572016
Stationary 209.7197 402 389 0.09722222 0.002572016
Moved 209.7505 391.5685 389 0.0730753 0.002572016
Moved 209.7812 369.5 407 0.02199074 0.04886827
Moved 209.8119 333.6433 435.6662 -0.06101077 0.1225982
Moved 209.8427 300.7058 465.0785 -0.137255 0.1982471
Moved 209.8734 275 487.5 -0.1967592 0.2559156
Moved 209.9041 262.4948 494.8763 -0.2257066 0.2748875
Moved 209.9349 258.8475 496.0508 -0.2341493 0.2779084
Moved 209.9656 240.071 496 -0.2776135 0.2777777
Moved 209.9964 212.1016 456.2393 -0.3423575 0.1755124
Moved 210.0271 195.3277 432.4916 -0.3811858 0.114433
Moved 210.0578 186.8767 419.5958 -0.4007484 0.08126494
Moved 210.0886 181.4565 408.6847 -0.4132952 0.05320129
Moved 210.1193 180 402.4585 -0.4166667 0.03718745
Moved 210.15 228.1798 388.8033 -0.3051394 0.002066098
Moved 210.1808 259.0299 386.4224 -0.2337272 -0.00405759
Moved 210.2115 342.7554 386 -0.03991808 -0.005144111
Moved 210.2423 405.3878 386 0.1050642 -0.005144111
Moved 210.273 440.5678 386 0.1864995 -0.005144111
Moved 210.3037 460.8102 397.4051 0.233357 0.02418997
Moved 210.3345 461 400.7057 0.2337964 0.03267936
Moved 210.3652 443.6557 409.4333 0.1936473 0.05512673
Moved 210.3959 386.2766 440.0048 0.06082535 0.1337571
Moved 210.4267 340.7218 461.829 -0.04462545 0.1898893
Moved 210.4574 324.6289 470.5283 -0.08187746 0.2122642
Moved 210.4882 317.2423 475.5051 -0.09897614 0.2250646
Moved 210.5189 315.3331 478.6669 -0.1033955 0.2331966
Moved 210.5497 315 482.0751 -0.1041667 0.2419627
Moved 210.5804 323.1357 483 -0.08533413 0.2443414
Moved 210.6111 342.351 468.0364 -0.04085427 0.2058549
Moved 210.6419 361.1706 449.8295 0.002709627 0.1590264
Moved 210.6726 373.7338 433.5726 0.03179123 0.1172134
Moved 210.7034 380.5 427.5 0.04745374 0.1015946
Moved 210.7341 385.8857 420.1714 0.05992055 0.08274537
Moved 210.7648 388.3558 416.6442 0.06563852 0.07367323
Moved 210.7956 390.7636 413.2364 0.07121216 0.06490837
Moved 210.8263 392.5 411.5 0.07523149 0.06044234
Moved 210.8571 393.0454 410.9546 0.07649391 0.05903954
Moved 210.8878 394.2089 409.7911 0.07918726 0.05604708
Moved 210.9185 395.0409 410 0.08111308 0.05658428
Moved 210.9493 398 410 0.08796295 0.05658428
Moved 210.98 402.6503 439.853 0.09872764 0.1333666
Moved 211.0108 404 455.2797 0.1018518 0.1730445
Ended 211.0415 406.5113 461.2783 0.1076651 0.1884728
Began 211.5948 289 380 -0.1643519 -0.02057613
Stationary 211.6255 289 380 -0.1643519 -0.02057613
Moved 211.6563 318.742 395.9507 -0.09550466 0.02044929
Moved 211.687 388.3824 439.8967 0.06570001 0.133479
Moved 211.7177 462.7085 482.7957 0.2377511 0.2438159
Moved 211.7485 488.5 501.5 0.2974537 0.2919238
Moved 211.7792 495.0195 506.0098 0.3125451 0.3035229
Moved 211.81 497.4193 507 0.3181002 0.3060699
Stationary 211.8407 497 507 0.3171296 0.3060699
Moved 211.8714 438.3047 466.8871 0.1812608 0.2028989
Moved 211.9021 371.9415 430.6115 0.02764235 0.1095974
Moved 211.9329 324.8221 407.411 -0.08143043 0.04992536
Moved 211.9636 301.4921 394.1623 -0.135435 0.01584948
Moved 211.9944 288.1007 386.9147 -0.1664335 -0.002791322
Moved 212.0251 282.6361 382.6362 -0.179083 -0.01379586
Ended 212.0558 281 381 -0.1828704 -0.01800419
Began 212.394 494 499 0.3101851 0.2854938
Stationary 212.4247 494 499 0.3101851 0.2854938
Moved 212.4554 451.426 469.3195 0.2116343 0.2091551
Moved 212.4862 390.0406 432.2448 0.06953835 0.1137982
Moved 212.5169 341.3814 412.9568 -0.04309858 0.06418934
Moved 212.5477 297.7433 396.0974 -0.1441127 0.0208264
Moved 212.5784 277.0587 387.5966 -0.1919937 -0.001037543
Moved 212.6092 263 383 -0.2245371 -0.01286016
Moved 212.6399 254 378.5 -0.2453704 -0.02443423
Ended 212.6706 254 378.5 -0.2453704 -0.02443423
