traveling requires a lot of fuel
Moved 896.1711 247.5485 491 -0.2603043 0.2649176
Moved 896.2019 245.8365 491 -0.2642672 0.2649176
Moved 896.2327 242.7947 490 -0.2713085 0.2623456
Moved 896.2634 235.1081 487.2216 -0.2891016 0.2551995
Moved 896.2941 224.3525 485 -0.3139988 0.2494856
Moved 896.3248 215.396 484 -0.3347316 0.2469135
Moved 896.3555 208.8188 483 -0.3499565 0.2443414
Moved 896.3863 201.1439 481 -0.3677225 0.2391974
Moved 896.417 196.1711 480 -0.3792335 0.2366254
Moved 896.4478 194 480 -0.3842593 0.2366254
Moved 896.4785 193 480 -0.3865741 0.2366254
Moved 896.5092 190.9544 480 -0.3913093 0.2366254
Stationary 896.54 191 480 -0.3912037 0.2366254
Stationary 896.5707 191 480 -0.3912037 0.2366254
Moved 896.6014 221.0231 492.6705 -0.3217058 0.2692142
Moved 896.6321 264.7175 499.7145 -0.2205614 0.2873313
Moved 896.6629 312.5 501 -0.1099537 0.2906378
Moved 896.6936 366.0596 503.1144 0.01402696 0.2960761
Moved 896.7244 385.3214 503 0.05861442 0.2957818
Moved 896.7551 422.8497 503 0.1454855 0.2957818
Moved 896.7858 444.5485 503 0.1957141 0.2957818
Moved 896.8166 452.7586 503 0.2147189 0.2957818
Moved 896.8473 457.7621 503 0.2263011 0.2957818
Moved 896.878 460.6378 496 0.232958 0.2777777
Moved 896.9088 463.1345 496 0.2387374 0.2777777
Moved 896.9395 465.026 496 0.2431158 0.2777777
Moved 896.9702 466.4908 496 0.2465065 0.2777777
Moved 897.001 467.1232 494.8768 0.2479703 0.2748889
Moved 897.0317 468.2216 495 0.250513 0.2752057
Moved 897.0624 469.3761 495 0.2531855 0.2752057
Moved 897.0932 470 495 0.2546296 0.2752057
Moved 897.1239 470.7177 495 0.2562909 0.2752057
Stationary 897.1546 471 495 0.2569444 0.2752057
Moved 897.1854 471 493.8721 0.2569444 0.2723048
Stationary 897.2161 471 494 0.2569444 0.2726337
Stationary 897.2469 471 494 0.2569444 0.2726337
Moved 897.2776 460.6848 494 0.2330666 0.2726337
Moved 897.3083 451.8428 494 0.212599 0.2726337
Moved 897.3391 438.9895 494 0.1828462 0.2726337
Moved 897.3698 419.1593 494 0.1369429 0.2726337
Moved 897.4005 397.933 503.8667 0.08780787 0.298011
Moved 897.4313 372.1259 505.479 0.02806932 0.3021579
Moved 897.462 346.6893 509.4201 -0.03081183 0.3122944
Moved 897.4927 325.1982 511 -0.08055975 0.3163579
Moved 897.5234 309.8712 512 -0.116039 0.31893
Moved 897.5541 300.2679 512 -0.1382687 0.31893
Moved 897.585 295.1716 512 -0.1500657 0.31893
Moved 897.6157 289.4227 512 -0.1633734 0.31893
Moved 897.6464 284.6805 512 -0.1743507 0.31893
Moved 897.6771 281.214 512 -0.1823751 0.31893
Moved 897.7075 277.4085 512 -0.191184 0.31893
Moved 897.7386 274.5323 512 -0.1978419 0.31893
Moved 897.7693 270.6676 512 -0.206788 0.31893
Moved 897.8 266.7082 505 -0.2159533 0.3009258
Moved 897.8307 265.2687 504 -0.2192854 0.2983539
Moved 897.8615 263.3914 503 -0.2236311 0.2957818
Moved 897.8923 261.5169 502 -0.2279701 0.2932098
Moved 897.923 259.9368 501 -0.2316279 0.2906378
Moved 897.9537 255.1785 495.1785 -0.2426425 0.2756647
Moved 897.9844 238.1108 468.0365 -0.2821509 0.2058551
Moved 898.0152 226.9386 445.6119 -0.3080124 0.1481788
Moved 898.046 220.5274 430.8184 -0.3228533 0.1101296
Ended 898.0767 219.5 424 -0.3252315 0.09259254
Began 898.5377 170 409 -0.4398148 0.05401234
Ended 898.5684 170 409 -0.4398148 0.05401234
Began 899.0909 531 390 0.3958333 0.005143954
Stationary 899.1216 531 390 0.3958333 0.005143954
Moved 899.1524 525.8984 409.377 0.384024 0.05498199
Moved 899.1831 517.4845 437.6083 0.3645475 0.1275934
Moved 899.2137 516 454.1711 0.3611111 0.1701932
Moved 899.2446 516 470.4703 0.3611111 0.2121148
Moved 899.2753 515.2292 483.0833 0.3593268 0.2445556
Moved 899.306 512.5 492 0.3530093 0.2674896
Moved 899.3367 507.606 502.5911 0.3416804 0.29473
Moved 899.3675 498.7886 509.1409 0.3212698 0.3115764
Moved 899.3976 480.5236 517.843 0.2789897 0.3339581
Moved 899.429 448.7149 520.3524 0.2053587 0.3404123
Moved 899.4597 383.3243 520 0.05399158 0.3395061
Moved 899.4904 351.9306 520 -0.01867915 0.3395061
Moved 899.5212 338.6897 520 -0.04932935 0.3395061
Moved 899.5519 336 520 -0.05555556 0.3395061
Ended 899.5826 336 520 -0.05555556 0.3395061
Began 900.1666 514 522 0.3564815 0.3446501
Stationary 900.1973 514 522 0.3564815 0.3446501
Moved 900.228 502.109 522 0.3289561 0.3446501
Moved 900.2587 459.0501 484.0376 0.2292828 0.2470101
Moved 900.2894 423.1167 454.5972 0.1461034 0.1712892
Moved 900.3202 396.0093 433.6331 0.08335482 0.117369
Moved 900.3509 369.2632 412.1974 0.02144267 0.0622362
Moved 900.3817 363.4946 407.8709 0.008089245 0.05110823
Moved 900.4124 360.2332 404.2332 0.0005398194 0.04175194
Ended 900.4431 359 403 -0.002314796 0.03858017
Began 901.2114 291 388 -0.1597222 -3.924585E-08
Stationary 901.2422 291 388 -0.1597222 -3.924585E-08
Stationary 901.2729 291 388 -0.1597222 -3.924585E-08
Moved 901.3037 310.0367 416.2186 -0.1156558 0.07257874
Moved 901.3344 332.6147 448.7767 -0.06339202 0.1563187
Moved 901.3651 348.2874 468.5449 -0.02711251 0.2071626
Moved 901.3959 357.4201 481.7002 -0.005971889 0.2409984
Moved 901.4266 363.0352 489.0527 0.007025799 0.2599092
Moved 901.4573 365.541 492.541 0.01282652 0.2688811
Moved 901.4881 367.414 495.4139 0.01716197 0.2762703
Moved 901.5189 368 497.2914 0.01851857 0.2810993
Moved 901.5496 368.8951 498 0.02059043 0.2829217
Moved 901.5803 369 499 0.02083332 0.2854938
Moved 901.611 369 500.374 0.02083332 0.2890276
Moved 901.6418 337.9355 505.3441 -0.05107512 0.3018107
Moved 901.6725 319.5663 508.062 -0.09359658 0.3088012
Moved 901.7032 301.4601 509 -0.135509 0.3112139
Moved 901.7339 293.4289 509 -0.1540999 0.3112139
Moved 901.7646 305.0287 501.7618 -0.1272483 0.2925971
Moved 901.7954 333.4221 490.8023 -0.06152302 0.2644092
Moved 901.8262 455.8601 445.3025 0.2218983 0.1473829
Moved 901.8569 520.0702 409.6641 0.3705329 0.05572036
Moved 901.8873 546.2635 391.8243 0.4311656 0.009836228
Ended 901.9183 557 384.5 0.4560185 -0.009002057
PhraseEnd 902.4716
