the postal service is very slow
Direct
0.6 0.6
432 388.8
Began 726.7341 346 535 -0.03240739 0.3780863
Stationary 726.7648 346 535 -0.03240739 0.3780863
Stationary 726.7955 346 535 -0.03240739 0.3780863
Stationary 726.8262 346 535 -0.03240739 0.3780863
Moved 726.857 346 523.8788 -0.03240739 0.3494826
Moved 726.8878 351.4949 507.3367 -0.01968771 0.306936
Moved 726.9185 364.1182 481.2728 0.00953277 0.239899
Moved 726.9492 377.697 441.909 0.04096528 0.1386547
Moved 726.98 393.835 396.6863 0.07832178 0.02234129
Moved 727.0107 406.954 361.1379 0.1086899 -0.06908982
Moved 727.0414 412.0749 343.6254 0.1205438 -0.1141323
Moved 727.0721 412 338.3668 0.1203704 -0.1276574
Stationary 727.1029 412 338 0.1203704 -0.1286009
Moved 727.1336 382.7598 351.1602 0.05268465 -0.09475268
Moved 727.1644 347.2999 383.9201 -0.0293984 -0.01049364
Moved 727.1951 310.6518 417.0547 -0.114232 0.07472901
Moved 727.2258 267.3955 453.6539 -0.2143622 0.1688629
Moved 727.2566 240.0072 474.5662 -0.277761 0.2226497
Moved 727.2873 226.0644 485.4517 -0.310036 0.2506472
Moved 727.3181 221.0376 488.9625 -0.3216723 0.2596771
Moved 727.3488 219.6722 490.3278 -0.3248329 0.2631888
Ended 727.3795 220 491 -0.3240741 0.2649176
Began 728.1479 583 514 0.5162038 0.324074
Stationary 728.1786 583 514 0.5162038 0.324074
Stationary 728.2094 583 514 0.5162038 0.324074
Moved 728.2402 568.6373 514 0.4829566 0.324074
Moved 728.2709 557.5281 514 0.4572411 0.324074
Moved 728.3016 541.7279 514 0.4206664 0.324074
Moved 728.3323 523.0954 514 0.3775356 0.324074
Moved 728.363 500.4829 514 0.325192 0.324074
Moved 728.3938 470.6579 491.2331 0.2561526 0.2655172
Moved 728.4246 436.6687 471.4734 0.1774738 0.2146948
Moved 728.4553 405.6254 455.4272 0.1056143 0.1734239
Moved 728.486 375.602 440.301 0.03611574 0.134519
Moved 728.5167 341.3291 426.3314 -0.04321967 0.09858892
Moved 728.5475 306.9076 410.5035 -0.122899 0.05787924
Moved 728.5782 278.6878 396.9206 -0.1882227 0.02294383
Moved 728.6089 260.614 386.208 -0.2300603 -0.004609112
Moved 728.6397 242.8834 372.9067 -0.2711033 -0.03882027
Moved 728.6704 232.6552 363.4368 -0.2947795 -0.06317695
Moved 728.7012 228.4661 359.4661 -0.3044766 -0.07338967
Moved 728.7319 226.5 357.5 -0.3090278 -0.07844657
Moved 728.7626 227 356.8145 -0.3078704 -0.08020974
Moved 728.7933 226 357 -0.3101852 -0.07973259
Stationary 728.8242 226 357 -0.3101852 -0.07973259
Moved 728.8549 238.5383 376.6613 -0.2811614 -0.02916352
Moved 728.8856 256.1722 401.5317 -0.2403422 0.03480365
Moved 728.9163 277.3088 431.1813 -0.1914148 0.111063
Moved 728.9471 288.1447 451.7191 -0.1663318 0.1638866
Moved 728.9778 297.1454 469.2908 -0.1454967 0.2090813
Moved 729.0085 307.5537 483.6921 -0.1214034 0.2461217
Moved 729.0393 320.4331 497.5276 -0.09158998 0.2817067
Moved 729.0698 332.0549 508.3186 -0.06468773 0.3094613
Moved 729.1007 347.3376 519.3376 -0.02931113 0.3378024
Moved 729.1315 352.7639 522 -0.0167502 0.3446501
Moved 729.1622 353 523.2643 -0.01620372 0.347902
Moved 729.1929 342.2764 515.4935 -0.04102687 0.3279152
Moved 729.2237 287.8051 470.171 -0.1671178 0.211345
Moved 729.2544 248.006 426.8072 -0.2592454 0.09981265
Moved 729.2852 227.8345 398.7518 -0.3059386 0.02765365
Moved 729.3159 216.489 380.652 -0.3322013 -0.01889908
Moved 729.3466 211.4071 369.8143 -0.3439649 -0.04677407
Moved 729.3774 211 366.6537 -0.3449074 -0.05490299
Moved 729.4081 211 365 -0.3449074 -0.05915646
Moved 729.4388 223.2426 365 -0.3165682 -0.05915646
Moved 729.4695 254.3307 365 -0.2446048 -0.05915646
Moved 729.5003 294.2959 365 -0.1520928 -0.05915646
Moved 729.531 351.3801 365 -0.0199535 -0.05915646
Moved 729.5618 441.0572 365 0.1876324 -0.05915646
Moved 729.5925 476.953 365 0.2707246 -0.05915646
Moved 729.6233 500.2242 365 0.3245931 -0.05915646
Moved 729.654 517.39 365 0.3643286 -0.05915646
