just in time for the party
Direct
0.6 0.6
432 388.8
Began 822.8933 466 367 0.2453704 -0.05401234
Stationary 822.924 466 367 0.2453704 -0.05401234
Stationary 822.9547 466 367 0.2453704 -0.05401234
Stationary 822.9855 466 367 0.2453704 -0.05401234
Moved 823.0162 466 375.1618 0.2453704 -0.03302005
Moved 823.047 460.6055 390.7202 0.2328832 0.006996162
Moved 823.0777 450.2918 408.9894 0.2090088 0.05398495
Moved 823.1084 441.2332 432.9171 0.1880397 0.1155274
Moved 823.1392 435.7653 448.3216 0.1753825 0.1551481
Moved 823.1699 431.6395 464.163 0.1658321 0.1958924
Moved 823.2006 429 484.7426 0.1597223 0.2488233
Moved 823.2313 429 497.4434 0.1597223 0.28149
Moved 823.2621 429 507.054 0.1597223 0.3062086
Moved 823.2928 429 514.1996 0.1597223 0.3245874
Moved 823.3235 429 516.8498 0.1597223 0.3314037
Moved 823.3543 429 519.2111 0.1597223 0.3374768
Moved 823.385 429 521.5 0.1597223 0.3433641
Moved 823.4158 434.3848 523 0.1721871 0.3472221
Moved 823.4465 436 524.2557 0.1759259 0.3504518
Stationary 823.4772 436 524.2557 0.1759259 0.3504518
Moved 823.5079 436 525.1259 0.1759259 0.35269
Stationary 823.5387 436 525.1259 0.1759259 0.35269
Moved 823.5695 422.1815 525 0.1439388 0.3523662
Moved 823.6002 403.7743 509.7339 0.1013294 0.3131016
Moved 823.6309 383.0675 494.4865 0.05339702 0.2738849
Moved 823.6616 361.6415 481.0297 0.003799796 0.2392738
Moved 823.6924 343.1338 463.829 -0.03904213 0.1950333
Moved 823.7231 323.5617 447.91 -0.08434797 0.1540896
Moved 823.7538 308.4442 434.4442 -0.1193423 0.1194551
Moved 823.7846 288.8729 415.9976 -0.1646462 0.07201006
Moved 823.8153 274.4396 400.4396 -0.1980564 0.03199491
Moved 823.846 260.5966 385.5966 -0.2301004 -0.006181615
Moved 823.8768 251.4489 376.4489 -0.2512756 -0.02970966
Moved 823.9075 245.8073 370.8073 -0.264335 -0.04421995
Moved 823.9382 243.5 368.5 -0.2696759 -0.0501544
Moved 823.969 241.5 368 -0.2743055 -0.05144041
Moved 823.9997 242 368 -0.2731481 -0.05144041
Stationary 824.0305 242 368 -0.2731481 -0.05144041
Moved 824.0611 242 381.8375 -0.2731481 -0.01585022
Moved 824.0919 252.9102 391.3653 -0.2478931 0.008655477
Moved 824.1226 263.8877 407.1096 -0.2224822 0.04915014
Moved 824.1534 272.2551 418.0068 -0.2031131 0.07717795
Moved 824.1841 283.6889 433.1111 -0.1766461 0.1160264
Moved 824.2148 298.9565 452.1478 -0.1413045 0.164989
Moved 824.2456 312.6903 465.6903 -0.1095132 0.1998207
Moved 824.2763 327.6463 479.6463 -0.07489274 0.2357157
Moved 824.3071 341.5696 492.4557 -0.04266292 0.2686616
Moved 824.3378 352.5106 502.5106 -0.01733666 0.294523
Moved 824.3685 361.5678 508.9259 0.003629227 0.3110233
Moved 824.3993 367.2274 512.1137 0.01673003 0.3192225
Moved 824.43 371 514.8763 0.025463 0.3263279
Moved 824.4608 372.2565 515 0.02837162 0.326646
Stationary 824.4915 372.2565 515 0.02837162 0.326646
Stationary 824.5222 372.2565 515 0.02837162 0.326646
Ended 824.5529 372 515 0.02777775 0.326646
Began 824.9832 499 533 0.3217593 0.3729423
Stationary 825.014 499 533 0.3217593 0.3729423
Stationary 825.0447 499 533 0.3217593 0.3729423
Moved 825.0754 485.4522 511.6306 0.2903987 0.3179797
Moved 825.1062 476.2412 489.103 0.2690769 0.2600385
Moved 825.1369 464.2026 458.5065 0.2412097 0.1813437
Moved 825.1677 449.7759 416.5318 0.2078147 0.07338418
Moved 825.1984 439.0131 372.799 0.1829006 -0.03909742
Moved 825.2291 432.136 335.8162 0.1669815 -0.1342178
Moved 825.2598 427.8117 305.1175 0.1569716 -0.2131751
Moved 825.2906 425.0455 278.4547 0.1505682 -0.2817523
Moved 825.3213 424 262.0165 0.1481481 -0.3240316
Moved 825.3521 423 249.3923 0.1458333 -0.3565013
Moved 825.3828 422 241.2676 0.1435185 -0.3773982
Moved 825.4135 421.323 235.646 0.1419513 -0.3918571
Moved 825.4443 421 232.8479 0.1412037 -0.3990538
Moved 825.475 421 230.5 0.1412037 -0.4050927
Moved 825.5057 419.8514 229.8514 0.1385449 -0.4067607
