want to join us for lunch
Direct
0.6 0.6
432 388.8
Began 930.3363 222 521 -0.3194444 0.3420781
Stationary 930.367 222 521 -0.3194444 0.3420781
Stationary 930.3978 222 521 -0.3194444 0.3420781
Stationary 930.4285 222 521 -0.3194444 0.3420781
Moved 930.4592 222 502.5256 -0.3194444 0.2945615
Moved 930.4899 199.1297 451.3242 -0.3723851 0.1628707
Moved 930.5207 182.8221 382.3461 -0.410134 -0.014542
Moved 930.5515 176.0276 351.1244 -0.4258619 -0.09484475
Moved 930.5822 173.6093 335.6556 -0.43146 -0.1346306
Moved 930.6129 174 329.7164 -0.4305556 -0.1499064
Moved 930.6436 174 326.5 -0.4305556 -0.158179
Moved 930.6744 174 326 -0.4305556 -0.1594652
Moved 930.7051 189.5809 326 -0.3944885 -0.1594652
Moved 930.7358 222.5673 326 -0.3181314 -0.1594652
Moved 930.7666 268.4364 319.6409 -0.2119528 -0.1758207
Moved 930.7974 302.9996 305.0002 -0.1319453 -0.2134769
Moved 930.8281 332.5501 283.9599 -0.06354133 -0.2675929
Moved 930.8588 353.0378 268.9748 -0.0161161 -0.3061348
Moved 930.8895 372.1829 251.09 0.02820114 -0.3521348
Moved 930.9203 393.5603 233.6638 0.07768591 -0.3969552
Moved 930.951 399.9638 230.0181 0.09250889 -0.4063321
Moved 930.9818 413.8583 227 0.1246721 -0.4140947
Moved 931.0125 417.9865 227 0.1342281 -0.4140947
Moved 931.0432 429.4427 237.4427 0.1607471 -0.3872358
Moved 931.074 431.1967 241.59 0.1648071 -0.3765691
Moved 931.1047 432 253.6603 0.1666667 -0.345524
Moved 931.1354 409.5 284 0.1145834 -0.2674897
Moved 931.1661 376.7745 329.9404 0.03882984 -0.1493304
Moved 931.1969 353.0449 368.9102 -0.01609981 -0.04909931
Moved 931.2276 329.0453 434.83 -0.07165428 0.1204473
Moved 931.2584 323.1156 460.9799 -0.08538062 0.1877055
Moved 931.2891 322 473.8126 -0.08796295 0.2207115
Moved 931.3197 322 479.7748 -0.08796295 0.2360462
Moved 931.3505 322 485.7104 -0.08796295 0.2513126
Moved 931.3813 322 488.5494 -0.08796295 0.2586147
Ended 931.412 322 490 -0.08796295 0.2623456
Began 932.3034 349 487 -0.02546296 0.2546296
Stationary 932.3341 349 487 -0.02546296 0.2546296
Stationary 932.3649 349 487 -0.02546296 0.2546296
Stationary 932.3956 349 487 -0.02546296 0.2546296
Moved 932.4263 355.6959 487 -0.009963165 0.2546296
Moved 932.4571 375.0691 487 0.03488213 0.2546296
Moved 932.4879 399.3186 487 0.09101529 0.2546296
Moved 932.5186 422.1579 487 0.1438841 0.2546296
Moved 932.5493 438.2302 487 0.1810883 0.2546296
Moved 932.58 452.3497 487 0.2137724 0.2546296
Moved 932.6108 468.8615 497.9604 0.2519941 0.28282
Moved 932.6415 480 501.5 0.2777778 0.2919238
Moved 932.6722 488.3301 504.165 0.2970604 0.2987784
Moved 932.703 494.8567 505.9283 0.3121682 0.3033136
Moved 932.7338 501.0917 507 0.3266011 0.3060699
Ended 932.7645 503.5 507 0.3321759 0.3060699
Began 933.8403 464 377 0.2407408 -0.02829226
Stationary 933.871 464 377 0.2407408 -0.02829226
Stationary 933.9017 464 377 0.2407408 -0.02829226
Stationary 933.9324 464 377 0.2407408 -0.02829226
Moved 933.9632 485.1546 404.8164 0.2897098 0.04325195
Moved 933.9939 506.7582 433.9058 0.339718 0.1180703
Moved 934.0247 522.4551 464.2011 0.3760535 0.1959905
Moved 934.0554 532.1542 490.4626 0.3985051 0.2635356
Moved 934.0861 536.5191 503.5956 0.408609 0.2973138
Moved 934.1169 539 515.9913 0.4143518 0.3291956
Moved 934.1476 539 518.0535 0.4143518 0.3344997
Moved 934.1783 539 520.8178 0.4143518 0.3416094
Moved 934.2091 520.61 521 0.3717824 0.3420781
Moved 934.2398 505.8089 521 0.3375206 0.3420781
Moved 934.2705 491.2046 521 0.3037143 0.3420781
Moved 934.3013 482.5 521 0.2835648 0.3420781
Moved 934.332 476.0759 514 0.2686943 0.324074
Moved 934.3627 472.2554 512.2554 0.2598504 0.3195868
Moved 934.3935 465.4853 503.4755 0.2441789 0.2970047
Moved 934.4243 457.1598 485.3994 0.2249069 0.2505128
Moved 934.455 447.1431 448.715 0.2017201 0.1561599
