he is still on our team
Direct
0.6 0.6
432 388.8
Began 284.9508 409 369 0.113426 -0.04886839
Stationary 284.9815 409 369 0.113426 -0.04886839
Stationary 285.0123 409 369 0.113426 -0.04886839
Stationary 285.0428 409 369 0.113426 -0.04886839
Moved 285.0737 392.3102 379.4599 0.0747921 -0.02196536
Moved 285.1045 372.5883 392.437 0.02913952 0.01141179
Moved 285.1353 344.7975 412.4908 -0.03519103 0.06299078
Moved 285.166 319.8491 429.4056 -0.09294192 0.1064959
Moved 285.1967 301.589 443.865 -0.1352106 0.1436856
Moved 285.2274 289.3918 454.6082 -0.1634449 0.1713174
Moved 285.2582 278 465 -0.1898148 0.1980452
Moved 285.2888 270.8823 472.0784 -0.2062909 0.216251
Moved 285.3196 266.0911 476.9089 -0.2173817 0.228675
Moved 285.3504 264 479.7889 -0.2222222 0.2360826
Ended 285.3811 264 480 -0.2222222 0.2366254
Began 286.0881 474 495 0.2638889 0.2752057
Stationary 286.1188 474 495 0.2638889 0.2752057
Stationary 286.1496 474 495 0.2638889 0.2752057
Moved 286.1804 458.629 495 0.2283079 0.2752057
Moved 286.2111 424.7473 470.9359 0.1498779 0.2133124
Moved 286.2418 379.7639 442.2769 0.04574984 0.1396008
Moved 286.2726 347.1815 425.0908 -0.02967253 0.09539796
Moved 286.3033 321.5069 410.5668 -0.08910447 0.05804211
Moved 286.334 300.0947 399.3263 -0.1386697 0.0291313
Moved 286.3648 281.4519 389.726 -0.1818242 0.004439138
Moved 286.3955 268.1271 381.709 -0.2126688 -0.01618052
Moved 286.4262 257.6027 375.3013 -0.2370308 -0.03266126
Moved 286.457 249.5704 370.5704 -0.2556241 -0.04482936
Moved 286.4877 243.8221 366.8221 -0.2689303 -0.05446987
Moved 286.5185 240.9223 364.9224 -0.2756427 -0.05935614
Ended 286.5492 241 364 -0.275463 -0.06172839
Began 287.1946 235 364 -0.2893518 -0.06172839
Stationary 287.2254 235 364 -0.2893518 -0.06172839
Stationary 287.2561 235 364 -0.2893518 -0.06172839
Stationary 287.2869 235 364 -0.2893518 -0.06172839
Moved 287.3176 253.2299 380.184 -0.2471529 -0.02010314
Moved 287.3484 269.5888 396.5065 -0.2092852 0.0218789
Moved 287.3791 283.1611 411.9514 -0.1778679 0.06160323
Moved 287.4098 294.2797 428.2394 -0.1521304 0.1034964
Moved 287.4406 303.786 445.179 -0.130125 0.1470653
Moved 287.4713 311.1382 458.2764 -0.1131061 0.1807519
Moved 287.502 317.0452 467.7269 -0.09943242 0.2050589
Moved 287.5328 321.4345 474.869 -0.08927197 0.2234284
Moved 287.5635 327.9438 481.9438 -0.0742041 0.2416249
Moved 287.5942 345.838 487.5514 -0.03278245 0.2560477
Moved 287.625 385.938 490.7336 0.06004154 0.2642323
Moved 287.6557 421.8521 491.6065 0.1431761 0.2664776
Moved 287.6865 441.3709 492 0.1883586 0.2674896
Moved 287.7172 454.0394 492 0.2176838 0.2674896
Moved 287.7479 465.4726 492 0.2441496 0.2674896
Moved 287.7787 475.9859 492 0.2684859 0.2674896
Moved 287.8094 490.6324 472.5515 0.3023897 0.2174677
Moved 287.8402 506.9072 446.4448 0.340063 0.150321
Moved 287.8709 523.2714 409.4573 0.3779429 0.05518846
Moved 287.9016 533.7446 378.8511 0.4021866 -0.02353111
Moved 287.9324 537.7755 360.1226 0.4115174 -0.07170124
Moved 287.9631 540.3186 351.3628 0.4174042 -0.09423149
Moved 287.9939 541 345.6075 0.4189815 -0.1090342
Moved 288.0246 542.0747 341.9253 0.4214692 -0.118505
Moved 288.0554 542 340.5 0.4212962 -0.1221709
Moved 288.0861 542 338.5 0.4212962 -0.127315
Ended 288.1168 543 338 0.4236111 -0.1286009
Began 288.6701 503 500 0.3310186 0.2880658
Stationary 288.7008 503 500 0.3310186 0.2880658
Stationary 288.7315 503 500 0.3310186 0.2880658
Stationary 288.7623 503 500 0.3310186 0.2880658
Moved 288.793 487.1547 453.1904 0.2943397 0.1676707
Moved 288.8238 466.8419 371.6006 0.2473191 -0.04217948
Moved 288.8545 453.1154 325.9924 0.2155449 -0.1594846
Moved 288.8853 444.6739 296.2463 0.1960044 -0.2359921
Moved 288.916 436.8534 269.4135 0.1779013 -0.3050065
Moved 288.9467 432.5535 253.7676 0.167948 -0.345248
