the back yard of our house
Direct
0.6 0.6
432 388.8
Began 677.3507 365 528 0.01157403 0.3600822
Stationary 677.3814 365 528 0.01157403 0.3600822
Stationary 677.4121 365 528 0.01157403 0.3600822
Stationary 677.4429 365 528 0.01157403 0.3600822
Moved 677.4735 365 513.3732 0.01157403 0.3224619
Moved 677.5043 365 499.3265 0.01157403 0.2863335
Moved 677.535 377.3085 478.9202 0.04006604 0.2338481
Moved 677.5657 386.3111 459.3779 0.06090522 0.1835849
Moved 677.5964 397.2183 440.118 0.08615345 0.1340483
Moved 677.6271 407.2878 421.4244 0.1094624 0.08596816
Moved 677.6579 415.9432 405.428 0.129498 0.04482516
Moved 677.6886 419.7667 397.35 0.1383488 0.02404821
Moved 677.7193 422.7607 391.4786 0.1452794 0.008947114
Moved 677.75 424.6353 387.7293 0.1496189 -0.0006962999
Moved 677.7808 426 384.5015 0.1527777 -0.008998368
Moved 677.8115 426 382.951 0.1527777 -0.01298622
Moved 677.8422 426 380.0793 0.1527777 -0.02037205
Moved 677.8728 426 378.2102 0.1527777 -0.02517959
Moved 677.9036 426 378 0.1527777 -0.02572024
Moved 677.9343 405.1212 378 0.1044472 -0.02572024
Moved 677.9651 385.758 378 0.05962511 -0.02572024
Moved 677.9957 366.747 393.6265 0.01561801 0.01447144
Moved 678.0266 348.8193 402.8175 -0.02588123 0.03811075
Moved 678.0573 327.4044 414.6223 -0.07545273 0.06847288
Moved 678.088 304.1632 430.2245 -0.1292519 0.1086021
Moved 678.1187 283.6083 448.5927 -0.1768326 0.1558454
Moved 678.1494 268.2048 462.7952 -0.2124888 0.1923743
Moved 678.1802 259.0509 470.4745 -0.2336785 0.2121258
Moved 678.2109 254.6736 475.3264 -0.2438112 0.2246049
Ended 678.2416 254 477 -0.2453704 0.2289094
Began 679.7469 380 224 0.04629632 -0.4218107
Stationary 679.7776 380 224 0.04629632 -0.4218107
Stationary 679.8084 380 224 0.04629632 -0.4218107
Stationary 679.8391 380 224 0.04629632 -0.4218107
Stationary 679.8699 380 224 0.04629632 -0.4218107
Stationary 679.9006 380 224 0.04629632 -0.4218107
Stationary 679.9313 380 224 0.04629632 -0.4218107
Moved 679.962 365.8546 224 0.01355241 -0.4218107
Moved 679.9927 357.1062 235.8584 -0.006698618 -0.3913108
Moved 680.0235 320.6363 257.9774 -0.09111976 -0.3344204
Moved 680.0542 306.6704 267.6307 -0.1234481 -0.3095918
Moved 680.0849 249.1638 304.2241 -0.2565652 -0.2154729
Moved 680.1156 231.8944 316.8292 -0.2965408 -0.1830525
Moved 680.1463 212.1804 327.8918 -0.3421751 -0.1545994
Moved 680.1771 206.8078 331.1153 -0.3546115 -0.1463085
Moved 680.2078 197.2421 335.9193 -0.3767543 -0.1339525
Moved 680.2385 193.204 338.796 -0.386102 -0.1265536
Moved 680.2692 190.5 341.5 -0.3923611 -0.1195988
Moved 680.3 189.6748 341 -0.3942714 -0.1208849
Stationary 680.3307 190 341 -0.3935185 -0.1208849
Moved 680.3614 190 328.0344 -0.3935185 -0.1542324
Moved 680.3921 206.2219 312.4893 -0.3559678 -0.1942148
Moved 680.4229 218.578 293.2384 -0.3273656 -0.2437284
Moved 680.4536 232.111 276.6112 -0.2960393 -0.2864938
Moved 680.4843 244.7354 257.9705 -0.2668163 -0.334438
Moved 680.515 254.6436 244.6954 -0.2438805 -0.3685818
Moved 680.5457 265.5743 231.9009 -0.218578 -0.4014896
Moved 680.5765 274.2083 222.7916 -0.1985918 -0.4249187
Moved 680.6072 278.5527 218.7236 -0.1885354 -0.4353817
Moved 680.6379 281.8309 215.1691 -0.180947 -0.444524
Moved 680.6686 284.7037 212.2963 -0.1742969 -0.451913
Moved 680.6993 286.5801 210 -0.1699535 -0.457819
Moved 680.73 288.0434 208.9567 -0.1665662 -0.4605024
Moved 680.7608 288.9743 209 -0.1644113 -0.4603909
Moved 680.7916 298.093 216.6395 -0.1433033 -0.440742
Moved 680.8223 323.7548 238.566 -0.08390094 -0.3843466
Moved 680.853 349.9128 260.6215 -0.02335002 -0.3276195
Moved 680.8837 372.1805 284.3492 0.02819558 -0.2665917
Moved 680.9144 396.4279 306.3423 0.08432378 -0.2100251
Moved 680.9451 429.1949 330.4633 0.1601733 -0.1479855
Moved 680.9759 461.0536 352.7024 0.2339203 -0.09078602
