the back yard of our house
Moved 681.0066 477.6706 363.0024 0.2723857 -0.06429429
Moved 681.0373 488.7531 370.5648 0.2980396 -0.04484373
Moved 681.0681 493.3957 374.3958 0.3087864 -0.03499043
Moved 681.0988 497.5764 376.5764 0.318464 -0.02938164
Moved 681.1295 500.4535 378.4535 0.3251239 -0.02455385
Ended 681.1602 502 379 0.3287037 -0.02314815
Began 683.403 394 502 0.07870366 0.2932098
Stationary 683.4337 394 502 0.07870366 0.2932098
Stationary 683.4644 394 502 0.07870366 0.2932098
Stationary 683.4951 394 502 0.07870366 0.2932098
Stationary 683.5258 394 502 0.07870366 0.2932098
Stationary 683.5565 394 502 0.07870366 0.2932098
Moved 683.5873 367.4851 487.3032 0.01732657 0.2554093
Moved 683.618 346.4917 475.7458 -0.0312692 0.2256837
Moved 683.6487 327.167 462.5479 -0.07600233 0.1917382
Moved 683.6795 312.5 452 -0.1099537 0.164609
Moved 683.7102 294.3305 440.6174 -0.1520128 0.1353329
Moved 683.7409 274.1604 426.1146 -0.1987029 0.09803124
Moved 683.7716 256.8522 412.5682 -0.238768 0.06318967
Moved 683.8024 244.6875 402.95 -0.266927 0.03845163
Moved 683.8331 232.0672 394.5336 -0.2961408 0.01680441
Moved 683.8638 222.7185 388.8123 -0.3177813 0.002089292
Moved 683.8944 214.0642 384.0214 -0.3378144 -0.01023304
Moved 683.9252 207.9497 378.9497 -0.3519683 -0.02327758
Moved 683.956 202.2135 374.2135 -0.3652466 -0.03545918
Moved 683.9867 199.7371 372.7371 -0.3709789 -0.03925645
Moved 684.0174 199 373 -0.3726852 -0.03858032
Stationary 684.0482 199 373 -0.3726852 -0.03858032
Moved 684.0789 211.1284 396.214 -0.3446102 0.02112648
Moved 684.1096 233.1569 428.3408 -0.2936183 0.103757
Moved 684.1403 253.6539 451.6539 -0.2461715 0.1637189
Moved 684.171 271.2321 471.2321 -0.2054811 0.2140743
Moved 684.2018 284.88 486.6 -0.173889 0.2536006
Moved 684.2324 292.0418 495.2502 -0.1573106 0.2758491
Moved 684.2632 299.2591 506.3886 -0.140604 0.3044975
Moved 684.2939 303.0086 512.0129 -0.1319245 0.3189632
Moved 684.3246 305.4063 516.1095 -0.1263742 0.3294997
Moved 684.3553 309.2741 521.2742 -0.1174209 0.3427833
Moved 684.3861 310.5 523.5 -0.1145833 0.3485081
Moved 684.4168 312.1353 525 -0.1107978 0.3523662
Stationary 684.4475 312 525 -0.1111111 0.3523662
Moved 684.4783 302.7537 489.0149 -0.1325145 0.2598119
Moved 684.509 291.2641 445.0565 -0.1591108 0.1467501
Moved 684.5397 286.3692 411.2154 -0.1704416 0.05971033
Moved 684.5704 283.1221 392.8549 -0.177958 0.01248666
Moved 684.6011 280.2929 377.1716 -0.1845072 -0.02785098
Moved 684.6319 279 369.8299 -0.1875 -0.04673389
Ended 684.6626 279 366.5278 -0.1875 -0.05522692
Began 686.1066 530 517 0.3935185 0.33179
Stationary 686.1373 530 517 0.3935185 0.33179
Stationary 686.168 530 517 0.3935185 0.33179
Stationary 686.1987 530 517 0.3935185 0.33179
Moved 686.2294 508.0705 510.4274 0.3427558 0.3148851
Moved 686.2602 470.4713 481.1771 0.2557206 0.2396528
Moved 686.291 457.3812 472.2541 0.2254194 0.2167028
Moved 686.3216 427.4799 449.7168 0.1562034 0.1587365
Moved 686.3524 392.9204 423.267 0.07620473 0.09070729
Moved 686.3831 372.6945 406.2454 0.02938529 0.04692729
Moved 686.4138 357.8644 395.7186 -0.004943559 0.01985232
Moved 686.4445 349.112 388.056 -0.02520362 0.0001440323
Moved 686.4752 342.3002 381.3002 -0.04097169 -0.01723191
Moved 686.5059 337.2765 377.2765 -0.05260065 -0.02758105
Ended 686.5367 337 377 -0.05324075 -0.02829226
Began 687.8269 541 499 0.4189815 0.2854938
Stationary 687.8578 541 499 0.4189815 0.2854938
Stationary 687.8884 541 499 0.4189815 0.2854938
Stationary 687.9192 541 499 0.4189815 0.2854938
Moved 687.9499 533.5323 499 0.4016951 0.2854938
Moved 687.9807 518.5471 499 0.3670071 0.2854938
Moved 688.0114 499.3871 499 0.3226552 0.2854938
Moved 688.0421 485.476 499 0.2904536 0.2854938
Moved 688.0728 467.5436 490.2205 0.2489435 0.2629128
Moved 688.1036 454.033 488 0.2176689 0.2572016
Moved 688.1342 445.6469 485.8823 0.1982568 0.2517549
Moved 688.165 437.9248 485 0.1803815 0.2494856
Moved 688.1957 430.2669 484 0.1626549 0.2469135
Moved 688.2264 420.8839 483 0.1409349 0.2443414
Moved 688.2571 408.4064 481.6813 0.1120518 0.2409497
Moved 688.2879 388.632 479.8046 0.06627778 0.2361228
Moved 688.3186 374.6283 479 0.03386179 0.2340534
Moved 688.3493 359.5267 478 -0.001095682 0.2314814
Moved 688.3801 345.6926 476.5385 -0.03311907 0.2277224
Moved 688.4108 331.2962 477 -0.06644403 0.2289094
Moved 688.4415 322.3672 477 -0.08711298 0.2289094
Moved 688.4722 316.4371 477 -0.1008401 0.2289094
Moved 688.5029 310.3412 477 -0.1149509 0.2289094
Moved 688.5336 307.8104 477 -0.1208093 0.2289094
Ended 688.5644 307 477 -0.1226852 0.2289094
Began 690.0084 399 364 0.09027779 -0.06172839
Stationary 690.0391 399 364 0.09027779 -0.06172839
Stationary 690.0698 399 364 0.09027779 -0.06172839
Moved 690.1006 406.7294 373.9377 0.1081698 -0.03616843
Moved 690.1312 424.5202 392.5202 0.1493524 0.01162603
Moved 690.162 448.2821 415.2821 0.2043567 0.07016994
Moved 690.1927 471.1843 439.6392 0.2573711 0.1328168
Moved 690.2234 487.9995 456.9995 0.2962951 0.1774678
Moved 690.2542 499.5006 468.3758 0.3229181 0.2067277
Moved 690.2849 507.4998 477.4998 0.3414347 0.2301948
Moved 690.3156 513.2464 484.2464 0.354737 0.2475473
Moved 690.3463 516.1071 489.2142 0.361359 0.2603246
Moved 690.377 519.0199 493.0398 0.3681016 0.270164
Moved 690.4078 519 498.7804 0.3680556 0.2849289
Moved 690.4385 512.862 507.3018 0.3538472 0.306846
Moved 690.4692 491.9666 512.337 0.3054782 0.3197968
Moved 690.4999 470.5119 515 0.2558147 0.326646
Moved 690.5306 457.5718 515 0.2258608 0.326646
Moved 690.5614 451.5665 516 0.2119594 0.329218
Moved 690.5921 446.51 516 0.2002546 0.329218
Moved 690.6229 442.6307 516 0.1912748 0.329218
Moved 690.6535 439.7529 516 0.1846133 0.329218
Moved 690.6843 438.2517 516 0.1811381 0.329218
Moved 690.715 430.2556 516 0.1626287 0.329218
Moved 690.7457 406.4956 498.4976 0.1076286 0.2842014
Moved 690.7764 380.03 483.1437 0.04636566 0.2447112
Moved 690.8072 351.8289 466.5802 -0.01891459 0.2021095
Moved 690.8379 321.2646 444.647 -0.08966526 0.1456969
Moved 690.8686 294.3011 424.6409 -0.1520807 0.09424099
Moved 690.8991 274.0124 405.0125 -0.1990453 0.04375622
Moved 690.9301 256.6932 388.7546 -0.2391362 0.001940747
Moved 690.9608 249.1185 380.1185 -0.2566701 -0.02027135
Moved 690.9915 246.1833 377.1833 -0.2634645 -0.02782084
Moved 691.0222 243.6186 375.6186 -0.2694014 -0.03184526
Moved 691.0529 243 374.7531 -0.2708333 -0.03407145
Moved 691.0837 241.5 375 -0.2743055 -0.03343629
Stationary 691.1142 241.5 375 -0.2743055 -0.03343629
Moved 691.1451 252.6079 404.8238 -0.2485927 0.04327103
Moved 691.1758 258.4108 430.6974 -0.2351601 0.1098184
Moved 691.2065 260.5 444.5 -0.2303241 0.1453189
Moved 691.2372 261 466.6641 -0.2291666 0.2023253
Moved 691.2681 261 478.6164 -0.2291666 0.2330668
Moved 691.2987 261 484.835 -0.2291666 0.2490611
Ended 691.3295 265.9532 493.4298 -0.2177009 0.2711671
PhraseEnd 692.5892
