insurance is important for bad drivers
Moved 879.3701 251.4635 441.8497 -0.2512419 0.1385024
Moved 879.4009 238.687 418.8366 -0.2808172 0.07931215
Moved 879.4316 224.9471 399.9383 -0.3126224 0.03070541
Moved 879.4624 214.5676 386.2811 -0.3366492 -0.004421242
Moved 879.4932 206.4762 375.6349 -0.3553792 -0.03180311
Moved 879.5239 201.2351 369.2351 -0.3675114 -0.04826361
Moved 879.5546 200.0729 367.0729 -0.3702015 -0.05382475
Stationary 879.5854 200 367 -0.3703704 -0.05401234
Moved 879.616 200 365.2959 -0.3703704 -0.05839532
Moved 879.6469 224.4472 359.2659 -0.3137797 -0.07390473
Moved 879.6776 259.9388 347.0933 -0.2316232 -0.1052128
Moved 879.7083 289.9317 336.7133 -0.1621951 -0.1319102
Moved 879.7391 317.9245 326.5378 -0.09739706 -0.1580818
Moved 879.7697 340.2102 318.4813 -0.04580969 -0.1788032
Moved 879.8005 360.7525 309.1237 0.001741946 -0.2028711
Moved 879.8312 374.8964 302.0518 0.03448238 -0.2210602
Moved 879.8621 389.5 292 0.06828706 -0.2469136
Moved 879.8928 400.3674 285.7244 0.0934431 -0.2630546
Moved 879.9235 407.2821 282.3589 0.1094492 -0.2717106
Moved 879.9543 411.7169 279.1415 0.1197149 -0.2799858
Moved 879.985 416.4138 276.5862 0.1305875 -0.2865582
Moved 880.0157 418.9529 274.0471 0.136465 -0.2930887
Moved 880.0464 420 272.5 0.1388889 -0.297068
Moved 880.0772 421.5 271.5 0.1423611 -0.2996399
Moved 880.108 421 268.3391 0.1412037 -0.3077698
Moved 880.1387 409.4477 266.1119 0.1144622 -0.3134981
Moved 880.1694 394.3077 261.1025 0.07941593 -0.3263824
Moved 880.2002 372.7368 256.6228 0.02948344 -0.3379043
Moved 880.2309 350.7485 252.7499 -0.02141555 -0.3478656
Moved 880.2617 330.1384 251.1897 -0.06912401 -0.3518784
Moved 880.2924 312.4548 251 -0.1100583 -0.3523664
Moved 880.3231 301.079 251 -0.1363913 -0.3523664
Moved 880.3539 284.6167 269.5809 -0.1744985 -0.3045759
Moved 880.3846 269.4785 310.0717 -0.2095405 -0.2004329
Moved 880.4154 259.1249 376.4593 -0.2335072 -0.02968305
Moved 880.4461 256.5826 428.6002 -0.2393921 0.1044244
Moved 880.4769 251.7868 457.0659 -0.2504935 0.1776386
Moved 880.5076 249.3463 473.2687 -0.2561429 0.2193123
Moved 880.5383 247.7979 480.4041 -0.259727 0.2376648
Moved 880.5691 248 483.6217 -0.2592593 0.2459406
Ended 880.5999 248 484 -0.2592593 0.2469135
Began 881.2761 478 501 0.2731481 0.2906378
Stationary 881.3069 478 501 0.2731481 0.2906378
Stationary 881.3376 478 501 0.2731481 0.2906378
Moved 881.3683 461.4829 501 0.2349142 0.2906378
Moved 881.3991 417.2281 469.7193 0.1324723 0.2101833
Moved 881.4298 347.4485 426.7569 -0.02905448 0.09968329
Moved 881.4606 299.8368 397.5457 -0.1392667 0.02455154
Moved 881.4913 261.6519 379.1365 -0.2276578 -0.02279721
Moved 881.522 247.7634 371.3817 -0.259807 -0.04274274
Moved 881.5528 237.7729 366.9243 -0.2829331 -0.05420708
Moved 881.5836 234.3863 365 -0.2907726 -0.05915646
Moved 881.6143 232.5 365 -0.2951389 -0.05915646
Moved 881.645 232 365 -0.2962963 -0.05915646
Ended 881.6757 232 365 -0.2962963 -0.05915646
Began 882.3828 462 535 0.2361111 0.3780863
Stationary 882.4136 462 535 0.2361111 0.3780863
Stationary 882.4443 462 535 0.2361111 0.3780863
Stationary 882.475 462 535 0.2361111 0.3780863
Moved 882.5057 462 509.3602 0.2361111 0.3121404
Moved 882.5364 453.4017 470.6616 0.2162076 0.212607
Moved 882.5672 449.226 409.9729 0.2065418 0.05651462
Moved 882.598 446.6645 367.3027 0.2006122 -0.05323394
Moved 882.6287 447 339.4805 0.2013889 -0.1247929
Moved 882.6595 447 316.9606 0.2013889 -0.1827146
Moved 882.6902 446 302.3619 0.199074 -0.2202625
Moved 882.7209 445 293.3596 0.1967593 -0.2434168
Moved 882.7517 445 290.237 0.1967593 -0.2514481
Stationary 882.7824 445 290 0.1967593 -0.2520577
Moved 882.813 464.8549 333.7067 0.2427198 -0.1396432
Moved 882.8439 485.0845 388.8919 0.2895473 0.002293959
Moved 882.8746 501.0576 423.4678 0.3265223 0.09122369
Moved 882.9053 516.4371 450.035 0.3621229 0.1595549
Moved 882.9361 531.8393 479.2188 0.3977762 0.2346163
Moved 882.9669 540.0507 499.1774 0.4167841 0.2859501
Moved 882.9976 545.1476 511.8689 0.4285823 0.3185928
Moved 883.0284 547 518.5483 0.4328704 0.3357722
Moved 883.0591 547 522.4211 0.4328704 0.3457333
Moved 883.0898 547 523.9574 0.4328704 0.3496846
Moved 883.1204 535 526.5 0.4050927 0.3562242
Moved 883.1513 525.9458 526 0.3841338 0.3549381
Moved 883.182 517.0598 527 0.3635644 0.3575102
Moved 883.2128 507.3789 527 0.3411548 0.3575102
Moved 883.2435 494.8456 527 0.3121425 0.3575102
Moved 883.2742 483.3498 527 0.285532 0.3575102
Moved 883.305 467.4826 527 0.2488023 0.3575102
Moved 883.3358 443.4502 513.4455 0.1931718 0.3226478
Moved 883.3665 409.1659 508.3555 0.11381 0.3095562
Moved 883.3972 370.3153 505.4064 0.02387812 0.3019711
Moved 883.428 335.3074 501.8589 -0.05715887 0.292847
Moved 883.4587 312.8393 499.3065 -0.1091684 0.2862822
Moved 883.4894 297.7347 497.7469 -0.1441325 0.2822709
Moved 883.5201 290.8773 498 -0.1600063 0.2829217
Moved 883.5509 285.8947 498 -0.17154 0.2829217
Moved 883.5817 284 498 -0.1759259 0.2829217
Moved 883.6124 282.5 498 -0.1793981 0.2829217
Moved 883.6432 280.7061 498 -0.1835507 0.2829217
Stationary 883.6739 281 498 -0.1828704 0.2829217
Stationary 883.7047 281 498 -0.1828704 0.2829217
Moved 883.7354 279.8693 498 -0.1854877 0.2829217
Stationary 883.7661 280 498 -0.1851852 0.2829217
Stationary 883.7968 280 498 -0.1851852 0.2829217
Stationary 883.8276 280 498 -0.1851852 0.2829217
Stationary 883.8583 280 498 -0.1851852 0.2829217
Stationary 883.889 280 498 -0.1851852 0.2829217
Moved 883.9198 294.4522 506.8174 -0.151731 0.3056003
Moved 883.9505 302.1341 510.756 -0.1339489 0.3157305
Moved 883.9813 312.7058 512.9265 -0.1094772 0.3213128
Moved 884.012 322.7227 515.1445 -0.08628994 0.3270178
Moved 884.0428 332.1701 516.7234 -0.06442115 0.3310786
Moved 884.0735 338.52 518.26 -0.04972219 0.3350308
Moved 884.1042 342.7946 518 -0.03982743 0.3343621
Moved 884.135 344.0703 518 -0.03687426 0.3343621
Moved 884.1657 345 518 -0.03472224 0.3343621
Moved 884.1965 334.5682 501.8864 -0.05886987 0.2929175
Moved 884.2272 298.5778 466.9798 -0.142181 0.2031372
Moved 884.2579 257.0503 433.0409 -0.2383095 0.1158458
Moved 884.2887 212 396 -0.3425926 0.02057605
Moved 884.3194 192.2396 379.4568 -0.3883343 -0.0219732
Moved 884.3502 183.6869 371.3434 -0.4081321 -0.04284093
Moved 884.3809 181.0758 370 -0.4141764 -0.04629637
Moved 884.4116 181 368.5522 -0.4143519 -0.05002002
Moved 884.4424 216.807 356.0844 -0.3314652 -0.08208749
Moved 884.4731 274 337 -0.199074 -0.1311728
Moved 884.5038 320.0176 325.7456 -0.09255181 -0.1601193
Moved 884.5346 353.6153 313.4937 -0.01477942 -0.1916316
Moved 884.5653 375.0281 301.8331 0.03478726 -0.2216228
Moved 884.5961 392.5492 289.3005 0.07534544 -0.2538567
Moved 884.6268 402.9871 280.7597 0.09950706 -0.2758239
Moved 884.6576 412.9182 274.5409 0.1224958 -0.2918187
Moved 884.6883 418.5746 271.2127 0.1355893 -0.3003789
Moved 884.7191 421.3521 268.6479 0.1420187 -0.3069754
Moved 884.7498 422 269 0.1435185 -0.30607
Moved 884.7805 409.4191 292.2935 0.1143961 -0.2461588
Moved 884.8113 384.9776 332.1292 0.05781849 -0.1437008
Moved 884.842 365.0095 351.7417 0.01159608 -0.09325694
Moved 884.8727 350.5 361.5 -0.02199074 -0.06815843
Moved 884.9035 336.4497 370.3302 -0.05451456 -0.04544709
Moved 884.9343 328.6893 376.3107 -0.0724784 -0.03006523
Ended 884.9649 327 379 -0.07638887 -0.02314815
Began 886.8094 309 366 -0.1180555 -0.05658444
Stationary 886.8401 309 366 -0.1180555 -0.05658444
Stationary 886.8708 309 366 -0.1180555 -0.05658444
Stationary 886.9016 309 366 -0.1180555 -0.05658444
Moved 886.9323 344.9672 399.5704 -0.03479823 0.02975923
Moved 886.963 400.9275 445.3112 0.09473959 0.1474053
Moved 886.9938 432.4603 468.0502 0.1677321 0.2058904
Moved 887.0245 452.8042 486.8042 0.2148246 0.254126
Moved 887.0553 462.5 498 0.2372685 0.2829217
Moved 887.086 466.0352 502.0352 0.2454517 0.2933002
Moved 887.1168 468.5717 505.5717 0.2513234 0.3023962
Moved 887.1475 470.1206 507 0.2549088 0.3060699
Moved 887.1783 470 508.3318 0.2546296 0.3094954
Moved 887.209 470 509 0.2546296 0.3112139
Stationary 887.2397 470 509 0.2546296 0.3112139
Moved 887.2704 445.7703 509 0.1985423 0.3112139
Moved 887.3011 420.5 509 0.1400463 0.3112139
Moved 887.3319 402.3767 501.1721 0.09809434 0.2910804
Moved 887.3627 380.5071 498.6119 0.04747013 0.2844955
Moved 887.3934 361.5004 499 0.003473064 0.2854938
Moved 887.4241 343.5 499 -0.03819446 0.2854938
Moved 887.4549 330.8951 499 -0.06737257 0.2854938
Moved 887.4857 317.2372 498 -0.09898806 0.2829217
Moved 887.5161 314.2602 498 -0.1058793 0.2829217
Moved 887.5471 308.1642 498 -0.1199903 0.2829217
Ended 887.5779 308 498 -0.1203704 0.2829217
Began 888.3463 380 241 0.04629632 -0.3780865
Stationary 888.3771 380 241 0.04629632 -0.3780865
Stationary 888.4078 380 241 0.04629632 -0.3780865
Moved 888.4385 351.0586 266.8532 -0.02069771 -0.3115915
Moved 888.4692 322.0014 293.0897 -0.08795966 -0.2441109
Moved 888.5 295.09 315.837 -0.1502546 -0.1856045
Moved 888.5308 272.0664 333.4502 -0.2035501 -0.140303
Moved 888.5615 253.1988 345.2008 -0.2472251 -0.1100802
Moved 888.5923 236.9703 354.0148 -0.2847909 -0.08741049
Moved 888.623 223.5593 361.2203 -0.3158349 -0.06887789
Moved 888.6537 212.5152 366.1616 -0.3413999 -0.05616882
Moved 888.6844 204.8474 369.7175 -0.3591494 -0.04702289
Moved 888.7152 198.1797 371.2734 -0.374584 -0.04302107
Moved 888.7457 195 372 -0.3819444 -0.04115226
Moved 888.7767 190.9308 373 -0.3913639 -0.03858032
Moved 888.8074 188.3769 374 -0.3972756 -0.03600823
Moved 888.8382 186.8217 375 -0.4008756 -0.03343629
Moved 888.8689 187 376.2061 -0.4004629 -0.03033406
Moved 888.8997 187 377.0076 -0.4004629 -0.02827279
Moved 888.9304 187 378.5774 -0.4004629 -0.02423518
Moved 888.9609 203.8111 381.1159 -0.3615483 -0.017706
Moved 888.9919 217.5063 383.358 -0.3298464 -0.0119393
Moved 889.0226 231.4606 384 -0.2975448 -0.01028807
Moved 889.0533 242.8204 384 -0.2712489 -0.01028807
Moved 889.0841 250.0053 384 -0.2546173 -0.01028807
Moved 889.1149 255.4631 384 -0.2419835 -0.01028807
Moved 889.1456 260.5571 384 -0.2301919 -0.01028807
Moved 889.1763 265.6561 384 -0.2183887 -0.01028807
Ended 889.207 269.5 384 -0.2094908 -0.01028807
Began 890.4366 254 370 -0.2453704 -0.04629637
Stationary 890.4674 254 370 -0.2453704 -0.04629637
Stationary 890.4981 254 370 -0.2453704 -0.04629637
Stationary 890.5289 254 370 -0.2453704 -0.04629637
Stationary 890.5596 254 370 -0.2453704 -0.04629637
Stationary 890.5903 254 370 -0.2453704 -0.04629637
Stationary 890.621 254 370 -0.2453704 -0.04629637
Stationary 890.6518 254 370 -0.2453704 -0.04629637
Stationary 890.6826 254 370 -0.2453704 -0.04629637
Stationary 890.7133 254 370 -0.2453704 -0.04629637
Stationary 890.744 254 370 -0.2453704 -0.04629637
Stationary 890.7747 254 370 -0.2453704 -0.04629637
Stationary 890.8055 254 370 -0.2453704 -0.04629637
Stationary 890.8362 254 370 -0.2453704 -0.04629637
Moved 890.867 254 389.2123 -0.2453704 0.003117887
Moved 890.8977 274.019 417.038 -0.19903 0.07468624
Moved 890.9284 286.5 448 -0.1701389 0.1543209
Moved 890.9592 292.6071 466.8214 -0.156002 0.2027299
Moved 890.9899 295.352 480.4078 -0.1496482 0.2376744
Moved 891.0207 296 488.7283 -0.1481481 0.2590747
Moved 891.0515 296 493.8951 -0.1481481 0.272364
Moved 891.0822 296 495 -0.1481481 0.2752057
Moved 891.1129 296 497.2093 -0.1481481 0.280888
Moved 891.1436 296 499.5 -0.1481481 0.2867798
Moved 891.1743 296 501.3165 -0.1481481 0.2914519
Moved 891.2051 313.8479 503 -0.1068335 0.2957818
Moved 891.2358 328.2403 503 -0.07351791 0.2957818
Moved 891.2666 354.6512 503 -0.01238143 0.2957818
Moved 891.2973 382.2255 503 0.05144795 0.2957818
Moved 891.328 412.7064 508.4903 0.1220056 0.3099029
Moved 891.3588 427.7789 511.2965 0.1568957 0.3171206
Moved 891.3895 435.7234 514.8617 0.1752856 0.3262902
Moved 891.4203 443.8214 518.4107 0.194031 0.3354184
Moved 891.451 445.6915 518 0.19836 0.3343621
Moved 891.4818 446.9709 518.9709 0.2013215 0.3368593
Moved 891.5124 449.5 520.5 0.2071759 0.3407921
Moved 891.5432 450.3327 520 0.2091034 0.3395061
Stationary 891.574 450 520 0.2083333 0.3395061
Stationary 891.6047 450 520 0.2083333 0.3395061
Moved 891.6354 450 508.4322 0.2083333 0.3097535
Moved 891.6662 437.9608 489.9118 0.1804648 0.2621188
Moved 891.6969 404.4067 431.2639 0.1027933 0.1112754
Moved 891.7277 362.7766 348.7507 0.006427368 -0.1009499
Moved 891.7584 344.1204 312.2408 -0.03675833 -0.1948539
Moved 891.7891 331.3168 283.7921 -0.06639619 -0.2680245
Moved 891.8199 323.2494 261.9359 -0.08507078 -0.3242389
Moved 891.8506 318.2555 251.7666 -0.09663075 -0.3503946
Moved 891.8814 315.6953 244.0859 -0.1025571 -0.3701494
Moved 891.9121 313.5 242.5 -0.1076389 -0.3742284
Moved 891.9429 311.9003 243 -0.111342 -0.3729424
Moved 891.9736 302.7196 264.5292 -0.1325936 -0.3175691
Moved 892.0044 288.6848 304.5073 -0.1650816 -0.2147448
Moved 892.0351 275.2155 358.1382 -0.1962605 -0.076805
Moved 892.0659 264.8174 394.5845 -0.2203302 0.01693529
Moved 892.0966 256.8033 426.9838 -0.2388813 0.100267
Moved 892.1273 250.7322 450.071 -0.2529346 0.1596476
Moved 892.1581 246.3133 467.4334 -0.2631637 0.2043039
Moved 892.1888 243.1396 479.6509 -0.2705101 0.2357277
Moved 892.2195 240.5273 492.3635 -0.2765571 0.2684245
Moved 892.2502 238.9938 502.0249 -0.280107 0.2932739
Moved 892.281 238.4371 509.1257 -0.2813955 0.3115373
Moved 892.3117 238 513.7946 -0.2824074 0.3235458
Moved 892.3425 238 516.3497 -0.2824074 0.3301174
Moved 892.3732 238 518.9005 -0.2824074 0.3366782
Moved 892.404 238 520.1785 -0.2824074 0.339965
Moved 892.4347 238 522.7273 -0.2824074 0.3465207
Moved 892.4655 250.1538 526.2885 -0.2542736 0.3556801
Moved 892.4962 264.8706 530.6773 -0.220207 0.3669683
Moved 892.527 281.2815 533.3802 -0.1822188 0.3739203
Moved 892.5577 295.039 534 -0.1503727 0.3755144
Moved 892.5884 307.8592 534 -0.1206964 0.3755144
Moved 892.6191 318.916 535 -0.09510179 0.3780863
Moved 892.6499 329.127 535 -0.07146532 0.3780863
Moved 892.6806 335.3068 535 -0.05716021 0.3780863
Moved 892.7114 338.1042 535 -0.05068466 0.3780863
Moved 892.7421 339.3635 535 -0.0477697 0.3780863
Moved 892.7729 339 515.9995 -0.04861111 0.3292166
Moved 892.8036 319.9431 491.3043 -0.09272426 0.2657003
Moved 892.8344 267.632 417.4918 -0.2138148 0.07585341
Moved 892.8651 242.5 383 -0.2719907 -0.01286016
Moved 892.8958 229.5343 365.4178 -0.302004 -0.05808167
Ended 892.9266 227.7535 362.7535 -0.3061261 -0.06493439
PhraseEnd 893.9103
