electric cars need big fuel cells
Direct
0.6 0.6
432 388.8
Began 129.5358 227 527 -0.3078704 0.3575102
Stationary 129.5665 227 527 -0.3078704 0.3575102
Stationary 129.5972 227 527 -0.3078704 0.3575102
Moved 129.628 256.3117 510.0491 -0.2400193 0.3139121
Moved 129.6587 325.4793 482.8257 -0.07990902 0.2438932
Moved 129.6894 469.1914 417.239 0.2527578 0.07520302
Moved 129.7202 503.676 398.0615 0.3325832 0.02587817
Moved 129.7509 547.7676 371.6933 0.4346473 -0.0419411
Moved 129.7816 563.6619 360.5036 0.4714396 -0.07072119
Moved 129.8124 565 360 0.474537 -0.07201654
Moved 129.8431 515.8092 386.8609 0.3606695 -0.002929899
Moved 129.8738 445.3672 420.3729 0.1976093 0.08326342
Moved 129.9045 383.2324 454.4444 0.05377859 0.170896
Moved 129.9353 339.6522 478.4624 -0.04710133 0.2326707
Moved 129.966 303.2029 498.0559 -0.1314749 0.2830656
Moved 129.9967 277.3927 510.6033 -0.1912207 0.3153375
Moved 130.0275 261.2608 512 -0.228563 0.31893
Moved 130.0582 242.7127 497.7127 -0.2714984 0.2821828
Moved 130.0889 221.0435 440.5218 -0.3216586 0.1350868
Moved 130.1196 218 378.9276 -0.3287037 -0.02333441
Moved 130.1504 231.5723 326.2811 -0.2972863 -0.1587422
Moved 130.1811 240.5337 293.8651 -0.2765422 -0.2421167
Moved 130.2119 246.7316 270.1711 -0.2621955 -0.3030579
Moved 130.2426 254.6752 251.6495 -0.2438074 -0.3506956
Moved 130.2733 262.3082 237.9224 -0.2261385 -0.3860022
Moved 130.3041 265.0283 232.9434 -0.2198419 -0.3988083
Moved 130.3348 266 247.2627 -0.2175926 -0.3619787
Moved 130.3655 267.1619 328.99 -0.214903 -0.1517748
Moved 130.3962 283.5412 395.6235 -0.176988 0.01960782
Moved 130.427 294.663 427.9891 -0.151243 0.1028526
Moved 130.4577 303.4332 451.7773 -0.1309417 0.1640363
Moved 130.4884 306.0313 461.1252 -0.1249275 0.1880791
Moved 130.5192 307 467.1606 -0.1226852 0.2036022
Moved 130.5499 307 470.8326 -0.1226852 0.2130467
Moved 130.5807 297.3143 473.3837 -0.1451057 0.2196081
Moved 130.6114 283.3413 474 -0.1774507 0.2211934
Moved 130.6421 270.5608 474 -0.2070352 0.2211934
Moved 130.6728 263.1234 468.966 -0.2242513 0.2082458
Moved 130.7035 258.7401 466 -0.2343979 0.2006171
Stationary 130.7343 259 466 -0.2337963 0.2006171
Moved 130.765 293.253 466 -0.1545071 0.2006171
Moved 130.7957 354.3489 483.8915 -0.01308128 0.2466344
Moved 130.8265 410.1532 490.1971 0.1160953 0.2628524
Moved 130.8572 431.336 493 0.1651297 0.2700616
Moved 130.8879 439.6387 493 0.1843488 0.2700616
Moved 130.9187 441.4406 493 0.1885197 0.2700616
Moved 130.9494 355.8563 378.5156 -0.009591976 -0.02439405
Moved 130.9801 330.2999 334.2768 -0.06875018 -0.138177
Moved 131.0108 307.4773 290.9545 -0.1215804 -0.2496026
Moved 131.0415 296.6575 263.6437 -0.1466262 -0.3198466
Moved 131.0723 284.0087 237.0173 -0.1759058 -0.38833
Moved 131.103 278 225.5 -0.1898148 -0.4179527
Moved 131.1337 273.8883 217.7765 -0.1993327 -0.4378177
Moved 131.1645 274 215.7062 -0.199074 -0.4431426
Ended 131.1952 274 215.7062 -0.199074 -0.4431426
Began 131.9942 308 255 -0.1203704 -0.3420782
Moved 132.0249 291.2095 255 -0.1592372 -0.3420782
Moved 132.0556 248.7466 284.0647 -0.257531 -0.2673233
Moved 132.0864 188.6665 334.3335 -0.3966052 -0.1380311
Moved 132.1171 149.9766 375.3804 -0.4861652 -0.03245774
Moved 132.1478 132.7098 401.9482 -0.5261347 0.03587487
Moved 132.1785 126.7832 414.8671 -0.5398536 0.06910245
Moved 132.2092 127 420.5241 -0.5393518 0.08365246
Moved 132.24 162.9343 445.6229 -0.4561705 0.1482071
Moved 132.2707 213.4412 473.8007 -0.3392565 0.2206806
Moved 132.3015 253.8206 494.9803 -0.2457857 0.2751552
Moved 132.3322 271.4513 502.3805 -0.2049739 0.2941884
Moved 132.3629 279.82 506.88 -0.1856018 0.3057612
Moved 132.3937 284.978 508 -0.1736621 0.3086419
Stationary 132.4244 285 508 -0.1736111 0.3086419
