sharp cheese keeps the mind sharp
Direct
0.6 0.6
432 388.8
Began 296.5558 199 339 -0.3726852 -0.1260288
Stationary 296.5872 199 339 -0.3726852 -0.1260288
Stationary 296.618 199 339 -0.3726852 -0.1260288
Moved 296.6487 216.5997 347.2132 -0.3319451 -0.1049043
Moved 296.6794 250.8311 358.3847 -0.2527057 -0.0761711
Moved 296.7101 286.0582 366.124 -0.1711616 -0.05626537
Moved 296.7408 314.2382 370.4238 -0.1059301 -0.04520628
Moved 296.7715 332.8497 371.9785 -0.06284793 -0.0412076
Moved 296.8023 348.9253 373.785 -0.02563596 -0.0365612
Moved 296.833 358.446 374 -0.00359714 -0.03600823
Moved 296.8637 362.5958 375 0.006008744 -0.03343629
Moved 296.8944 365.1144 375 0.01183897 -0.03343629
Moved 296.9251 366.5 375 0.0150463 -0.03343629
Moved 296.9559 367 375.8495 0.01620372 -0.0312514
Moved 296.9866 355 377.5 -0.01157408 -0.02700625
Moved 297.0173 334.3874 381.2903 -0.05928844 -0.01725758
Moved 297.048 316.8135 381 -0.09996871 -0.01800419
Moved 297.0788 299.6736 381 -0.1396445 -0.01800419
Moved 297.1095 280.7296 381 -0.1834962 -0.01800419
Moved 297.1401 259.838 381 -0.2318565 -0.01800419
Moved 297.171 241.7149 381 -0.2738082 -0.01800419
Moved 297.2017 223.5775 372.5775 -0.3157928 -0.03966697
Moved 297.2324 208.0644 373 -0.3517028 -0.03858032
Moved 297.2631 193.1192 373 -0.3862982 -0.03858032
Moved 297.2939 181.196 373 -0.4138981 -0.03858032
Moved 297.3246 174.0102 373 -0.4305319 -0.03858032
Moved 297.3553 169.1279 373 -0.4418335 -0.03858032
Moved 297.386 166.2552 373 -0.4484832 -0.03858032
Moved 297.4167 164.6936 373 -0.4520982 -0.03858032
Moved 297.4474 164 373 -0.4537037 -0.03858032
Moved 297.4782 164 383.5 -0.4537037 -0.01157415
Moved 297.5089 164 382.889 -0.4537037 -0.01314563
Moved 297.5396 164 387 -0.4537037 -0.002572055
Moved 297.5703 175.991 396.3214 -0.4259468 0.02140253
Moved 297.601 190.8139 408.8139 -0.3916344 0.05353362
Moved 297.6312 205.3481 422.3481 -0.3579906 0.08834379
Moved 297.6625 221.2078 436.0056 -0.3212782 0.123471
Moved 297.6932 239.8817 452.8817 -0.2780516 0.1668767
Moved 297.7239 253.3711 464.0284 -0.2468261 0.1955462
Moved 297.7546 264.8521 473.8521 -0.2202498 0.2208128
Moved 297.7853 273.8958 482.1718 -0.1993154 0.2422114
Moved 297.8161 284.3813 491.7859 -0.1750434 0.2669392
Moved 297.8468 293.389 498.926 -0.1541922 0.2853033
Moved 297.8775 304.0276 504.0139 -0.1295657 0.2983895
Moved 297.9083 330.5894 508.7649 -0.06808018 0.3106092
Moved 297.939 380.4821 512.7622 0.04741232 0.3208904
Moved 297.9697 423.5834 515 0.1471837 0.326646
Moved 298.0004 453.8237 515 0.2171845 0.326646
Moved 298.0311 482.2314 519.0257 0.2829431 0.3370001
Moved 298.0618 505.3033 522.801 0.3363502 0.3467103
Moved 298.0926 522 524.5 0.375 0.3510802
Ended 298.1233 528 526 0.3888889 0.3549381
Began 299.4443 278 215 -0.1898148 -0.4449589
Stationary 299.475 278 215 -0.1898148 -0.4449589
Stationary 299.5057 278 215 -0.1898148 -0.4449589
Stationary 299.5364 278 215 -0.1898148 -0.4449589
Stationary 299.5672 278 215 -0.1898148 -0.4449589
Stationary 299.5979 278 215 -0.1898148 -0.4449589
Stationary 299.6286 278 215 -0.1898148 -0.4449589
Stationary 299.6593 278 215 -0.1898148 -0.4449589
Moved 299.6899 290.2901 232.29 -0.1613655 -0.4004886
Moved 299.7207 299.5275 243.5275 -0.1399827 -0.3715858
Moved 299.7515 308.1689 255.5586 -0.1199793 -0.3406415
Moved 299.7822 322.5988 274.465 -0.08657688 -0.2920139
Moved 299.8129 339.7034 296.5181 -0.04698297 -0.2352929
Moved 299.8437 352.7184 314.3979 -0.01685565 -0.1893058
Moved 299.8743 364 330.5 0.009259283 -0.147891
Moved 299.9051 372.1612 343.3224 0.02815097 -0.1149114
Moved 299.9358 377.9164 350.9164 0.04147311 -0.09537975
Moved 299.9666 381.8294 356.6589 0.05053113 -0.08060997
Moved 299.9973 384.2996 360.2996 0.0562491 -0.0712459
