travel at the speed of light
Direct
0.6 0.6
432 388.8
Began 1450.278 337 477 -0.05324075 0.2289094
Stationary 1450.309 337 477 -0.05324075 0.2289094
Stationary 1450.34 337 477 -0.05324075 0.2289094
Stationary 1450.371 337 477 -0.05324075 0.2289094
Stationary 1450.401 337 477 -0.05324075 0.2289094
Stationary 1450.432 337 477 -0.05324075 0.2289094
Stationary 1450.463 337 477 -0.05324075 0.2289094
Moved 1450.494 337 487.5961 -0.05324075 0.2561628
Moved 1450.524 337 495.4794 -0.05324075 0.2764388
Moved 1450.555 325.5833 511.2503 -0.07966841 0.3170017
Moved 1450.586 323.2723 514.7277 -0.08501779 0.3259456
Moved 1450.617 320.4381 519.5619 -0.09157851 0.3383793
Moved 1450.647 316.2604 524 -0.101249 0.3497942
Moved 1450.678 314.8174 525.1827 -0.1045895 0.3528361
Moved 1450.709 312.9438 526 -0.1089263 0.3549381
Moved 1450.74 310.5527 527 -0.1144613 0.3575102
Moved 1450.77 309 528 -0.1180555 0.3600822
Moved 1450.801 307 528 -0.1226852 0.3600822
Moved 1450.832 306 528 -0.125 0.3600822
Moved 1450.862 305 528 -0.1273148 0.3600822
Moved 1450.893 303.9221 528 -0.1298101 0.3600822
Moved 1450.924 303 528 -0.1319445 0.3600822
Moved 1450.955 302 528 -0.1342593 0.3600822
Moved 1450.985 300.804 528 -0.1370277 0.3600822
Moved 1451.016 300 528 -0.1388889 0.3600822
Moved 1451.047 298.7928 528 -0.1416834 0.3600822
Moved 1451.077 297.9275 528 -0.1436863 0.3600822
Moved 1451.108 296.9848 528 -0.1458685 0.3600822
Moved 1451.139 295.626 528 -0.1490138 0.3600822
Moved 1451.17 293.5 517.5 -0.1539352 0.3330761
Moved 1451.201 291.6379 518.6379 -0.1582457 0.3360027
Moved 1451.231 288.7578 514.7578 -0.1649126 0.326023
Moved 1451.262 283.7777 509.8889 -0.1764404 0.3135
Moved 1451.293 278.7018 504.7018 -0.1881903 0.3001588
Moved 1451.323 272 499.5 -0.2037037 0.2867798
Moved 1451.354 266.1948 492.1948 -0.2171417 0.2679905
Moved 1451.385 259.4387 484.158 -0.2327808 0.2473199
Moved 1451.416 253.4246 478.4246 -0.2467023 0.2325735
Moved 1451.446 247.3369 470.6738 -0.2607943 0.2126382
Moved 1451.477 241.4605 462.9211 -0.2743969 0.1926981
Moved 1451.508 236.9386 455.816 -0.2848642 0.1744237
Moved 1451.539 231.0851 448.1277 -0.2984141 0.1546493
Moved 1451.569 226.3223 440.4835 -0.3094392 0.1349883
Moved 1451.6 221.5737 431.1475 -0.3204312 0.1109759
Moved 1451.631 216.5252 422.2878 -0.3321176 0.08818877
Moved 1451.662 211.807 412.7105 -0.3430394 0.06355572
Moved 1451.692 208.0314 405.0471 -0.3517792 0.04384527
Moved 1451.723 206 399.6994 -0.3564815 0.03009101
Moved 1451.754 204 393.1586 -0.3611111 0.01326808
Moved 1451.785 200.7087 388.4174 -0.3687298 0.00107361
Moved 1451.815 198.8227 383.8228 -0.3730955 -0.01074402
Moved 1451.846 198 380.2905 -0.375 -0.01982897
Moved 1451.877 196.423 375.846 -0.3786504 -0.03126027
Moved 1451.907 194.7775 373.7775 -0.3824594 -0.03658051
Moved 1451.938 195 370.6814 -0.3819444 -0.04454381
Moved 1451.969 193.7243 369.7242 -0.3848975 -0.04700562
Moved 1452 194 369 -0.3842593 -0.04886839
Moved 1452.03 193 367 -0.3865741 -0.05401234
Moved 1452.061 193 365.9958 -0.3865741 -0.05659527
Moved 1452.092 193 365 -0.3865741 -0.05915646
Stationary 1452.123 193 365 -0.3865741 -0.05915646
Moved 1452.153 193 363.6245 -0.3865741 -0.06269431
Stationary 1452.184 193 364 -0.3865741 -0.06172839
Stationary 1452.215 193 364 -0.3865741 -0.06172839
Stationary 1452.246 193 364 -0.3865741 -0.06172839
Moved 1452.276 198.9387 364 -0.3728271 -0.06172839
Moved 1452.307 209.7101 364 -0.3478932 -0.06172839
Moved 1452.338 222.5295 361.6941 -0.3182187 -0.0676593
Moved 1452.369 237.8783 357.8243 -0.2826891 -0.07761237
Moved 1452.399 251.8623 350.8533 -0.2503186 -0.09554207
Moved 1452.43 267.6029 342.1985 -0.2138822 -0.1178021
Moved 1452.461 282.8419 333.579 -0.1786067 -0.1399717
