learn to walk before you run
Direct
0.6 0.6
432 388.8
Began 220.8945 542 390 0.4212962 0.005143954
Stationary 220.9252 542 390 0.4212962 0.005143954
Stationary 220.956 542 390 0.4212962 0.005143954
Moved 220.9867 522.6786 390 0.3765709 0.005143954
Moved 221.0175 481.7812 406.9136 0.2819009 0.04864618
Moved 221.0482 433.881 426.049 0.1710209 0.09786248
Moved 221.0789 394.7744 443.7195 0.08049618 0.1433115
Moved 221.1096 362.1655 459.0916 0.005012651 0.1828486
Moved 221.1404 337.5132 469.6372 -0.05205268 0.2099722
Moved 221.1711 319.4418 475.186 -0.09388467 0.2242439
Moved 221.2019 304.3994 480.4402 -0.1287052 0.2377578
Moved 221.2326 290.4599 484.508 -0.1609724 0.24822
Moved 221.2633 278.1363 487.3727 -0.1894994 0.2555883
Moved 221.2941 268.0077 488 -0.2129452 0.2572016
Moved 221.3248 258.2614 488 -0.235506 0.2572016
Moved 221.3555 244.8597 488 -0.2665285 0.2572016
Moved 221.3863 223.5529 470.0352 -0.3158499 0.2109958
Moved 221.417 198.0272 436.284 -0.374937 0.1241871
Moved 221.4478 184.3624 408.8154 -0.4065684 0.05353755
Moved 221.4785 177.4267 391.28 -0.4226235 0.008436132
Moved 221.5092 174 380.0273 -0.4305556 -0.02050588
Moved 221.5399 173 373.6006 -0.4328704 -0.03703537
Moved 221.5707 173 370.9509 -0.4328704 -0.04385057
Moved 221.6014 193.4869 371 -0.385447 -0.04372435
Moved 221.6322 213.5003 389.7145 -0.3391197 0.004409782
Moved 221.6629 230.5175 411.2368 -0.2997279 0.05976535
Moved 221.6936 240.6798 430.3596 -0.2762041 0.1089496
Moved 221.7243 250.2652 450.5303 -0.2540158 0.1608289
Moved 221.7551 254.7251 465.6256 -0.2436918 0.1996543
Moved 221.7858 259.9902 480.4755 -0.2315041 0.2378485
Moved 221.8166 263.3812 491.1436 -0.2236547 0.265287
Moved 221.8473 265 496.5035 -0.2199074 0.2790728
Moved 221.878 267.7578 499.7578 -0.2135236 0.2874429
Moved 221.9088 270.6307 501.6307 -0.2068734 0.2922599
Moved 221.9395 272.5057 503.5057 -0.2025332 0.2970824
Moved 221.9703 273 504 -0.2013889 0.2983539
Moved 222.001 274.9297 505 -0.1969221 0.3009258
Moved 222.0317 275.8013 505.8013 -0.1949045 0.3029867
Moved 222.0625 276.6775 506 -0.1928762 0.3034978
Stationary 222.0932 277 506 -0.1921296 0.3034978
Moved 222.1239 278 507 -0.1898148 0.3060699
Ended 222.1546 278 507 -0.1898148 0.3060699
Began 222.8001 340 499 -0.04629632 0.2854938
Stationary 222.8308 340 499 -0.04629632 0.2854938
Moved 222.8616 348.2685 499 -0.02715627 0.2854938
Moved 222.8923 383.9187 499 0.05536745 0.2854938
Moved 222.923 422.4431 499 0.1445443 0.2854938
Moved 222.9538 454.3563 499 0.2184172 0.2854938
Moved 222.9845 461.5412 499 0.235049 0.2854938
Moved 223.0153 473.1721 499 0.2619723 0.2854938
Moved 223.0459 476.0433 499 0.2686189 0.2854938
Moved 223.0767 479.7891 499 0.2772897 0.2854938
Moved 223.1075 482.1353 499 0.2827205 0.2854938
Ended 223.1382 483.2507 499 0.2853026 0.2854938
Began 223.5685 224 522 -0.3148148 0.3446501
Stationary 223.5992 224 522 -0.3148148 0.3446501
Moved 223.6299 214.539 497.6717 -0.3367153 0.2820773
Moved 223.6607 193.4882 455.1392 -0.3854439 0.1726831
Moved 223.6914 179.965 415.895 -0.4167476 0.07174633
Moved 223.7222 173.7452 398.4904 -0.4311454 0.02698133
Moved 223.7529 170.4963 387.9926 -0.4386659 -1.903424E-05
Moved 223.7836 168.979 380.937 -0.4421783 -0.01816636
Moved 223.8143 169 377.1044 -0.4421296 -0.02802366
Moved 223.8451 186.1647 372.4725 -0.4023965 -0.03993697
Moved 223.8758 236.5 370 -0.2858796 -0.04629637
Moved 223.9066 336.0775 381.9128 -0.05537619 -0.01565635
Moved 223.9373 412.3534 388.0712 0.1211885 0.0001830819
Moved 223.968 451.3875 388 0.211545 -3.924585E-08
Moved 223.9987 478.3841 384.5902 0.2740372 -0.008770036
Moved 224.0295 496.7746 378.6451 0.316608 -0.02406108
Moved 224.0602 503.4496 375.7752 0.3320592 -0.03144237
Moved 224.091 507.0907 373.9093 0.3404878 -0.03624158
