in sharp contrast to your words
Moved 1208.183 406 308.5 0.1064815 -0.2044754
Moved 1208.214 405 307.597 0.1041667 -0.2067979
Stationary 1208.244 405 308 0.1041667 -0.2057614
Moved 1208.275 403.6776 308 0.1011055 -0.2057614
Stationary 1208.306 403.6776 308 0.1011055 -0.2057614
Moved 1208.336 396.0792 324.0099 0.08351673 -0.1645836
Moved 1208.367 381.4337 366.8608 0.04961501 -0.0543705
Moved 1208.398 368.0311 445.705 0.01859039 0.148418
Moved 1208.429 361.2836 490.4404 0.002971192 0.2634782
Moved 1208.459 356.2725 512.6377 -0.008628567 0.3205701
Moved 1208.49 352.3756 522.9366 -0.01764903 0.347059
Moved 1208.521 349.8245 528.1755 -0.02355446 0.3605337
Moved 1208.552 346.938 530 -0.03023614 0.3652262
Moved 1208.582 342.6056 532 -0.04026478 0.3703703
Moved 1208.613 330.6002 532 -0.06805509 0.3703703
Moved 1208.644 306.7585 532 -0.1232443 0.3703703
Moved 1208.674 274.6285 514.0514 -0.1976191 0.3242062
Moved 1208.705 255.5581 503.7791 -0.2417637 0.2977856
Moved 1208.736 238.902 492.5216 -0.2803195 0.2688312
Moved 1208.767 224.9954 477.9954 -0.3125106 0.2314696
Moved 1208.797 215.8955 464.1592 -0.3335752 0.1958827
Moved 1208.828 203.271 430.9484 -0.3627987 0.110464
Moved 1208.859 195.3876 397.9379 -0.3810473 0.02556028
Moved 1208.89 194 379.3091 -0.3842593 -0.02235303
Moved 1208.92 194 370.5643 -0.3842593 -0.04484482
Moved 1208.951 194 362.8552 -0.3842593 -0.06467301
Moved 1208.982 194 359.0482 -0.3842593 -0.07446454
Moved 1209.012 194 357.6139 -0.3842593 -0.07815365
Moved 1209.043 194 357 -0.3842593 -0.07973259
Stationary 1209.074 194 357 -0.3842593 -0.07973259
Moved 1209.104 233.862 386.1458 -0.2919862 -0.004769038
Moved 1209.135 260.8828 403.8238 -0.2294378 0.04069897
Moved 1209.166 284.5229 415.696 -0.1747156 0.07123456
Moved 1209.197 300.1996 421.4399 -0.1384268 0.08600796
Moved 1209.227 307.6431 425.3215 -0.1211964 0.09599155
Moved 1209.258 312.6619 426.8309 -0.109579 0.09987376
Moved 1209.289 321.1255 432.4171 -0.08998717 0.1142414
Moved 1209.32 340.2373 456.5649 -0.04574706 0.1763501
Moved 1209.35 371.0053 499.8531 0.02547522 0.2876879
Moved 1209.381 396.0461 538.0749 0.08344005 0.385995
Moved 1209.412 411.5337 560.3006 0.1192911 0.4431599
Moved 1209.443 418.7604 570.5209 0.1360195 0.4694465
Moved 1209.473 421.2047 573.2047 0.1416775 0.4763495
Moved 1209.504 422.5 574 0.144676 0.478395
Ended 1209.535 423.3081 575.3082 0.1465466 0.4817595
Began 1209.965 326 500 -0.07870371 0.2880658
Stationary 1209.996 326 500 -0.07870371 0.2880658
Stationary 1210.026 326 500 -0.07870371 0.2880658
Moved 1210.057 351.6017 512.4622 -0.0194404 0.3201188
Moved 1210.088 415.1281 535.6886 0.1276112 0.3798574
Moved 1210.118 464.4302 554.7075 0.2417367 0.4287742
Moved 1210.149 503.5569 571.9297 0.3323075 0.4730702
Moved 1210.18 517.3005 577.8251 0.3641216 0.4882333
Moved 1210.211 524.2796 580 0.3802768 0.4938271
Ended 1210.241 526.0792 580 0.3844425 0.4938271
Began 1210.702 352 520 -0.01851852 0.3395061
Stationary 1210.733 352 520 -0.01851852 0.3395061
Stationary 1210.764 352 520 -0.01851852 0.3395061
Moved 1210.794 386.8827 524.4413 0.06222834 0.3509293
Moved 1210.825 433.9218 538.194 0.1711152 0.3863015
Moved 1210.856 482.3066 550.7867 0.2831172 0.4186899
Moved 1210.887 505.1306 554 0.3359504 0.4269547
Moved 1210.917 516.1064 554 0.3613575 0.4269547
Moved 1210.948 521.5145 554 0.3738761 0.4269547
Moved 1210.979 525.1347 554 0.3822563 0.4269547
Moved 1211.009 527.001 554 0.3865764 0.4269547
Stationary 1211.04 527 554 0.3865741 0.4269547
Moved 1211.071 494.9264 537.7779 0.3123295 0.3852311
Moved 1211.102 454.5956 529.4326 0.2189714 0.3637669
Moved 1211.132 408.0131 525.834 0.1111415 0.3545114
Moved 1211.163 362.909 525 0.006733835 0.3523662
Moved 1211.194 310.1752 524 -0.1153351 0.3497942
Moved 1211.224 273 524 -0.2013889 0.3497942
Moved 1211.255 254.3831 524 -0.2444835 0.3497942
Moved 1211.286 249.5 524 -0.255787 0.3497942
Ended 1211.317 251 524 -0.2523148 0.3497942
Began 1211.778 192 489 -0.3888888 0.2597736
Stationary 1211.808 192 489 -0.3888888 0.2597736
Stationary 1211.839 192 489 -0.3888888 0.2597736
Moved 1211.87 213.183 503.0915 -0.3398542 0.2960172
Moved 1211.901 278.5901 529.9597 -0.1884489 0.3651226
Moved 1211.931 363.1457 555.7925 0.007281602 0.4315649
Moved 1211.962 421.5366 568.534 0.1424458 0.4643364
Moved 1211.993 459.1243 574.7604 0.2294544 0.4803506
Moved 1212.023 487.9147 578 0.2960988 0.488683
Moved 1212.054 501.7364 578 0.3280935 0.488683
Moved 1212.085 507.6353 579 0.3417485 0.4912551
Moved 1212.115 510.8437 579 0.3491752 0.4912551
Moved 1212.146 513.7229 579 0.3558401 0.4912551
Moved 1212.177 514.5 579 0.3576389 0.4912551
Moved 1212.208 515.2497 579 0.3593743 0.4912551
Stationary 1212.238 515 579 0.3587963 0.4912551
Stationary 1212.269 515 579 0.3587963 0.4912551
Stationary 1212.3 515 579 0.3587963 0.4912551
Stationary 1212.331 515 579 0.3587963 0.4912551
Stationary 1212.361 515 579 0.3587963 0.4912551
Moved 1212.392 515 571.7429 0.3587963 0.4725898
Stationary 1212.423 515 571.7429 0.3587963 0.4725898
Stationary 1212.453 515 571.7429 0.3587963 0.4725898
Moved 1212.484 515 570.8821 0.3587963 0.4703758
Stationary 1212.515 515 570.8821 0.3587963 0.4703758
Moved 1212.546 507.1253 569.8751 0.3405679 0.4677855
Stationary 1212.576 507.1253 569.8751 0.3405679 0.4677855
Moved 1212.607 505.4439 570 0.3366757 0.4681069
Moved 1212.638 498.6949 569 0.3210531 0.4655349
Moved 1212.668 477.4449 567 0.2718633 0.4603909
Moved 1212.699 439.1705 567 0.1832651 0.4603909
Moved 1212.73 399.3282 567 0.09103755 0.4603909
Moved 1212.761 373.5 577.5 0.03125002 0.487397
Moved 1212.792 356.1181 575 -0.008985798 0.480967
Moved 1212.822 344.8674 576 -0.03502911 0.483539
Moved 1212.853 336.2128 576 -0.05506287 0.483539
Moved 1212.884 332.6457 576 -0.06332024 0.483539
Moved 1212.914 328.6495 576 -0.07257054 0.483539
Moved 1212.945 325.7679 576 -0.07924084 0.483539
Moved 1212.976 317.5804 555.9511 -0.09819344 0.431973
Moved 1213.007 305.1638 497.3711 -0.1269355 0.2813042
Moved 1213.037 299.0139 460.5763 -0.1411716 0.1866673
Moved 1213.068 300 433.636 -0.1388889 0.1173764
Moved 1213.099 300 419.2307 -0.1388889 0.08032586
Moved 1213.129 300 410.5886 -0.1388889 0.05809811
Moved 1213.16 297.6382 403.9573 -0.144356 0.04104237
Moved 1213.191 286.0898 397.8828 -0.1710884 0.02541864
Moved 1213.222 252.4676 393.9099 -0.2489175 0.01520015
Moved 1213.252 220.332 394 -0.3233055 0.01543206
Moved 1213.283 206.6455 394 -0.3549872 0.01543206
Moved 1213.314 201.5 394 -0.3668981 0.01543206
Ended 1213.344 201 394 -0.3680556 0.01543206
PhraseEnd 1213.99
