hands on experience with a job
Direct
0.6 0.6
432 388.8
Began 491.7162 396 393 0.08333336 0.01285996
Stationary 491.7469 396 393 0.08333336 0.01285996
Stationary 491.7777 396 393 0.08333336 0.01285996
Moved 491.8084 375.6187 381.3536 0.03615449 -0.01709479
Moved 491.8391 301.9387 364.9893 -0.1344013 -0.05918416
Moved 491.8698 210.7057 356.246 -0.3455885 -0.08167204
Moved 491.9006 181.7325 354 -0.4126563 -0.08744855
Moved 491.9313 170.5 354 -0.4386574 -0.08744855
Moved 491.962 169 354 -0.4421296 -0.08744855
Moved 491.9928 206.9413 353.0024 -0.3543024 -0.09001438
Moved 492.0235 322.9825 324.5052 -0.08568877 -0.1633096
Moved 492.0542 403.6895 288.8162 0.101133 -0.2551025
Moved 492.0849 451.209 268.2496 0.2111319 -0.308
Moved 492.1157 463.3233 262.8383 0.2391742 -0.321918
Moved 492.1464 464 263 0.2407408 -0.3215021
Moved 492.1772 394.7615 315.1789 0.08046637 -0.1872971
Moved 492.2078 326.5802 368.6472 -0.07736057 -0.04977591
Moved 492.2386 290.2779 403.7221 -0.1613938 0.04043748
Moved 492.2693 275.3572 414.6428 -0.1959324 0.06852574
Moved 492.3 268.4728 418.7635 -0.2118684 0.07912423
Moved 492.3308 263.3604 421 -0.2237029 0.08487643
Moved 492.3615 258.9699 422 -0.2338659 0.08744851
Moved 492.3923 253.8952 422 -0.2456128 0.08744851
Moved 492.423 246.1953 422 -0.2634368 0.08744851
Moved 492.4537 235.7291 414.6406 -0.287664 0.06851996
Ended 492.4844 222.5574 403.0459 -0.3181542 0.03869818
Began 493.0991 497 536 0.3171296 0.3806583
Moved 493.1298 465.7352 490.1362 0.2447574 0.2626958
Moved 493.1605 418.2143 405.7322 0.1347554 0.04560757
Moved 493.1913 403.1973 365.8925 0.09999384 -0.05686104
Moved 493.222 394.1694 335.2313 0.07909577 -0.1357221
Ended 493.2527 391 313 0.07175922 -0.1929013
Began 494.1132 250 538 -0.2546296 0.3858024
Moved 494.1439 250 520.8996 -0.2546296 0.3418198
Moved 494.1746 250 460.5514 -0.2546296 0.1866032
Moved 494.2054 262.3834 392.7772 -0.2259643 0.01228694
Moved 494.2361 271.9603 351.1587 -0.2037955 -0.0947566
Moved 494.2668 275 331.6952 -0.1967592 -0.144817
Moved 494.2975 277 321.7893 -0.1921296 -0.1702951
Moved 494.3282 278.2344 316.5312 -0.1892722 -0.183819
Moved 494.359 278 313.8136 -0.1898148 -0.1908087
Moved 494.3897 278 310.94 -0.1898148 -0.1981996
Moved 494.4204 279 309.0656 -0.1875 -0.2030208
Stationary 494.4512 279 309 -0.1875 -0.2031893
Moved 494.4819 279 308 -0.1875 -0.2057614
Moved 494.5126 279 307 -0.1875 -0.2083334
Moved 494.5434 280 307 -0.1851852 -0.2083334
Moved 494.5741 293.5091 319.5091 -0.153914 -0.1761598
Moved 494.6049 334.3376 361.3376 -0.05940372 -0.06857625
Moved 494.6356 391.721 417.0059 0.07342825 0.07460342
Moved 494.6663 437.6037 455.9915 0.1796382 0.1748753
Moved 494.697 482.6279 489.8436 0.2838609 0.2619432
Moved 494.7278 503.6615 505.6615 0.3325498 0.3026273
Moved 494.7585 508.5 512 0.34375 0.31893
Moved 494.7892 509 515.0606 0.3449074 0.3268019
Moved 494.8199 491.4504 518.8474 0.3042834 0.3365414
Moved 494.8506 421.38 513.3956 0.1420834 0.3225195
Moved 494.8814 362.3685 507.7117 0.005482733 0.3079003
Moved 494.9121 295.3979 507 -0.1495418 0.3060699
Moved 494.9429 270.0987 507 -0.2081049 0.3060699
Moved 494.9736 258.9755 505.9939 -0.233853 0.3034821
Moved 495.0043 254.451 506 -0.2443263 0.3034978
Moved 495.0351 251.5741 506 -0.2509859 0.3034978
Stationary 495.0658 252 506 -0.25 0.3034978
Moved 495.0965 280.0348 515.7242 -0.1851046 0.3285088
Moved 495.1273 292.0493 517.6831 -0.1572934 0.333547
Moved 495.158 299.1309 518 -0.1409008 0.3343621
Moved 495.1887 302.4435 518 -0.1332325 0.3343621
Moved 495.2194 304.9893 518 -0.1273396 0.3343621
Moved 495.2502 306.4222 518 -0.1240227 0.3343621
Moved 495.2809 308.3024 518 -0.1196704 0.3343621
Moved 495.3116 309.3745 518 -0.1171886 0.3343621
Moved 495.3423 311.073 518 -0.1132569 0.3343621
