a subject one can really enjoy
Direct
0.6 0.6
432 388.8
Began 907.6204 206 377 -0.3564815 -0.02829226
Stationary 907.6512 206 377 -0.3564815 -0.02829226
Stationary 907.6819 206 377 -0.3564815 -0.02829226
Stationary 907.7126 206 377 -0.3564815 -0.02829226
Ended 907.7433 206 377 -0.3564815 -0.02829226
Began 908.8193 224 373 -0.3148148 -0.03858032
Stationary 908.85 224 373 -0.3148148 -0.03858032
Stationary 908.8807 224 373 -0.3148148 -0.03858032
Stationary 908.9115 224 373 -0.3148148 -0.03858032
Stationary 908.9422 224 373 -0.3148148 -0.03858032
Moved 908.973 258.1349 401.6678 -0.2357989 0.03515373
Moved 909.0037 302.2406 436.0339 -0.1337023 0.1235438
Moved 909.0344 332.5244 456.7146 -0.06360099 0.176735
Moved 909.0652 359 477 -0.002314796 0.2289094
Moved 909.0959 378.3485 493.6237 0.04247338 0.2716659
Moved 909.1266 389.835 501.5566 0.06906251 0.2920694
Moved 909.1574 395.6712 505.6712 0.0825722 0.3026522
Moved 909.1882 399.3932 507.3932 0.09118795 0.3070811
Moved 909.2189 401.6582 508.6583 0.09643108 0.310335
Moved 909.2496 405.2006 509 0.1046311 0.3112139
Moved 909.2803 406.7604 509 0.1082416 0.3112139
Moved 909.3111 408.0367 509 0.1111961 0.3112139
Moved 909.3418 410.5614 498.1929 0.1170403 0.283418
Moved 909.3726 412 483.2138 0.1203704 0.2448914
Moved 909.4033 412 458.3159 0.1203704 0.1808534
Moved 909.4341 412 432.0981 0.1203704 0.1134209
Moved 909.4648 412 406 0.1203704 0.04629618
Moved 909.4955 404.5921 380.3008 0.1032224 -0.01980252
Moved 909.5262 403 360.6545 0.09953707 -0.07033321
Moved 909.557 402 342.8807 0.09722222 -0.1160477
Moved 909.5878 401 331.8851 0.09490739 -0.1443284
Moved 909.6185 399.0176 317.1054 0.09031841 -0.1823421
Moved 909.6492 396.5 300.5 0.08449078 -0.2250515
Moved 909.68 394.9291 292.7164 0.08085439 -0.2450709
Moved 909.7107 393.6945 287.389 0.07799645 -0.2587732
Moved 909.7415 394 282.2952 0.07870366 -0.2718746
Moved 909.7722 393 279.5985 0.07638891 -0.2788105
Moved 909.8029 393 277 0.07638891 -0.2854939
Moved 909.8337 391.7895 276 0.07358669 -0.288066
Moved 909.8644 391 275.2463 0.07175922 -0.2900045
Moved 909.8951 389.9743 275 0.06938497 -0.2906379
Moved 909.9259 388.7115 275 0.06646167 -0.2906379
Moved 909.9567 386.9612 275 0.06241024 -0.2906379
Moved 909.9874 385.3476 280.2194 0.05867501 -0.2772136
Moved 910.0181 385 291.8126 0.05787035 -0.2473957
Moved 910.0488 385 304.2208 0.05787035 -0.2154815
Moved 910.0796 395.1049 321.2796 0.0812612 -0.171606
Moved 910.1104 402.7619 338.111 0.09898583 -0.1283153
Moved 910.1411 411.3973 356.9272 0.1189753 -0.07991979
Moved 910.1718 419.0363 374.7515 0.1366583 -0.03407545
Moved 910.2026 422.8633 386.6582 0.1455169 -0.003451163
Moved 910.2333 424.4944 392.9888 0.1492926 0.01283124
Moved 910.264 425 397.0461 0.150463 0.02326671
Moved 910.2947 425 399.6027 0.150463 0.02984235
Moved 910.3255 425 400.8333 0.150463 0.03300745
Moved 910.3563 425 403.3949 0.150463 0.03959585
Moved 910.387 416.0984 406.9016 0.1298574 0.04861525
Moved 910.4178 405.5018 410.9993 0.1053284 0.05915438
Moved 910.4485 383.1123 421.5635 0.05350063 0.08632585
Moved 910.4793 348.9856 440.4705 -0.02549638 0.1349548
Moved 910.5099 324.2957 455.1902 -0.08264879 0.1728142
Moved 910.5407 304.9047 465.5477 -0.1275355 0.1994538
Moved 910.5715 293.1671 472.5552 -0.1547057 0.2174774
Moved 910.6022 281.2026 481.5981 -0.1824014 0.2407357
Moved 910.6329 273.5229 487.4771 -0.2001784 0.2558565
Moved 910.6637 268.7228 490.2772 -0.2112898 0.2630585
Moved 910.6944 265.567 492 -0.2185949 0.2674896
Moved 910.7252 262.9113 494 -0.2247422 0.2726337
Moved 910.7559 260.3712 496 -0.2306223 0.2777777
Moved 910.7867 258.5 496 -0.2349537 0.2777777
Moved 910.8174 257.7825 497.2175 -0.2366146 0.2809091
Moved 910.8481 257 497 -0.2384259 0.2803498
Stationary 910.8788 257 497 -0.2384259 0.2803498
