taking the train is usually faster
Moved 701.6871 379.0856 369.9144 0.04417956 -0.04651638
Moved 701.7178 350.0616 402.5444 -0.02300566 0.03740824
Moved 701.7486 327.6332 430.4891 -0.07492314 0.1092826
Moved 701.7794 306.2468 456.397 -0.1244288 0.1759181
Moved 701.8101 289 475 -0.1643519 0.2237653
Moved 701.8408 278.83 486.17 -0.1878936 0.2524947
Moved 701.8715 271.3716 493.6284 -0.2051583 0.2716778
Moved 701.9023 268.4322 496.5678 -0.2119625 0.2792381
Moved 701.933 265.9911 498.0089 -0.2176132 0.2829446
Ended 701.9637 266 498 -0.2175926 0.2829217
Began 703.0706 371 489 0.025463 0.2597736
Stationary 703.1013 371 489 0.025463 0.2597736
Stationary 703.1321 371 489 0.025463 0.2597736
Stationary 703.1628 371 489 0.025463 0.2597736
Stationary 703.1936 371 489 0.025463 0.2597736
Moved 703.2242 357.2872 489 -0.006279697 0.2597736
Moved 703.2551 346.139 489 -0.03208563 0.2597736
Moved 703.2858 333.1013 489 -0.06226555 0.2597736
Moved 703.3165 317.2123 480.3464 -0.09904549 0.2375163
Moved 703.3473 299.4393 473.8131 -0.1401867 0.2207126
Moved 703.3781 283.2587 465.9553 -0.1776418 0.2005022
Moved 703.4088 264.2689 454.9063 -0.2215998 0.172084
Moved 703.4395 238.7242 432.7242 -0.280731 0.1150312
Moved 703.4703 209.5592 402.2724 -0.3482427 0.03670885
Moved 703.501 186.6 375.5 -0.4013889 -0.03215028
Moved 703.5317 169.3611 352.3611 -0.4412938 -0.09166403
Moved 703.5625 166.4828 345.7071 -0.4479564 -0.1087781
Moved 703.5932 164 340.9522 -0.4537037 -0.1210077
Moved 703.6239 163 335.4211 -0.4560185 -0.1352338
Moved 703.6547 163 332.7733 -0.4560185 -0.1420442
Moved 703.6854 184.5361 330 -0.4061664 -0.149177
Moved 703.7162 194.9946 330 -0.3819569 -0.149177
Moved 703.7469 222.4728 344.4876 -0.3183501 -0.1119147
Moved 703.7777 292.382 389.9316 -0.1565231 0.004967976
Moved 703.8083 323.7267 411.7103 -0.08396596 0.06098327
Moved 703.8392 399.1422 458.2853 0.0906069 0.1807749
Moved 703.8699 415.652 467.2811 0.128824 0.2039122
Moved 703.9006 468.3362 492.1345 0.2507782 0.2678355
Moved 703.9314 485.1912 498.5956 0.2897945 0.2844537
Moved 703.9622 490.7052 500.1763 0.3025585 0.2885192
Moved 703.9929 495.1884 502 0.3129362 0.2932098
Moved 704.0236 499.7322 502 0.3234542 0.2932098
Stationary 704.0544 500 502 0.324074 0.2932098
Moved 704.0851 501.4984 502 0.3275425 0.2932098
Moved 704.1158 501 467.6618 0.3263889 0.2048915
Moved 704.1466 481.4065 433.3383 0.2810336 0.1166109
Moved 704.1773 463.6859 391.7148 0.2400137 0.009554443
Moved 704.2081 443.4335 338.874 0.1931331 -0.126353
Moved 704.2388 436.0461 306.2307 0.1760328 -0.2103121
Moved 704.2695 433.2794 293.1175 0.1696282 -0.2440394
Moved 704.3004 430.3676 271.5732 0.162888 -0.2994515
Moved 704.3311 428.9725 258.8626 0.1596586 -0.3321436
Moved 704.3618 428 246.8146 0.1574074 -0.3631313
Moved 704.3926 427 238.3103 0.1550926 -0.3850043
Moved 704.4233 426 231.0164 0.1527777 -0.4037646
Moved 704.454 425 226.8378 0.150463 -0.414512
Moved 704.4848 424 224 0.1481481 -0.4218107
Moved 704.5155 424 222.6921 0.1481481 -0.4251746
Moved 704.5463 424 219.9175 0.1481481 -0.432311
Moved 704.5771 423 219.119 0.1458333 -0.4343647
Moved 704.6078 423 218.3516 0.1458333 -0.4363386
Moved 704.6385 423 217.5 0.1458333 -0.4385288
Moved 704.6693 423 218 0.1458333 -0.4372429
Moved 704.7 422 217 0.1435185 -0.4398148
Stationary 704.7307 422 217 0.1435185 -0.4398148
Moved 704.7615 422 216 0.1435185 -0.4423869
Ended 704.7922 422 216 0.1435185 -0.4423869
Began 705.2842 489 496 0.2986111 0.2777777
Stationary 705.3149 489 496 0.2986111 0.2777777
Moved 705.3457 482.6782 496 0.2839773 0.2777777
Moved 705.3764 474.7544 486.8362 0.265635 0.2542084
Moved 705.4072 458.6861 477.3431 0.2284401 0.2297917
Moved 705.4379 435.9536 461.5159 0.1758185 0.1890841
Moved 705.4687 396.6413 434.6854 0.08481771 0.1200754
Moved 705.4994 360.6852 413.4769 0.001586179 0.06552684
Moved 705.5302 306.067 380.0391 -0.124845 -0.02047574
Moved 705.5609 292.2942 371.7766 -0.1567263 -0.04172705
Moved 705.5916 271.1795 359.453 -0.205603 -0.07342334
Moved 705.6224 258.3668 352.9112 -0.235262 -0.09024906
Moved 705.6531 251.4185 348.7093 -0.2513461 -0.1010563
Moved 705.6838 247.9487 347 -0.259378 -0.1054527
Ended 705.7146 248 346 -0.2592593 -0.1080248
Began 707.6515 451 522 0.2106482 0.3446501
Stationary 707.6822 451 522 0.2106482 0.3446501
Stationary 707.713 451 522 0.2106482 0.3446501
Stationary 707.7437 451 522 0.2106482 0.3446501
Stationary 707.7745 451 522 0.2106482 0.3446501
Stationary 707.8052 451 522 0.2106482 0.3446501
Moved 707.836 437.6918 509.6918 0.1798422 0.3129933
Moved 707.8666 431.8029 502.803 0.1662105 0.295275
Moved 707.8975 421.6726 495.5045 0.1427607 0.2765031
Moved 707.9282 412.6229 487.2172 0.1218123 0.2551881
Moved 707.9589 401.5058 477.8793 0.09607822 0.231171
Moved 707.9896 382.0974 463.278 0.05115141 0.1936161
Moved 708.0204 374.0009 457.1435 0.03240943 0.1778381
Moved 708.0511 348.6924 438.1283 -0.02617498 0.1289307
Moved 708.0819 330.9811 426.4178 -0.06717344 0.09881106
Moved 708.1127 321.3087 418.8907 -0.08956318 0.07945127
Moved 708.1433 295.9592 400.3062 -0.1482425 0.03165159
Moved 708.1741 280.8487 389.2789 -0.1832207 0.003289391
Moved 708.2048 266.5222 378.4177 -0.2163839 -0.02464585
Moved 708.2356 255.3869 369.0402 -0.24216 -0.04876509
Moved 708.2664 247.2116 362.2115 -0.2610843 -0.0663284
Moved 708.2971 239.3985 355.3984 -0.2791702 -0.08385175
Moved 708.3278 236.5871 352.5872 -0.2856779 -0.09108249
Moved 708.3586 231.0634 348.0317 -0.2984644 -0.1027992
Moved 708.3893 227.2805 344.2805 -0.307221 -0.1124473
Moved 708.42 223.5224 341.5224 -0.3159203 -0.1195411
Moved 708.4508 221.1212 340 -0.3214786 -0.1234569
Moved 708.4816 218.5 338.5 -0.3275463 -0.127315
Moved 708.5123 217.9919 337.9918 -0.3287225 -0.1286219
Moved 708.543 216.6404 338 -0.3318509 -0.1286009
Moved 708.5738 214.6972 337 -0.3363492 -0.1311728
Moved 708.6046 213.8775 337 -0.3382465 -0.1311728
Stationary 708.6353 213.8775 337 -0.3382465 -0.1311728
Moved 708.666 212.8734 337 -0.3405709 -0.1311728
Stationary 708.6968 212.8734 337 -0.3405709 -0.1311728
Moved 708.7275 211.9586 337 -0.3426885 -0.1311728
Stationary 708.7582 212 337 -0.3425926 -0.1311728
Stationary 708.7891 212 337 -0.3425926 -0.1311728
Stationary 708.8198 212 337 -0.3425926 -0.1311728
Stationary 708.8505 212 337 -0.3425926 -0.1311728
Stationary 708.8812 212 337 -0.3425926 -0.1311728
Stationary 708.912 212 337 -0.3425926 -0.1311728
Moved 708.9427 220.4618 346.7309 -0.3230052 -0.1061449
Moved 708.9734 224.9957 350.9957 -0.31251 -0.09517583
Moved 709.0043 230.782 354.8547 -0.2991157 -0.08525039
Moved 709.035 248.2603 368.2877 -0.2586566 -0.05070031
Moved 709.0657 272.3345 386.4676 -0.2029295 -0.003941461
Moved 709.0965 296.796 405.2572 -0.1463055 0.04438569
Moved 709.1272 321.5975 422.065 -0.08889462 0.08761571
Moved 709.158 350.9395 444.7576 -0.02097343 0.1459815
Moved 709.1887 377.4569 462.9713 0.04040957 0.1928273
Moved 709.2194 396.4436 475.6821 0.08436024 0.2255196
Moved 709.2502 410.7835 485.0701 0.1175545 0.2496658
Moved 709.2809 423.4712 494.3534 0.1469242 0.2735426
Moved 709.3116 432.7702 500.7702 0.1684496 0.2900467
Moved 709.3424 438 504.5 0.1805556 0.2996398
Moved 709.3732 441.1244 507.1244 0.1877879 0.3063898
Stationary 709.4039 441 507 0.1875 0.3060699
Stationary 709.4346 441 507 0.1875 0.3060699
Moved 709.4654 430.243 507 0.1625996 0.3060699
Moved 709.4962 404.479 490.6723 0.1029608 0.2640748
Moved 709.5269 376.0231 477.1944 0.03709048 0.2294094
Moved 709.5576 347.1651 461.1797 -0.02971033 0.1882193
Moved 709.5884 320.2145 445.2918 -0.09209598 0.1473554
Moved 709.6191 273.5103 415.2835 -0.2002076 0.07017355
Moved 709.6498 258.6142 404.5376 -0.2346894 0.04253489
Moved 709.6806 238.4764 388.5512 -0.2813045 0.001417717
Moved 709.7113 216 372.5 -0.3333333 -0.03986633
Moved 709.7421 203.6061 360.8849 -0.3620228 -0.06974059
Moved 709.7728 192.9145 350.9145 -0.3867719 -0.09538454
Moved 709.8035 187 345 -0.4004629 -0.1105968
Moved 709.8343 182.7877 340.7877 -0.4102137 -0.121431
Moved 709.8651 181.031 338.031 -0.4142801 -0.1285212
Moved 709.8958 181 336.6409 -0.4143519 -0.1320966
Stationary 709.9265 181 336.6409 -0.4143519 -0.1320966
Moved 709.9573 226.0688 354.6166 -0.3100258 -0.08586279
Moved 709.988 268.2874 368.8218 -0.2122978 -0.04932662
Moved 710.0188 315.447 376.9309 -0.1031319 -0.02846988
Moved 710.0496 368.5517 383.796 0.0197955 -0.01081294
Moved 710.0803 413.0287 385 0.1227516 -0.007716127
Moved 710.111 446.1222 385 0.199357 -0.007716127
Moved 710.1418 474.3744 374.6042 0.2647556 -0.03445409
Moved 710.1725 500.819 369.3976 0.32597 -0.04784556
Moved 710.2032 522.5792 368 0.3763407 -0.05144041
Moved 710.234 533.2394 368 0.4010172 -0.05144041
Moved 710.2647 536 368 0.4074074 -0.05144041
Stationary 710.2955 536 368 0.4074074 -0.05144041
Moved 710.3262 536 375.351 0.4074074 -0.0325334
Moved 710.3569 515.8441 388.1559 0.3607502 0.0004008964
Moved 710.3877 498.3486 401.2385 0.3202515 0.03404966
Moved 710.4185 466.51 423.3267 0.2465508 0.09086067
Moved 710.4492 437.9033 443.6677 0.1803318 0.1431781
Moved 710.48 415.0079 459.2812 0.1273332 0.1833363
Moved 710.5106 400.75 468.15 0.09432881 0.2061469
Moved 710.5414 390.5777 473.6149 0.0707816 0.2202028
Moved 710.5722 386.4288 476.5712 0.06117781 0.2278064
Moved 710.6029 385 478 0.05787035 0.2314814
Ended 710.6336 385 478 0.05787035 0.2314814
Began 711.6483 342 357 -0.04166668 -0.07973259
Stationary 711.679 342 357 -0.04166668 -0.07973259
Stationary 711.7097 342 357 -0.04166668 -0.07973259
Stationary 711.7404 342 357 -0.04166668 -0.07973259
Moved 711.7712 331.4914 357 -0.06599207 -0.07973259
Moved 711.802 314.627 357 -0.1050302 -0.07973259
Moved 711.8327 305.2585 357 -0.1267166 -0.07973259
Moved 711.8635 281.6749 350.9454 -0.181308 -0.09530503
Moved 711.8942 253.2439 345.1353 -0.2471207 -0.1102489
Moved 711.9249 228.3869 342.8208 -0.3046599 -0.1162016
Moved 711.9556 210.3918 343 -0.3463153 -0.1157408
Moved 711.9864 197.9952 343 -0.3750111 -0.1157408
Moved 712.0172 187.7583 342 -0.3987077 -0.1183128
Moved 712.0479 182.3503 342 -0.4112262 -0.1183128
Moved 712.0787 179.4256 342 -0.4179963 -0.1183128
Moved 712.1094 179 342 -0.4189815 -0.1183128
Stationary 712.1401 179 342 -0.4189815 -0.1183128
Stationary 712.1709 179 342 -0.4189815 -0.1183128
Stationary 712.2016 179 342 -0.4189815 -0.1183128
Moved 712.2324 193.8779 342 -0.3845419 -0.1183128
Moved 712.2631 203.4182 342 -0.3624579 -0.1183128
Moved 712.2938 211.6335 342 -0.3434409 -0.1183128
Moved 712.3246 217.4346 350.7173 -0.3300126 -0.09589183
Moved 712.3553 223.749 353.3745 -0.3153958 -0.0890574
Moved 712.3861 231 358 -0.2986111 -0.07716057
Moved 712.4169 233.7873 359.7874 -0.292159 -0.07256339
Moved 712.4476 239.7855 364.5237 -0.2782742 -0.06038147
Moved 712.4783 250.4247 377.4247 -0.2536465 -0.02719989
Moved 712.509 262.3109 393.1732 -0.2261321 0.01330537
Moved 712.5398 272.8978 407.163 -0.2016255 0.04928742
Moved 712.5706 282.2166 420.379 -0.1800542 0.08327911
Moved 712.6013 296.0102 438.6143 -0.1481245 0.1301807
Moved 712.6321 312.9689 457.9689 -0.1088683 0.1799612
Moved 712.6628 328.6859 474.686 -0.07248625 0.2229577
Moved 712.6935 340.2281 488.0352 -0.04576822 0.257292
Moved 712.7243 349.648 499.1973 -0.02396295 0.2860012
Moved 712.7551 355.6213 506.6213 -0.01013577 0.3050959
Moved 712.7858 358.8161 509.816 -0.002740572 0.3133128
Moved 712.8165 359 511.2596 -0.002314796 0.3170257
Stationary 712.8473 359 511 -0.002314796 0.3163579
Stationary 712.8781 359 511 -0.002314796 0.3163579
Moved 712.9088 339.6581 511 -0.04708787 0.3163579
Moved 712.9395 308.4117 500.3529 -0.1194174 0.2889735
Moved 712.9703 285.1438 492.0719 -0.1732781 0.2676746
Moved 713.001 270.7879 487.2626 -0.2065095 0.2553051
Moved 713.0317 264.6288 484.8144 -0.2207668 0.2490081
Moved 713.0625 262.0575 484 -0.2267188 0.2469135
Moved 713.0932 261 482.3011 -0.2291666 0.2425439
Moved 713.124 261 480.7679 -0.2291666 0.2386006
Moved 713.1547 272.4424 476.223 -0.2026796 0.226911
Moved 713.1855 284.2695 472.3461 -0.1753021 0.2169394
Moved 713.2162 295.2554 469.5815 -0.1498717 0.2098289
Moved 713.2468 304.6447 469 -0.1281372 0.2083333
Ended 713.2777 320 469 -0.09259259 0.2083333
PhraseEnd 713.9848
