is there any indication of this
Moved 1409.138 191.9058 374 -0.389107 -0.03600823
Moved 1409.168 220.8646 364.2219 -0.3220727 -0.06115776
Moved 1409.199 255.5684 349.2355 -0.2417399 -0.09970307
Moved 1409.23 289.2708 331.9432 -0.1637251 -0.1441789
Moved 1409.261 318.4089 315.6714 -0.09627575 -0.1860302
Moved 1409.291 340.0578 299.2361 -0.04616241 -0.2283022
Moved 1409.322 361.1462 285.345 0.002653301 -0.2640303
Moved 1409.353 377.8589 273.4564 0.04134019 -0.294608
Moved 1409.384 392.842 263.2948 0.07602314 -0.3207439
Moved 1409.414 404.7323 255.7008 0.103547 -0.3402758
Moved 1409.445 413.6314 248.3687 0.1241467 -0.3591342
Moved 1409.476 419.6491 244.3508 0.1380766 -0.3694681
Moved 1409.507 423.7 241.2999 0.1474537 -0.377315
Moved 1409.537 426.5 239.5 0.1539352 -0.3819445
Moved 1409.568 428.4423 237.5577 0.1584312 -0.38694
Moved 1409.599 430.5 237 0.1631944 -0.3883744
Moved 1409.63 432 235.1198 0.1666667 -0.3932106
Moved 1409.66 434.5 233.5 0.1724537 -0.3973766
Moved 1409.691 435.0784 234 0.1737925 -0.3960905
Stationary 1409.722 435.0784 234 0.1737925 -0.3960905
Moved 1409.752 435 255.1213 0.1736111 -0.3417661
Moved 1409.783 418.6166 290.5613 0.1356865 -0.2506139
Moved 1409.814 399.2674 333.8849 0.09089679 -0.1391849
Moved 1409.845 387.0388 362.5761 0.06258984 -0.06539074
Moved 1409.875 376.1374 392.5879 0.03735502 0.01180005
Moved 1409.906 370.3882 421.6711 0.0240467 0.08660249
Moved 1409.937 365.7438 449.6528 0.01329591 0.1585719
Moved 1409.968 362.5085 472.4238 0.005806585 0.2171394
Moved 1409.998 361 491.5842 0.002314846 0.2664201
Moved 1410.029 361 501.5258 0.002314846 0.2919901
Moved 1410.06 361 507.5062 0.002314846 0.3073719
Ended 1410.091 361 508 0.002314846 0.3086419
Began 1411.105 458 526 0.2268519 0.3549381
Stationary 1411.135 458 526 0.2268519 0.3549381
Stationary 1411.166 458 526 0.2268519 0.3549381
Stationary 1411.197 458 526 0.2268519 0.3549381
Stationary 1411.228 458 526 0.2268519 0.3549381
Stationary 1411.258 458 526 0.2268519 0.3549381
Stationary 1411.289 458 526 0.2268519 0.3549381
Stationary 1411.32 458 526 0.2268519 0.3549381
Stationary 1411.351 458 526 0.2268519 0.3549381
Stationary 1411.381 458 526 0.2268519 0.3549381
Stationary 1411.412 458 526 0.2268519 0.3549381
Moved 1411.443 458 509.8909 0.2268519 0.3135054
Moved 1411.474 445.1 482.35 0.1969908 0.2426698
Moved 1411.504 436.9508 451.5027 0.1781269 0.1633299
Moved 1411.535 431.0723 423.6503 0.1645192 0.09169304
Moved 1411.566 424.696 394.0161 0.1497592 0.01547346
Moved 1411.597 421 362.4554 0.1412037 -0.06570125
Moved 1411.627 418.4773 342.3412 0.1353641 -0.1174353
Moved 1411.658 418 323.9185 0.1342593 -0.1648186
Moved 1411.689 417 303.6843 0.1319444 -0.2168614
Moved 1411.72 417 287.1128 0.1319444 -0.2594835
Moved 1411.75 417 274.5 0.1319444 -0.2919239
Moved 1411.781 417 259.6635 0.1319444 -0.3300836
Moved 1411.812 417 252.7771 0.1319444 -0.3477956
Moved 1411.843 417 246.1555 0.1319444 -0.3648264
Moved 1411.873 417 242.3062 0.1319444 -0.374727
Moved 1411.904 417 238.6694 0.1319444 -0.3840807
Moved 1411.935 416 235.7898 0.1296297 -0.3914872
Moved 1411.965 413.9256 234 0.1248278 -0.3960905
Moved 1411.996 407.064 233 0.1089445 -0.3986626
Moved 1412.027 393.3987 236.6418 0.07731179 -0.3892957
Moved 1412.058 376.5842 249.6105 0.03838937 -0.3559402
Moved 1412.088 361.3509 261.6992 0.003127058 -0.3248478
Moved 1412.119 340.1594 283.6473 -0.04592726 -0.2683968
Moved 1412.15 318.2245 303.7755 -0.09670252 -0.2166267
Moved 1412.181 298.555 324.0007 -0.1422339 -0.1646074
Moved 1412.211 282.5562 340.4438 -0.1792681 -0.1223153
Moved 1412.242 265.3831 357.6807 -0.2190205 -0.07798167
Moved 1412.273 253.7645 369.2355 -0.2459154 -0.04826275
Moved 1412.304 246.5 378.5 -0.2627315 -0.02443423
Moved 1412.334 243.7756 381.2244 -0.269038 -0.01742689
Moved 1412.365 242 384.0994 -0.2731481 -0.01003242
Moved 1412.396 241 386.5 -0.275463 -0.003858064
Moved 1412.426 240 388.3682 -0.2777777 0.0009468455
Moved 1412.457 240 391.3724 -0.2777777 0.008673922
Moved 1412.488 240 394.2459 -0.2777777 0.01606455
Moved 1412.519 251.349 398.2327 -0.2515069 0.02631851
Moved 1412.549 261.4408 403.3763 -0.2281463 0.03954813
Moved 1412.58 275.4273 409.7137 -0.1957701 0.05584787
Moved 1412.611 291.2822 416.9128 -0.159069 0.07436422
Moved 1412.642 308.8983 422.9491 -0.1182911 0.08988961
Moved 1412.672 328.8371 432.4186 -0.07213637 0.1142453
Moved 1412.703 350.0459 443.8834 -0.02304181 0.1437328
Moved 1412.734 368.6423 456.4282 0.02000531 0.1759982
Moved 1412.765 387.9961 468.5534 0.06480585 0.2071846
Moved 1412.795 413.8453 483.8969 0.1246419 0.2466482
Moved 1412.826 435.9096 504.0459 0.1757167 0.2984719
Moved 1412.857 449 516 0.2060185 0.329218
Moved 1412.888 461.072 524.804 0.2339629 0.3518621
Moved 1412.918 468.442 531.4421 0.2510233 0.3689353
Moved 1412.949 472.0227 534.0227 0.2593119 0.3755727
Moved 1412.98 474.5375 536 0.2651331 0.3806583
Moved 1413.01 476 538.406 0.2685185 0.3868466
Moved 1413.041 478.2806 539 0.2737978 0.3883744
Moved 1413.072 478 540.5 0.2731481 0.3922324
Moved 1413.103 479 541.5 0.275463 0.3948044
Moved 1413.133 479 541 0.275463 0.3935184
Moved 1413.164 479 542.04 0.275463 0.3961934
Stationary 1413.195 479 542 0.275463 0.3960905
Stationary 1413.226 479 542 0.275463 0.3960905
Stationary 1413.256 479 542 0.275463 0.3960905
Moved 1413.287 471.3653 542 0.25779 0.3960905
Moved 1413.318 464.4376 531.5782 0.2417537 0.3692854
Moved 1413.349 450.8931 515.8664 0.2104007 0.3288744
Moved 1413.379 434.656 495.7653 0.1728148 0.277174
Moved 1413.41 421.5 474.5 0.1423611 0.2224794
Moved 1413.441 403.1657 446.9429 0.09992073 0.1516021
Moved 1413.472 385.0843 407.9855 0.05806555 0.05140304
Moved 1413.502 365.5777 362.9745 0.01291136 -0.0643661
Moved 1413.533 351.9449 326.5726 -0.01864602 -0.1579922
Moved 1413.564 342.0722 295.2887 -0.04149958 -0.2384551
Moved 1413.594 337.6812 275.45 -0.05166377 -0.2894807
Moved 1413.625 332.8067 258.0336 -0.06294747 -0.3342759
Moved 1413.656 330 245.8683 -0.06944443 -0.3655651
Moved 1413.687 327.35 235.0499 -0.07557873 -0.3933901
Moved 1413.717 324.4811 226.4434 -0.08221964 -0.4155263
Moved 1413.748 320.9566 217.8698 -0.09037823 -0.4375778
Moved 1413.779 317.07 207.28 -0.09937499 -0.4648147
Moved 1413.81 312.3865 198.5797 -0.1102165 -0.4871921
Moved 1413.84 308.3159 190.6317 -0.1196392 -0.5076345
Moved 1413.871 304.6233 185.6233 -0.1281867 -0.5205163
Moved 1413.902 301.937 181.937 -0.134405 -0.5299973
Moved 1413.933 298.0618 180 -0.1433755 -0.5349795
Moved 1413.963 294 180 -0.1527778 -0.5349795
Moved 1413.994 285.9071 180 -0.1715113 -0.5349795
Moved 1414.025 268.3335 205.9047 -0.212191 -0.4683522
Moved 1414.056 249.2564 232.9915 -0.2563509 -0.3986846
Moved 1414.086 231.1522 262.6956 -0.2982588 -0.322285
Moved 1414.117 215.4304 293.6253 -0.3346519 -0.2427333
Moved 1414.148 202.0832 317.0669 -0.3655482 -0.1824412
Moved 1414.178 192.2328 337.5344 -0.38835 -0.1297985
Moved 1414.209 184.3576 351.2849 -0.4065798 -0.09443188
Moved 1414.24 180.3083 360.0751 -0.415953 -0.07182337
Moved 1414.271 178 365.5677 -0.4212963 -0.0576962
Moved 1414.301 177 368.0802 -0.4236111 -0.05123405
Moved 1414.332 177 369.9819 -0.4236111 -0.04634292
Moved 1414.363 177 371.4169 -0.4236111 -0.04265192
Moved 1414.394 177 376.438 -0.4236111 -0.02973776
Moved 1414.424 199.208 387.5456 -0.3722036 -0.00116882
Moved 1414.455 227.8681 405.5787 -0.305861 0.04521264
Moved 1414.486 261.58 426.6946 -0.227824 0.09952297
Moved 1414.517 284.5 443.5 -0.1747685 0.1427468
Moved 1414.547 307.1664 461.7706 -0.1223 0.189739
Moved 1414.578 322.0226 475.2783 -0.08791059 0.224481
Moved 1414.609 337.6487 490.6487 -0.05173912 0.264014
Moved 1414.64 346.9536 500.9536 -0.03019999 0.2905184
Moved 1414.67 353.0412 508.5206 -0.0161084 0.3099808
Moved 1414.701 357.821 513.821 -0.005043944 0.3236136
Moved 1414.732 359.2638 515.2638 -0.001704196 0.3273245
Moved 1414.762 359.8344 516 -0.0003833075 0.329218
Moved 1414.793 361.3524 517.3524 0.003130635 0.3326965
Moved 1414.824 361.5803 518 0.003658036 0.3343621
Moved 1414.855 362.5 518 0.005787015 0.3343621
Moved 1414.885 363.165 519.165 0.007326305 0.3373584
Moved 1414.916 372.5039 520.876 0.02894412 0.3417591
Moved 1414.947 389.2828 523.7547 0.06778429 0.3491632
Moved 1414.978 411.2974 526.5105 0.1187439 0.3562512
Moved 1415.008 431.8871 527 0.1664052 0.3575102
Moved 1415.039 443.9963 529 0.194436 0.3626543
Moved 1415.07 452.3134 530 0.2136883 0.3652262
Moved 1415.101 457.85 530 0.2265046 0.3652262
Moved 1415.131 461.2917 530 0.2344715 0.3652262
Moved 1415.162 464.1631 530 0.2411184 0.3652262
Moved 1415.193 466.6841 530 0.2469539 0.3652262
Moved 1415.224 469.5 530 0.2534722 0.3652262
Moved 1415.254 471.4268 530 0.2579325 0.3652262
Moved 1415.285 473 530 0.2615741 0.3652262
Moved 1415.316 475.5 530 0.2673611 0.3652262
Moved 1415.346 476.1554 530 0.2688783 0.3652262
Moved 1415.377 477 530 0.2708333 0.3652262
Moved 1415.408 478 530 0.2731481 0.3652262
Stationary 1415.439 478 530 0.2731481 0.3652262
Stationary 1415.469 478 530 0.2731481 0.3652262
Stationary 1415.5 478 530 0.2731481 0.3652262
Moved 1415.531 478 501.844 0.2731481 0.2928085
Moved 1415.562 462.5295 473.4318 0.2373369 0.2197318
Moved 1415.592 453.917 440.6678 0.2174004 0.1354625
Moved 1415.623 443.2682 406.8047 0.1927506 0.04836604
Moved 1415.654 429.1773 356.1649 0.1601326 -0.08188035
Moved 1415.685 421.3493 324.0961 0.1420123 -0.164362
Moved 1415.715 415.8032 295.2285 0.129174 -0.2386099
Moved 1415.746 413.2912 278.0383 0.1233592 -0.2828234
Moved 1415.777 413 259.0482 0.1226852 -0.3316662
Moved 1415.807 413 246.5953 0.1226852 -0.3636952
Moved 1415.838 413 238.3138 0.1226852 -0.3849954
Moved 1415.869 413 231.1758 0.1226852 -0.4033546
Moved 1415.9 413 225.2153 0.1226852 -0.4186848
Moved 1415.931 413 220.6815 0.1226852 -0.430346
Moved 1415.961 413 216.7062 0.1226852 -0.4405706
Moved 1415.992 413 213.9287 0.1226852 -0.4477142
Moved 1416.023 413 212.6266 0.1226852 -0.4510634
Moved 1416.053 413 210.5 0.1226852 -0.456533
Moved 1416.084 413 209.9036 0.1226852 -0.458067
Moved 1416.115 413 208.804 0.1226852 -0.4608952
Moved 1416.146 413 207.9319 0.1226852 -0.4631381
Stationary 1416.176 413 207.9319 0.1226852 -0.4631381
Stationary 1416.207 413 208 0.1226852 -0.462963
Moved 1416.238 413 207 0.1226852 -0.465535
Moved 1416.269 413 205.6266 0.1226852 -0.4690674
Stationary 1416.299 413 205.6266 0.1226852 -0.4690674
Stationary 1416.33 413 206 0.1226852 -0.4681071
Moved 1416.361 413 205 0.1226852 -0.470679
Ended 1416.391 413 205 0.1226852 -0.470679
Began 1417.129 497 503 0.3171296 0.2957818
Stationary 1417.16 497 503 0.3171296 0.2957818
Stationary 1417.191 497 503 0.3171296 0.2957818
Stationary 1417.221 497 503 0.3171296 0.2957818
Stationary 1417.252 497 503 0.3171296 0.2957818
Stationary 1417.283 497 503 0.3171296 0.2957818
Stationary 1417.314 497 503 0.3171296 0.2957818
Stationary 1417.344 497 503 0.3171296 0.2957818
Moved 1417.375 483.0457 503 0.2848279 0.2957818
Moved 1417.406 464.0942 492.981 0.2409588 0.2700126
Moved 1417.437 438.2276 482.1138 0.1810823 0.2420621
Moved 1417.467 406.1382 465.7773 0.1068014 0.2000446
Moved 1417.498 369.4153 442.0825 0.02179474 0.1391008
Moved 1417.529 332.7006 420.0754 -0.06319299 0.08249836
Moved 1417.559 303.5259 399.9681 -0.130727 0.03078221
Moved 1417.59 278.9071 383.9381 -0.187715 -0.01044733
Moved 1417.621 259.6648 373.3324 -0.2322573 -0.03772531
Moved 1417.652 246.327 365.7452 -0.2631319 -0.05723961
Moved 1417.682 236.0325 362.0081 -0.2869617 -0.06685154
Moved 1417.713 229.28 359.14 -0.3025926 -0.07422844
Moved 1417.744 225.2765 357.2764 -0.31186 -0.0790216
Moved 1417.775 223 357 -0.3171296 -0.07973259
Ended 1417.805 223 357 -0.3171296 -0.07973259
Began 1419.004 334 514 -0.06018519 0.324074
Stationary 1419.035 334 514 -0.06018519 0.324074
Stationary 1419.066 334 514 -0.06018519 0.324074
Stationary 1419.096 334 514 -0.06018519 0.324074
Stationary 1419.127 334 514 -0.06018519 0.324074
Stationary 1419.158 334 514 -0.06018519 0.324074
Stationary 1419.188 334 514 -0.06018519 0.324074
Stationary 1419.219 334 514 -0.06018519 0.324074
Stationary 1419.25 334 514 -0.06018519 0.324074
Moved 1419.281 334 499.8547 -0.06018519 0.287692
Moved 1419.311 347.9937 478.4114 -0.0277924 0.2325394
Moved 1419.342 360.6067 458.5507 0.001404285 0.1814573
Moved 1419.373 371.1937 439.4111 0.02591133 0.1322301
Moved 1419.404 382.3405 417.319 0.05171418 0.07540875
Moved 1419.434 390 398 0.06944448 0.02572008
Moved 1419.465 396.2393 383.5214 0.08388728 -0.01151905
Moved 1419.496 399.982 372.0722 0.09255081 -0.04096655
Moved 1419.527 402.8557 364.2887 0.0992029 -0.06098586
Moved 1419.557 405.2896 359.4207 0.1048371 -0.07350647
Moved 1419.588 406 356.7302 0.1064815 -0.08042661
Moved 1419.619 408.1538 356 0.1114671 -0.0823046
Moved 1419.65 426.1112 398.3151 0.1530352 0.02653043
Moved 1419.68 442.0987 454.3948 0.1900433 0.1707685
Moved 1419.711 459.3179 511.2949 0.2299027 0.3171163
Moved 1419.742 466.3403 528.2167 0.2461581 0.3606397
Moved 1419.772 472.7199 544.4398 0.2609257 0.4023656
Moved 1419.803 475.6861 553.3721 0.2677919 0.4253397
Moved 1419.834 477 557.5646 0.2708333 0.4361229
Moved 1419.865 477 559 0.2708333 0.4398148
Stationary 1419.896 477 559 0.2708333 0.4398148
Moved 1419.926 444.4422 542.4653 0.195468 0.3972872
Moved 1419.957 383.1055 500.0703 0.05348494 0.2882466
Moved 1419.988 325.5 455.5 -0.07986113 0.173611
Moved 1420.018 280.4172 418.7401 -0.1842195 0.07906384
Moved 1420.049 252.6835 394.723 -0.2484179 0.01729168
Moved 1420.08 234.4724 374.6613 -0.2905732 -0.03430732
Moved 1420.111 226.0078 365.6771 -0.3101671 -0.05741496
Moved 1420.141 224 363 -0.3148148 -0.06430049
Ended 1420.172 224 362 -0.3148148 -0.06687243
PhraseEnd 1421.402
