the collapse of the Roman empire
Moved 458.9287 519 400.793 0.3680556 0.03290381
Moved 458.9594 519 398.9189 0.3680556 0.02808343
Moved 458.9901 519 398 0.3680556 0.02572008
Moved 459.0209 519 395.516 0.3680556 0.01933113
Moved 459.0516 519 395 0.3680556 0.01800408
Moved 459.0823 519 392.8843 0.3680556 0.01256256
Moved 459.113 519 391.6747 0.3680556 0.009451422
Moved 459.1438 509.6479 390 0.3464073 0.005143954
Moved 459.1745 499.7984 390 0.3236073 0.005143954
Moved 459.2052 482.4068 389 0.2833489 0.002572016
Moved 459.2359 449.3374 389 0.2067995 0.002572016
Moved 459.2666 414.8199 398.6967 0.126898 0.02751193
Moved 459.2974 384.0686 402.4421 0.05571445 0.03714526
Moved 459.3281 360.0397 404 9.189049E-05 0.04115226
Moved 459.3588 327.9427 404 -0.07420669 0.04115226
Moved 459.3895 306.1631 404 -0.1246224 0.04115226
Moved 459.4203 285.0479 404 -0.1735003 0.04115226
Moved 459.451 269.5955 394.1948 -0.2092696 0.01593291
Moved 459.4817 253.6521 394.7304 -0.2461757 0.01731068
Moved 459.5124 243.378 391.8445 -0.2699583 0.009888032
Moved 459.5431 233.9911 389.4955 -0.2916873 0.003846525
Moved 459.5739 224.8484 387.4621 -0.312851 -0.001383613
Moved 459.6046 216.7741 387 -0.3315415 -0.002572055
Moved 459.6353 211.7144 386 -0.3432536 -0.005144111
Moved 459.666 207.1567 386 -0.3538038 -0.005144111
Moved 459.6967 204.2872 384.2872 -0.3604463 -0.009549459
Moved 459.7275 202.8482 384 -0.3637772 -0.01028807
Moved 459.7582 202 382.7676 -0.3657407 -0.01345795
Moved 459.7889 201 383 -0.3680556 -0.01286016
Moved 459.8197 200.1193 383 -0.3700942 -0.01286016
Stationary 459.8503 200 383 -0.3703704 -0.01286016
Moved 459.8811 200 381.9076 -0.3703704 -0.01566985
Stationary 459.9118 200 382 -0.3703704 -0.01543218
Stationary 459.9426 200 382 -0.3703704 -0.01543218
Stationary 459.9733 200 382 -0.3703704 -0.01543218
Stationary 460.0039 200 382 -0.3703704 -0.01543218
Moved 460.0346 207.3821 382 -0.3532821 -0.01543218
Moved 460.0654 210.1721 382 -0.3468237 -0.01543218
Moved 460.0962 213.7729 382 -0.3384886 -0.01543218
Moved 460.1269 217.5644 382 -0.3297119 -0.01543218
Moved 460.1576 221.871 382 -0.319743 -0.01543218
Moved 460.1884 224.3191 382 -0.3140762 -0.01543218
Moved 460.2191 226.8819 382 -0.3081437 -0.01543218
Moved 460.2498 229.7558 382 -0.3014912 -0.01543218
Moved 460.2805 231.6338 382 -0.297144 -0.01543218
Moved 460.3112 233 382 -0.2939815 -0.01543218
Moved 460.3419 235.0247 381 -0.2892948 -0.01800419
Moved 460.3727 236.9215 380 -0.284904 -0.02057613
Moved 460.4034 238.7895 379 -0.2805798 -0.02314815
Moved 460.4341 240.2188 378 -0.2772713 -0.02572024
Moved 460.4648 242 374.827 -0.2731481 -0.03388111
Moved 460.4955 245.0382 371.9619 -0.2661154 -0.04125037
Moved 460.5263 247.5 369.5 -0.2604167 -0.04758238
Moved 460.557 249.461 367.539 -0.2558774 -0.05262618
Moved 460.5878 250 364.6628 -0.2546296 -0.06002355
Moved 460.6185 252.2124 364 -0.2495082 -0.06172839
Moved 460.6492 253 362.1959 -0.2476852 -0.06636859
Moved 460.6799 254 360.5 -0.2453704 -0.07073053
Moved 460.7107 255.0196 361 -0.2430101 -0.06944452
Moved 460.7414 257.3438 360 -0.2376301 -0.07201654
Moved 460.7721 258.5 360 -0.2349537 -0.07201654
Moved 460.8028 261.7983 358.2017 -0.2273187 -0.07664182
Moved 460.8335 267.3424 358 -0.2144852 -0.07716057
Moved 460.8642 274.5 358 -0.1979167 -0.07716057
Moved 460.895 278.1719 358 -0.1894168 -0.07716057
Moved 460.9257 283.9105 358 -0.1761331 -0.07716057
Moved 460.9564 288.6715 358 -0.1651123 -0.07716057
Moved 460.9871 293.5033 358 -0.1539275 -0.07716057
Moved 461.0179 299.4219 358 -0.1402271 -0.07716057
Moved 461.0486 304.099 358 -0.1294005 -0.07716057
Moved 461.0793 309.9233 358 -0.1159182 -0.07716057
Moved 461.11 315.0151 358 -0.1041316 -0.07716057
Moved 461.1407 320.7694 358 -0.09081151 -0.07716057
Moved 461.1715 326.5087 358 -0.07752617 -0.07716057
Moved 461.2022 330.6711 357.1644 -0.06789088 -0.07930967
Moved 461.2329 335.6505 357 -0.05636469 -0.07973259
Moved 461.2636 338.525 355.475 -0.04971067 -0.08365497
Moved 461.2943 341.3968 355 -0.04306297 -0.08487654
Moved 461.3251 342.5 353.5 -0.04050925 -0.08873464
Moved 461.3558 344.8434 353 -0.03508468 -0.09002065
Moved 461.3865 345.7207 353 -0.033054 -0.09002065
Moved 461.4173 346 352 -0.03240739 -0.09259266
Moved 461.448 347 352 -0.0300926 -0.09259266
Moved 461.4787 348 351 -0.0277778 -0.09516476
Moved 461.5095 349.8756 351 -0.023436 -0.09516476
Moved 461.5401 351.2787 351 -0.02018824 -0.09516476
Moved 461.5708 356.5139 351 -0.008069625 -0.09516476
Moved 461.6016 364.4022 361.4022 0.01019021 -0.06841
Moved 461.6323 371.9871 367.9871 0.02774785 -0.05147345
Moved 461.6631 383.2011 377.2011 0.05370627 -0.027775
Moved 461.6937 396.1263 388.701 0.08362561 0.001802876
Moved 461.7245 411.7969 402.4974 0.1199002 0.03728745
Moved 461.7552 422.5036 411.6277 0.1446842 0.06077075
Moved 461.7859 452.6071 437.5204 0.2143684 0.1273672
Moved 461.8167 515.2441 486.5411 0.3593613 0.2534494
Moved 461.8474 539.5302 507.0889 0.4155791 0.3062984
Moved 461.8781 553.0963 518.0963 0.4469821 0.3346096
Moved 461.9088 562.7739 524.7739 0.4693841 0.3517848
Moved 461.9395 566.7635 528.7635 0.4786193 0.3620461
Moved 461.9703 569 531.5 0.4837963 0.3690843
Moved 462.001 570 533.1805 0.4861112 0.3734066
Moved 462.0317 571 534.0284 0.4884259 0.3755873
Stationary 462.0624 571 534 0.4884259 0.3755144
Moved 462.0931 571 535.1 0.4884259 0.3783436
Stationary 462.1239 571 535.1 0.4884259 0.3783436
Stationary 462.1546 571 535.1 0.4884259 0.3783436
Stationary 462.1853 571 535.1 0.4884259 0.3783436
Moved 462.2156 562.5 535 0.46875 0.3780863
Moved 462.2468 560.5319 535 0.4641941 0.3780863
Moved 462.2775 558.5 535 0.4594907 0.3780863
Moved 462.3083 556.5 535 0.4548612 0.3780863
Moved 462.339 554.5 535 0.4502314 0.3780863
Moved 462.3697 552.5 535 0.4456018 0.3780863
Moved 462.4005 551 535 0.4421297 0.3780863
Moved 462.4311 548.9406 535 0.4373624 0.3780863
Moved 462.4619 546.067 535 0.4307105 0.3780863
Moved 462.4926 543.5 535 0.4247685 0.3780863
Moved 462.5233 541.5 535 0.4201389 0.3780863
Moved 462.554 538.7807 528 0.4138442 0.3600822
Moved 462.5847 535.9041 526.9041 0.4071854 0.3572635
Moved 462.6155 532.0321 526.0321 0.3982225 0.3550208
Moved 462.6462 529.6517 526 0.3927123 0.3549381
Moved 462.6769 523.302 524 0.3780138 0.3497942
Moved 462.7076 517.3092 520.7697 0.3641417 0.3414858
Moved 462.7383 511.7866 517.8933 0.3513579 0.3340876
Moved 462.7691 506.0499 515.35 0.3380784 0.3275461
Moved 462.7998 499.4178 511.9452 0.3227264 0.318789
Moved 462.8305 493.1981 508.599 0.3083289 0.3101826
Moved 462.8613 486.177 505.118 0.2920763 0.3012293
Moved 462.892 476.7827 498.587 0.2703304 0.2844316
Moved 462.9227 466.297 491.9728 0.2460579 0.2674196
Moved 462.9534 444.163 478.442 0.1948217 0.2326181
Moved 462.9841 404.9928 451.6619 0.1041501 0.1637393
Moved 463.0149 371.1194 431.0717 0.02573947 0.1107809
Moved 463.0456 339.4315 412.7808 -0.04761224 0.06373665
Moved 463.0763 314.5 399.5 -0.1053241 0.02957815
Moved 463.1071 293.001 391.4289 -0.1550902 0.008819133
Moved 463.1378 273.2044 387.8409 -0.2009157 -0.0004093343
Moved 463.1685 256.8518 386 -0.2387689 -0.005144111
Moved 463.1992 246.8253 386 -0.2619785 -0.005144111
Moved 463.2299 236.7763 398.6711 -0.2852401 0.02744631
Moved 463.2607 232.713 425.0175 -0.2946457 0.09520946
Moved 463.2914 261.9023 492.9574 -0.227078 0.269952
Moved 463.3221 297.509 545.6108 -0.144655 0.4053776
Ended 463.3528 381 623 0.04861106 0.6044238
Began 464.9504 509 528 0.3449074 0.3600822
Stationary 464.9812 509 528 0.3449074 0.3600822
Moved 465.0119 500.1349 528 0.3243863 0.3600822
Moved 465.0426 479.569 512.6348 0.2767802 0.3205627
Moved 465.0733 389.0743 456.4741 0.06730168 0.1761164
Moved 465.1041 336.794 414.1091 -0.05371764 0.06715299
Moved 465.1348 298.5491 377.5491 -0.1422474 -0.02687988
Ended 465.1655 269 349 -0.2106481 -0.1003086
Began 466.7324 352 525 -0.01851852 0.3523662
Stationary 466.763 352 525 -0.01851852 0.3523662
Stationary 466.7939 352 525 -0.01851852 0.3523662
Moved 466.8246 352 514.8962 -0.01851852 0.3263789
Moved 466.8552 357.8791 499.1209 -0.004909585 0.2858047
Moved 466.886 370.6472 467.7201 0.02464632 0.2050413
Moved 466.9167 385.1309 437.7382 0.05817334 0.1279274
Moved 466.9474 398.6907 410.196 0.08956174 0.05708843
Moved 466.9781 408.7838 395.4323 0.1129256 0.01911599
Moved 467.0089 415.5794 384.8412 0.128656 -0.008124559
Moved 467.0396 420.3354 379.3323 0.1396652 -0.02229337
Moved 467.0703 423.5 375.5 0.1469907 -0.03215028
Moved 467.1011 425 372.9111 0.150463 -0.03880881
Moved 467.1318 426.5 371.5 0.1539352 -0.04243827
Moved 467.1625 428 370.1548 0.1574074 -0.04589818
Moved 467.1932 429.1564 370 0.1600844 -0.04629637
Moved 467.2239 429 386.117 0.1597223 -0.004843135
Moved 467.2546 405.028 423.8226 0.1042314 0.09213616
Moved 467.2854 375.023 458.9747 0.03477554 0.182548
Moved 467.3161 344.7472 485.5475 -0.0353075 0.2508937
Moved 467.3468 314.972 501.7902 -0.1042314 0.2926703
Moved 467.3775 262.1345 516.2164 -0.2265406 0.3297745
Moved 467.4083 228.9997 516 -0.3032415 0.329218
Ended 467.439 223 516 -0.3171296 0.329218
Began 469.3438 296 530 -0.1481481 0.3652262
Stationary 469.3745 296 530 -0.1481481 0.3652262
Moved 469.4052 308.6601 512.2758 -0.1188424 0.3196394
Moved 469.436 340.4248 487.7819 -0.04531289 0.2566406
Moved 469.4667 383.4108 464.6953 0.05419165 0.1972614
Moved 469.4974 420.166 450.872 0.1392732 0.1617078
Moved 469.5281 451.4583 448 0.2117089 0.1543209
Moved 469.5589 478.446 448 0.2741804 0.1543209
Moved 469.5896 512.5845 474.3896 0.3532048 0.2221955
Moved 469.6203 529.6765 489.7411 0.3927696 0.2616798
Moved 469.651 537.6234 498.435 0.4111651 0.2840405
Moved 469.6818 540.3289 501.3289 0.4174279 0.2914836
Moved 469.7125 541 503.5 0.4189815 0.2970678
Moved 469.7432 541 504.3162 0.4189815 0.2991672
Stationary 469.774 541 504 0.4189815 0.2983539
Stationary 469.8047 541 504 0.4189815 0.2983539
Stationary 469.8354 541 504 0.4189815 0.2983539
Moved 469.8661 532.154 493.4726 0.3985046 0.2712772
Moved 469.8968 529.3924 484.981 0.392112 0.2494365
Moved 469.9276 521.9765 468.2784 0.3749456 0.2064773
Moved 469.9583 514.3495 452.2492 0.3572906 0.16525
Moved 469.989 506.7478 432.6607 0.3396939 0.114868
Moved 470.0197 500.141 411.4935 0.3244005 0.06042551
Moved 470.0504 495.2085 394.2512 0.3129827 0.01607813
Moved 470.0812 489.6768 374.369 0.3001779 -0.03505926
Moved 470.1119 485.3524 350.1145 0.2901676 -0.09744212
Moved 470.1426 483.923 342.6151 0.2868589 -0.1167307
Moved 470.1733 481.0547 326.2736 0.2802192 -0.1587613
Moved 470.2041 480 310.27 0.2777778 -0.199923
Moved 470.2348 478.6479 297.2397 0.274648 -0.2334371
Moved 470.2655 479 287.3241 0.275463 -0.2589401
Moved 470.2962 478 278.7584 0.2731481 -0.2809713
Moved 470.327 477 272.2712 0.2708333 -0.2976564
Moved 470.3576 476.4771 267.4771 0.269623 -0.3099868
Moved 470.3884 476 263.6046 0.2685185 -0.319947
Moved 470.4191 475 260.7323 0.2662037 -0.3273347
Moved 470.4499 474 259.1913 0.2638889 -0.331298
Moved 470.4806 473 258 0.2615741 -0.3343622
Moved 470.5113 470.5 256.5 0.2557871 -0.3382202
Moved 470.542 468.5645 257 0.2513068 -0.3369342
Moved 470.5728 463.1714 257 0.2388227 -0.3369342
Moved 470.6035 450.167 270.0275 0.2087198 -0.3034271
Moved 470.6342 431.8836 285.7572 0.1663972 -0.2629702
Moved 470.6649 391.0548 318.2846 0.07188608 -0.1793092
Moved 470.6956 376.9896 327.6063 0.03932774 -0.1553337
Moved 470.7264 350.288 348.8272 -0.02248148 -0.1007531
Moved 470.7571 324.2115 365.3943 -0.08284386 -0.05814226
Moved 470.7878 299.2737 374.4905 -0.1405701 -0.03474655
Moved 470.8185 270.0457 382.7386 -0.2082276 -0.01353252
Moved 470.8492 247.1314 386.1241 -0.2612699 -0.004824964
Moved 470.88 230.1961 387 -0.3004719 -0.002572055
Moved 470.9107 220.8864 387 -0.3220222 -0.002572055
Moved 470.9414 218 387 -0.3287037 -0.002572055
Moved 470.9722 216 387 -0.3333333 -0.002572055
Moved 471.0029 233.3467 375.4355 -0.2931789 -0.03231622
Moved 471.0336 283.4463 345.7769 -0.1772076 -0.1085986
Moved 471.0643 324.7722 321.0496 -0.08154581 -0.1721976
Moved 471.095 357.3935 299.9246 -0.006033629 -0.2265315
Moved 471.1258 371.7287 290.2171 0.02714972 -0.2514993
Moved 471.1565 383.2826 282.538 0.05389492 -0.2712499
Moved 471.1872 393.2525 274.7476 0.07697333 -0.2912872
Moved 471.2179 397.6592 271.6816 0.08717398 -0.2991728
Moved 471.2487 400.1826 269.9087 0.09301533 -0.3037329
Moved 471.2794 403.9324 266.0676 0.1016954 -0.3136122
Moved 471.3101 406 264.1573 0.1064815 -0.3185254
Moved 471.3407 409.7414 262.6293 0.1151421 -0.3224555
Ended 471.3715 412 261.5 0.1203704 -0.3253601
Began 473.7372 278 525 -0.1898148 0.3523662
Stationary 473.7679 278 525 -0.1898148 0.3523662
Stationary 473.7986 278 525 -0.1898148 0.3523662
Stationary 473.8294 278 525 -0.1898148 0.3523662
Moved 473.8601 284.7259 500.7794 -0.1742455 0.2900704
Moved 473.8908 302.7461 468.3808 -0.1325321 0.2067407
Moved 473.9215 320.39 439.1885 -0.09168972 0.1316575
Moved 473.9522 337.1471 410.0637 -0.05290031 0.05674813
Moved 473.983 349.5877 389.7216 -0.02410258 0.004427874
Moved 474.0137 372.0501 355.5298 0.02789388 -0.083514
Moved 474.0444 387.3707 335.5551 0.06335815 -0.1348892
Moved 474.0751 403.4849 316.9343 0.1006595 -0.1827822
Moved 474.1058 415.8363 301.1637 0.1292508 -0.2233444
Moved 474.1366 420.6761 295.4319 0.140454 -0.2380867
Moved 474.1673 429.3158 286.4562 0.1604531 -0.2611724
Moved 474.198 438.4821 277.5179 0.1816716 -0.2841618
Moved 474.2287 445.86 271.1401 0.1987499 -0.3005658
Moved 474.2594 451.9813 265.0187 0.2129196 -0.31631
Moved 474.2902 454.3683 263.3159 0.218445 -0.3206897
Moved 474.3209 461.7669 256.2332 0.2355715 -0.3389066
Moved 474.3517 465.5156 253.2422 0.2442491 -0.3465993
Moved 474.3823 466 251.8055 0.2453704 -0.3502945
Moved 474.4131 468.7665 251 0.2517744 -0.3523664
Moved 474.4438 470.6393 250.3607 0.2561095 -0.3540106
Moved 474.4745 473.9474 250 0.2637673 -0.3549383
Moved 474.5052 477.3584 250 0.271663 -0.3549383
Moved 474.536 483.7144 264.0717 0.2863761 -0.3187458
Moved 474.5667 488.3972 275.3925 0.2972157 -0.2896283
Moved 474.5974 506.6759 317.6898 0.3395276 -0.180839
Moved 474.6281 519.3787 353.2625 0.3689322 -0.08934539
Moved 474.6588 536.2487 393.5967 0.4079829 0.01439483
Moved 474.6896 552.6838 438.0513 0.4460272 0.1287326
Moved 474.7204 559.5814 459.7443 0.461994 0.1845275
Moved 474.751 563.7775 477.8876 0.4717073 0.2311922
Moved 474.7818 565 481.8461 0.474537 0.2413736
Moved 474.8125 566 490.253 0.4768519 0.2629963
Moved 474.8432 566 494.7063 0.4768519 0.2744503
Moved 474.8739 566 497.4747 0.4768519 0.2815706
Moved 474.9047 555.1747 501.3531 0.4517933 0.2915461
Moved 474.9354 551.5413 504.2294 0.4433826 0.2989437
Moved 474.9661 545.5962 505 0.4296208 0.3009258
Moved 474.9968 538.6533 506.6733 0.4135493 0.3052297
Moved 475.0275 530.3585 508 0.3943483 0.3086419
Moved 475.0583 521.7534 508 0.3744292 0.3086419
Moved 475.0891 514.1356 508.9548 0.3567953 0.3110978
Moved 475.1198 505.498 509 0.3368009 0.3112139
Moved 475.1505 496.8946 509 0.3168856 0.3112139
Moved 475.1812 490.6936 509 0.3025315 0.3112139
Moved 475.2119 482.7482 509 0.2841393 0.3112139
Moved 475.2427 476.1352 509 0.2688315 0.3112139
Moved 475.2733 469.3358 509 0.2530923 0.3112139
Moved 475.3041 462.8657 499.3532 0.238115 0.2864022
Moved 475.3348 457.4892 501 0.2256696 0.2906378
Moved 475.3655 451.737 500 0.2123542 0.2880658
Moved 475.3963 444.7853 499 0.1962624 0.2854938
Moved 475.427 438.4453 498 0.1815864 0.2829217
Moved 475.4577 432.2026 496.6013 0.1671357 0.2793243
Moved 475.4885 428.7296 496 0.1590963 0.2777777
Moved 475.5192 424.3261 495 0.148903 0.2752057
Moved 475.5499 420.5791 494 0.1402294 0.2726337
Moved 475.5806 416.4126 493 0.1305848 0.2700616
Moved 475.6114 413.5336 490.5336 0.1239203 0.2637179
Moved 475.6421 410.0025 490.0012 0.1157465 0.2623487
Moved 475.6728 407.1284 488.1284 0.1090935 0.2575317
Moved 475.7035 404.2569 487 0.1024465 0.2546296
Moved 475.7343 400.8219 486 0.09449512 0.2520575
Moved 475.765 397.8779 482.8779 0.08768022 0.2440274
Moved 475.7957 394.0021 481.0021 0.07870853 0.2392028
Moved 475.8264 391.1261 480 0.07205109 0.2366254
Moved 475.8571 388.5793 478.5793 0.06615579 0.2329714
Moved 475.8878 385.7047 479 0.05950153 0.2340534
Moved 475.9186 380.6755 479 0.04786004 0.2340534
Moved 475.9492 376.4684 490.5316 0.03812144 0.2637127
Moved 475.98 370.8896 496.1104 0.0252074 0.2780615
Moved 476.0107 365.1428 500.8572 0.01190454 0.2902706
Moved 476.0415 359.3914 504.3043 -0.001408706 0.2991365
Moved 476.0721 352.3834 507.7444 -0.0176311 0.3079846
Moved 476.1029 343.7536 510.7488 -0.03760735 0.3157118
Moved 476.1336 331.5165 511.6208 -0.06593391 0.3179548
Moved 476.1644 317.5136 512 -0.09834807 0.31893
Moved 476.1951 296.6855 514 -0.1465614 0.324074
Moved 476.2258 278.6215 514 -0.1883762 0.324074
Moved 476.2565 238.7198 497.6012 -0.2807412 0.281896
Ended 476.2872 203.0592 485.353 -0.363289 0.2503935
PhraseEnd 477.9616
