he is still on our team
Direct
0.6 0.6
432 388.8
Began 402.2938 417 389 0.1319444 0.002572016
Stationary 402.3245 417 389 0.1319444 0.002572016
Stationary 402.3552 417 389 0.1319444 0.002572016
Stationary 402.386 417 389 0.1319444 0.002572016
Stationary 402.4167 417 389 0.1319444 0.002572016
Moved 402.4474 395.7343 393.8751 0.08271833 0.01511067
Moved 402.4782 370.838 411.108 0.02508799 0.059434
Moved 402.5089 331.3514 444.5218 -0.06631622 0.1453749
Moved 402.5397 299.5595 482.5506 -0.1399085 0.2431856
Moved 402.5704 279.7695 504.5491 -0.1857187 0.299766
Moved 402.6011 266.5622 518.4377 -0.2162912 0.3354879
Moved 402.6318 259.5 527 -0.2326389 0.3575102
Moved 402.6625 255.7475 529.2525 -0.2413251 0.3633037
Moved 402.6933 252.9781 531.0219 -0.2477359 0.3678546
Moved 402.7241 251.6404 531 -0.2508324 0.3677982
Ended 402.7548 252 532.0869 -0.25 0.3705937
Began 403.4002 484 515 0.287037 0.326646
Stationary 403.431 484 515 0.287037 0.326646
Stationary 403.4617 484 515 0.287037 0.326646
Stationary 403.4925 484 515 0.287037 0.326646
Moved 403.5232 467.7315 515 0.2493786 0.326646
Moved 403.5539 430.6442 498.953 0.1635283 0.2853729
Moved 403.5847 387.4665 478.2333 0.06357988 0.2320813
Moved 403.6154 350.0327 456.8524 -0.02307241 0.1770895
Moved 403.6461 325.0943 441.6055 -0.08080016 0.137874
Moved 403.6769 299.6405 427.5069 -0.139721 0.1016123
Moved 403.7076 279.0425 417.5896 -0.1874017 0.07610489
Moved 403.7383 262.7032 407.3516 -0.2252241 0.04977253
Moved 403.769 249.4131 399.0479 -0.2559882 0.02841521
Moved 403.7997 236.7495 392.8747 -0.2853022 0.01253768
Moved 403.8305 229.3599 388.1799 -0.3024077 0.0004627086
Moved 403.8612 226.5 385.5 -0.3090278 -0.006430119
Moved 403.892 225.549 386 -0.3112293 -0.005144111
Ended 403.9227 226 386 -0.3101852 -0.005144111
Began 405.0292 231 373 -0.2986111 -0.03858032
Stationary 405.0599 231 373 -0.2986111 -0.03858032
Stationary 405.0905 231 373 -0.2986111 -0.03858032
Stationary 405.1213 231 373 -0.2986111 -0.03858032
Moved 405.1521 246.1277 386.9641 -0.2635933 -0.002664558
Moved 405.1828 268.3435 406.3435 -0.2121678 0.04717972
Moved 405.2136 299.5218 437.202 -0.1399958 0.1265482
Moved 405.2443 319.5585 459.6283 -0.09361456 0.1842291
Moved 405.275 332.5753 479.2922 -0.06348307 0.234805
Moved 405.3058 338.0048 494.0096 -0.05091478 0.2726584
Moved 405.3363 338 496.7733 -0.05092591 0.2797666
Moved 405.3672 338.8547 499.8547 -0.04894739 0.2876921
Moved 405.398 339.6233 501 -0.04716828 0.2906378
Moved 405.4285 343.7563 501 -0.03760109 0.2906378
Moved 405.4594 364.3461 501 0.01006037 0.2906378
Moved 405.4901 381.1782 502.5969 0.04902363 0.2947449
Moved 405.5209 394.429 506.7145 0.07969666 0.3053355
Moved 405.5516 404.332 509.1107 0.1026204 0.3114985
Moved 405.5824 411.946 512.2973 0.1202452 0.3196946
Moved 405.6131 419.5883 514 0.1379358 0.324074
Moved 405.6439 428.1774 516 0.157818 0.329218
Moved 405.6746 436.4697 517 0.1770133 0.33179
Moved 405.7053 444.6714 517 0.1959987 0.33179
Moved 405.736 453.1241 517 0.215565 0.33179
Moved 405.7668 466.7215 517 0.2470404 0.33179
Moved 405.7975 479.319 512.362 0.2762014 0.319861
Moved 405.8283 488.021 505.993 0.2963448 0.3034798
Moved 405.859 491.7783 503.2217 0.3050424 0.296352
Moved 405.8897 493 498.3766 0.3078704 0.2838903
Moved 405.9205 493 485.0817 0.3078704 0.2496957
Moved 405.9512 487.4695 457.7291 0.2950683 0.1793444
Moved 405.9819 486 422.4535 0.2916667 0.08861486
Moved 406.0126 496.9681 395.4185 0.3170558 0.01908039
Moved 406.0434 503.6492 380.877 0.3325213 -0.01832067
Moved 406.0742 511 366.5 0.349537 -0.05529835
Moved 406.1049 515.2838 360.1485 0.3594532 -0.07163452
Moved 406.1356 518.0498 357.9502 0.365856 -0.07728859
Moved 406.1664 520.3411 354.6589 0.3711599 -0.08575384
Moved 406.1971 524.4724 352.7638 0.3807231 -0.09062818
Ended 406.2278 526 353 0.3842592 -0.09002065
