did you have a good time
Direct
0.6 0.6
432 388.8
Began 350.4128 265 354 -0.2199074 -0.08744855
Stationary 350.4435 265 354 -0.2199074 -0.08744855
Stationary 350.4742 265 354 -0.2199074 -0.08744855
Moved 350.505 280 369 -0.1851852 -0.04886839
Moved 350.5357 302.0516 394.7125 -0.1341399 0.01726468
Moved 350.5664 333.338 423.1255 -0.06171748 0.09034329
Moved 350.5971 365.8466 450.6926 0.01353373 0.1612464
Moved 350.6278 389.4084 470.8574 0.06807506 0.2131104
Moved 350.6585 412.3851 488.5388 0.1212618 0.2585874
Moved 350.6893 424.1653 495.5826 0.1485308 0.2767043
Moved 350.7199 434.4955 503.4955 0.1724434 0.2970564
Moved 350.7506 441.4221 508.4221 0.1884772 0.3097276
Moved 350.7814 445.5786 510.5786 0.1980986 0.3152741
Moved 350.8121 448 513.443 0.2037037 0.3226413
Moved 350.8428 450 513.97 0.2083333 0.3239969
Moved 350.8735 451.3915 514 0.2115544 0.324074
Moved 350.9042 441.1027 509.0513 0.1877377 0.3113459
Moved 350.9349 396.1825 479.4925 0.08375574 0.2353201
Moved 350.9657 355.6162 448.0135 -0.01014759 0.1543557
Moved 350.9964 325.9724 427.9785 -0.07876764 0.1028253
Moved 351.0271 300.881 410.5035 -0.1368494 0.05787924
Moved 351.0577 287.5 400 -0.1678241 0.03086416
Moved 351.0885 281.4606 394.4606 -0.1818042 0.01661666
Moved 351.1192 280 391.8521 -0.1851852 0.009907655
Ended 351.1499 280 392 -0.1851852 0.01028803
Began 352.6855 364 480 0.009259283 0.2366254
Stationary 352.7161 364 480 0.009259283 0.2366254
Stationary 352.7469 364 480 0.009259283 0.2366254
Stationary 352.7776 364 480 0.009259283 0.2366254
Stationary 352.8083 364 480 0.009259283 0.2366254
Moved 352.839 387.3487 480 0.06330718 0.2366254
Moved 352.8698 405.7163 480 0.1058249 0.2366254
Moved 352.9005 424.5 480 0.1493056 0.2366254
Moved 352.9312 444.1075 480 0.1946932 0.2366254
Moved 352.9619 462.1411 488.0235 0.2364377 0.257262
Moved 352.9926 477.4006 489.9001 0.2717608 0.2620887
Moved 353.0233 486.1841 490 0.2920929 0.2623456
Moved 353.054 498.4295 492 0.3204387 0.2674896
Moved 353.0847 500.1524 493.1525 0.3244269 0.2704538
Moved 353.1155 504.0262 494 0.3333941 0.2726337
Moved 353.1461 506.1989 494 0.3384235 0.2726337
Moved 353.1769 507 495.441 0.3402778 0.2763399
Moved 353.2076 507 496.3148 0.3402778 0.2785874
Moved 353.2383 491.5967 498 0.304622 0.2829217
Moved 353.269 472.6288 499 0.2607147 0.2854938
Moved 353.2997 455.0825 499 0.2200984 0.2854938
Moved 353.3304 442.1897 499 0.1902539 0.2854938
Moved 353.3612 433.9505 499 0.1711817 0.2854938
Moved 353.3919 433 499 0.1689814 0.2854938
Ended 353.4226 433 499 0.1689814 0.2854938
Began 354.9889 408 362 0.1111111 -0.06687243
Stationary 355.0196 408 362 0.1111111 -0.06687243
Stationary 355.0503 408 362 0.1111111 -0.06687243
Stationary 355.081 408 362 0.1111111 -0.06687243
Stationary 355.1117 408 362 0.1111111 -0.06687243
Stationary 355.1424 408 362 0.1111111 -0.06687243
Moved 355.1731 395.2112 362 0.08150747 -0.06687243
Moved 355.2039 380.0204 362 0.0463436 -0.06687243
Moved 355.2346 361.1246 362 0.002603233 -0.06687243
Moved 355.2653 342.6808 362 -0.04009063 -0.06687243
Moved 355.296 320.853 362 -0.09061808 -0.06687243
Moved 355.3266 296.7469 362 -0.1464193 -0.06687243
Moved 355.3574 274.2729 362 -0.1984423 -0.06687243
Moved 355.3881 249.8573 362 -0.2549601 -0.06687243
Moved 355.4188 235.6344 362 -0.2878834 -0.06687243
Moved 355.4495 225.755 369 -0.3107524 -0.04886839
Moved 355.4802 218.1327 369.6224 -0.3283966 -0.04726747
Moved 355.511 213.0157 370 -0.3402413 -0.04629637
Moved 355.5417 209.9369 371.0631 -0.3473683 -0.04356196
Moved 355.5724 207.0601 371 -0.3540276 -0.04372435
Moved 355.6031 206 371 -0.3564815 -0.04372435
Moved 355.6338 205 371 -0.3587963 -0.04372435
Stationary 355.6645 205 371 -0.3587963 -0.04372435
Stationary 355.6952 205 371 -0.3587963 -0.04372435
Moved 355.7259 205 361.0937 -0.3587963 -0.06920363
