if you were not so stupid
Direct
0.6 0.6
432 388.8
Began 525.6997 498 521 0.3194444 0.3420781
Stationary 525.7305 498 521 0.3194444 0.3420781
Moved 525.7612 458.5273 506.1861 0.2280724 0.3039765
Moved 525.7919 399 483 0.09027779 0.2443414
Moved 525.8226 337.2804 452.1402 -0.05259176 0.1649696
Moved 525.8534 290.7961 426.0728 -0.1601942 0.09792382
Moved 525.8841 266.3264 406.0611 -0.2168371 0.04645339
Moved 525.9149 253.7838 394.3784 -0.2458708 0.01640536
Moved 525.9456 253 393.5352 -0.2476852 0.01423647
Ended 525.9764 253 393.5352 -0.2476852 0.01423647
Began 526.7144 388 502 0.06481478 0.2932098
Stationary 526.7452 388 502 0.06481478 0.2932098
Stationary 526.7759 388 502 0.06481478 0.2932098
Moved 526.8066 408.5858 490.461 0.1124671 0.2635313
Moved 526.8373 438.6274 477.7908 0.1820079 0.2309434
Moved 526.8681 460.9957 470.1013 0.2337863 0.2111659
Moved 526.8988 476.3142 469 0.2692459 0.2083333
Moved 526.9296 485.2874 468 0.2900172 0.2057612
Moved 526.9604 488.9639 468 0.2985275 0.2057612
Moved 526.9911 490 478.6579 0.300926 0.2331736
Moved 527.0219 479.2448 498.0083 0.2760297 0.2829431
Moved 527.0526 468.8358 510.1642 0.2519347 0.3142082
Moved 527.0833 461.4484 513.8505 0.2348342 0.3236896
Ended 527.1141 460 515 0.2314815 0.326646
Began 527.6368 194 487 -0.3842593 0.2546296
Stationary 527.6676 194 487 -0.3842593 0.2546296
Moved 527.6984 211.2216 487 -0.3443946 0.2546296
Moved 527.7291 233.1918 487 -0.2935376 0.2546296
Moved 527.7598 253.5334 487 -0.2464505 0.2546296
Moved 527.7906 274.3819 477.5168 -0.1981899 0.2302387
Moved 527.8213 288.1053 477 -0.1664229 0.2289094
Moved 527.8521 299.2911 477 -0.1405298 0.2289094
Moved 527.8828 304.7072 477 -0.1279926 0.2289094
Moved 527.9136 309.7141 477 -0.1164025 0.2289094
Moved 527.9443 312.9097 477 -0.1090053 0.2289094
Moved 527.9751 314.4685 477 -0.105397 0.2289094
Stationary 528.0058 314 477 -0.1064815 0.2289094
Stationary 528.0366 314 477 -0.1064815 0.2289094
Moved 528.0673 294.8931 477 -0.1507104 0.2289094
Moved 528.0981 282.4927 477 -0.1794149 0.2289094
Moved 528.1288 276 477 -0.1944444 0.2289094
Stationary 528.1595 276 477 -0.1944444 0.2289094
Ended 528.1903 276 477 -0.1944444 0.2289094
Began 528.836 420 259 0.1388889 -0.3317901
Moved 528.8668 442.6415 295.8994 0.1912998 -0.2368844
Moved 528.8975 458.2221 334.0553 0.227366 -0.1387467
Moved 528.9283 470.3677 372.129 0.2554809 -0.04082048
Moved 528.959 486.0899 414.9059 0.2918747 0.06920233
Moved 528.9897 498.6772 461.5397 0.3210122 0.1891452
Moved 529.0205 501 485.5052 0.3263889 0.2507849
Moved 529.0513 501 502.1032 0.3263889 0.2934752
Moved 529.082 489.7536 509.2464 0.3003555 0.3118477
Moved 529.1128 470.2222 514.1729 0.2551439 0.3245186
Moved 529.1435 448.183 515.6464 0.2041273 0.3283085
Moved 529.1743 419.7834 518.403 0.1383876 0.3353986
Ended 529.205 406.345 520 0.1072802 0.3395061
Began 529.7278 251 389 -0.2523148 0.002572016
Stationary 529.7585 251 389 -0.2523148 0.002572016
Moved 529.7892 299.6043 402.8681 -0.1398049 0.03824097
Moved 529.82 358.1904 425.4824 -0.004188965 0.09640517
Moved 529.8508 412.3514 461.8966 0.1211838 0.1900632
Moved 529.8815 446.3638 488.3183 0.1999162 0.2580202
Moved 529.9123 465.8203 503.0126 0.2449543 0.2958143
Moved 529.943 481.8821 512.441 0.2821344 0.3200643
Ended 529.9738 486.6485 514.8243 0.2931679 0.3261941
Began 531.4804 208 367 -0.3518518 -0.05401234
Stationary 531.5112 208 367 -0.3518518 -0.05401234
Stationary 531.5419 208 367 -0.3518518 -0.05401234
Moved 531.5726 235.3283 367 -0.2885918 -0.05401234
Moved 531.6035 252.56 376.64 -0.2487036 -0.02921807
Moved 531.6341 265.3528 382.7411 -0.2190908 -0.01352608
Moved 531.6649 277 390.6 -0.1921296 0.006687297
Moved 531.6957 290.7574 404.7573 -0.1602839 0.04310003
Moved 531.7264 298.625 418.2499 -0.1420718 0.07780325
