this is too much to handle
Began 456.1689 310 492 -0.1157407 0.2674896
Stationary 456.1996 310 492 -0.1157407 0.2674896
Stationary 456.2303 310 492 -0.1157407 0.2674896
Stationary 456.261 310 492 -0.1157407 0.2674896
Stationary 456.2918 310 492 -0.1157407 0.2674896
Stationary 456.3225 310 492 -0.1157407 0.2674896
Moved 456.3533 322.8408 492 -0.08601674 0.2674896
Moved 456.384 331.4114 492 -0.06617725 0.2674896
Moved 456.4147 353.6792 492 -0.0146314 0.2674896
Moved 456.4455 377.712 492 0.04100005 0.2674896
Moved 456.4762 405 492 0.1041667 0.2674896
Moved 456.507 427.2276 492 0.1556195 0.2674896
Moved 456.5377 446.2958 504.7988 0.1997588 0.3004084
Moved 456.5684 462.1013 509.7753 0.2363455 0.3132081
Moved 456.5991 474.3793 514.3448 0.2647668 0.324961
Moved 456.6299 482.6729 517.2243 0.2839651 0.3323669
Moved 456.6606 489.1913 519 0.2990538 0.3369341
Moved 456.6913 494.9624 520 0.3124129 0.3395061
Moved 456.722 499.0353 521 0.3218409 0.3420781
Moved 456.7519 504.3954 521 0.3342486 0.3420781
Moved 456.7835 507.2573 521 0.3408734 0.3420781
Moved 456.8143 509.8293 521 0.3468272 0.3420781
Moved 456.8451 511.6414 521 0.3510219 0.3420781
Moved 456.8757 513 521 0.3541666 0.3420781
Moved 456.9065 514.3931 521 0.3573914 0.3420781
Stationary 456.9372 514 521 0.3564815 0.3420781
Moved 456.968 515 521 0.3587963 0.3420781
Stationary 456.9987 515 521 0.3587963 0.3420781
Stationary 457.0294 515 521 0.3587963 0.3420781
Stationary 457.0602 515 521 0.3587963 0.3420781
Stationary 457.0909 515 521 0.3587963 0.3420781
Stationary 457.1216 515 521 0.3587963 0.3420781
Ended 457.1523 516.2831 521 0.3617664 0.3420781
Began 458.3818 460 212 0.2314815 -0.4526749
Stationary 458.4125 460 212 0.2314815 -0.4526749
Stationary 458.4432 460 212 0.2314815 -0.4526749
Stationary 458.474 460 212 0.2314815 -0.4526749
Stationary 458.5047 460 212 0.2314815 -0.4526749
Moved 458.5355 460 223.7383 0.2314815 -0.4224838
Moved 458.5662 460 232.3846 0.2314815 -0.4002453
Moved 458.5969 460 239.8605 0.2314815 -0.3810174
Moved 458.6277 460 249.3516 0.2314815 -0.356606
Moved 458.6584 451.2914 262.2516 0.2113226 -0.3234268
Moved 458.6891 447.5 279.5 0.2025463 -0.2790638
Moved 458.7199 443.8594 297.1248 0.194119 -0.2337325
Moved 458.7506 436.9867 321.0465 0.17821 -0.1722055
Moved 458.7813 431.2369 350.8156 0.1649002 -0.09563893
Moved 458.8121 419.4701 406.6496 0.1376623 0.04796699
Moved 458.8428 415.1374 432.1759 0.1276328 0.1136211
Moved 458.8735 411.4123 488.2893 0.1190099 0.2579457
Moved 458.9043 409.9663 499.2357 0.1156627 0.2861
Moved 458.935 409.4005 513.1962 0.1143531 0.3220066
Moved 458.9658 409 522.9448 0.113426 0.3470801
Moved 458.9964 409 529.3477 0.113426 0.3635485
Moved 459.0272 409 532.5 0.113426 0.3716563
Moved 459.0579 408.2424 533 0.1116722 0.3729423
Moved 459.0887 405.3684 533 0.1050195 0.3729423
Moved 459.1194 398.4533 533 0.08901219 0.3729423
Moved 459.1501 382.8723 511.8359 0.05294522 0.3185078
Moved 459.1809 359.1094 477.775 -0.002061625 0.2309028
Moved 459.2116 338.3972 440.5616 -0.05000646 0.1351892
Moved 459.2423 327.5 415 -0.07523149 0.06944436
Moved 459.2731 320.611 396.6384 -0.09117831 0.0222181
Moved 459.3038 315.8637 379.6592 -0.1021673 -0.02145265
Moved 459.3345 312.0576 361.4033 -0.1109777 -0.06840718
Moved 459.3653 308.0621 343.7175 -0.1202265 -0.1138955
Moved 459.396 304.6595 320.6168 -0.1281029 -0.1733109
Moved 459.4268 299.7885 296.0964 -0.1393785 -0.2363777
Moved 459.4576 293.8306 263.8141 -0.1531699 -0.319408
Moved 459.4883 290.9124 244.5621 -0.159925 -0.3689245
Moved 459.519 290 234.0771 -0.162037 -0.3958921
Moved 459.5497 289.5867 231.1735 -0.1629937 -0.4033605
Moved 459.5804 289 228.0432 -0.1643519 -0.4114115
Moved 459.6112 289 225.1808 -0.1643519 -0.4187737
Moved 459.6419 289 224.5 -0.1643519 -0.4205247
Moved 459.6726 289 223.7499 -0.1643519 -0.4224541
Stationary 459.7034 289 223.7499 -0.1643519 -0.4224541
Moved 459.7341 300.9098 239.8496 -0.136783 -0.3810453
Moved 459.7649 313.1665 259.6664 -0.1084109 -0.3300761
Moved 459.7956 326.5 283.5 -0.07754628 -0.2687758
Moved 459.8263 338.3389 301.8745 -0.05014136 -0.2215163
Moved 459.8571 355.2796 329.9894 -0.01092677 -0.1492043
Moved 459.8878 361.0419 339.0629 0.002411902 -0.1258671
Moved 459.9186 372.6407 353.1688 0.02926081 -0.08958643
Moved 459.9493 385.2068 368.0113 0.05834907 -0.05141136
Moved 459.98 397.4119 383.4119 0.08660158 -0.01180076
Moved 460.0107 399.1446 387.4338 0.09061257 -0.001456217
Moved 460.0415 401.7164 390.7164 0.09656568 0.006986469
Ended 460.0722 403 392 0.09953707 0.01028803
Began 461.7011 314 482 -0.1064815 0.2417695
Stationary 461.7319 314 482 -0.1064815 0.2417695
Stationary 461.7626 314 482 -0.1064815 0.2417695
Stationary 461.7934 314 482 -0.1064815 0.2417695
Stationary 461.8241 314 482 -0.1064815 0.2417695
Moved 461.8548 323.644 482 -0.0841573 0.2417695
Moved 461.8856 334.7487 482 -0.05845204 0.2417695
Moved 461.9163 363.4402 482 0.007963479 0.2417695
Moved 461.947 388.6679 482 0.06636093 0.2417695
Moved 461.9778 412.4576 482 0.1214297 0.2417695
Moved 462.0085 431.583 489.5166 0.1657014 0.2611023
Moved 462.0392 437.5951 490 0.1796182 0.2623456
Moved 462.0699 453.4977 490.4995 0.2164297 0.2636303
Moved 462.1007 467.1199 491.3733 0.2479628 0.2658777
Moved 462.1314 482 493.5 0.2824074 0.2713476
Moved 462.1621 488.642 493 0.2977824 0.2700616
Stationary 462.1929 488.642 493 0.2977824 0.2700616
Moved 462.2236 492.5164 493 0.306751 0.2700616
Moved 462.2543 494 494.3853 0.3101851 0.2736246
Moved 462.2851 496.9694 494 0.3170587 0.2726337
Moved 462.3157 498 494 0.3194444 0.2726337
Ended 462.3465 499.2776 494 0.3224017 0.2726337
Began 463.7911 392 356 0.07407407 -0.0823046
Stationary 463.8218 392 356 0.07407407 -0.0823046
Stationary 463.8526 392 356 0.07407407 -0.0823046
Stationary 463.8833 392 356 0.07407407 -0.0823046
Stationary 463.9141 392 356 0.07407407 -0.0823046
Stationary 463.9448 392 356 0.07407407 -0.0823046
Stationary 463.9756 392 356 0.07407407 -0.0823046
Stationary 464.0063 392 356 0.07407407 -0.0823046
Moved 464.037 378.9828 356 0.04394164 -0.0823046
Moved 464.0677 350.5692 365.836 -0.02183065 -0.05700625
Moved 464.0984 338.4194 364.8423 -0.0499551 -0.05956202
Moved 464.1292 313.5 367.5 -0.1076389 -0.05272634
Moved 464.1599 283.1504 371.5181 -0.1778926 -0.04239165
Moved 464.1907 258.0647 373.1336 -0.2359613 -0.03823669
Moved 464.2213 238.9876 374 -0.2801213 -0.03600823
Moved 464.2521 227.359 375 -0.3070393 -0.03343629
Moved 464.2828 215.3772 375 -0.3347751 -0.03343629
Moved 464.3135 205.8783 375 -0.3567632 -0.03343629
Moved 464.3443 199.6879 375 -0.3710929 -0.03343629
Moved 464.3751 195.2761 375 -0.3813054 -0.03343629
Moved 464.4058 194 375 -0.3842593 -0.03343629
Moved 464.4366 192.9658 375 -0.3866533 -0.03343629
Stationary 464.4672 192.9658 375 -0.3866533 -0.03343629
Stationary 464.498 192.9658 375 -0.3866533 -0.03343629
Stationary 464.5287 192.9658 375 -0.3866533 -0.03343629
Stationary 464.5594 192.9658 375 -0.3866533 -0.03343629
Stationary 464.5902 192.9658 375 -0.3866533 -0.03343629
Stationary 464.621 192.9658 375 -0.3866533 -0.03343629
Stationary 464.6517 192.9658 375 -0.3866533 -0.03343629
Stationary 464.6824 193 375 -0.3865741 -0.03343629
Moved 464.7131 193 376.5 -0.3865741 -0.02957819
Moved 464.7439 202.1779 376 -0.3653289 -0.03086435
Moved 464.7746 206.0655 377 -0.3563298 -0.02829226
Moved 464.8054 210.1693 377 -0.3468302 -0.02829226
Moved 464.8361 213.4607 377 -0.3392114 -0.02829226
Moved 464.8667 218.6783 377 -0.3271337 -0.02829226
Moved 464.8976 223.2105 377 -0.3166424 -0.02829226
Moved 464.9283 227.5661 377 -0.3065599 -0.02829226
Moved 464.959 233.3078 377 -0.293269 -0.02829226
Moved 464.9898 240.6012 377 -0.2763861 -0.02829226
Moved 465.0205 249.1632 377 -0.2565667 -0.02829226
Moved 465.0512 259.7835 377 -0.2319827 -0.02829226
Moved 465.0819 271.2824 367.1794 -0.2053648 -0.05355104
Moved 465.1126 284.1891 360.2073 -0.1754881 -0.07148334
Moved 465.1435 298.4073 351.1958 -0.1425756 -0.09466108
Moved 465.1742 312.5271 339.5607 -0.1098909 -0.1245867
Moved 465.205 328.7558 325.2442 -0.07232463 -0.1614089
Moved 465.2357 342.1444 311.2267 -0.04133239 -0.1974623
Moved 465.2664 353.481 297.1487 -0.01509031 -0.233671
Moved 465.2971 362.9965 283.7545 0.006936292 -0.2681212
Moved 465.3279 369.271 274.5936 0.02146055 -0.2916832
Moved 465.3586 374.2859 267.0712 0.03306916 -0.3110308
Moved 465.3893 379.5173 260.9655 0.04517883 -0.3267349
Moved 465.4201 385.8296 250.3407 0.05979081 -0.3540621
Moved 465.4508 387.2825 247.4349 0.0631539 -0.3615357
Moved 465.4815 389.8462 244.1538 0.06908834 -0.3699748
Moved 465.5122 392 241.2842 0.07407407 -0.3773556
Moved 465.543 394 238.3984 0.07870366 -0.3847777
Moved 465.5737 395.0253 236.9746 0.08107712 -0.3884398
Moved 465.6044 397.0074 234.9926 0.08566529 -0.3935377
Moved 465.6352 397.8784 234 0.08768141 -0.3960905
Moved 465.666 398.7512 233 0.0897017 -0.3986626
Moved 465.6967 399 231.8916 0.09027779 -0.4015134
Moved 465.7274 400 232 0.09259263 -0.4012346
Moved 465.7581 400 230.9948 0.09259263 -0.4038201
Moved 465.7889 401.438 231 0.09592136 -0.4038066
Stationary 465.8196 401 231 0.09490739 -0.4038066
Stationary 465.8503 401 231 0.09490739 -0.4038066
Stationary 465.8811 401 231 0.09490739 -0.4038066
Stationary 465.9118 401 231 0.09490739 -0.4038066
Moved 465.9426 401 241.162 0.09490739 -0.3776698
Moved 465.9733 388.6158 249.8456 0.06624023 -0.3553354
Moved 466.004 380.9958 258.0042 0.04860153 -0.3343515
Moved 466.0347 370.4193 267.5807 0.02411862 -0.3097203
Moved 466.0655 358.9153 280.8558 -0.002510796 -0.2755766
Moved 466.0962 349.0405 292.6127 -0.02536923 -0.2453378
Moved 466.127 339.5624 301.4376 -0.04730925 -0.2226399
Moved 466.1577 328.8277 313.1724 -0.07215817 -0.1924579
Moved 466.1884 317.2592 324.676 -0.09893704 -0.1628704
Moved 466.2192 307.5873 337.0211 -0.1213256 -0.1311186
Moved 466.2499 300.0611 345.9389 -0.1387474 -0.1081819
Moved 466.2806 290.4327 356.5673 -0.1610354 -0.08084545
Moved 466.3114 283.844 365.156 -0.176287 -0.05875513
Moved 466.3421 278.6076 373.0885 -0.1884082 -0.0383527
Moved 466.3728 274.5385 381.3845 -0.1978275 -0.0170152
Moved 466.4036 270.6548 387.3452 -0.2068175 -0.001684314
Moved 466.4343 268.7886 391.2114 -0.2111375 0.0082598
Moved 466.465 268 393.7368 -0.212963 0.01475507
Moved 466.4958 267.3918 394 -0.2143709 0.01543206
Moved 466.5265 267 395 -0.2152778 0.01800408
Stationary 466.5572 267 395 -0.2152778 0.01800408
Stationary 466.5879 267 395 -0.2152778 0.01800408
Stationary 466.6187 267 395 -0.2152778 0.01800408
Stationary 466.6494 267 395 -0.2152778 0.01800408
Moved 466.6802 276.3285 395 -0.193684 0.01800408
Moved 466.7109 294.6562 387.3439 -0.1512589 -0.001687611
Moved 466.7416 314.7597 384.0343 -0.1047228 -0.01019992
Moved 466.7724 341.5997 380.3112 -0.04259338 -0.01977591
Moved 466.8031 379.6583 376.2991 0.04550536 -0.0300949
Moved 466.8338 434.1499 375 0.1716433 -0.03343629
Moved 466.8646 461.6071 375 0.2352016 -0.03343629
Moved 466.8953 481.046 375 0.2801991 -0.03343629
Moved 466.926 497.4668 375 0.3182102 -0.03343629
Moved 466.9568 508.122 374 0.342875 -0.03600823
Moved 466.9875 519.9258 372.7686 0.3701987 -0.0391756
Moved 467.0182 527.5146 373 0.3877654 -0.03858032
Moved 467.049 533.621 373 0.4019005 -0.03858032
Moved 467.0797 537.4955 373 0.4108693 -0.03858032
Moved 467.1104 541.366 373 0.4198288 -0.03858032
Moved 467.1411 543.9353 373 0.4257762 -0.03858032
Moved 467.1719 545.3671 373 0.4290905 -0.03858032
Moved 467.2026 547.3397 373 0.4336566 -0.03858032
Stationary 467.2334 547.3397 373 0.4336566 -0.03858032
Stationary 467.2641 547.3397 373 0.4336566 -0.03858032
Stationary 467.2949 547.3397 373 0.4336566 -0.03858032
Moved 467.3256 538.6838 373 0.4136199 -0.03858032
Moved 467.3563 524.0067 373 0.379645 -0.03858032
Moved 467.387 504.6189 381.3811 0.334766 -0.01702391
Moved 467.4178 481.3028 385.1549 0.2807936 -0.007317665
Moved 467.4485 458.2497 393.8752 0.2274297 0.01511107
Moved 467.4792 425 406 0.150463 0.04629618
Moved 467.51 363.933 427.3557 0.009104113 0.1012233
Moved 467.5407 308.5548 446.4765 -0.1190861 0.1504025
Moved 467.5715 281.5161 458.085 -0.1816757 0.1802598
Moved 467.6022 262.21 467.895 -0.2263657 0.2054911
Moved 467.6329 252.9896 473.5052 -0.2477092 0.2199207
Moved 467.6636 248.2434 477.7566 -0.2586958 0.2308553
Moved 467.6944 247 479.8922 -0.2615741 0.236348
Moved 467.7251 245.1768 481.8232 -0.2657945 0.2413148
Moved 467.7558 245 483 -0.2662037 0.2443414
Ended 467.7866 245 483 -0.2662037 0.2443414
PhraseEnd 469.1389
