good jobs for those with education
Direct
0.6 0.6
432 388.8
Began 1588.137 358 365 -0.004629641 -0.05915646
Stationary 1588.168 358 365 -0.004629641 -0.05915646
Stationary 1588.198 358 365 -0.004629641 -0.05915646
Stationary 1588.229 358 365 -0.004629641 -0.05915646
Moved 1588.26 358 378.8538 -0.004629641 -0.02352436
Moved 1588.291 381.6555 402.5263 0.0501284 0.03736186
Moved 1588.321 404.667 428.5004 0.1033958 0.1041675
Moved 1588.352 425.2666 454.6888 0.15108 0.1715246
Moved 1588.383 451.0302 484.7019 0.2107181 0.2487189
Moved 1588.413 457.4709 492.5887 0.2256272 0.2690037
Moved 1588.444 470.9737 507.9737 0.2568835 0.3085743
Moved 1588.475 478.8849 516.8849 0.2751965 0.3314939
Moved 1588.506 486.1081 525.1081 0.2919169 0.3526443
Moved 1588.536 492.4818 532.7228 0.306671 0.3722293
Moved 1588.567 495.1151 536.1151 0.3127664 0.3809544
Moved 1588.598 496.5 537.5 0.3159723 0.3845164
Moved 1588.628 496 538 0.3148148 0.3858024
Stationary 1588.659 496 538 0.3148148 0.3858024
Moved 1588.69 479.8448 528.9785 0.2774186 0.3625988
Moved 1588.721 461.7271 516.1514 0.2354793 0.3296073
Moved 1588.751 429.7725 491.8293 0.1615104 0.2670507
Moved 1588.782 387.2365 458.9001 0.0630473 0.1823561
Moved 1588.813 355.6992 436.0994 -0.009955565 0.1237124
Moved 1588.844 325.9852 411.9889 -0.07873788 0.06169978
Moved 1588.874 306.6418 397.3851 -0.1235144 0.02413848
Moved 1588.905 287.9478 384.7196 -0.1667874 -0.00843727
Ended 1588.936 285 383 -0.1736111 -0.01286016
Began 1590.226 453 361 0.2152778 -0.06944452
Stationary 1590.257 453 361 0.2152778 -0.06944452
Moved 1590.288 453 372.6755 0.2152778 -0.03941477
Moved 1590.318 466.5 397 0.2465278 0.02314815
Moved 1590.349 479.0552 431.5324 0.2755907 0.111966
Moved 1590.38 488.2485 459.8284 0.2968716 0.1847438
Moved 1590.41 494.8579 482.5737 0.3121711 0.2432451
Moved 1590.441 499.7804 499.7315 0.3235658 0.2873752
Moved 1590.472 507.1465 521.0574 0.3406169 0.3422256
Moved 1590.503 510.2521 539.7649 0.3478059 0.3903417
Moved 1590.533 511 547.3815 0.349537 0.4099317
Moved 1590.564 511 550.6494 0.349537 0.4183367
Moved 1590.595 511 553 0.349537 0.4243826
Stationary 1590.625 511 553 0.349537 0.4243826
Stationary 1590.656 511 553 0.349537 0.4243826
Moved 1590.687 502.1579 553 0.3290691 0.4243826
Moved 1590.718 500.2795 553 0.324721 0.4243826
Moved 1590.748 497.4179 553 0.318097 0.4243826
Moved 1590.779 494.8653 544.8653 0.3121881 0.40346
Moved 1590.81 491.991 540.9821 0.3055348 0.3934723
Moved 1590.841 488.2399 537.2399 0.2968516 0.3838473
Moved 1590.871 485.5 533 0.2905093 0.3729423
Moved 1590.902 481.7396 528.4792 0.2818047 0.3613148
Moved 1590.933 477.8686 523.7371 0.2728439 0.349118
Moved 1590.964 474.996 521 0.2661946 0.3420781
Moved 1590.994 472.4452 517.4452 0.2602899 0.3329351
Moved 1591.025 469.565 513.565 0.2536227 0.3229551
Moved 1591.056 466.6968 508.3937 0.2469835 0.3096544
Moved 1591.086 463.8203 505.8204 0.2403248 0.3030359
Moved 1591.117 461.2984 501.5969 0.2344871 0.292173
Moved 1591.148 458.4192 498.4192 0.2278223 0.2839999
Moved 1591.178 455.5579 495.5579 0.2211989 0.2766407
Moved 1591.209 454 491.9893 0.2175926 0.267462
Moved 1591.24 451.1095 490 0.2109016 0.2623456
Moved 1591.271 448.2351 487.2352 0.204248 0.2552345
Moved 1591.301 446.3575 483.3575 0.1999018 0.2452611
Moved 1591.332 443.8229 480.8229 0.1940346 0.238742
Moved 1591.363 440.945 477.945 0.1873727 0.23134
Moved 1591.394 438.0701 474.0701 0.1807178 0.2213735
Moved 1591.424 435.5 470 0.1747686 0.2109053
Moved 1591.455 432.6916 467.6915 0.1682675 0.2049679
Moved 1591.486 429.8151 462.6302 0.1616091 0.19195
Moved 1591.516 426.9385 457.8771 0.1549503 0.1797249
Moved 1591.547 423.7896 452.7896 0.1476612 0.1666399
Moved 1591.578 420.5271 445.5814 0.1401091 0.1481001
Moved 1591.609 415.6455 436.9366 0.1288091 0.1258658
