electric cars need big fuel cells
Stationary 154.4281 388 256 0.06481478 -0.3395062
Stationary 154.4588 388 256 0.06481478 -0.3395062
Moved 154.4896 371.4495 294.1572 0.02650351 -0.2413654
Moved 154.5203 349.4025 332.9352 -0.02453118 -0.1416277
Moved 154.5511 322.1894 389.7371 -0.08752459 0.00446767
Moved 154.5818 302.8799 434.2402 -0.1322224 0.1189304
Moved 154.6126 287.4938 466.0125 -0.1678385 0.2006493
Moved 154.6433 278.7676 483.4648 -0.188038 0.2455371
Moved 154.6741 272.3131 495.3738 -0.202979 0.2761672
Moved 154.7048 268.4035 501.193 -0.2120289 0.2911342
Moved 154.7355 264.6302 505.3698 -0.2207634 0.301877
Moved 154.7663 261.4554 498.0493 -0.2281125 0.2830486
Moved 154.7971 259 454 -0.2337963 0.169753
Moved 154.8278 259 411.0724 -0.2337963 0.05934248
Moved 154.8585 259 388.4765 -0.2337963 0.001225491
Moved 154.8892 259 378.5857 -0.2337963 -0.02421375
Moved 154.92 259 374.7842 -0.2337963 -0.03399139
Ended 154.9508 259 373.5 -0.2337963 -0.03729432
Began 155.4734 350 229 -0.02314816 -0.4089506
Stationary 155.5042 350 229 -0.02314816 -0.4089506
Moved 155.5349 350 249.0054 -0.02314816 -0.3574965
Moved 155.5657 366.7119 283.3757 0.01553675 -0.2690953
Moved 155.5964 388.9215 340.2492 0.06694794 -0.1228159
Moved 155.6272 420.6928 397.9953 0.1404926 0.02570804
Moved 155.6579 459.6799 458.0198 0.2307405 0.180092
Moved 155.6887 476.1364 480.3909 0.2688341 0.2376307
Moved 155.7194 483.772 492.158 0.2865092 0.2678959
Moved 155.7502 484 496.1451 0.287037 0.2781509
Moved 155.7809 484 497 0.287037 0.2803498
Moved 155.8116 418.2144 443.2858 0.1347556 0.142196
Moved 155.8423 382.0207 406.9119 0.05097379 0.04864155
Moved 155.8731 368.5042 391.5042 0.01968573 0.00901285
Moved 155.9039 363.5 385 0.008101861 -0.007716127
Ended 155.9347 362 384 0.004629592 -0.01028807
Began 156.2421 308 340 -0.1203704 -0.1234569
Stationary 156.2728 308 340 -0.1203704 -0.1234569
Stationary 156.3036 308 340 -0.1203704 -0.1234569
Moved 156.3343 316.2073 353.6788 -0.101372 -0.08827468
Moved 156.3651 362.8281 421.6498 0.006546477 0.08654771
Moved 156.3958 396.0333 463.84 0.08341044 0.1950615
Moved 156.4266 418.0882 487.2436 0.1344633 0.255256
Moved 156.4572 428.7676 497.7676 0.1591843 0.2823241
Moved 156.4881 434.3522 503.3522 0.1721116 0.2966878
Moved 156.5188 438.1054 507.1054 0.1807996 0.306341
Moved 156.5495 440.8675 508.8675 0.1871932 0.3108731
Moved 156.5803 442.1136 510.1136 0.1900779 0.3140782
Stationary 156.611 442 510 0.1898148 0.3137859
Stationary 156.6417 442 510 0.1898148 0.3137859
Moved 156.6725 408 499.5 0.1111111 0.2867798
Moved 156.7033 366.2348 496.0261 0.01443247 0.2778449
Moved 156.734 328.0922 495 -0.07386068 0.2752057
Moved 156.7647 304.4644 495 -0.1285547 0.2752057
Moved 156.7955 293.2046 495 -0.1546191 0.2752057
Moved 156.8262 289.312 495 -0.1636297 0.2752057
Stationary 156.857 289 495 -0.1643519 0.2752057
Moved 156.8877 324.1558 484.1377 -0.0829727 0.2472676
Moved 156.9185 363.2667 467.5482 0.007561744 0.2045991
Moved 156.9492 408.8199 446.5245 0.113009 0.1505258
Moved 156.98 441.1022 432.1591 0.1877366 0.1135779
Moved 157.0107 464.7585 421.0906 0.2424964 0.08510946
Moved 157.0415 483.9095 409.3374 0.2868277 0.05488003
Moved 157.0722 494.6413 402.519 0.3116697 0.03734302
Moved 157.1029 506.6633 401 0.3394984 0.03343609
Ended 157.1337 513.5695 401 0.3554849 0.03343609
Began 157.349 325 224 -0.08101851 -0.4218107
Stationary 157.3797 325 224 -0.08101851 -0.4218107
Moved 157.4104 317.0996 238.9377 -0.0993064 -0.3833905
Moved 157.4412 310.5115 265.164 -0.1145567 -0.3159363
Moved 157.4719 302.3021 304.4894 -0.1335599 -0.2147907
Moved 157.5027 282.4754 357.9898 -0.1794551 -0.07718679
Moved 157.5334 264.0431 393.9138 -0.2221225 0.01521032
Moved 157.5642 248.7478 429.3062 -0.2575282 0.10624
Moved 157.5949 243.1364 458.7722 -0.2705175 0.1820272
Moved 157.6257 243 476.052 -0.2708333 0.2264711
Moved 157.6564 243 487.1072 -0.2708333 0.2549052
Moved 157.6872 256.3821 494.7529 -0.2398562 0.2745701
Moved 157.7179 293.2562 497 -0.1544996 0.2803498
Moved 157.7486 338.6155 482.1393 -0.04950106 0.2421279
Moved 157.7794 375.2837 464.2512 0.03537884 0.1961193
Moved 157.8102 399.6326 448.131 0.09174208 0.1546578
Moved 157.8409 431.0894 426.8374 0.1645589 0.09989031
Moved 157.8716 449.2931 408.7068 0.2066971 0.05325831
Moved 157.9023 456.6293 400.3707 0.223679 0.03181756
Moved 157.933 457 395.5652 0.2245371 0.0194579
Moved 157.9639 457 391.0586 0.2245371 0.007866636
Moved 157.9946 435.718 383.8154 0.175273 -0.01076294
Moved 158.0253 388.4643 379.5211 0.06588955 -0.0218079
Moved 158.0561 338.5916 380 -0.04955659 -0.02057613
Moved 158.0868 293.9588 380 -0.1528732 -0.02057613
Moved 158.1176 263.8434 380 -0.2225847 -0.02057613
Moved 158.1483 239.829 379.1184 -0.2781736 -0.0228436
Moved 158.179 224.5638 376.3909 -0.3135098 -0.0298588
Moved 158.2098 217.2621 376 -0.3304119 -0.03086435
Ended 158.2406 217 376 -0.3310185 -0.03086435
PhraseEnd 158.794
