experience is hard to come by
Direct
0.6 0.6
432 388.8
Began 774.3672 275 494 -0.1967592 0.2726337
Stationary 774.398 275 494 -0.1967592 0.2726337
Stationary 774.4287 275 494 -0.1967592 0.2726337
Stationary 774.4594 275 494 -0.1967592 0.2726337
Moved 774.4902 275 478.1676 -0.1967592 0.2319125
Moved 774.5209 275 455.6563 -0.1967592 0.1740131
Moved 774.5517 264.6036 423.527 -0.220825 0.09137592
Moved 774.5825 260.7742 389.1939 -0.2296893 0.003070713
Moved 774.6132 256.0984 343.4765 -0.2405129 -0.1145152
Moved 774.6439 253.3498 308.4976 -0.2468755 -0.2044815
Moved 774.6747 253 280.2252 -0.2476852 -0.2771986
Moved 774.7054 253 259.4299 -0.2476852 -0.3306844
Moved 774.7362 253 242.2283 -0.2476852 -0.3749273
Moved 774.7669 253 230.7716 -0.2476852 -0.4043941
Moved 774.7977 253 224.8632 -0.2476852 -0.4195906
Moved 774.8284 253 220.4711 -0.2476852 -0.4308872
Moved 774.8591 260 217.3315 -0.2314815 -0.4389621
Moved 774.8898 261.0464 217 -0.2290594 -0.4398148
Moved 774.9207 261 216 -0.2291666 -0.4423869
Moved 774.9514 263.1188 216 -0.224262 -0.4423869
Moved 774.9821 264.9946 216 -0.21992 -0.4423869
Moved 775.0128 269.523 216 -0.2094376 -0.4423869
Moved 775.0436 277.7245 227.7245 -0.1904526 -0.4122313
Moved 775.0743 287.0061 241.0081 -0.1689675 -0.3780657
Moved 775.105 295.288 253.0507 -0.1497963 -0.347092
Moved 775.1358 307.5 270.5 -0.1215278 -0.302212
Moved 775.1666 312.9051 276.8735 -0.1090159 -0.2858193
Moved 775.1973 324.9382 291.6727 -0.08116166 -0.2477553
Moved 775.228 337.5176 307.0212 -0.05204251 -0.2082789
Moved 775.2588 356.9094 329.1821 -0.007154197 -0.1512805
Moved 775.2895 388.469 359.4104 0.06590048 -0.073533
Moved 775.3203 400.9714 371.9714 0.09484112 -0.04122597
Moved 775.351 441.8615 405.2753 0.1894942 0.04443243
Moved 775.3818 453.3782 414.1648 0.2161534 0.06729624
Moved 775.4125 483.2094 434.9466 0.285207 0.1207474
Moved 775.4433 507.7021 452.1348 0.3419031 0.1649556
Moved 775.474 527.5917 464.7667 0.3879437 0.197445
Moved 775.5048 541.414 472.8484 0.4199398 0.2182314
Moved 775.5355 552.4346 479.2897 0.4454503 0.2347985
Moved 775.5663 556.9085 482.9085 0.4558067 0.2441062
Moved 775.597 559.6724 484 0.4622045 0.2469135
Moved 775.6277 561.5 485.5 0.4664352 0.2507715
Moved 775.6585 561 486.2394 0.4652777 0.2526733
Stationary 775.6893 561 486.2394 0.4652777 0.2526733
Stationary 775.72 561 486 0.4652777 0.2520575
Moved 775.7507 541.628 487 0.4204352 0.2546296
Moved 775.7815 517.4971 487 0.3645765 0.2546296
Moved 775.8123 490.8755 488 0.3029526 0.2572016
Moved 775.843 461.1502 488 0.234144 0.2572016
Moved 775.8738 426.9734 488 0.155031 0.2572016
Moved 775.9045 393.7594 488 0.07814665 0.2572016
Moved 775.9352 364.6146 480.1918 0.01068195 0.2371189
Moved 775.966 334.4438 474.7183 -0.05915781 0.2230408
Moved 775.9967 305.8767 465.9589 -0.1252853 0.2005116
Moved 776.0274 283.3635 457.7613 -0.1773994 0.1794271
Moved 776.0582 266.8239 451.3296 -0.2156854 0.1628847
Moved 776.089 256.9911 446.4955 -0.2384465 0.1504515
Moved 776.1197 247.9766 442.9883 -0.2593135 0.1414307
Moved 776.1505 243.2219 441 -0.2703197 0.1363167
Moved 776.1812 240.5 440 -0.2766204 0.1337448
Moved 776.2119 238.9943 437.9943 -0.2801058 0.128586
Moved 776.2427 239 437.225 -0.2800926 0.1266073
Moved 776.2734 239 436.4601 -0.2800926 0.1246402
Moved 776.3042 239 435.5 -0.2800926 0.1221707
Stationary 776.3349 239 435.5 -0.2800926 0.1221707
Moved 776.3656 239 435 -0.2800926 0.1208847
Moved 776.3964 254.0229 435 -0.2453173 0.1208847
Moved 776.4271 262.6737 435 -0.2252924 0.1208847
Moved 776.4579 271.2998 445.0328 -0.2053246 0.1466891
Moved 776.4886 281.7362 446.3681 -0.1811662 0.1501236
Moved 776.5194 292.8427 450.9213 -0.1554568 0.1618346
Moved 776.5502 305.4331 454.811 -0.1263123 0.171839
