sharp cheese keeps the mind sharp
Direct
0.6 0.6
432 388.8
Began 792.5202 242 397 -0.2731481 0.02314815
Stationary 792.5509 242 397 -0.2731481 0.02314815
Moved 792.5816 257.4149 397 -0.2374656 0.02314815
Moved 792.6124 295.4189 397 -0.1494933 0.02314815
Moved 792.6431 340.5 407.5 -0.0451389 0.05015428
Moved 792.6738 377.4996 407.3749 0.04050831 0.04983266
Moved 792.7045 402.714 408 0.09887496 0.05144025
Moved 792.7352 414.4635 408 0.126073 0.05144025
Moved 792.766 420.6258 409 0.1403374 0.05401234
Moved 792.7966 423.4989 409 0.1469882 0.05401234
Stationary 792.8274 423.4989 409 0.1469882 0.05401234
Moved 792.8581 379.5883 395.3971 0.04534344 0.01902545
Moved 792.8889 332.2438 385.811 -0.06425042 -0.005630289
Moved 792.9196 279.7744 377.9718 -0.1857074 -0.02579277
Moved 792.9503 222.9399 372.3675 -0.3172687 -0.04020714
Moved 792.981 212.5974 370.9425 -0.3412096 -0.04387223
Moved 793.0117 203.1958 369.0652 -0.3629727 -0.04870057
Moved 793.0424 198.1909 369 -0.374558 -0.04886839
Moved 793.0732 195.7043 369 -0.3803141 -0.04886839
Moved 793.1039 194.5 369 -0.3831018 -0.04886839
Moved 793.1346 193.7513 369 -0.3848349 -0.04886839
Moved 793.1653 194 377.0048 -0.3842593 -0.02828001
Moved 793.196 194 378.0768 -0.3842593 -0.02552276
Moved 793.2268 194 380.4099 -0.3842593 -0.01952207
Moved 793.2575 194 381 -0.3842593 -0.01800419
Moved 793.2883 194 383.8405 -0.3842593 -0.0106985
Moved 793.3187 198.5615 392.6066 -0.3737002 0.01184813
Moved 793.3497 221.8098 415.7621 -0.3198848 0.07140458
Moved 793.3804 273.8781 455.8551 -0.1993564 0.1745244
Moved 793.4111 296.5603 469.7252 -0.1468512 0.2101984
Moved 793.4418 313.1273 479.4764 -0.1085015 0.2352788
Moved 793.4725 323.1011 485.4008 -0.08541405 0.2505163
Moved 793.5033 330.5 488.5 -0.06828706 0.2584876
Moved 793.534 339.3905 492.0976 -0.04770726 0.2677406
Moved 793.5648 360.7209 497.9163 0.001668831 0.2827064
Moved 793.5955 394.5941 504.6792 0.08007894 0.3001007
Moved 793.6262 430.1501 508 0.1623844 0.3086419
Moved 793.6569 464.8716 509 0.2427582 0.3112139
Moved 793.6876 491.4704 509 0.3043297 0.3112139
Moved 793.7183 514.2174 509 0.3569847 0.3112139
Moved 793.749 527.907 509 0.3886736 0.3112139
Moved 793.7798 538.8333 509 0.4139659 0.3112139
Moved 793.8105 543.6579 499.6974 0.425134 0.2872874
Moved 793.8412 545 501.1246 0.4282407 0.2909584
Moved 793.8719 545 499.3015 0.4282407 0.2862693
Ended 793.9026 508 480 0.3425926 0.2366254
Began 796.3912 331 258 -0.06712963 -0.3343622
Stationary 796.4219 331 258 -0.06712963 -0.3343622
Stationary 796.4526 331 258 -0.06712963 -0.3343622
Stationary 796.4833 331 258 -0.06712963 -0.3343622
Moved 796.514 336.0244 276.3066 -0.05549902 -0.2872772
Moved 796.5448 343.7778 290.963 -0.03755147 -0.2495809
Moved 796.5756 350.932 306.864 -0.02099082 -0.2086834
Moved 796.6063 356.982 322.9459 -0.006986211 -0.1673202
Moved 796.637 365.5836 340.1672 0.01292507 -0.1230267
Moved 796.6677 370.7389 351.2166 0.02485851 -0.09460746
Moved 796.6984 375.5982 359.7946 0.036107 -0.07254495
Moved 796.7291 381.5269 369.8781 0.04983068 -0.04660979
Moved 796.7599 387.109 379.218 0.06275226 -0.02258764
Moved 796.7906 391.855 386.855 0.07373849 -0.002944891
Moved 796.8213 396 393 0.08333336 0.01285996
Moved 796.8521 400.6888 401.0333 0.09418716 0.03352165
Moved 796.8828 404.2189 407.4379 0.1023587 0.04999439
Moved 796.9135 409.0887 415.1775 0.1136314 0.06990092
Moved 796.9442 413.1751 420.1751 0.1230904 0.08275479
Moved 796.975 417.9361 426.9361 0.1341114 0.1001443
Moved 797.0057 423.0413 436.0413 0.1459289 0.1235628
Moved 797.0364 428.4394 447.6591 0.1584245 0.1534441
Moved 797.0671 433.5536 455.5536 0.1702631 0.1737489
Moved 797.0978 437.6524 462.3047 0.1797508 0.191113
Moved 797.1285 439.5316 466 0.1841011 0.2006171
Moved 797.1592 440 469.0732 0.1851852 0.2085217
